"the other"-pronoun-en "l'altre"-pronoun-ca
"a qualsevol hora del dia i de la nit"-adverb-ca "at all hours of the day and night"-adverb-en
"at all hours"-adverb-en "en tota hora"-adverb-ca
"en tota hora"-adverb-ca "at all hours"-adverb-en
"en tot moment"-adverb-ca "every single time"-adverb-en
"every single time"-adverb-en "en tot moment"-adverb-ca
"at an angle"-adverb-en "d'esbiaixada"-adverb-ca
"d'esbiaixada"-adverb-ca "at an angle"-adverb-en
"at another time"-adverb-en "en una altra ocasió"-adverb-ca
"en una altra ocasió"-adverb-ca "at another time"-adverb-en
"at best"-adverb-en "en el millor dels casos"-adverb-ca
"en el millor dels casos"-adverb-ca "at best"-adverb-en
"en el millor dels casos"-adverb-ca "at the best of times"-adverb-en
"at the best of times"-adverb-en "en el millor dels casos"-adverb-ca
"en el fons"-adverb-ca "at heart"-adverb-en
"at heart"-adverb-en "en el fons"-adverb-ca
"at close range"-adverb-en "a boca de canó"-adverb-ca
"a boca de canó"-adverb-ca "at close range"-adverb-en
"at cost"-adverb-en "a preu de cost"-adverb-ca
"a preu de cost"-adverb-ca "at cost"-adverb-en
"at cross-purposes"-adverb-en "en desacord"-adverb-ca
"en desacord"-adverb-ca "at cross-purposes"-adverb-en
"en desacord"-adverb-ca "at loggerheads"-adverb-en
"en desacord"-adverb-ca "out of step"-adverb-en
"at loggerheads"-adverb-en "en desacord"-adverb-ca
"out of step"-adverb-en "en desacord"-adverb-ca
"at every opportunity"-adverb-en "a la mínima"-adverb-ca
"a la mínima"-adverb-ca "at every opportunity"-adverb-en
"a la mínima"-adverb-ca "at the slightless"-adverb-en
"at the slightless"-adverb-en "a la mínima"-adverb-ca
"at eye level"-adverb-en "a l'alçada dels ulls"-adverb-ca
"a l'alçada dels ulls"-adverb-ca "at eye level"-adverb-en
"at face value"-adverb-en "al peu de la lletra"-adverb-ca
"al peu de la lletra"-adverb-ca "at face value"-adverb-en
"al principi"-adverb-ca "at the outset"-adverb-en
"al principi"-adverb-ca "at the start"-adverb-en
"al principi"-adverb-ca "in the beginning"-adverb-en
"at the outset"-adverb-en "al principi"-adverb-ca
"at the start"-adverb-en "al principi"-adverb-ca
"in the beginning"-adverb-en "al principi"-adverb-ca
"at full blast"-adverb-en "a tota marxa"-adverb-ca
"a tota marxa"-adverb-ca "at full blast"-adverb-en
"a tota marxa"-adverb-ca "at full stretch"-adverb-en
"a tota marxa"-adverb-ca "at full tilt"-adverb-en
"at full stretch"-adverb-en "a tota marxa"-adverb-ca
"at full tilt"-adverb-en "a tota marxa"-adverb-ca
"at full gallop"-adverb-en "a tota brida"-adverb-ca
"a tota brida"-adverb-ca "at full gallop"-adverb-en
"at her request"-adverb-en "a petició seua"-adverb-ca
"at her request"-adverb-en "a petició seva"-adverb-ca
"a petició seua"-adverb-ca "at her request"-adverb-en
"a petició seua"-adverb-ca "at his request"-adverb-en
"a petició seua"-adverb-ca "at their request"-adverb-en
"a petició seva"-adverb-ca "at her request"-adverb-en
"a petició seva"-adverb-ca "at his request"-adverb-en
"a petició seva"-adverb-ca "at their request"-adverb-en
"at his request"-adverb-en "a petició seua"-adverb-ca
"at his request"-adverb-en "a petició seva"-adverb-ca
"at their request"-adverb-en "a petició seua"-adverb-ca
"at their request"-adverb-en "a petició seva"-adverb-ca
"at high noon"-adverb-en "a mitja tarda"-adverb-ca
"at high noon"-adverb-en "a mitja vesprada"-adverb-ca
"a mitja tarda"-adverb-ca "at high noon"-adverb-en
"a mitja tarda"-adverb-ca "in the middle of the afternoon"-adverb-en
"a mitja tarda"-adverb-ca "late in the afternoon"-adverb-en
"a mitja tarda"-adverb-ca "late on in the afternoon"-adverb-en
"a mitja vesprada"-adverb-ca "at high noon"-adverb-en
"a mitja vesprada"-adverb-ca "in the middle of the afternoon"-adverb-en
"a mitja vesprada"-adverb-ca "late in the afternoon"-adverb-en
"a mitja vesprada"-adverb-ca "late on in the afternoon"-adverb-en
"in the middle of the afternoon"-adverb-en "a mitja tarda"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mitja vesprada"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mig tarda"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mig vesprada"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mitjan tarda"-adverb-ca
"in the middle of the afternoon"-adverb-en "a mitjan vesprada"-adverb-ca
"late in the afternoon"-adverb-en "a mitja tarda"-adverb-ca
"late in the afternoon"-adverb-en "a mitja vesprada"-adverb-ca
"late on in the afternoon"-adverb-en "a mitja tarda"-adverb-ca
"late on in the afternoon"-adverb-en "a mitja vesprada"-adverb-ca
"at issue"-adverb-en "a debat"-adverb-ca
"a debat"-adverb-ca "at issue"-adverb-en
"a debat"-adverb-ca "in debate"-adverb-en
"in debate"-adverb-en "a debat"-adverb-ca
"at my request"-adverb-en "a petició meua"-adverb-ca
"at my request"-adverb-en "a petició meva"-adverb-ca
"a petició meua"-adverb-ca "at my request"-adverb-en
"a petició meva"-adverb-ca "at my request"-adverb-en
"at our request"-adverb-en "a petició nostra"-adverb-ca
"a petició nostra"-adverb-ca "at our request"-adverb-en
"at peace"-adverb-en "en pau"-adverb-ca
"en pau"-adverb-ca "at peace"-adverb-en
"at play"-adverb-en "en joc"-adverb-ca
"en joc"-adverb-ca "at play"-adverb-en
"en joc"-adverb-ca "in play"-adverb-en
"en joc"-adverb-ca "into play"-adverb-en
"in play"-adverb-en "en joc"-adverb-ca
"into play"-adverb-en "en joc"-adverb-ca
"at relatively long term"-adverb-en "relativament a llarg termini"-adverb-ca
"relativament a llarg termini"-adverb-ca "at relatively long term"-adverb-en
"at right angles"-adverb-en "en angle recte"-adverb-ca
"en angle recte"-adverb-ca "at right angles"-adverb-en
"at risk"-adverb-en "en perill"-adverb-ca
"en perill"-adverb-ca "at risk"-adverb-en
"en perill"-adverb-ca "in extreme danger"-adverb-en
"en perill"-adverb-ca "in jeopardy"-adverb-en
"in extreme danger"-adverb-en "en perill"-adverb-ca
"in jeopardy"-adverb-en "en perill"-adverb-ca
"at sea"-adverb-en "a la mar"-adverb-ca
"a la mar"-adverb-ca "at sea"-adverb-en
"at short notice"-adverb-en "amb poc temps"-adverb-ca
"amb poc temps"-adverb-ca "at short notice"-adverb-en
"amb poc temps"-adverb-ca "on short notice"-adverb-en
"on short notice"-adverb-en "amb poc temps"-adverb-ca
"at that time of day"-adverb-en "a aquella hora del dia"-adverb-ca
"a aquella hora del dia"-adverb-ca "at that time of day"-adverb-en
"at that very instant"-adverb-en "en aquell precís instant"-adverb-ca
"en aquell precís instant"-adverb-ca "at that very instant"-adverb-en
"at that very place"-adverb-en "just en aquell lloc"-adverb-ca
"just en aquell lloc"-adverb-ca "at that very place"-adverb-en
"at that very second"-adverb-en "en aquell precís moment"-adverb-ca
"en aquell precís moment"-adverb-ca "at that very second"-adverb-en
"at the appropriate time"-adverb-en "en el moment adequat"-adverb-ca
"en el moment adequat"-adverb-ca "at the appropriate time"-adverb-en
"at the break of day"-adverb-en "a punta de dia"-adverb-ca
"a punta de dia"-adverb-ca "at the break of day"-adverb-en
"at the close of day"-adverb-en "a l'hora baixa"-adverb-ca
"a l'hora baixa"-adverb-ca "at the close of day"-adverb-en
"at the close of the day"-adverb-en "al cap del dia"-adverb-ca
"al cap del dia"-adverb-ca "at the close of the day"-adverb-en
"al cap del dia"-adverb-ca "at the end of the day"-adverb-en
"at the end of the day"-adverb-en "al cap del dia"-adverb-ca
"at the close of the year"-adverb-en "a finals d'any"-adverb-ca
"a finals d'any"-adverb-ca "at the close of the year"-adverb-en
"at the coast"-adverb-en "a la costa"-adverb-ca
"a la costa"-adverb-ca "at the coast"-adverb-en
"a la costa"-adverb-ca "on the coast"-adverb-en
"on the coast"-adverb-en "a la costa"-adverb-ca
"at the crack of dawn"-adverb-en "a trenc d'alba"-adverb-ca
"a trenc d'alba"-adverb-ca "at the crack of dawn"-adverb-en
"at the discretion of the court"-adverb-en "a discreció del tribunal"-adverb-ca
"a discreció del tribunal"-adverb-ca "at the discretion of the court"-adverb-en
"at the earliest"-adverb-en "com a molt d'hora"-adverb-ca
"com a molt d'hora"-adverb-ca "at the earliest"-adverb-en
"at the eleventh hour"-adverb-en "a l'últim minut"-adverb-ca
"a l'últim minut"-adverb-ca "at the eleventh hour"-adverb-en
"a l'últim minut"-adverb-ca "at the last minute"-adverb-en
"at the last minute"-adverb-en "a l'últim minut"-adverb-ca
"at the end of the year"-adverb-en "al cap de l'any"-adverb-ca
"al cap de l'any"-adverb-ca "at the end of the year"-adverb-en
"at the fore"-adverb-en "a proa"-adverb-ca
"a proa"-adverb-ca "at the fore"-adverb-en
"at the height of the season"-adverb-en "en plena temporada"-adverb-ca
"en plena temporada"-adverb-ca "at the height of the season"-adverb-en
"at the helm"-adverb-en "al poder"-adverb-ca
"al poder"-adverb-ca "at the helm"-adverb-en
"al poder"-adverb-ca "in power"-adverb-en
"al poder"-adverb-ca "in the saddle"-adverb-en
"in power"-adverb-en "al poder"-adverb-ca
"in the saddle"-adverb-en "al poder"-adverb-ca
"at the last moment"-adverb-en "a l'últim moment"-adverb-ca
"a l'últim moment"-adverb-ca "at the last moment"-adverb-en
"at the latest"-adverb-en "com a molt tard"-adverb-ca
"com a molt tard"-adverb-ca "at the latest"-adverb-en
"at the public expense"-adverb-en "a càrrec de la despesa pública"-adverb-ca
"a càrrec de la despesa pública"-adverb-ca "at the public expense"-adverb-en
"at the very bottom"-adverb-en "al fons de tot"-adverb-ca
"al fons de tot"-adverb-ca "at the very bottom"-adverb-en
"at the very end"-adverb-en "al final de tot"-adverb-ca
"al final de tot"-adverb-ca "at the very end"-adverb-en
"at the very top"-adverb-en "a dalt de tot"-adverb-ca
"a dalt de tot"-adverb-ca "at the very top"-adverb-en
"at the worst"-adverb-en "en el pitjor dels casos"-adverb-ca
"en el pitjor dels casos"-adverb-ca "at the worst"-adverb-en
"en el pitjor dels casos"-adverb-ca "at worst"-adverb-en
"en el pitjor dels casos"-adverb-ca "if the worst comes to the worst"-adverb-en
"en el pitjor dels casos"-adverb-ca "if worst comes to worst"-adverb-en
"en el pitjor dels casos"-adverb-ca "in the worst case"-adverb-en
"at worst"-adverb-en "en el pitjor dels casos"-adverb-ca
"if the worst comes to the worst"-adverb-en "en el pitjor dels casos"-adverb-ca
"if worst comes to worst"-adverb-en "en el pitjor dels casos"-adverb-ca
"in the worst case"-adverb-en "en el pitjor dels casos"-adverb-ca
"at this minute"-adverb-en "en aquest moment"-adverb-ca
"en aquest moment"-adverb-ca "at this minute"-adverb-en
"en aquest moment"-adverb-ca "at this moment in time"-adverb-en
"en aquest moment"-adverb-ca "at this point in time"-adverb-en
"en aquest moment"-adverb-ca "just this minute"-adverb-en
"en aquest moment"-adverb-ca "just this moment"-adverb-en
"en aquest moment"-adverb-ca "this instant"-adverb-en
"at this moment in time"-adverb-en "en aquest moment"-adverb-ca
"at this point in time"-adverb-en "en aquest moment"-adverb-ca
"just this minute"-adverb-en "en aquest moment"-adverb-ca
"just this moment"-adverb-en "en aquest moment"-adverb-ca
"this instant"-adverb-en "en aquest moment"-adverb-ca
"at this point"-adverb-en "en aquest punt"-adverb-ca
"en aquest punt"-adverb-ca "at this point"-adverb-en
"en aquest punt"-adverb-ca "at this stage"-adverb-en
"at this stage"-adverb-en "en aquest punt"-adverb-ca
"at this present point in time"-adverb-en "en aquest precís instant"-adverb-ca
"en aquest precís instant"-adverb-ca "at this present point in time"-adverb-en
"en aquest precís instant"-adverb-ca "at this very moment"-adverb-en
"at this very moment"-adverb-en "en aquest precís instant"-adverb-ca
"at this rate"-adverb-en "a aquest pas"-adverb-ca
"a aquest pas"-adverb-ca "at this rate"-adverb-en
"at this time"-adverb-en "a aquesta hora"-adverb-ca
"a aquesta hora"-adverb-ca "at this time"-adverb-en
"a aquesta hora"-adverb-ca "this time"-adverb-en
"this time"-adverb-en "a aquesta hora"-adverb-ca
"at this very minute"-adverb-en "en aquest precís moment"-adverb-ca
"en aquest precís moment"-adverb-ca "at this very minute"-adverb-en
"at work"-adverb-en "a la faena"-adverb-ca
"at work"-adverb-en "a la feina"-adverb-ca
"a la faena"-adverb-ca "at work"-adverb-en
"a la feina"-adverb-ca "at work"-adverb-en
"at your request"-adverb-en "a petició teua"-adverb-ca
"at your request"-adverb-en "a petició teva"-adverb-ca
"at your request"-adverb-en "a petició vostra"-adverb-ca
"a petició teua"-adverb-ca "at your request"-adverb-en
"a petició teva"-adverb-ca "at your request"-adverb-en
"a petició vostra"-adverb-ca "at your request"-adverb-en
"autonomously"-adverb-en "autònomament"-adverb-ca
"autònomament"-adverb-ca "autonomously"-adverb-en
"backstage"-adverb-en "entre bastidors"-adverb-ca
"backstage"-adverb-en "rereescenari"-adverb-ca
"entre bastidors"-adverb-ca "backstage"-adverb-en
"entre bastidors"-adverb-ca "behind the scenes"-adverb-en
"rereescenari"-adverb-ca "backstage"-adverb-en
"behind the scenes"-adverb-en "entre bastidors"-adverb-ca
"before a full court"-adverb-en "davant del tribunal"-adverb-ca
"davant del tribunal"-adverb-ca "before a full court"-adverb-en
"before dark"-adverb-en "al capvespre"-adverb-ca
"al capvespre"-adverb-ca "before dark"-adverb-en
"before long"-adverb-en "d'aquí a poc"-adverb-ca
"d'aquí a poc"-adverb-ca "before long"-adverb-en
"before too long"-adverb-en "ben aviat"-adverb-ca
"ben aviat"-adverb-ca "before too long"-adverb-en
"behaviorally"-adverb-en "conductualment"-adverb-ca
"conductualment"-adverb-ca "behaviorally"-adverb-en
"below cost"-adverb-en "per sota del cost establert"-adverb-ca
"per sota del cost establert"-adverb-ca "below cost"-adverb-en
"below ground"-adverb-en "sota terra"-adverb-ca
"sota terra"-adverb-ca "below ground"-adverb-en
"sota terra"-adverb-ca "below the ground"-adverb-en
"below the ground"-adverb-en "sota terra"-adverb-ca
"below sea level"-adverb-en "per sota del nivell del mar"-adverb-ca
"per sota del nivell del mar"-adverb-ca "below sea level"-adverb-en
"beside the point"-adverb-en "fora del tema"-adverb-ca
"fora del tema"-adverb-ca "beside the point"-adverb-en
"fora del tema"-adverb-ca "off the point"-adverb-en
"off the point"-adverb-en "fora del tema"-adverb-ca
"best regards"-adverb-en "consideracions millors"-adverb-ca
"best regards"-adverb-en "Records"-adverb-ca
"consideracions millors"-adverb-ca "best regards"-adverb-en
"Records"-adverb-ca "best regards"-adverb-en
"Best wishes"-adverb-en "Afectuosament"-adverb-ca
"Afectuosament"-adverb-ca "Best wishes"-adverb-en
"between times"-adverb-en "entre una cosa i l'altra"-adverb-ca
"entre una cosa i l'altra"-adverb-ca "between times"-adverb-en
"entre una cosa i l'altra"-adverb-ca "with one thing and another"-adverb-en
"with one thing and another"-adverb-en "entre una cosa i l'altra"-adverb-ca
"beyond all comparison"-adverb-en "sense punt de comparació"-adverb-ca
"sense punt de comparació"-adverb-ca "beyond all comparison"-adverb-en
"beyond belief"-adverb-en "sobre manera"-adverb-ca
"sobre manera"-adverb-ca "beyond belief"-adverb-en
"sobre manera"-adverb-ca "beyond measure"-adverb-en
"beyond measure"-adverb-en "sobre manera"-adverb-ca
"bipedally"-adverb-en "bípedament"-adverb-ca
"bípedament"-adverb-ca "bipedally"-adverb-en
"bloodily"-adverb-en "de manera sanguinolenta"-adverb-ca
"de manera sanguinolenta"-adverb-ca "bloodily"-adverb-en
"bolt upright"-adverb-en "completament dret"-adverb-ca
"completament dret"-adverb-ca "bolt upright"-adverb-en
"brightly"-adverb-en "brillantment"-adverb-ca
"brillantment"-adverb-ca "brightly"-adverb-en
"broadly speaking"-adverb-en "en poques paraules"-adverb-ca
"en poques paraules"-adverb-ca "broadly speaking"-adverb-en
"en poques paraules"-adverb-ca "to cut a long story short"-adverb-en
"to cut a long story short"-adverb-en "en poques paraules"-adverb-ca
"pels pèls"-adverb-ca "hanging by a thread"-adverb-en
"pels pèls"-adverb-ca "hanging on by a thread"-adverb-en
"pels pèls"-adverb-ca "in the nick of time"-adverb-en
"hanging by a thread"-adverb-en "pels pèls"-adverb-ca
"hanging on by a thread"-adverb-en "pels pèls"-adverb-ca
"in the nick of time"-adverb-en "pels pèls"-adverb-ca
"per majoria"-adverb-ca "by sheer force of numbers"-adverb-en
"by sheer force of numbers"-adverb-en "per majoria"-adverb-ca
"by a piece of good fortune"-adverb-en "per sort"-adverb-ca
"per sort"-adverb-ca "by a piece of good fortune"-adverb-en
"per sort"-adverb-ca "by a piece of good luck"-adverb-en
"per sort"-adverb-ca "by luck"-adverb-en
"per sort"-adverb-ca "for luck"-adverb-en
"by a piece of good luck"-adverb-en "per sort"-adverb-ca
"by luck"-adverb-en "per sort"-adverb-ca
"for luck"-adverb-en "per sort"-adverb-ca
"by a stroke of good fortune"-adverb-en "per un colp de sort"-adverb-ca
"by a stroke of good fortune"-adverb-en "per un cop de sort"-adverb-ca
"per un colp de sort"-adverb-ca "by a stroke of good fortune"-adverb-en
"per un cop de sort"-adverb-ca "by a stroke of good fortune"-adverb-en
"by airmail"-adverb-en "per avió"-adverb-ca
"per avió"-adverb-ca "by airmail"-adverb-en
"per avió"-adverb-ca "by air"-adverb-en
"by air"-adverb-en "per avió"-adverb-ca
"by all appearances"-adverb-en "segons les aparences"-adverb-ca
"segons les aparences"-adverb-ca "by all appearances"-adverb-en
"segons les aparences"-adverb-ca "to all appearances"-adverb-en
"to all appearances"-adverb-en "segons les aparences"-adverb-ca
"by check"-adverb-en "amb xec"-adverb-ca
"amb xec"-adverb-ca "by check"-adverb-en
"amb xec"-adverb-ca "by cheque"-adverb-en
"by cheque"-adverb-en "amb xec"-adverb-ca
"by commission"-adverb-en "a comissió"-adverb-ca
"a comissió"-adverb-ca "by commission"-adverb-en
"a comissió"-adverb-ca "on commission"-adverb-en
"on commission"-adverb-en "a comissió"-adverb-ca
"by comparison"-adverb-en "en comparació"-adverb-ca
"en comparació"-adverb-ca "by comparison"-adverb-en
"by contrast"-adverb-en "per contrast"-adverb-ca
"per contrast"-adverb-ca "by contrast"-adverb-en
"by credit card"-adverb-en "amb targeta de crèdit"-adverb-ca
"amb targeta de crèdit"-adverb-ca "by credit card"-adverb-en
"by hardware and software means"-adverb-en "mitjançant el maquinari i el programari"-adverb-ca
"mitjançant el maquinari i el programari"-adverb-ca "by hardware and software means"-adverb-en
"by hardware means"-adverb-en "mitjançant el maquinari"-adverb-ca
"mitjançant el maquinari"-adverb-ca "by hardware means"-adverb-en
"by land and sea"-adverb-en "per terra i per mar"-adverb-ca
"per terra i per mar"-adverb-ca "by land and sea"-adverb-en
"by leaps and bounds"-adverb-en "a grans passes"-adverb-ca
"a grans passes"-adverb-ca "by leaps and bounds"-adverb-en
"by machine"-adverb-en "a màquina"-adverb-ca
"a màquina"-adverb-ca "by machine"-adverb-en
"by mistake"-adverb-en "per equivocació"-adverb-ca
"per equivocació"-adverb-ca "by mistake"-adverb-en
"per equivocació"-adverb-ca "in error"-adverb-en
"in error"-adverb-en "per equivocació"-adverb-ca
"by moonlight"-adverb-en "a la claror de la lluna"-adverb-ca
"a la claror de la lluna"-adverb-ca "by moonlight"-adverb-en
"by mutual agreement"-adverb-en "d'acord mutu"-adverb-ca
"d'acord mutu"-adverb-ca "by mutual agreement"-adverb-en
"by name"-adverb-en "de nom"-adverb-ca
"de nom"-adverb-ca "by name"-adverb-en
"de nom"-adverb-ca "in name alone"-adverb-en
"de nom"-adverb-ca "in name only"-adverb-en
"in name alone"-adverb-en "de nom"-adverb-ca
"in name only"-adverb-en "de nom"-adverb-ca
"by nature"-adverb-en "per natura"-adverb-ca
"per natura"-adverb-ca "by nature"-adverb-en
"by popular demand"-adverb-en "per demanda popular"-adverb-ca
