"any"-determiner-en "gens de"-determiner-ca
"decouple"-verb-en "desacoblar"-verb-ca
"desacoblar"-verb-ca "decouple"-verb-en
"desacoblar"-verb-ca "detach"-verb-en
"detach"-verb-en "desacoblar"-verb-ca
"delimit"-verb-en "acotar"-verb-ca
"acotar"-verb-ca "delimit"-verb-en
"demarcate"-verb-en "demarcar"-verb-ca
"demarcar"-verb-ca "demarcate"-verb-en
"denaturalise"-verb-en "desnaturalitzar"-verb-ca
"desnaturalitzar"-verb-ca "denaturalise"-verb-en
"depersonalise"-verb-en "despersonalitzar"-verb-ca
"despersonalitzar"-verb-ca "depersonalise"-verb-en
"describe as"-verb-en "qualificar de"-verb-ca
"qualificar de"-verb-ca "describe as"-verb-en
"destroy"-verb-en "fer xixines"-verb-ca
"fer xixines"-verb-ca "destroy"-verb-en
"disentangle"-verb-en "desenbullar"-verb-ca
"desenbullar"-verb-ca "disentangle"-verb-en
"desenbullar"-verb-ca "unravel"-verb-en
"desenbullar"-verb-ca "untangle"-verb-en
"unravel"-verb-en "desenbullar"-verb-ca
"untangle"-verb-en "desenbullar"-verb-ca
"disturb"-verb-en "avalotar"-verb-ca
"disturb"-verb-en "escarotar"-verb-ca
"avalotar"-verb-ca "disturb"-verb-en
"escarotar"-verb-ca "disturb"-verb-en
"drink like a fish"-verb-en "beure com un lladre"-verb-ca
"beure com un lladre"-verb-ca "drink like a fish"-verb-en
"dull"-verb-en "desllustrar"-verb-ca
"desllustrar"-verb-ca "dull"-verb-en
"embezzle"-verb-en "malversar"-verb-ca
"malversar"-verb-ca "embezzle"-verb-en
"emulsify"-verb-en "emulsionar"-verb-ca
"emulsionar"-verb-ca "emulsify"-verb-en
"enervate"-verb-en "enervar"-verb-ca
"enervar"-verb-ca "enervate"-verb-en
"enforce"-verb-en "fer complir"-verb-ca
"fer complir"-verb-ca "enforce"-verb-en
"enlarge"-verb-en "engegantir"-verb-ca
"engegantir"-verb-ca "enlarge"-verb-en
"equalise"-verb-en "equalitzar"-verb-ca
"equalitzar"-verb-ca "equalise"-verb-en
"erupt"-verb-en "entrar en erupció"-verb-ca
"entrar en erupció"-verb-ca "erupt"-verb-en
"excommunicate"-verb-en "excomulgar"-verb-ca
"excomulgar"-verb-ca "excommunicate"-verb-en
"explode"-verb-en "fer explotar"-verb-ca
"fer explotar"-verb-ca "explode"-verb-en
"extort"-verb-en "extorquir"-verb-ca
"extort"-verb-en "extorsionar"-verb-ca
"extorquir"-verb-ca "extort"-verb-en
"extorsionar"-verb-ca "extort"-verb-en
"extradite"-verb-en "extradir"-verb-ca
"extradir"-verb-ca "extradite"-verb-en
"flabbergast"-verb-en "estupefactar"-verb-ca
"estupefactar"-verb-ca "flabbergast"-verb-en
"forget"-verb-en "deixar córrer"-verb-ca
"deixar córrer"-verb-ca "forget"-verb-en
"frighten off"-verb-en "aüixar"-verb-ca
"aüixar"-verb-ca "frighten off"-verb-en
"frown"-verb-en "arrufar les celles"-verb-ca
"arrufar les celles"-verb-ca "frown"-verb-en
"get angry"-verb-en "cabrejar"-verb-ca
"cabrejar"-verb-ca "get angry"-verb-en
"go Dutch"-verb-en "pagar l'escot"-verb-ca
"pagar l'escot"-verb-ca "go Dutch"-verb-en
"groan"-verb-en "gemecar"-verb-ca
"gemecar"-verb-ca "groan"-verb-en
"happen"-verb-en "advenir"-verb-ca
"advenir"-verb-ca "happen"-verb-en
"have a feeling that"-verb-en "tenir la sospita que"-verb-ca
"tenir la sospita que"-verb-ca "have a feeling that"-verb-en
"inflame"-verb-en "aflamar"-verb-ca
"aflamar"-verb-ca "inflame"-verb-en
"inflate"-verb-en "unflar"-verb-ca
"unflar"-verb-ca "inflate"-verb-en
"infuse"-verb-en "infondre"-verb-ca
"infondre"-verb-ca "infuse"-verb-en
"lean out"-verb-en "treure el cap"-verb-ca
"treure el cap"-verb-ca "lean out"-verb-en
"lessen"-verb-en "menyscabar"-verb-ca
"menyscabar"-verb-ca "lessen"-verb-en
"lose the joke"-verb-en "anar la gràcia"-verb-ca
"anar la gràcia"-verb-ca "lose the joke"-verb-en
"magnetise"-verb-en "imantar"-verb-ca
"imantar"-verb-ca "magnetise"-verb-en
"mediate"-verb-en "mediar"-verb-ca
"mediar"-verb-ca "mediate"-verb-en
"meet"-verb-en "quedar amb"-verb-ca
"quedar amb"-verb-ca "meet"-verb-en
"misinterpret"-verb-en "malinterpretar"-verb-ca
"malinterpretar"-verb-ca "misinterpret"-verb-en
"malinterpretar"-verb-ca "misunderstand"-verb-en
"misunderstand"-verb-en "malinterpretar"-verb-ca
"misunderstand"-verb-en "entendre malament"-verb-ca
"entendre malament"-verb-ca "misunderstand"-verb-en
"nod"-verb-en "assentir amb el cap"-verb-ca
"nod"-verb-en "saludar amb el cap"-verb-ca
"assentir amb el cap"-verb-ca "nod"-verb-en
"saludar amb el cap"-verb-ca "nod"-verb-en
"notarise"-verb-en "instrumentar"-verb-ca
"instrumentar"-verb-ca "notarise"-verb-en
"obtain"-verb-en "agenciar"-verb-ca
"agenciar"-verb-ca "obtain"-verb-en
"pay attention"-verb-en "parar atenció"-verb-ca
"parar atenció"-verb-ca "pay attention"-verb-en
"pay cash"-verb-en "pagar en metàl·lic"-verb-ca
"pagar en metàl·lic"-verb-ca "pay cash"-verb-en
"peer"-verb-en "mirar atentament"-verb-ca
"mirar atentament"-verb-ca "peer"-verb-en
"place in front"-verb-en "avantposar"-verb-ca
"avantposar"-verb-ca "place in front"-verb-en
"plumb"-verb-en "aplomar"-verb-ca
"aplomar"-verb-ca "plumb"-verb-en
"pounce"-verb-en "estergir"-verb-ca
"estergir"-verb-ca "pounce"-verb-en
"precede"-verb-en "antecedir"-verb-ca
"antecedir"-verb-ca "precede"-verb-en
"prestress"-verb-en "pretesar"-verb-ca
"pretesar"-verb-ca "prestress"-verb-en
"prevaricate"-verb-en "prevaricar"-verb-ca
"prevaricar"-verb-ca "prevaricate"-verb-en
"readjust"-verb-en "reajustar"-verb-ca
"reajustar"-verb-ca "readjust"-verb-en
"reassign"-verb-en "reassignar"-verb-ca
"reassignar"-verb-ca "reassign"-verb-en
"receive communion"-verb-en "combregar"-verb-ca
"combregar"-verb-ca "receive communion"-verb-en
"combregar"-verb-ca "take communion"-verb-en
"take communion"-verb-en "combregar"-verb-ca
"redevelop"-verb-en "reurbanitzar"-verb-ca
"reurbanitzar"-verb-ca "redevelop"-verb-en
"redirect"-verb-en "readreçar"-verb-ca
"readreçar"-verb-ca "redirect"-verb-en
"reestablish"-verb-en "reestablir"-verb-ca
"reestablir"-verb-ca "reestablish"-verb-en
"reexamine"-verb-en "reexaminar"-verb-ca
"reexaminar"-verb-ca "reexamine"-verb-en
"reissue"-verb-en "reestrenar"-verb-ca
"reestrenar"-verb-ca "reissue"-verb-en
"relocate"-verb-en "resituar"-verb-ca
"relocate"-verb-en "reubicar"-verb-ca
"resituar"-verb-ca "relocate"-verb-en
"reubicar"-verb-ca "relocate"-verb-en
"remount"-verb-en "remuntar el vol"-verb-ca
"remuntar el vol"-verb-ca "remount"-verb-en
"replenish"-verb-en "reomplir"-verb-ca
"reomplir"-verb-ca "replenish"-verb-en
"reposition"-verb-en "recol·locar"-verb-ca
"recol·locar"-verb-ca "reposition"-verb-en
"reread"-verb-en "rellegir"-verb-ca
"rellegir"-verb-ca "reread"-verb-en
"restrain"-verb-en "refrenar"-verb-ca
"refrenar"-verb-ca "restrain"-verb-en
"revisit"-verb-en "revisitar"-verb-ca
"revisitar"-verb-ca "revisit"-verb-en
"revolve"-verb-en "regirar"-verb-ca
"regirar"-verb-ca "revolve"-verb-en
"satiate"-verb-en "sadollar"-verb-ca
"sadollar"-verb-ca "satiate"-verb-en
"see the joke"-verb-en "veure la gràcia"-verb-ca
"veure la gràcia"-verb-ca "see the joke"-verb-en
"set fire to"-verb-en "calar foc a"-verb-ca
"calar foc a"-verb-ca "set fire to"-verb-en
"settle down"-verb-en "asseure cap"-verb-ca
"asseure cap"-verb-ca "settle down"-verb-en
"shear"-verb-en "cisallar"-verb-ca
"cisallar"-verb-ca "shear"-verb-en
"shed light on"-verb-en "ajudar a entendre"-verb-ca
"ajudar a entendre"-verb-ca "shed light on"-verb-en
"shrink"-verb-en "encongir"-verb-ca
"encongir"-verb-ca "shrink"-verb-en
"smuggle"-verb-en "fer contraban"-verb-ca
"fer contraban"-verb-ca "smuggle"-verb-en
"spoil"-verb-en "esgarrar"-verb-ca
"esgarrar"-verb-ca "spoil"-verb-en
"start afresh"-verb-en "començar de nou"-verb-ca
"començar de nou"-verb-ca "start afresh"-verb-en
"starve"-verb-en "passar gana"-verb-ca
"passar gana"-verb-ca "starve"-verb-en
"stick to"-verb-en "aferrar a"-verb-ca
"aferrar a"-verb-ca "stick to"-verb-en
"stiffen"-verb-en "engarrotar"-verb-ca
"stiffen"-verb-en "enrigidir"-verb-ca
"engarrotar"-verb-ca "stiffen"-verb-en
"enrigidir"-verb-ca "stiffen"-verb-en
"stigmatise"-verb-en "estigmatitzar"-verb-ca
"estigmatitzar"-verb-ca "stigmatise"-verb-en
"stud"-verb-en "tatxonar"-verb-ca
"tatxonar"-verb-ca "stud"-verb-en
"table a motion"-verb-en "presentar una moció"-verb-ca
"presentar una moció"-verb-ca "table a motion"-verb-en
"table the motion"-verb-en "presentar la moció"-verb-ca
"presentar la moció"-verb-ca "table the motion"-verb-en
"tackle"-verb-en "mamprendre"-verb-ca
"mamprendre"-verb-ca "tackle"-verb-en
"mamprendre"-verb-ca "undertake"-verb-en
"undertake"-verb-en "mamprendre"-verb-ca
"taper"-verb-en "afuar"-verb-ca
"afuar"-verb-ca "taper"-verb-en
"thank"-verb-en "donar les gràcies"-verb-ca
"donar les gràcies"-verb-ca "thank"-verb-en
"thicken"-verb-en "espessir"-verb-ca
"espessir"-verb-ca "thicken"-verb-en
"think so"-verb-en "creure que sí"-verb-ca
"creure que sí"-verb-ca "think so"-verb-en
"tuck"-verb-en "entaforar"-verb-ca
"entaforar"-verb-ca "tuck"-verb-en
"unfold"-verb-en "desdoblegar"-verb-ca
"desdoblegar"-verb-ca "unfold"-verb-en
"unscrew"-verb-en "descaragolar"-verb-ca
"descaragolar"-verb-ca "unscrew"-verb-en
"Rías Bajas"-properNoun-en "Rías Baixas"-properNoun-ca
"Rías Baixas"-properNoun-ca "Rías Bajas"-properNoun-en
"20th Century Fox"-properNoun-en "20th Century Fox"-properNoun-ca
"20th Century Fox"-properNoun-ca "20th Century Fox"-properNoun-en
"AC/DC"-properNoun-en "AC/DC"-properNoun-ca
"AC/DC"-properNoun-ca "AC/DC"-properNoun-en
"Aer Lingus"-properNoun-en "Aer Lingus"-properNoun-ca
"Aer Lingus"-properNoun-ca "Aer Lingus"-properNoun-en
"Alice in Chains"-properNoun-en "Alice in Chains"-properNoun-ca
"Alice in Chains"-properNoun-ca "Alice in Chains"-properNoun-en
"Athletic Bilbao"-properNoun-en "Athletic Club Bilbao"-properNoun-ca
"Athletic Club Bilbao"-properNoun-ca "Athletic Bilbao"-properNoun-en
"Battle of Austerlitz"-properNoun-en "Batalla d'Austerlitz"-properNoun-ca
"Batalla d'Austerlitz"-properNoun-ca "Battle of Austerlitz"-properNoun-en
"Bermeo Hiriko"-properNoun-en "Bermeo Hiriko"-properNoun-ca
"Bermeo Hiriko"-properNoun-ca "Bermeo Hiriko"-properNoun-en
"Bing"-properNoun-en "Bing"-properNoun-ca
"Bing"-properNoun-ca "Bing"-properNoun-en
"Brazomar inlet"-properNoun-en "entrada de Brazomar"-properNoun-ca
"entrada de Brazomar"-properNoun-ca "Brazomar inlet"-properNoun-en
"CAC 40"-properNoun-en "CAC 40"-properNoun-ca
"CAC 40"-properNoun-ca "CAC 40"-properNoun-en
"Callisto"-properNoun-en "Cal·listo"-properNoun-ca
"Cal·listo"-properNoun-ca "Callisto"-properNoun-en
"China National Petroleum Corporation"-properNoun-en "China National Petroleum Corporation"-properNoun-ca
"China National Petroleum Corporation"-properNoun-ca "China National Petroleum Corporation"-properNoun-en
"Cold War"-properNoun-en "Guerra Freda"-properNoun-ca
"Guerra Freda"-properNoun-ca "Cold War"-properNoun-en
"Conducator"-properNoun-en "Conducator"-properNoun-ca
"Conducator"-properNoun-ca "Conducator"-properNoun-en
"Dopplr"-properNoun-en "Dopplr"-properNoun-ca
"Dopplr"-properNoun-ca "Dopplr"-properNoun-en
"Dow Jones"-properNoun-en "Dow Jones"-properNoun-ca
"Dow Jones"-properNoun-ca "Dow Jones"-properNoun-en
"Duran Duran"-properNoun-en "Duran Duran"-properNoun-ca
"Duran Duran"-properNoun-ca "Duran Duran"-properNoun-en
"El Correo"-properNoun-en "El Correo"-properNoun-ca
"El Correo"-properNoun-ca "El Correo"-properNoun-en
"European Defence Agency"-properNoun-en "Agència Europea de Defensa"-properNoun-ca
"Agència Europea de Defensa"-properNoun-ca "European Defence Agency"-properNoun-en
"European People's Party"-properNoun-en "Partit Popular Europeu"-properNoun-ca
"Partit Popular Europeu"-properNoun-ca "European People's Party"-properNoun-en
"Flaviobriga flag"-properNoun-en "Bandera Flaviobriga"-properNoun-ca
"Bandera Flaviobriga"-properNoun-ca "Flaviobriga flag"-properNoun-en
"Flickr"-properNoun-en "Flickr"-properNoun-ca
"Flickr"-properNoun-ca "Flickr"-properNoun-en
"FORTRAN"-properNoun-en "FORTRAN"-properNoun-ca
"FORTRAN"-properNoun-ca "FORTRAN"-properNoun-en
"Fortune 500"-properNoun-en "Fortune 500"-properNoun-ca
"Fortune 500"-properNoun-ca "Fortune 500"-properNoun-en
"Friendfeed"-properNoun-en "Friendfeed"-properNoun-ca
"Friendfeed"-properNoun-ca "Friendfeed"-properNoun-en
"FTSE 100"-properNoun-en "FTSE 100"-properNoun-ca
"FTSE 100"-properNoun-ca "FTSE 100"-properNoun-en
"Galician sports foundation"-properNoun-en "Fundació Deporti Galego"-properNoun-ca
"Fundació Deporti Galego"-properNoun-ca "Galician sports foundation"-properNoun-en
"Ganymede"-properNoun-en "Ganimedes"-properNoun-ca
"Ganimedes"-properNoun-ca "Ganymede"-properNoun-en
"Garmin"-properNoun-en "Garmin"-properNoun-ca
"Garmin"-properNoun-ca "Garmin"-properNoun-en
"Great Depression"-properNoun-en "Gran depressió"-properNoun-ca
"Gran depressió"-properNoun-ca "Great Depression"-properNoun-en
"Great War"-properNoun-en "Gran Guerra"-properNoun-ca
"Gran Guerra"-properNoun-ca "Great War"-properNoun-en
"Grupo Barbanza"-properNoun-en "Grupo Barbanza"-properNoun-ca
"Grupo Barbanza"-properNoun-ca "Grupo Barbanza"-properNoun-en
"Hubble Space Telescope"-properNoun-en "Telescopi espacial Hubble"-properNoun-ca
"Telescopi espacial Hubble"-properNoun-ca "Hubble Space Telescope"-properNoun-en
"Iberia Ashland"-properNoun-en "Iberia Ashland"-properNoun-ca
"Iberia Ashland"-properNoun-ca "Iberia Ashland"-properNoun-en
"Ibex 35"-properNoun-en "Ibex 35"-properNoun-ca
"Ibex 35"-properNoun-ca "Ibex 35"-properNoun-en
"IHeardItOn"-properNoun-en "IHeardItOn"-properNoun-ca
"IHeardItOn"-properNoun-ca "IHeardItOn"-properNoun-en
"International Bank for Reconstruction and Development"-properNoun-en "Banc Internacional de Reconstrucció i Foment"-properNoun-ca
"International Bank for Reconstruction and Development"-properNoun-en "Banc Internacional per a la Reconstrucció i el Foment"-properNoun-ca
"Banc Internacional de Reconstrucció i Foment"-properNoun-ca "International Bank for Reconstruction and Development"-properNoun-en
"Banc Internacional per a la Reconstrucció i el Foment"-properNoun-ca "International Bank for Reconstruction and Development"-properNoun-en
"International Monetary Fund"-properNoun-en "Fons Monetari Internacional"-properNoun-ca
"Fons Monetari Internacional"-properNoun-ca "International Monetary Fund"-properNoun-en
"Kursaal"-properNoun-en "Kursaal"-properNoun-ca
"Kursaal"-properNoun-ca "Kursaal"-properNoun-en
"Lexmark"-properNoun-en "Lexmark"-properNoun-ca
"Lexmark"-properNoun-ca "Lexmark"-properNoun-en
"Los Alamos National Laboratory"-properNoun-en "Laboratori National de Los Alamos"-properNoun-ca
"Laboratori National de Los Alamos"-properNoun-ca "Los Alamos National Laboratory"-properNoun-en
"Metallica"-properNoun-en "Metallica"-properNoun-ca
"Metallica"-properNoun-ca "Metallica"-properNoun-en
"Microsoft Bing"-properNoun-en "Microsoft Bing"-properNoun-ca
"Microsoft Bing"-properNoun-ca "Microsoft Bing"-properNoun-en
"Middle Kingdom"-properNoun-en "Imperi mitjà"-properNoun-ca
"Imperi mitjà"-properNoun-ca "Middle Kingdom"-properNoun-en
"National Anti-Doping Agency"-properNoun-en "Agència Estatal Antidopatge"-properNoun-ca
"Agència Estatal Antidopatge"-properNoun-ca "National Anti-Doping Agency"-properNoun-en
"New York Stock Exchange"-properNoun-en "Borsa de Nova York"-properNoun-ca
"Borsa de Nova York"-properNoun-ca "New York Stock Exchange"-properNoun-en
"North Atlantic Treaty Organization"-properNoun-en "Organització del Tractat de l'Atlàntic Nord"-properNoun-ca
"Organització del Tractat de l'Atlàntic Nord"-properNoun-ca "North Atlantic Treaty Organization"-properNoun-en
"Oracle"-properNoun-en "Oracle"-properNoun-ca
"Oracle"-properNoun-ca "Oracle"-properNoun-en
"Paris Bourse"-properNoun-en "Borsa de París"-properNoun-ca
"Borsa de París"-properNoun-ca "Paris Bourse"-properNoun-en
"Pasai San Pedro"-properNoun-en "Pasai Sant Pere"-properNoun-ca
"Pasai Sant Pere"-properNoun-ca "Pasai San Pedro"-properNoun-en
"Phoney War"-properNoun-en "Guerra de broma"-properNoun-ca
"Guerra de broma"-properNoun-ca "Phoney War"-properNoun-en
"Pleistocene"-properNoun-en "Pleistocè"-properNoun-ca
"Pleistocene"-properNoun-en "Plistocè"-properNoun-ca
"Pleistocè"-properNoun-ca "Pleistocene"-properNoun-en
"Plistocè"-properNoun-ca "Pleistocene"-properNoun-en
"Prague Spring"-properNoun-en "Primavera de Praga"-properNoun-ca
"Primavera de Praga"-properNoun-ca "Prague Spring"-properNoun-en
"Realitatea TV"-properNoun-en "Realitatea TV"-properNoun-ca
"Realitatea TV"-properNoun-ca "Realitatea TV"-properNoun-en
"Rowing Club of Zumaia"-properNoun-en "Zumaiako Arraun Elkartea"-properNoun-ca
"Zumaiako Arraun Elkartea"-properNoun-ca "Rowing Club of Zumaia"-properNoun-en
"Rowing Club"-properNoun-en "Arraun Elkartea"-properNoun-ca
"Arraun Elkartea"-properNoun-ca "Rowing Club"-properNoun-en
"S&P 500"-properNoun-en "S&P 500"-properNoun-ca
"S&P 500"-properNoun-ca "S&P 500"-properNoun-en
"S&P TSX"-properNoun-en "S&P TSX"-properNoun-ca
"S&P TSX"-properNoun-ca "S&P TSX"-properNoun-en
"Texas Instruments"-properNoun-en "Texas Instruments"-properNoun-ca
"Texas Instruments"-properNoun-ca "Texas Instruments"-properNoun-en
"Treaty establishing a Constitution for Europe"-properNoun-en "Tractat pel qual s'establix una Constitució per a Europa"-properNoun-ca
"Tractat pel qual s'establix una Constitució per a Europa"-properNoun-ca "Treaty establishing a Constitution for Europe"-properNoun-en
""Treaty of Friendship, Cooperation and Mutual Assistance""-properNoun-en ""Tractat d'Amistat, Col·laboració i Assistència Mútua""-properNoun-ca
""Tractat d'Amistat, Col·laboració i Assistència Mútua""-properNoun-ca ""Treaty of Friendship, Cooperation and Mutual Assistance""-properNoun-en
"University of Pisa"-properNoun-en "Universitat de Pisa"-properNoun-ca
"Universitat de Pisa"-properNoun-ca "University of Pisa"-properNoun-en
"VeriSign"-properNoun-en "VeriSign"-properNoun-ca
"VeriSign"-properNoun-ca "VeriSign"-properNoun-en
"Waiting for Godot"-properNoun-en "Tot esperant Godot"-properNoun-ca
"Tot esperant Godot"-properNoun-ca "Waiting for Godot"-properNoun-en
"Wall Street Journal"-properNoun-en "Wall Street Journal"-properNoun-ca
"Wall Street Journal"-properNoun-ca "Wall Street Journal"-properNoun-en
"Warsaw Pact"-properNoun-en "Pacte de Varsòvia"-properNoun-ca
"Pacte de Varsòvia"-properNoun-ca "Warsaw Pact"-properNoun-en
"Wi-Fi"-properNoun-en "Wi-Fi"-properNoun-ca
"Wi-Fi"-properNoun-ca "Wi-Fi"-properNoun-en
"World Anti-Doping Agency"-properNoun-en "Agència Mundial Antidopatge"-properNoun-ca
"Agència Mundial Antidopatge"-properNoun-ca "World Anti-Doping Agency"-properNoun-en
"World Bank"-properNoun-en "Banc Mundial"-properNoun-ca
"Banc Mundial"-properNoun-ca "World Bank"-properNoun-en
"World Health Organisation"-properNoun-en "Organització Mundial de la Salut"-properNoun-ca
