mı	particle	crh	mı	particle	tur
Oslo	properNoun	crh	Oslo	properNoun	tur
İrlandiya	properNoun	crh	İrlanda	properNoun	tur
Eritreya	properNoun	crh	Eritre	properNoun	tur
Vilnüs	properNoun	crh	Vilnius	properNoun	tur
Sarayevo	properNoun	crh	Saraybosna	properNoun	tur
Niger	properNoun	crh	Nijer	properNoun	tur
Merkeziy Afrika	properNoun	crh	Orta Afrika	properNoun	tur
Iraq	properNoun	crh	Irak	properNoun	tur
İraq	properNoun	crh	Irak	properNoun	tur
Drogobıç	properNoun	crh	Drohobych	properNoun	tur
Çornobıl	properNoun	crh	Çernobil	properNoun	tur
Bahçesaray	properNoun	crh	Bahçesaray	properNoun	tur
Tehran	properNoun	crh	Tahran	properNoun	tur
Şri Lanka	properNoun	crh	Sri Lanka	properNoun	tur
Muritaniya	properNoun	crh	Moritanya	properNoun	tur
Lobez	properNoun	crh	Łobez	properNoun	tur
Lihtenşteyn	properNoun	crh	Lihtenştayn	properNoun	tur
Gomel	properNoun	crh	Gomel	properNoun	tur
Zambiya	properNoun	crh	Zambiya	properNoun	tur
Vrotslav	properNoun	crh	Wrocław	properNoun	tur
Vışgorod	properNoun	crh	Vışhorod	properNoun	tur
Somaliya	properNoun	crh	Somali	properNoun	tur
Simbirsk	properNoun	crh	Ulyanovsk	properNoun	tur
Ruanda	properNoun	crh	Ruanda	properNoun	tur
Rogatın	properNoun	crh	Rohatyn	properNoun	tur
Ovidiopol	properNoun	crh	Hacıdere	properNoun	tur
Novomırgorod	properNoun	crh	Novomırhorod	properNoun	tur
Nigeriya	properNoun	crh	Nijerya	properNoun	tur
Myanmar	properNoun	crh	Myanmar	properNoun	tur
Mukaçeve	properNoun	crh	Mukaçeve	properNoun	tur
Libiya	properNoun	crh	Libya	properNoun	tur
Liberiya	properNoun	crh	Liberya	properNoun	tur
Kiliya	properNoun	crh	Kili	properNoun	tur
Keniya	properNoun	crh	Kenya	properNoun	tur
Katovitse	properNoun	crh	Katowice	properNoun	tur
Kamyanets-Podilskıy	properNoun	crh	Kamyanets-Podilski	properNoun	tur
Kamboçiya	properNoun	crh	Kamboçya	properNoun	tur
Hotın	properNoun	crh	Hotin	properNoun	tur
Buenos Ayres	properNoun	crh	Buenos Aires	properNoun	tur
Boliviya	properNoun	crh	Bolivya	properNoun	tur
Bilgorod-Dnistrovskıy	properNoun	crh	Bilhorod-Dnistrovski	properNoun	tur
Bila Tserkva	properNoun	crh	Bila Tserkva	properNoun	tur
Bıdgoşç	properNoun	crh	Bydgoszcz	properNoun	tur
Vılkove	properNoun	crh	Vilkovo	properNoun	tur
Turbiv	properNoun	crh	Turbiv	properNoun	tur
Tokyo	properNoun	crh	Tokyo	properNoun	tur
Tarnobjeg	properNoun	crh	Tarnobrzeg	properNoun	tur
Tanzaniya	properNoun	crh	Tanzanya	properNoun	tur
Syerra Leone	properNoun	crh	Sierra Leone	properNoun	tur
Svaziland	properNoun	crh	Svaziland	properNoun	tur
Şçetsin	properNoun	crh	Szczecin	properNoun	tur
San Tome ve Prinsipi	properNoun	crh	São Tomé ve Príncipe	properNoun	tur
Nyu Deli	properNoun	crh	Yeni Delhi	properNoun	tur
Namibiya	properNoun	crh	Namibya	properNoun	tur
Moşçena	properNoun	crh	Moşçena	properNoun	tur
Makiyivka	properNoun	crh	Makiivka	properNoun	tur
Lüblâna	properNoun	crh	Ljubljana	properNoun	tur
Lisbon	properNoun	crh	Lizbon	properNoun	tur
Kabo Verde	properNoun	crh	Yeşil Burun Adaları	properNoun	tur
Jeşuv	properNoun	crh	Rzeszów	properNoun	tur
İlliçivsk	properNoun	crh	Chornomorsk	properNoun	tur
Gvineya Bissau	properNoun	crh	Gine-Bissau	properNoun	tur
Grenada	properNoun	crh	Grenada	properNoun	tur
Gorlivka	properNoun	crh	Horlivka	properNoun	tur
Glivitse	properNoun	crh	Gliwice	properNoun	tur
Ğarbiy Sahara	properNoun	crh	Batı Sahra	properNoun	tur
Ğana	properNoun	crh	Gana	properNoun	tur
Gambiya	properNoun	crh	Gambiya	properNoun	tur
Ekvatorial Gvineya	properNoun	crh	Ekvator Ginesi	properNoun	tur
Çuvaşistan	properNoun	crh	Çuvaşistan	properNoun	tur
Çop	properNoun	crh	Çop	properNoun	tur
Cibuti	properNoun	crh	Cibuti	properNoun	tur
Çenstohova	properNoun	crh	Częstochowa	properNoun	tur
Buştıno	properNoun	crh	Buştino	properNoun	tur
Bıtom	properNoun	crh	Bytom	properNoun	tur
Pervomaysk	properNoun	crh	Pervomaysk	properNoun	tur
Oçakiv	properNoun	crh	Özi	properNoun	tur
Krıvıy Rig	properNoun	crh	Kryvyi Rih	properNoun	tur
Kostenko	properNoun	crh	Kostenko	properNoun	tur
Gritsenko	properNoun	crh	Gritsenko	properNoun	tur
Petrenko	properNoun	crh	Petrenko	properNoun	tur
Rostenko	properNoun	crh	Rostenko	properNoun	tur
Matviyenko	properNoun	crh	Matviyenko	properNoun	tur
Lutsenko	properNoun	crh	Lutsenko	properNoun	tur
Yatsenko	properNoun	crh	Yatsenko	properNoun	tur
Ostapenko	properNoun	crh	Ostapenko	properNoun	tur
Nikitenko	properNoun	crh	Nikitenko	properNoun	tur
Martınenko	properNoun	crh	Martınenko	properNoun	tur
Datsenko	properNoun	crh	Datsenko	properNoun	tur
Atroşenko	properNoun	crh	Atroşenko	properNoun	tur
Petuşenko	properNoun	crh	Petuşenko	properNoun	tur
Ostaşçenko	properNoun	crh	Ostaşçenko	properNoun	tur
Haritonenko	properNoun	crh	Haritonenko	properNoun	tur
Voytenko	properNoun	crh	Voytenko	properNoun	tur
Storojenko	properNoun	crh	Storojenko	properNoun	tur
Satarenko	properNoun	crh	Satarenko	properNoun	tur
Mamotenko	properNoun	crh	Mamotenko	properNoun	tur
Köstenko	properNoun	crh	Köstenko	properNoun	tur
Kihtenko	properNoun	crh	Kihtenko	properNoun	tur
Grıtsenko	properNoun	crh	Grıtsenko	properNoun	tur
Dotsenko	properNoun	crh	Dotsenko	properNoun	tur
Pertenko	properNoun	crh	Pertenko	properNoun	tur
Kutsenko	properNoun	crh	Kutsenko	properNoun	tur
Kapitonenko	properNoun	crh	Kapitonenko	properNoun	tur
Devotçenko	properNoun	crh	Devotçenko	properNoun	tur
Degtârenko	properNoun	crh	Degtarenko	properNoun	tur
Artemenko	properNoun	crh	Artemenko	properNoun	tur
Nemtsov	properNoun	crh	Nemtsov	properNoun	tur
Nimetullayev	properNoun	crh	Nimetullayev	properNoun	tur
Seitmuratov	properNoun	crh	Seitmuratov	properNoun	tur
Belaventsev	properNoun	crh	Belaventsev	properNoun	tur
Mecitov	properNoun	crh	Mecitov	properNoun	tur
Portnikov	properNoun	crh	Portnikov	properNoun	tur
Mamutov	properNoun	crh	Mamutov	properNoun	tur
Şçepetkov	properNoun	crh	Şçepetkov	properNoun	tur
Mambetov	properNoun	crh	Mambetov	properNoun	tur
Acimambetov	properNoun	crh	Acimambetov	properNoun	tur
Zeytullayev	properNoun	crh	Zeytullayev	properNoun	tur
Bulatov	properNoun	crh	Bulatov	properNoun	tur
Strelkov	properNoun	crh	Strelkov	properNoun	tur
Putilov	properNoun	crh	Putilov	properNoun	tur
Saitvaliyev	properNoun	crh	Saitvaliyev	properNoun	tur
İzetov	properNoun	crh	İzetov	properNoun	tur
Sotnikov	properNoun	crh	Sotnikov	properNoun	tur
Namatullayev	properNoun	crh	Namatullayev	properNoun	tur
Şamsutdinov	properNoun	crh	Şamsutdinov	properNoun	tur
Muratov	properNoun	crh	Muratov	properNoun	tur
Mametov	properNoun	crh	Mametov	properNoun	tur
Lermontov	properNoun	crh	Lermontov	properNoun	tur
Butusov	properNoun	crh	Butusov	properNoun	tur
Artamonov	properNoun	crh	Artamonov	properNoun	tur
Stroganov	properNoun	crh	Stroganov	properNoun	tur
Nalbantov	properNoun	crh	Nalbantov	properNoun	tur
Çeçetov	properNoun	crh	Çeçetov	properNoun	tur
Starodubov	properNoun	crh	Starodubov	properNoun	tur
Silantyev	properNoun	crh	Silantyev	properNoun	tur
Şabutov	properNoun	crh	Şabutov	properNoun	tur
Kutayev	properNoun	crh	Kutayev	properNoun	tur
Bortnikov	properNoun	crh	Bortnikov	properNoun	tur
Ustayev	properNoun	crh	Ustayev	properNoun	tur
Seitablayev	properNoun	crh	Seitablayev	properNoun	tur
Kutuzov	properNoun	crh	Kutuzov	properNoun	tur
Kürtiyev	properNoun	crh	Kürtiyev	properNoun	tur
Kantemirov	properNoun	crh	Kantemirov	properNoun	tur
Bolotov	properNoun	crh	Bolotov	properNoun	tur
Vaitov	properNoun	crh	Vaitov	properNoun	tur
Stepanov	properNoun	crh	Stepanov	properNoun	tur
Seydametov	properNoun	crh	Seydametov	properNoun	tur
Leontyev	properNoun	crh	Leontyev	properNoun	tur
Kuvvatov	properNoun	crh	Kuvvatov	properNoun	tur
Kurtseitov	properNoun	crh	Kurtseitov	properNoun	tur
Karpuntsov	properNoun	crh	Karpuntsov	properNoun	tur
Batov	properNoun	crh	Batov	properNoun	tur
Ahtemov	properNoun	crh	Ahtemov	properNoun	tur
Ablâmitov	properNoun	crh	Ablamitov	properNoun	tur
Şvetsov	properNoun	crh	Şvetsov	properNoun	tur
Pulatov	properNoun	crh	Pulatov	properNoun	tur
Prostakov	properNoun	crh	Prostakov	properNoun	tur
Otorbayev	properNoun	crh	Otorbayev	properNoun	tur
Ostrov	properNoun	crh	Ostrov	properNoun	tur
Muhametdinov	properNoun	crh	Muhametdinov	properNoun	tur
Kuznetsov	properNoun	crh	Kuznetsov	properNoun	tur
Kurçatov	properNoun	crh	Kurçatov	properNoun	tur
Kravtsov	properNoun	crh	Kravtsov	properNoun	tur
Kartaşov	properNoun	crh	Kartaşov	properNoun	tur
Gaynutdinov	properNoun	crh	Gaynutdinov	properNoun	tur
Astahov	properNoun	crh	Astahov	properNoun	tur
Ablâtipov	properNoun	crh	Ablatipov	properNoun	tur
Sultanov	properNoun	crh	Sultanov	properNoun	tur
Sotov	properNoun	crh	Sotov	properNoun	tur
Settarov	properNoun	crh	Settarov	properNoun	tur
Selipetov	properNoun	crh	Selipetov	properNoun	tur
Seitnabiyev	properNoun	crh	Seitnabiyev	properNoun	tur
Seitbekirov	properNoun	crh	Seitbekirov	properNoun	tur
Saratov	properNoun	crh	Saratov	properNoun	tur
Saidahmetov	properNoun	crh	Saidahmetov	properNoun	tur
Sadretdinov	properNoun	crh	Sadretdinov	properNoun	tur
Qurtseitov	properNoun	crh	Qurtseitov	properNoun	tur
Matveyev	properNoun	crh	Matveyev	properNoun	tur
Martınov	properNoun	crh	Martınov	properNoun	tur
Litvinov	properNoun	crh	Litvinov	properNoun	tur
Lefortov	properNoun	crh	Lefortov	properNoun	tur
Krutov	properNoun	crh	Krutov	properNoun	tur
Hayretdinov	properNoun	crh	Hayretdinov	properNoun	tur
Hamitov	properNoun	crh	Hamitov	properNoun	tur
Gumbatov	properNoun	crh	Gumbatov	properNoun	tur
Fastov	properNoun	crh	Fastov	properNoun	tur
Beketov	properNoun	crh	Beketov	properNoun	tur
Barotov	properNoun	crh	Barotov	properNoun	tur
Zotov	properNoun	crh	Zotov	properNoun	tur
Ziyatdinov	properNoun	crh	Ziyatdinov	properNoun	tur
Zaldostanov	properNoun	crh	Zaldostanov	properNoun	tur
Zaitov	properNoun	crh	Zaitov	properNoun	tur
Vahitov	properNoun	crh	Vahitov	properNoun	tur
Totorkulov	properNoun	crh	Totorkulov	properNoun	tur
Terentyev	properNoun	crh	Terentyev	properNoun	tur
Strebkov	properNoun	crh	Strebkov	properNoun	tur
Skorobogatov	properNoun	crh	Skorobogatov	properNoun	tur
Seytveliyev	properNoun	crh	Seytveliyev	properNoun	tur
Petuhov	properNoun	crh	Petuhov	properNoun	tur
Ostroumov	properNoun	crh	Ostroumov	properNoun	tur
Mühetdinov	properNoun	crh	Mühetdinov	properNoun	tur
Kürseitov	properNoun	crh	Kürseitov	properNoun	tur
Krılatov	properNoun	crh	Krılatov	properNoun	tur
Korotayev	properNoun	crh	Korotayev	properNoun	tur
Jerebtsov	properNoun	crh	Jerebtsov	properNoun	tur
Hattatov	properNoun	crh	Hattatov	properNoun	tur
Gotov	properNoun	crh	Gotov	properNoun	tur
Gelâzitdinov	properNoun	crh	Gelazitdinov	properNoun	tur
Gaytayev	properNoun	crh	Gaytayev	properNoun	tur
Futbolistov	properNoun	crh	Futbolistov	properNoun	tur
Fetiyev	properNoun	crh	Fetiyev	properNoun	tur
Fetislâmov	properNoun	crh	Fetislamov	properNoun	tur
Dekabristov	properNoun	crh	Dekabristov	properNoun	tur
Çentsov	properNoun	crh	Çentsov	properNoun	tur
Antsiferov	properNoun	crh	Antsiferov	properNoun	tur
Zinetdinov	properNoun	crh	Zinetdinov	properNoun	tur
Storojikov	properNoun	crh	Storojikov	properNoun	tur
Stepantsov	properNoun	crh	Stepantsov	properNoun	tur
Slentsov	properNoun	crh	Slentsov	properNoun	tur
Sitvaliyev	properNoun	crh	Sitvaliyev	properNoun	tur
Sınbulatov	properNoun	crh	Sınbulatov	properNoun	tur
Sentsov	properNoun	crh	Sentsov	properNoun	tur
Şaymutdinov	properNoun	crh	Şaymutdinov	properNoun	tur
Şayahmetov	properNoun	crh	Şayahmetov	properNoun	tur
Şatov	properNoun	crh	Şatov	properNoun	tur
Saltıkov	properNoun	crh	Saltıkov	properNoun	tur
Qurtümerov	properNoun	crh	Qurtümerov	properNoun	tur
Qurtmollayev	properNoun	crh	Qurtmollayev	properNoun	tur
Pustomıtov	properNoun	crh	Pustomıtov	properNoun	tur
Pevtsov	properNoun	crh	Pevtsov	properNoun	tur
Pertev	properNoun	crh	Pertev	properNoun	tur
Pentagov	properNoun	crh	Pentagov	properNoun	tur
Ostrikov	properNoun	crh	Ostrikov	properNoun	tur
Opitnov	properNoun	crh	Opitnov	properNoun	tur
Mırzakmatov	properNoun	crh	Mırzakmatov	properNoun	tur
Matakov	properNoun	crh	Matakov	properNoun	tur
Lugovtsov	properNoun	crh	Lugovtsov	properNoun	tur
Lkgovtsov	properNoun	crh	Lkgovtsov	properNoun	tur
Lâtifov	properNoun	crh	Latifov	properNoun	tur
Kutlıyev	properNoun	crh	Kutlıyev	properNoun	tur
Kütiyev	properNoun	crh	Kütiyev	properNoun	tur
Kurtbedinov	properNoun	crh	Kurtbedinov	properNoun	tur
Kulmuhametov	properNoun	crh	Kulmuhametov	properNoun	tur
Krotov	properNoun	crh	Krotov	properNoun	tur
Kotov	properNoun	crh	Kotov	properNoun	tur
Kostantinov	properNoun	crh	Kostantinov	properNoun	tur
Konstatinov	properNoun	crh	Konstatinov	properNoun	tur
Konstantvinov	properNoun	crh	Konstantvinov	properNoun	tur
Kondratyev	properNoun	crh	Kondratyev	properNoun	tur
Katasonov	properNoun	crh	Katasonov	properNoun	tur
Kanmetirov	properNoun	crh	Kanmetirov	properNoun	tur
Hlustıkov	properNoun	crh	Hlustıkov	properNoun	tur
Gutorov	properNoun	crh	Gutorov	properNoun	tur
Gorstov	properNoun	crh	Gorstov	properNoun	tur
Gimatdinov	properNoun	crh	Gimatdinov	properNoun	tur
Gamzatov	properNoun	crh	Gamzatov	properNoun	tur
Dementyev	properNoun	crh	Dementyev	properNoun	tur
Demartinov	properNoun	crh	Demartinov	properNoun	tur
Beytullayev	properNoun	crh	Beytullayev	properNoun	tur
Beytulayev	properNoun	crh	Beytulayev	properNoun	tur
Avtayev	properNoun	crh	Avtayev	properNoun	tur
Atoyev	properNoun	crh	Atoyev	properNoun	tur
Astafyev	properNoun	crh	Astafyev	properNoun	tur
Artmambetov	properNoun	crh	Artmambetov	properNoun	tur
Arestarhov	properNoun	crh	Arestarhov	properNoun	tur
Antonenkov	properNoun	crh	Antonenkov	properNoun	tur
Alâutdinov	properNoun	crh	Alautdinov	properNoun	tur
Ahmetşayev	properNoun	crh	Ahmetşayev	properNoun	tur
Ahmetgaliyev	properNoun	crh	Ahmetgaliyev	properNoun	tur
Brüssel	properNoun	crh	Brüksel	properNoun	tur
Slavânsk	properNoun	crh	Slavyansk	properNoun	tur
Dnepropetrovsk	properNoun	crh	Dnepropetrovsk	properNoun	tur
Geniçesk	properNoun	crh	Geniçesk	properNoun	tur
Rostov	properNoun	crh	Rostov	properNoun	tur
Jeneva	properNoun	crh	Cenevre	properNoun	tur
Qıtay	properNoun	crh	Kitay	properNoun	tur
Groznıy	properNoun	crh	Grozni	properNoun	tur
Nadejda	properNoun	crh	Nadejda	properNoun	tur
Lilâ	properNoun	crh	Lila	properNoun	tur
Lüdmila	properNoun	crh	Lüdmila	properNoun	tur
Aleksandra	properNoun	crh	Aleksandra	properNoun	tur
Yelizaveta	properNoun	crh	Yelizaveta	properNoun	tur
Nikita	properNoun	crh	Nikita	properNoun	tur
Yevgeniya	properNoun	crh	Yevgeniya	properNoun	tur
Alime	properNoun	crh	Alime	properNoun	tur
Nikita	properNoun	crh	Nikita	properNoun	tur
Emirali	properNoun	crh	Emirali	properNoun	tur
Wilhelm	properNoun	crh	Wilhelm	properNoun	tur
Slobodân	properNoun	crh	Slobodan	properNoun	tur
Ramzan	properNoun	crh	Ramzan	properNoun	tur
Dmıtro	properNoun	crh	Dmıtro	properNoun	tur
Pötr	properNoun	crh	Pötr	properNoun	tur
İonas	properNoun	crh	İonas	properNoun	tur
Vâçeslav	properNoun	crh	Vaçeslav	properNoun	tur
Yaroslav	properNoun	crh	Yaroslav	properNoun	tur
Serğiy	properNoun	crh	Serğiy	properNoun	tur
Georgiy	properNoun	crh	Georgiy	properNoun	tur
Çarli	properNoun	crh	Çarli	properNoun	tur
Cınğız	properNoun	crh	Cengiz	properNoun	tur
Oraz	properNoun	crh	Oraz	properNoun	tur
Ceppar	properNoun	crh	Ceppar	properNoun	tur
Melitopol	properNoun	crh	Melitopol	properNoun	tur
Livadiya	properNoun	crh	Livadiya	properNoun	tur
Volnovaha	properNoun	crh	Volnovaha	properNoun	tur
Özenbaş	properNoun	crh	Özenbaş	properNoun	tur
Bulğanaq	properNoun	crh	Bulğanak	properNoun	tur
Kalançak	properNoun	crh	Kalançak	properNoun	tur
İslâm Terek	properNoun	crh	İslam Terek	properNoun	tur
Kahovka	properNoun	crh	Kahovka	properNoun	tur
Gurzuf	properNoun	crh	Gurzuf	properNoun	tur
Qoz	properNoun	crh	Koz	properNoun	tur
Fontan	properNoun	crh	Fontan	properNoun	tur
Massandra	properNoun	crh	Massandra	properNoun	tur
Büyük Onlar	properNoun	crh	Büyük Onlar	properNoun	tur
Qızıltaş	properNoun	crh	Kızıltaş	properNoun	tur
Nikolayevka	properNoun	crh	Nikolayevka	properNoun	tur
Berdânsk	properNoun	crh	Berdansk	properNoun	tur
Suvuq Sala	properNoun	crh	Suvuk Sala	properNoun	tur
Mirnıy	properNoun	crh	Mirnıy	properNoun	tur
Ujgorod	properNoun	crh	Ujgorod	properNoun	tur
Frunze	properNoun	crh	Frunze	properNoun	tur
Çayka	properNoun	crh	Çayka	properNoun	tur
Zuya	properNoun	crh	Zuya	properNoun	tur
Novoazovsk	properNoun	crh	Novoazovsk	properNoun	tur
Donets	properNoun	crh	Donets	properNoun	tur
Tankovoye	properNoun	crh	Tankovoye	properNoun	tur
Ortalan	properNoun	crh	Ortalan	properNoun	tur
Kamenka	properNoun	crh	Kamenka	properNoun	tur
Ferngeym	properNoun	crh	Ferngeym	properNoun	tur
Baydar	properNoun	crh	Baydar	properNoun	tur
Totayköy	properNoun	crh	Totayköy	properNoun	tur
Sarabuz	properNoun	crh	Sarabuz	properNoun	tur
Novofödorovka	properNoun	crh	Novofödorovka	properNoun	tur
Lutsk	properNoun	crh	Lutsk	properNoun	tur
İlovaysk	properNoun	crh	İlovaysk	properNoun	tur
Çaplınka	properNoun	crh	Çaplınka	properNoun	tur
Vitebsk	properNoun	crh	Vitebsk	properNoun	tur
Şostka	properNoun	crh	Şostka	properNoun	tur
Simeiz	properNoun	crh	Simeiz	properNoun	tur
Saraylı Qıyat	properNoun	crh	Saraylı Kıyat	properNoun	tur
Novıy Svet	properNoun	crh	Novıy Svet	properNoun	tur
Küçük Alqalı	properNoun	crh	Küçük Alkalı	properNoun	tur
Kirovskoye	properNoun	crh	Kirovskoye	properNoun	tur
Tamğacı	properNoun	crh	Tamğacı	properNoun	tur
Sverdlovsk	properNoun	crh	Sverdlovsk	properNoun	tur
Severodonetsk	properNoun	crh	Severodonetsk	properNoun	tur
Şçors	properNoun	crh	Şçors	properNoun	tur
Romnı	properNoun	crh	Romnı	properNoun	tur
Novoaydar	properNoun	crh	Novoaydar	properNoun	tur
Nemıriv	properNoun	crh	Nemıriv	properNoun	tur
Maryino	properNoun	crh	Maryino	properNoun	tur
Lubnı	properNoun	crh	Lubnı	properNoun	tur
Koreiz	properNoun	crh	Koreiz	properNoun	tur
Brovarı	properNoun	crh	Brovarı	properNoun	tur
Artömovsk	properNoun	crh	Artömovsk	properNoun	tur
Zolotonoşa	properNoun	crh	Zolotonoşa	properNoun	tur
Zbaraj	properNoun	crh	Zbaraj	properNoun	tur
Yalı Moynaq	properNoun	crh	Yalı Moynak	properNoun	tur
Vasılkiv	properNoun	crh	Vasılkiv	properNoun	tur
Uman	properNoun	crh	Uman	properNoun	tur
Tuvaq	properNoun	crh	Tuvak	properNoun	tur
Teplodar	properNoun	crh	Teplodar	properNoun	tur
Tav Dayır	properNoun	crh	Tav Dayır	properNoun	tur
Sokal	properNoun	crh	Sokal	properNoun	tur
Smila	properNoun	crh	Smila	properNoun	tur
Slavutıç	properNoun	crh	Slavutıç	properNoun	tur
Skadovsk	properNoun	crh	Skadovsk	properNoun	tur
Quru Özen	properNoun	crh	Kuru Özen	properNoun	tur
Lıpovets	properNoun	crh	Lıpovets	properNoun	tur
Küçük Özen	properNoun	crh	Küçük Özen	properNoun	tur
Kovel	properNoun	crh	Kovel	properNoun	tur
Korosten	properNoun	crh	Korosten	properNoun	tur
İzâslav	properNoun	crh	İzaslav	properNoun	tur
Golovanivsk	properNoun	crh	Golovanivsk	properNoun	tur
Foros	properNoun	crh	Foros	properNoun	tur
Çervonopartizansk	properNoun	crh	Çervonopartizansk	properNoun	tur
Boguslav	properNoun	crh	Boguslav	properNoun	tur
Zvenıgorodka	properNoun	crh	Zvenıgorodka	properNoun	tur
Znamyanka	properNoun	crh	Znamyanka	properNoun	tur
Zinkiv	properNoun	crh	Zinkiv	properNoun	tur
Zgurivka	properNoun	crh	Zgurivka	properNoun	tur
Zboriv	properNoun	crh	Zboriv	properNoun	tur
Zastavna	properNoun	crh	Zastavna	properNoun	tur
Zariçne	properNoun	crh	Zariçne	properNoun	tur
Zalişçıkı	properNoun	crh	Zalişçıkı	properNoun	tur
Yemilçıne	properNoun	crh	Yemilçıne	properNoun	tur
Yavoriv	properNoun	crh	Yavoriv	properNoun	tur
Yasınuvata	properNoun	crh	Yasınuvata	properNoun	tur
Yarmolıntsi	properNoun	crh	Yarmolıntsi	properNoun	tur
Yagotın	properNoun	crh	Yagotın	properNoun	tur
Yablunets	properNoun	crh	Yablunets	properNoun	tur
Volovets	properNoun	crh	Volovets	properNoun	tur
Volodarsk-Volınskıy	properNoun	crh	Volodarsk-Volınskıy	properNoun	tur
Volodarka	properNoun	crh	Volodarka	properNoun	tur
Voloçısk	properNoun	crh	Voloçısk	properNoun	tur
Vınogradiv	properNoun	crh	Vınogradiv	properNoun	tur
Vinkivtsi	properNoun	crh	Vinkivtsi	properNoun	tur
Vilşanka	properNoun	crh	Vilşanka	properNoun	tur
Vıjnıtsâ	properNoun	crh	Vıjnıtsa	properNoun	tur
Verhovına	properNoun	crh	Verhovına	properNoun	tur
Velıkıy Bereznıy	properNoun	crh	Velıkıy Bereznıy	properNoun	tur
Velıka Pısarivka	properNoun	crh	Velıka Pısarivka	properNoun	tur
Velıka Mıhaylivka	properNoun	crh	Velıka Mıhaylivka	properNoun	tur
Velıka Bagaçka	properNoun	crh	Velıka Bagaçka	properNoun	tur
Varva	properNoun	crh	Varva	properNoun	tur
Vakulençuk	properNoun	crh	Vakulençuk	properNoun	tur
Ustınivka	properNoun	crh	Ustınivka	properNoun	tur
Üsküt	properNoun	crh	Üsküt	properNoun	tur
Ulyanovka	properNoun	crh	Ulyanovka	properNoun	tur
Üç Köz	properNoun	crh	Üç Köz	properNoun	tur
Turka	properNoun	crh	Turka	properNoun	tur
Tulçın	properNoun	crh	Tulçın	properNoun	tur
Tsürupınsk	properNoun	crh	Tsürupınsk	properNoun	tur
Truskavets	properNoun	crh	Truskavets	properNoun	tur
Tomaşpil	properNoun	crh	Tomaşpil	properNoun	tur
Tlumaç	properNoun	crh	Tlumaç	properNoun	tur
Tıvriv	properNoun	crh	Tıvriv	properNoun	tur
Tısmenıtsâ	properNoun	crh	Tısmenıtsa	properNoun	tur
Tetiyiv	properNoun	crh	Tetiyiv	properNoun	tur
Terebovlâ	properNoun	crh	Terebovla	properNoun	tur
Teplık	properNoun	crh	Teplık	properNoun	tur
Teofipol	properNoun	crh	Teofipol	properNoun	tur
Tatarbunarı	properNoun	crh	Tatarbunarı	properNoun	tur
Tarutıne	properNoun	crh	Tarutıne	properNoun	tur
Taraşça	properNoun	crh	Taraşça	properNoun	tur
Talne	properNoun	crh	Talne	properNoun	tur
Talalayivka	properNoun	crh	Talalayivka	properNoun	tur
Tâçiv	properNoun	crh	Taçiv	properNoun	tur
Svitlovodsk	properNoun	crh	Svitlovodsk	properNoun	tur
Svalâva	properNoun	crh	Svalava	properNoun	tur
