"qualsevol"-determiner-ca "ajna"-determiner-eo
"èxit"-noun-ca "sukceso"-noun-eo
"atac"-noun-ca "atako"-noun-eo
"atako"-noun-eo "atac"-noun-ca
"profundo"-noun-eo "profunditat"-noun-ca
"profunditat"-noun-ca "profundo"-noun-eo
"cua"-noun-ca "vosto"-noun-eo
"vosto"-noun-eo "cua"-noun-ca
"vojo"-noun-eo "via"-noun-ca
"vojo"-noun-eo "camí"-noun-ca
"via"-noun-ca "vojo"-noun-eo
"camí"-noun-ca "vojo"-noun-eo
"fervojo"-noun-eo "ferrocarril"-noun-ca
"ferrocarril"-noun-ca "fervojo"-noun-eo
"tren"-noun-ca "trajno"-noun-eo
"trajno"-noun-eo "tren"-noun-ca
"kalkulo"-noun-eo "càlcul"-noun-ca
"càlcul"-noun-ca "kalkulo"-noun-eo
"konto"-noun-eo "compte"-noun-ca
"compte"-noun-ca "konto"-noun-eo
"kerno"-noun-eo "nucli"-noun-ca
"nucli"-noun-ca "kerno"-noun-eo
"botó"-noun-ca "butono"-noun-eo
"butono"-noun-eo "botó"-noun-ca
"rapido"-noun-eo "velocitat"-noun-ca
"velocitat"-noun-ca "rapido"-noun-eo
"pluvo"-noun-eo "pluja"-noun-ca
"pluja"-noun-ca "pluvo"-noun-eo
"torre"-noun-ca "turo"-noun-eo
"turo"-noun-eo "torre"-noun-ca
"volta"-noun-ca "volbo"-noun-eo
"volbo"-noun-eo "volta"-noun-ca
"moviment"-noun-ca "movado"-noun-eo
"movado"-noun-eo "moviment"-noun-ca
"mocio"-noun-eo "moció"-noun-ca
"moció"-noun-ca "mocio"-noun-eo
"concessió"-noun-ca "koncesio"-noun-eo
"koncesio"-noun-eo "concessió"-noun-ca
"cedo"-noun-eo "cessió"-noun-ca
"cessió"-noun-ca "cedo"-noun-eo
"alliberament"-noun-ca "liberigo"-noun-eo
"liberigo"-noun-eo "alliberament"-noun-ca
"aĵo"-noun-eo "cosa"-noun-ca
"cosa"-noun-ca "aĵo"-noun-eo
"ilo"-noun-eo "eina"-noun-ca
"ilo"-noun-eo "instrument"-noun-ca
"eina"-noun-ca "ilo"-noun-eo
"instrument"-noun-ca "ilo"-noun-eo
"instrument"-noun-ca "instrumento"-noun-eo
"instrumento"-noun-eo "instrument"-noun-ca
"utilitat"-noun-ca "utileco"-noun-eo
"utileco"-noun-eo "utilitat"-noun-ca
"paquet"-noun-ca "pako"-noun-eo
"pako"-noun-eo "paquet"-noun-ca
"transporto"-noun-eo "transport"-noun-ca
"transport"-noun-ca "transporto"-noun-eo
"llit"-noun-ca "lito"-noun-eo
"lito"-noun-eo "llit"-noun-ca
"carro"-noun-ca "ĉaro"-noun-eo
"ĉaro"-noun-eo "carro"-noun-ca
"vagono"-noun-eo "vagó"-noun-ca
"vagó"-noun-ca "vagono"-noun-eo
"aŭto"-noun-eo "cotxe"-noun-ca
"aŭto"-noun-eo "auto"-noun-ca
"cotxe"-noun-ca "aŭto"-noun-eo
"auto"-noun-ca "aŭto"-noun-eo
"automòbil"-noun-ca "aŭtomobilo"-noun-eo
"aŭtomobilo"-noun-eo "automòbil"-noun-ca
"decret"-noun-ca "dekreto"-noun-eo
"dekreto"-noun-eo "decret"-noun-ca
"edicte"-noun-ca "edikto"-noun-eo
"edikto"-noun-eo "edicte"-noun-ca
"folio"-noun-eo "fulla"-noun-ca
"folio"-noun-eo "full"-noun-ca
"fulla"-noun-ca "folio"-noun-eo
"full"-noun-ca "folio"-noun-eo
"drap"-noun-ca "viŝtuko"-noun-eo
"viŝtuko"-noun-eo "drap"-noun-ca
"menjador"-noun-ca "manĝoĉambro"-noun-eo
"manĝoĉambro"-noun-eo "menjador"-noun-ca
"kaldrono"-noun-eo "caldera"-noun-ca
"caldera"-noun-ca "kaldrono"-noun-eo
"sako"-noun-eo "bossa"-noun-ca
"bossa"-noun-ca "sako"-noun-eo
"borsa"-noun-ca "borso"-noun-eo
"borso"-noun-eo "borsa"-noun-ca
"fantasia"-noun-ca "fantazio"-noun-eo
"fantazio"-noun-eo "fantasia"-noun-ca
"imaginació"-noun-ca "imago"-noun-eo
"imago"-noun-eo "imaginació"-noun-ca
"plezuro"-noun-eo "plaer"-noun-ca
"plaer"-noun-ca "plezuro"-noun-eo
"distracció"-noun-ca "distro"-noun-eo
"distro"-noun-eo "distracció"-noun-ca
"recreació"-noun-ca "amuzaĵo"-noun-eo
"amuzaĵo"-noun-eo "recreació"-noun-ca
"amuzo"-noun-eo "diversió"-noun-ca
"diversió"-noun-ca "amuzo"-noun-eo
"guia"-noun-ca "gvidisto"-noun-eo
"gvidisto"-noun-eo "guia"-noun-ca
"tubo"-noun-eo "tub"-noun-ca
"tub"-noun-ca "tubo"-noun-eo
"màniga"-noun-ca "maniko"-noun-eo
"maniko"-noun-eo "màniga"-noun-ca
"celler"-noun-ca "kelo"-noun-eo
"kelo"-noun-eo "celler"-noun-ca
"besto"-noun-eo "animal"-noun-ca
"animal"-noun-ca "besto"-noun-eo
"metre"-noun-ca "metro"-noun-eo
"metro"-noun-eo "metre"-noun-ca
"revista"-noun-ca "revuo"-noun-eo
"revuo"-noun-eo "revista"-noun-ca
"magazeno"-noun-eo "magatzem"-noun-ca
"magatzem"-noun-ca "magazeno"-noun-eo
"butiko"-noun-eo "botiga"-noun-ca
"botiga"-noun-ca "butiko"-noun-eo
"ĉelo"-noun-eo "cèl·lula"-noun-ca
"cèl·lula"-noun-ca "ĉelo"-noun-eo
"tancament"-noun-ca "fermo"-noun-eo
"fermo"-noun-eo "tancament"-noun-ca
"mur"-noun-ca "muro"-noun-eo
"muro"-noun-eo "mur"-noun-ca
"intertempo"-noun-eo "interval"-noun-ca
"interval"-noun-ca "intertempo"-noun-eo
"interrupció"-noun-ca "ĉesigo"-noun-eo
"ĉesigo"-noun-eo "interrupció"-noun-ca
"baro"-noun-eo "barrera"-noun-ca
"barrera"-noun-ca "baro"-noun-eo
"bloko"-noun-eo "bloc"-noun-ca
"bloc"-noun-ca "bloko"-noun-eo
"bloqueig"-noun-ca "blokado"-noun-eo
"blokado"-noun-eo "bloqueig"-noun-ca
"comiat"-noun-ca "adiaŭo"-noun-eo
"adiaŭo"-noun-eo "comiat"-noun-ca
"senlaboreco"-noun-eo "atur"-noun-ca
"atur"-noun-ca "senlaboreco"-noun-eo
"detenció"-noun-ca "aresto"-noun-eo
"aresto"-noun-eo "detenció"-noun-ca
"aresto"-noun-eo "arrest"-noun-ca
"arrest"-noun-ca "aresto"-noun-eo
"tribunal"-noun-ca "tribunalo"-noun-eo
"tribunalo"-noun-eo "tribunal"-noun-ca
"kortego"-noun-eo "cort"-noun-ca
"cort"-noun-ca "kortego"-noun-eo
"cambra"-noun-ca "ĉambro"-noun-eo
"ĉambro"-noun-eo "cambra"-noun-ca
"ĉambro"-noun-eo "habitació"-noun-ca
"habitació"-noun-ca "ĉambro"-noun-eo
"salono"-noun-eo "saló"-noun-ca
"saló"-noun-ca "salono"-noun-eo
"direkto"-noun-eo "direcció"-noun-ca
"direcció"-noun-ca "direkto"-noun-eo
"perifèria"-noun-ca "periferio"-noun-eo
"periferio"-noun-eo "perifèria"-noun-ca
"antaŭurbo"-noun-eo "suburbi"-noun-ca
"suburbi"-noun-ca "antaŭurbo"-noun-eo
"distrikto"-noun-eo "districte"-noun-ca
"districte"-noun-ca "distrikto"-noun-eo
"armeo"-noun-eo "exèrcit"-noun-ca
"exèrcit"-noun-ca "armeo"-noun-eo
"tropa"-noun-ca "trupo"-noun-eo
"trupo"-noun-eo "tropa"-noun-ca
"impuls"-noun-ca "impulso"-noun-eo
"impulso"-noun-eo "impuls"-noun-ca
"roko"-noun-eo "rock"-noun-ca
"roko"-noun-eo "roca"-noun-ca
"rock"-noun-ca "roko"-noun-eo
"roca"-noun-ca "roko"-noun-eo
"ramat"-noun-ca "grego"-noun-eo
"grego"-noun-eo "ramat"-noun-ca
"ona"-noun-ca "ondo"-noun-eo
"ondo"-noun-eo "ona"-noun-ca
"akumulado"-noun-eo "acumulació"-noun-ca
"acumulació"-noun-ca "akumulado"-noun-eo
"riu"-noun-ca "rivero"-noun-eo
"rivero"-noun-eo "riu"-noun-ca
"rierol"-noun-ca "rojo"-noun-eo
"rojo"-noun-eo "rierol"-noun-ca
"divido"-noun-eo "divisió"-noun-ca
"divisió"-noun-ca "divido"-noun-eo
"divisió"-noun-ca "divizio"-noun-eo
"divizio"-noun-eo "divisió"-noun-ca
"ruptura"-noun-ca "rompo"-noun-eo
"rompo"-noun-eo "ruptura"-noun-ca
"respiració"-noun-ca "spirado"-noun-eo
"spirado"-noun-eo "respiració"-noun-ca
"gorra"-noun-ca "kaskedo"-noun-eo
"kaskedo"-noun-eo "gorra"-noun-ca
"slipo"-noun-eo "fitxa"-noun-ca
"fitxa"-noun-ca "slipo"-noun-eo
"komponanto"-noun-eo "component"-noun-ca
"component"-noun-ca "komponanto"-noun-eo
"kvartalo"-noun-eo "barri"-noun-ca
"barri"-noun-ca "kvartalo"-noun-eo
"atmosfero"-noun-eo "atmosfera"-noun-ca
"atmosfera"-noun-ca "atmosfero"-noun-eo
"simpatio"-noun-eo "simpatia"-noun-ca
"simpatia"-noun-ca "simpatio"-noun-eo
"carril"-noun-ca "relo"-noun-eo
"relo"-noun-eo "carril"-noun-ca
"poŝto"-noun-eo "correu"-noun-ca
"correu"-noun-ca "poŝto"-noun-eo
"factor"-noun-ca "faktoro"-noun-eo
"faktoro"-noun-eo "factor"-noun-ca
"corredor"-noun-ca "koridoro"-noun-eo
"koridoro"-noun-eo "corredor"-noun-ca
"koridoro"-noun-eo "passadís"-noun-ca
"passadís"-noun-ca "koridoro"-noun-eo
"galerio"-noun-eo "galeria"-noun-ca
"galeria"-noun-ca "galerio"-noun-eo
"avenuo"-noun-eo "avinguda"-noun-ca
"avinguda"-noun-ca "avenuo"-noun-eo
"melmelada"-noun-ca "marmelado"-noun-eo
"marmelado"-noun-eo "melmelada"-noun-ca
"derrota"-noun-ca "malvenko"-noun-eo
"malvenko"-noun-eo "derrota"-noun-ca
"pensió"-noun-ca "pensio"-noun-eo
"pensio"-noun-eo "pensió"-noun-ca
"malliberejo"-noun-eo "presó"-noun-ca
"presó"-noun-ca "malliberejo"-noun-eo
"pila"-noun-ca "stako"-noun-eo
"stako"-noun-eo "pila"-noun-ca
"company"-noun-ca "kompano"-noun-eo
"company"-noun-ca "kunulo"-noun-eo
"company"-noun-ca "vivkunulo"-noun-eo
"kompano"-noun-eo "company"-noun-ca
"kunulo"-noun-eo "company"-noun-ca
"vivkunulo"-noun-eo "company"-noun-ca
"col·lega"-noun-ca "kolego"-noun-eo
"kolego"-noun-eo "col·lega"-noun-ca
"edzo"-noun-eo "muller"-noun-ca
"edzo"-noun-eo "espòs"-noun-ca
"edzo"-noun-eo "marit"-noun-ca
"muller"-noun-ca "edzo"-noun-eo
"espòs"-noun-ca "edzo"-noun-eo
"marit"-noun-ca "edzo"-noun-eo
"viro"-noun-eo "home"-noun-ca
"home"-noun-ca "viro"-noun-eo
"home"-noun-ca "homo"-noun-eo
"homo"-noun-eo "home"-noun-ca
"homo"-noun-eo "gent"-noun-ca
"gent"-noun-ca "homo"-noun-eo
"gento"-noun-eo "poble"-noun-ca
"poble"-noun-ca "gento"-noun-eo
"poble"-noun-ca "vilaĝo"-noun-eo
"poble"-noun-ca "popolo"-noun-eo
"vilaĝo"-noun-eo "poble"-noun-ca
"popolo"-noun-eo "poble"-noun-ca
"casta"-noun-ca "kasto"-noun-eo
"kasto"-noun-eo "casta"-noun-ca
"raça"-noun-ca "raso"-noun-eo
"raso"-noun-eo "raça"-noun-ca
"carrera"-noun-ca "kuro"-noun-eo
"carrera"-noun-ca "kariero"-noun-eo
"kuro"-noun-eo "carrera"-noun-ca
"kariero"-noun-eo "carrera"-noun-ca
"sulko"-noun-eo "solc"-noun-ca
"solc"-noun-ca "sulko"-noun-eo
"culpa"-noun-ca "kulpo"-noun-eo
"kulpo"-noun-eo "culpa"-noun-ca
"llacuna"-noun-ca "lageto"-noun-eo
"llacuna"-noun-ca "laguno"-noun-eo
"lageto"-noun-eo "llacuna"-noun-ca
"lageto"-noun-eo "estany"-noun-ca
"laguno"-noun-eo "llacuna"-noun-ca
"estany"-noun-ca "lageto"-noun-eo
"reserva"-noun-ca "rezervo"-noun-eo
"rezervo"-noun-eo "reserva"-noun-ca
"pantà"-noun-ca "marĉo"-noun-eo
"marĉo"-noun-eo "pantà"-noun-ca
"marĉo"-noun-eo "aiguamoll"-noun-ca
"aiguamoll"-noun-ca "marĉo"-noun-eo
"akuzo"-noun-eo "acusació"-noun-ca
"acusació"-noun-ca "akuzo"-noun-eo
"carrer"-noun-ca "strato"-noun-eo
"strato"-noun-eo "carrer"-noun-ca
"ĉaso"-noun-eo "caça"-noun-ca
"caça"-noun-ca "ĉaso"-noun-eo
"kolegio"-noun-eo "col·legi"-noun-ca
"col·legi"-noun-ca "kolegio"-noun-eo
"col·legi"-noun-ca "lernejo"-noun-eo
"lernejo"-noun-eo "col·legi"-noun-ca
"lernejo"-noun-eo "escola"-noun-ca
"escola"-noun-ca "lernejo"-noun-eo
"facultat"-noun-ca "fakultato"-noun-eo
"fakultato"-noun-eo "facultat"-noun-ca
"familio"-noun-eo "família"-noun-ca
"família"-noun-ca "familio"-noun-eo
"urbo"-noun-eo "ciutat"-noun-ca
"ciutat"-noun-ca "urbo"-noun-eo
"plaça"-noun-ca "placo"-noun-eo
"placo"-noun-eo "plaça"-noun-ca
"loĝantaro"-noun-eo "població"-noun-ca
"població"-noun-ca "loĝantaro"-noun-eo
"ciutadà"-noun-ca "civitano"-noun-eo
"civitano"-noun-eo "ciutadà"-noun-ca
"habitant"-noun-ca "loĝanto"-noun-eo
"loĝanto"-noun-eo "habitant"-noun-ca
"conseller"-noun-ca "konsilanto"-noun-eo
"konsilanto"-noun-eo "conseller"-noun-ca
"assessor"-noun-ca "asesoro"-noun-eo
"asesoro"-noun-eo "assessor"-noun-ca
"damo"-noun-eo "dama"-noun-ca
"dama"-noun-ca "damo"-noun-eo
"ino"-noun-eo "femella"-noun-ca
"femella"-noun-ca "ino"-noun-eo
"malordo"-noun-eo "desordre"-noun-ca
"desordre"-noun-ca "malordo"-noun-eo
"vaga"-noun-ca "striko"-noun-eo
"striko"-noun-eo "vaga"-noun-ca
"trankvileco"-noun-eo "tranquil·litat"-noun-ca
"tranquil·litat"-noun-ca "trankvileco"-noun-eo
"nutrado"-noun-eo "alimentació"-noun-ca
"alimentació"-noun-ca "nutrado"-noun-eo
"dieta"-noun-ca "dieto"-noun-eo
"dieto"-noun-eo "dieta"-noun-ca
"règim"-noun-ca "reĝimo"-noun-eo
"reĝimo"-noun-eo "règim"-noun-ca
"competència"-noun-ca "konkurenco"-noun-eo
"konkurenco"-noun-eo "competència"-noun-ca
"servo"-noun-eo "servei"-noun-ca
"servo"-noun-eo "prestació"-noun-ca
"servei"-noun-ca "servo"-noun-eo
"prestació"-noun-ca "servo"-noun-eo
"permanència"-noun-ca "restado"-noun-eo
"restado"-noun-eo "permanència"-noun-ca
"konsilio"-noun-eo "consell"-noun-ca
"consell"-noun-ca "konsilio"-noun-eo
"consell"-noun-ca "konsilo"-noun-eo
"konsilo"-noun-eo "consell"-noun-ca
"aprovació"-noun-ca "aprobo"-noun-eo
"aprobo"-noun-eo "aprovació"-noun-ca
"vol"-noun-ca "flugo"-noun-eo
"flugo"-noun-eo "vol"-noun-ca
"fugo"-noun-eo "fuga"-noun-ca
"fuga"-noun-ca "fugo"-noun-eo
"rotació"-noun-ca "rotacio"-noun-eo
"rotacio"-noun-eo "rotació"-noun-ca
"ekspedicio"-noun-eo "expedició"-noun-ca
"expedició"-noun-ca "ekspedicio"-noun-eo
"hasto"-noun-eo "precipitació"-noun-ca
"precipitació"-noun-ca "hasto"-noun-eo
"kano"-noun-eo "canya"-noun-ca
"canya"-noun-ca "kano"-noun-eo
"bastó"-noun-ca "bastono"-noun-eo
"bastono"-noun-eo "bastó"-noun-ca
"fundo"-noun-eo "fons"-noun-ca
"fons"-noun-ca "fundo"-noun-eo
"fons"-noun-ca "fono"-noun-eo
"fono"-noun-eo "fons"-noun-ca
"capital"-noun-ca "ĉefurbo"-noun-eo
"ĉefurbo"-noun-eo "capital"-noun-ca
"kaptilo"-noun-eo "parany"-noun-ca
"kaptilo"-noun-eo "trampa"-noun-ca
"parany"-noun-ca "kaptilo"-noun-eo
"trampa"-noun-ca "kaptilo"-noun-eo
"kupono"-noun-eo "cupó"-noun-ca
"cupó"-noun-ca "kupono"-noun-eo
"bitllet"-noun-ca "bileto"-noun-eo
"bileto"-noun-eo "bitllet"-noun-ca
"escrutini"-noun-ca "skrutinio"-noun-eo
"skrutinio"-noun-eo "escrutini"-noun-ca
"vall"-noun-ca "valo"-noun-eo
"valo"-noun-eo "vall"-noun-ca
"dimoni"-noun-ca "demono"-noun-eo
"demono"-noun-eo "dimoni"-noun-ca
"jako"-noun-eo "jaqueta"-noun-ca
"jaqueta"-noun-ca "jako"-noun-eo
"tapiŝo"-noun-eo "catifa"-noun-ca
"tapiŝo"-noun-eo "tapís"-noun-ca
"catifa"-noun-ca "tapiŝo"-noun-eo
"tapís"-noun-ca "tapiŝo"-noun-eo
"aperturo"-noun-eo "obertura"-noun-ca
"obertura"-noun-ca "aperturo"-noun-eo
"obertura"-noun-ca "malfermo"-noun-eo
"obertura"-noun-ca "uverturo"-noun-eo
"malfermo"-noun-eo "obertura"-noun-ca
"uverturo"-noun-eo "obertura"-noun-ca
"beko"-noun-eo "bec"-noun-ca
"bec"-noun-ca "beko"-noun-eo
"gola"-noun-ca "gorĝo"-noun-eo
"gorĝo"-noun-eo "gola"-noun-ca
"areo"-noun-eo "àrea"-noun-ca
"àrea"-noun-ca "areo"-noun-eo
"superfície"-noun-ca "surfaco"-noun-eo
"surfaco"-noun-eo "superfície"-noun-ca
"regió"-noun-ca "regiono"-noun-eo
"regiono"-noun-eo "regió"-noun-ca
"cara"-noun-ca "vizaĝo"-noun-eo
"vizaĝo"-noun-eo "cara"-noun-ca
"vizaĝo"-noun-eo "rostre"-noun-ca
"rostre"-noun-ca "vizaĝo"-noun-eo
"horloĝo"-noun-eo "rellotge"-noun-ca
"rellotge"-noun-ca "horloĝo"-noun-eo
"komedio"-noun-eo "comèdia"-noun-ca
"comèdia"-noun-ca "komedio"-noun-eo
"coberta"-noun-ca "ferdeko"-noun-eo
"ferdeko"-noun-eo "coberta"-noun-ca
"tegmento"-noun-eo "teulada"-noun-ca
"teulada"-noun-ca "tegmento"-noun-eo
"sostre"-noun-ca "plafono"-noun-eo
"plafono"-noun-eo "sostre"-noun-ca
"membrano"-noun-eo "membrana"-noun-ca
"membrana"-noun-ca "membrano"-noun-eo
"pont"-noun-ca "ponto"-noun-eo
"ponto"-noun-eo "pont"-noun-ca
"xarxa"-noun-ca "reto"-noun-eo
"reto"-noun-eo "xarxa"-noun-ca
"vejno"-noun-eo "vena"-noun-ca
"vena"-noun-ca "vejno"-noun-eo
"bendo"-noun-eo "cinta"-noun-ca
"cinta"-noun-ca "bendo"-noun-eo
"sekso"-noun-eo "sexe"-noun-ca
"sexe"-noun-ca "sekso"-noun-eo
"tipus"-noun-ca "tipo"-noun-eo
"tipo"-noun-eo "tipus"-noun-ca
"produktado"-noun-eo "producció"-noun-ca
"producció"-noun-ca "produktado"-noun-eo
"rendimento"-noun-eo "rendiment"-noun-ca
"rendiment"-noun-ca "rendimento"-noun-eo
"kruro"-noun-eo "cama"-noun-ca
"cama"-noun-ca "kruro"-noun-eo
"peu"-noun-ca "piedo"-noun-eo
"piedo"-noun-eo "peu"-noun-ca
"kabineto"-noun-eo "gabinet"-noun-ca
"gabinet"-noun-ca "kabineto"-noun-eo
"aparador"-noun-ca "montrofenestro"-noun-eo
"montrofenestro"-noun-eo "aparador"-noun-ca
"depeŝo"-noun-eo "despatx"-noun-ca
"despatx"-noun-ca "depeŝo"-noun-eo
"oficina"-noun-ca "oficejo"-noun-eo
"oficejo"-noun-eo "oficina"-noun-ca
"ofici"-noun-ca "ofico"-noun-eo
"ofico"-noun-eo "ofici"-noun-ca
"notícia"-noun-ca "novaĵo"-noun-eo
"novaĵo"-noun-eo "notícia"-noun-ca
"novaĵo"-noun-eo "novetat"-noun-ca
"novetat"-noun-ca "novaĵo"-noun-eo
"relació"-noun-ca "interrilato"-noun-eo
"interrilato"-noun-eo "relació"-noun-ca
"iniciato"-noun-eo "iniciativa"-noun-ca
"iniciativa"-noun-ca "iniciato"-noun-eo
"iniciativa"-noun-ca "iniciativo"-noun-eo
"iniciativo"-noun-eo "iniciativa"-noun-ca
"muntado"-noun-eo "muntatge"-noun-ca
"muntatge"-noun-ca "muntado"-noun-eo
"rajtigo"-noun-eo "autorització"-noun-ca
"rajtigo"-noun-eo "habilitació"-noun-ca
"autorització"-noun-ca "rajtigo"-noun-eo
"habilitació"-noun-ca "rajtigo"-noun-eo
"papero"-noun-eo "paper"-noun-ca
"paper"-noun-ca "papero"-noun-eo
"paper"-noun-ca "rolo"-noun-eo
"rolo"-noun-eo "paper"-noun-ca
"listo"-noun-eo "llista"-noun-ca
"llista"-noun-ca "listo"-noun-eo
"permeso"-noun-eo "permís"-noun-ca
"permís"-noun-ca "permeso"-noun-eo
"proceso"-noun-eo "procés"-noun-ca
"proceso"-noun-eo "plet"-noun-ca
"procés"-noun-ca "proceso"-noun-eo
"procés"-noun-ca "procezo"-noun-eo
"plet"-noun-ca "proceso"-noun-eo
"procezo"-noun-eo "procés"-noun-ca
"konflikto"-noun-eo "conflicte"-noun-ca
"conflicte"-noun-ca "konflikto"-noun-eo
"saviesa"-noun-ca "saĝo"-noun-eo
"saĝo"-noun-eo "saviesa"-noun-ca
"animo"-noun-eo "ànima"-noun-ca
"ànima"-noun-ca "animo"-noun-eo
"arma"-noun-ca "armilo"-noun-eo
"armilo"-noun-eo "arma"-noun-ca
"entusiasme"-noun-ca "entuziasmo"-noun-eo
"entuziasmo"-noun-eo "entusiasme"-noun-ca
"sceno"-noun-eo "escena"-noun-ca
"escena"-noun-ca "sceno"-noun-eo
"estadi"-noun-ca "stadio"-noun-eo
"stadio"-noun-eo "estadi"-noun-ca
"fazo"-noun-eo "fase"-noun-ca
"fase"-noun-ca "fazo"-noun-eo
"etapo"-noun-eo "etapa"-noun-ca
"etapa"-noun-ca "etapo"-noun-eo
"plataforma"-noun-ca "platformo"-noun-eo
"platformo"-noun-eo "plataforma"-noun-ca
"andana"-noun-ca "kajo"-noun-eo
"kajo"-noun-eo "andana"-noun-ca
"dossier"-noun-ca "dosiero"-noun-eo
"dosiero"-noun-eo "dossier"-noun-ca
"dosiero"-noun-eo "fitxer"-noun-ca
"fitxer"-noun-ca "dosiero"-noun-eo
"arxiu"-noun-ca "arkivo"-noun-eo
"arkivo"-noun-eo "arxiu"-noun-ca
"llosa"-noun-ca "slabo"-noun-eo
"slabo"-noun-eo "llosa"-noun-ca
"molla"-noun-ca "panero"-noun-eo
"panero"-noun-eo "molla"-noun-ca
"foc"-noun-ca "fajro"-noun-eo
"fajro"-noun-eo "foc"-noun-ca
"xemeneia"-noun-ca "kameno"-noun-eo
"kameno"-noun-eo "xemeneia"-noun-ca
"nota"-noun-ca "noto"-noun-eo
"noto"-noun-eo "nota"-noun-ca
"protokolo"-noun-eo "protocol"-noun-ca
"protocol"-noun-ca "protokolo"-noun-eo
"observació"-noun-ca "observado"-noun-eo
"observado"-noun-eo "observació"-noun-ca
"convenció"-noun-ca "konvencio"-noun-eo
"konvencio"-noun-eo "convenció"-noun-ca
"kompreno"-noun-eo "comprensió"-noun-ca
"comprensió"-noun-ca "kompreno"-noun-eo
"ideo"-noun-eo "idea"-noun-ca
"idea"-noun-ca "ideo"-noun-eo
"idea"-noun-ca "ekpenso"-noun-eo
"ekpenso"-noun-eo "idea"-noun-ca
"manifestació"-noun-ca "manifestacio"-noun-eo
"manifestacio"-noun-eo "manifestació"-noun-ca
"testo"-noun-eo "test"-noun-ca
"test"-noun-ca "testo"-noun-eo
"ĉampiono"-noun-eo "campió"-noun-ca
"campió"-noun-ca "ĉampiono"-noun-eo
"suport"-noun-ca "apogo"-noun-eo
"haveno"-noun-eo "port"-noun-ca
"port"-noun-ca "haveno"-noun-eo
"kolo"-noun-eo "coll"-noun-ca
"coll"-noun-ca "kolo"-noun-eo
"disc"-noun-ca "disko"-noun-eo
"disko"-noun-eo "disc"-noun-ca
"potenco"-noun-eo "potència"-noun-ca
"potència"-noun-ca "potenco"-noun-eo
"povo"-noun-eo "poder"-noun-ca
"poder"-noun-ca "povo"-noun-eo
"tristesa"-noun-ca "malĝojo"-noun-eo
"malĝojo"-noun-eo "tristesa"-noun-ca
"ofendo"-noun-eo "greuge"-noun-ca
"ofendo"-noun-eo "ofensa"-noun-ca
"greuge"-noun-ca "ofendo"-noun-eo
"ofensa"-noun-ca "ofendo"-noun-eo
"insulto"-noun-eo "insult"-noun-ca
"insult"-noun-ca "insulto"-noun-eo
"exhibició"-noun-ca "elmontrado"-noun-eo
"elmontrado"-noun-eo "exhibició"-noun-ca
"ekspozicio"-noun-eo "exposició"-noun-ca
"exposició"-noun-ca "ekspozicio"-noun-eo
"varianto"-noun-eo "variant"-noun-ca
"variant"-noun-ca "varianto"-noun-eo
"leciono"-noun-eo "lliçó"-noun-ca
"lliçó"-noun-ca "leciono"-noun-eo
"ensenyament"-noun-ca "instruado"-noun-eo
"instruado"-noun-eo "ensenyament"-noun-ca
"discussió"-noun-ca "diskutado"-noun-eo
"diskutado"-noun-eo "discussió"-noun-ca
"professor"-noun-ca "instruisto"-noun-eo
"instruisto"-noun-eo "professor"-noun-ca
"seĝo"-noun-eo "cadira"-noun-ca
"cadira"-noun-ca "seĝo"-noun-eo
"realigo"-noun-eo "realització"-noun-ca
"realització"-noun-ca "realigo"-noun-eo
"instal·lació"-noun-ca "instalado"-noun-eo
"instalado"-noun-eo "instal·lació"-noun-ca
"utilització"-noun-ca "uzo"-noun-eo
"drinkejo"-noun-eo "taverna"-noun-ca
"taverna"-noun-ca "drinkejo"-noun-eo
"taverna"-noun-ca "taverno"-noun-eo
"taverno"-noun-eo "taverna"-noun-ca
"obstacle"-noun-ca "obstaklo"-noun-eo
"obstaklo"-noun-eo "obstacle"-noun-ca
"provoko"-noun-eo "provocació"-noun-ca
"provocació"-noun-ca "provoko"-noun-eo
"duel"-noun-ca "duelo"-noun-eo
"duelo"-noun-eo "duel"-noun-ca
"ajuntament"-noun-ca "urbodomo"-noun-eo
"urbodomo"-noun-eo "ajuntament"-noun-ca
"teko"-noun-eo "cartera"-noun-ca
"cartera"-noun-ca "teko"-noun-eo
"possessió"-noun-ca "posedo"-noun-eo
"posedo"-noun-eo "possessió"-noun-ca
"ŝlosilo"-noun-eo "clau"-noun-ca
"clau"-noun-ca "ŝlosilo"-noun-eo
"clau"-noun-ca "kleo"-noun-eo
"kleo"-noun-eo "clau"-noun-ca
"ungo"-noun-eo "ungla"-noun-ca
"ungla"-noun-ca "ungo"-noun-eo
"tendència"-noun-ca "tendenco"-noun-eo
"tendenco"-noun-eo "tendència"-noun-ca
"depresio"-noun-eo "depressió"-noun-ca
"depressió"-noun-ca "depresio"-noun-eo
"kontraŭdiro"-noun-eo "contradicció"-noun-ca
"contradicció"-noun-ca "kontraŭdiro"-noun-eo
"koto"-noun-eo "fang"-noun-ca
"fang"-noun-ca "koto"-noun-eo
"denúncia"-noun-ca "denunco"-noun-eo
"denunco"-noun-eo "denúncia"-noun-ca
"marxa"-noun-ca "marŝo"-noun-eo
"marŝo"-noun-eo "marxa"-noun-ca
"rezolucio"-noun-eo "resolució"-noun-ca
"resolució"-noun-ca "rezolucio"-noun-eo
"formulo"-noun-eo "fórmula"-noun-ca
