"a algún lugar"-adverb-es "to somewhere"-adverb-en
"act of God"-noun-en "caso fortuito"-noun-es
"caso fortuito"-noun-es "act of God"-noun-en
"caso fortuito"-noun-es "act of nature"-noun-en
"act of nature"-noun-en "caso fortuito"-noun-es
"addendum"-noun-en "adenda"-noun-es
"adenda"-noun-es "addendum"-noun-en
"postal address"-noun-en "dirección postal"-noun-es
"dirección postal"-noun-es "postal address"-noun-en
"alienism"-noun-en "extranjería"-noun-es
"extranjería"-noun-es "alienism"-noun-en
"dead end"-noun-en "callejón sin salida"-noun-es
"callejón sin salida"-noun-es "dead end"-noun-en
"callejón sin salida"-noun-es "cul-de-sac"-noun-en
"cul-de-sac"-noun-en "callejón sin salida"-noun-es
"alternative medicine"-noun-en "medicina natural"-noun-es
"medicina natural"-noun-es "alternative medicine"-noun-en
"americanism"-noun-en "americanismo"-noun-es
"americanismo"-noun-es "americanism"-noun-en
"anaemic"-noun-en "anémico"-noun-es
"anémico"-noun-es "anaemic"-noun-en
"annexationist"-noun-en "anexionista"-noun-es
"anexionista"-noun-es "annexationist"-noun-en
"appellative"-noun-en "apelativo"-noun-es
"apelativo"-noun-es "appellative"-noun-en
"snowman"-noun-en "monigote de nieve"-noun-es
"monigote de nieve"-noun-es "snowman"-noun-en
"newspaper article"-noun-en "artículo periodístico"-noun-es
"artículo periodístico"-noun-es "newspaper article"-noun-en
"newspaper report"-noun-en "informe periodístico"-noun-es
"informe periodístico"-noun-es "newspaper report"-noun-en
"ascendant"-noun-en "ascendente"-noun-es
"ascendente"-noun-es "ascendant"-noun-en
"ashlar"-noun-en "sillar"-noun-es
"sillar"-noun-es "ashlar"-noun-en
"perestroika"-noun-en "perestroika"-noun-es
"perestroika"-noun-es "perestroika"-noun-en
"glasnost"-noun-en "glásnost"-noun-es
"glásnost"-noun-es "glasnost"-noun-en
"National High Court"-noun-en "Audiencia Nacional"-noun-es
"Audiencia Nacional"-noun-es "National High Court"-noun-en
"automatism"-noun-en "automatismo"-noun-es
"automatismo"-noun-es "automatism"-noun-en
"avian flu"-noun-en "gripe aviaria"-noun-es
"gripe aviaria"-noun-es "avian flu"-noun-en
"gripe aviaria"-noun-es "avian influenza"-noun-en
"avian influenza"-noun-en "gripe aviaria"-noun-es
"Nobel prize"-noun-en "premio Nóbel"-noun-es
"premio Nóbel"-noun-es "Nobel prize"-noun-en
"Nobel Peace prize"-noun-en "premio Nobel de la Paz"-noun-es
"Nobel Peace prize"-noun-en "premio Nóbel de la Paz"-noun-es
"premio Nobel de la Paz"-noun-es "Nobel Peace prize"-noun-en
"premio Nóbel de la Paz"-noun-es "Nobel Peace prize"-noun-en
"backorder"-noun-en "pedido en espera"-noun-es
"backorder"-noun-en "pedido pendiente"-noun-es
"pedido en espera"-noun-es "backorder"-noun-en
"pedido pendiente"-noun-es "backorder"-noun-en
"millenium bug"-noun-en "bug del milenio"-noun-es
"millenium bug"-noun-en "problema del milenio"-noun-es
"bug del milenio"-noun-es "millenium bug"-noun-en
"problema del milenio"-noun-es "millenium bug"-noun-en
"river bank"-noun-en "orilla del río"-noun-es
"orilla del río"-noun-es "river bank"-noun-en
"orilla del río"-noun-es "bank of the river"-noun-en
"bank of the river"-noun-en "orilla del río"-noun-es
"species barrier"-noun-en "barrera de las especies"-noun-es
"barrera de las especies"-noun-es "species barrier"-noun-en
"vuvuzela"-noun-en "vuvuzela"-noun-es
"vuvuzela"-noun-es "vuvuzela"-noun-en
"belligerency"-noun-en "beligerancia"-noun-es
"beligerancia"-noun-es "belligerency"-noun-en
"blackmailer"-noun-en "chantajista"-noun-es
"chantajista"-noun-es "blackmailer"-noun-en
"bleaching"-noun-en "blanqueo"-noun-es
"blanqueo"-noun-es "bleaching"-noun-en
"safety boot"-noun-en "bota de seguridad"-noun-es
"bota de seguridad"-noun-es "safety boot"-noun-en
"breather"-noun-en "respiradero"-noun-es
"respiradero"-noun-es "breather"-noun-en
"calcination"-noun-en "calcinación"-noun-es
"calcinación"-noun-es "calcination"-noun-en
"summer camp"-noun-en "campamento de verano"-noun-es
"campamento de verano"-noun-es "summer camp"-noun-en
"prison camp"-noun-en "campamento para prisioneros"-noun-es
"campamento para prisioneros"-noun-es "prison camp"-noun-en
"refugee camp"-noun-en "campamento de refugiados"-noun-es
"campamento de refugiados"-noun-es "refugee camp"-noun-en
"capital status"-noun-en "capitalidad"-noun-es
"capitalidad"-noun-es "capital status"-noun-en
"ski race"-noun-en "carrera de esquí"-noun-es
"carrera de esquí"-noun-es "ski race"-noun-en
"catastrophism"-noun-en "catastrofismo"-noun-es
"catastrofismo"-noun-es "catastrophism"-noun-en
"catenary"-noun-en "catenaria"-noun-es
"catenaria"-noun-es "catenary"-noun-en
"blank cheque"-noun-en "cheque en blanco"-noun-es
"cheque en blanco"-noun-es "blank cheque"-noun-en
"traveller's cheque"-noun-en "cheque de viajero"-noun-es
"cheque de viajero"-noun-es "traveller's cheque"-noun-en
"chlorination"-noun-en "cloración"-noun-es
"cloración"-noun-es "chlorination"-noun-en
"chorister"-noun-en "corista"-noun-es
"corista"-noun-es "chorister"-noun-en
"compensation code"-noun-en "código compensación"-noun-es
"compensation code"-noun-en "código de compensación"-noun-es
"código compensación"-noun-es "compensation code"-noun-en
"código de compensación"-noun-es "compensation code"-noun-en
"código de compensación"-noun-es "sort code"-noun-en
"código de compensación"-noun-es "clearing code"-noun-en
"sort code"-noun-en "código de compensación"-noun-es
"clearing code"-noun-en "código de compensación"-noun-es
"coeducation"-noun-en "coeducación"-noun-es
"coeducación"-noun-es "coeducation"-noun-en
"commensal"-noun-en "comensal"-noun-es
"comensal"-noun-es "commensal"-noun-en
"composting"-noun-en "compostaje"-noun-es
"compostaje"-noun-es "composting"-noun-en
"condonation"-noun-en "condonación"-noun-es
"condonación"-noun-es "condonation"-noun-en
"constitutionality"-noun-en "constitucionalidad"-noun-es
"constitucionalidad"-noun-es "constitutionality"-noun-en
"constructivism"-noun-en "constructivismo"-noun-es
"constructivismo"-noun-es "constructivism"-noun-en
"contortionist"-noun-en "contorsionista"-noun-es
"contorsionista"-noun-es "contortionist"-noun-en
"contraindication"-noun-en "contraindicación"-noun-es
"contraindicación"-noun-es "contraindication"-noun-en
"conventionalism"-noun-en "convencionalismo"-noun-es
"convencionalismo"-noun-es "conventionalism"-noun-en
"corporatism"-noun-en "corporativismo"-noun-es
"corporativismo"-noun-es "corporatism"-noun-en
"counterprogramming"-noun-en "contraprogramación"-noun-es
"contraprogramación"-noun-es "counterprogramming"-noun-en
"crematory"-noun-en "crematorio"-noun-es
"crematorio"-noun-es "crematory"-noun-en
"crosshead"-noun-en "cruceta"-noun-es
"cruceta"-noun-es "crosshead"-noun-en
"cunt"-noun-en "coño"-noun-es
"coño"-noun-es "cunt"-noun-en
"motherfucker"-noun-en "puta madre"-noun-es
"puta madre"-noun-es "motherfucker"-noun-en
"son of a bitch"-noun-en "hijo de puta"-noun-es
"hijo de puta"-noun-es "son of a bitch"-noun-en
"noble court"-noun-en "corte noble"-noun-es
"corte noble"-noun-es "noble court"-noun-en
"royal court"-noun-en "corte real"-noun-es
"corte real"-noun-es "royal court"-noun-en
"cutis"-noun-en "cutis"-noun-es
"cutis"-noun-es "cutis"-noun-en
"Valentine's day"-noun-en "día de San Valentín"-noun-es
"día de San Valentín"-noun-es "Valentine's day"-noun-en
"declarant"-noun-en "declarante"-noun-es
"declarante"-noun-es "declarant"-noun-en
"señuelo"-noun-es "lure"-noun-en
"lure"-noun-en "señuelo"-noun-es
"defeatist"-noun-en "derrotista"-noun-es
"derrotista"-noun-es "defeatist"-noun-en
"degree Celcius"-noun-en "grado Celcius"-noun-es
"grado Celcius"-noun-es "degree Celcius"-noun-en
"delation"-noun-en "delación"-noun-es
"delación"-noun-es "delation"-noun-en
"denouncer"-noun-en "denunciante"-noun-es
"denunciante"-noun-es "denouncer"-noun-en
"population density"-noun-en "densidad de población"-noun-es
"densidad de población"-noun-es "population density"-noun-en
"depilation"-noun-en "depilación"-noun-es
"depilación"-noun-es "depilation"-noun-en
"desalinisation"-noun-en "desalinización"-noun-es
"desalinización"-noun-es "desalinisation"-noun-en
"desertisation"-noun-en "desertización"-noun-es
"desertización"-noun-es "desertisation"-noun-en
"desexualisation"-noun-en "desexualización"-noun-es
"desexualización"-noun-es "desexualisation"-noun-en
"dehumanisation"-noun-en "deshumanización"-noun-es
"deshumanización"-noun-es "dehumanisation"-noun-en
"dimorphism"-noun-en "dimorfismo"-noun-es
"dimorfismo"-noun-es "dimorphism"-noun-en
"wind direction"-noun-en "dirección del viento"-noun-es
"dirección del viento"-noun-es "wind direction"-noun-en
"wind speed"-noun-en "velocidad del viento"-noun-es
"velocidad del viento"-noun-es "wind speed"-noun-en
"casting director"-noun-en "director de casting"-noun-es
"director de casting"-noun-es "casting director"-noun-en
"disarticulation"-noun-en "desarticulación"-noun-es
"desarticulación"-noun-es "disarticulation"-noun-en
"documentalist"-noun-en "documentalista"-noun-es
"documentalista"-noun-es "documentalist"-noun-en
"nativity play"-noun-en "auto de Navidad"-noun-es
"auto de Navidad"-noun-es "nativity play"-noun-en
"Merry Christmas"-noun-en "Feliz Navidad"-noun-es
"Feliz Navidad"-noun-es "Merry Christmas"-noun-en
"humbug"-noun-en "paparrucha"-noun-es
"paparrucha"-noun-es "humbug"-noun-en
"sheep dog"-noun-en "perro pastor"-noun-es
"perro pastor"-noun-es "sheep dog"-noun-en
"guard dog"-noun-en "perro guardián"-noun-es
"perro guardián"-noun-es "guard dog"-noun-en
"guide dog"-noun-en "perro guía"-noun-es
"guide dog"-noun-en "perro lazarillo"-noun-es
"perro guía"-noun-es "guide dog"-noun-en
"perro guía"-noun-es "seeing eye dog"-noun-en
"perro lazarillo"-noun-es "guide dog"-noun-en
"seeing eye dog"-noun-en "perro guía"-noun-es
"groundhog"-noun-en "marmota canadiense"-noun-es
"marmota canadiense"-noun-es "groundhog"-noun-en
"marmota canadiense"-noun-es "woodchuck"-noun-en
"woodchuck"-noun-en "marmota canadiense"-noun-es
"dogmatism"-noun-en "dogmatismo"-noun-es
"dogmatismo"-noun-es "dogmatism"-noun-en
"doublet"-noun-en "doblete"-noun-es
"doblete"-noun-es "doublet"-noun-en
"bidón"-noun-es "jerrycan"-noun-en
"jerrycan"-noun-en "bidón"-noun-es
"echelon"-noun-en "escalafón"-noun-es
"escalafón"-noun-es "echelon"-noun-en
"echography"-noun-en "ecografía"-noun-es
"ecografía"-noun-es "echography"-noun-en
"top economist"-noun-en "economista de alto nivel"-noun-es
"economista de alto nivel"-noun-es "top economist"-noun-en
"market economy"-noun-en "economía de mercado"-noun-es
"economía de mercado"-noun-es "market economy"-noun-en
"post-edition"-noun-en "post-edición"-noun-es
"post-edición"-noun-es "post-edition"-noun-en
"postedition"-noun-en "postedición"-noun-es
"postedición"-noun-es "postedition"-noun-en
"editorialist"-noun-en "editorialista"-noun-es
"editorialista"-noun-es "editorialist"-noun-en
"scrambled egg"-noun-en "huevo revuelto"-noun-es
"huevo revuelto"-noun-es "scrambled egg"-noun-en
"egocentrism"-noun-en "egocentrismo"-noun-es
"egocentrismo"-noun-es "egocentrism"-noun-en
"ember"-noun-en "rescoldo"-noun-es
"rescoldo"-noun-es "ember"-noun-en
"emotiveness"-noun-en "emotividad"-noun-es
"emotividad"-noun-es "emotiveness"-noun-en
"endometrium"-noun-en "endometrio"-noun-es
"endometrio"-noun-es "endometrium"-noun-en
"escrow"-noun-en "plica"-noun-es
"plica"-noun-es "escrow"-noun-en
"essayist"-noun-en "ensayista"-noun-es
"ensayista"-noun-es "essayist"-noun-en
"nanny state"-noun-en "estado niñera"-noun-es
"estado niñera"-noun-es "nanny state"-noun-en
"nanny-state"-noun-en "estado-niñera"-noun-es
"estado-niñera"-noun-es "nanny-state"-noun-en
"extirpation"-noun-en "extirpación"-noun-es
"extirpación"-noun-es "extirpation"-noun-en
"fabulation"-noun-en "fabulación"-noun-es
"fabulación"-noun-es "fabulation"-noun-en
"fallow"-noun-en "barbecho"-noun-es
"barbecho"-noun-es "fallow"-noun-en
"feng shui"-noun-en "feng shui"-noun-es
"feng shui"-noun-es "feng shui"-noun-en
"middle finger"-noun-en "dedo corazón"-noun-es
"dedo corazón"-noun-es "middle finger"-noun-en
"little finger"-noun-en "dedo pequeño"-noun-es
"dedo pequeño"-noun-es "little finger"-noun-en
"flotation"-noun-en "flotación"-noun-es
"flotación"-noun-es "flotation"-noun-en
"cotton plant"-noun-en "algodonero"-noun-es
"algodonero"-noun-es "cotton plant"-noun-en
"folketing"-noun-en "folketing"-noun-es
"folketing"-noun-es "folketing"-noun-en
"FPÖ"-noun-en "FPÖ"-noun-es
"FPÖ"-noun-es "FPÖ"-noun-en
"force majeure"-noun-en "fuerza mayor"-noun-es
"fuerza mayor"-noun-es "force majeure"-noun-en
"cofounder"-noun-en "cofundador"-noun-es
"cofundador"-noun-es "cofounder"-noun-en
"freedom of religion"-noun-en "libertad de culto"-noun-es
"libertad de culto"-noun-es "freedom of religion"-noun-en
"fumigation"-noun-en "fumigación"-noun-es
"fumigación"-noun-es "fumigation"-noun-en
"gammaglobulin"-noun-en "gammaglobulina"-noun-es
"gammaglobulina"-noun-es "gammaglobulin"-noun-en
"giddiness"-noun-en "frivolidad"-noun-es
"frivolidad"-noun-es "giddiness"-noun-en
"granddad"-noun-en "abuelito"-noun-es
"abuelito"-noun-es "granddad"-noun-en
"abuelito"-noun-es "grandpa"-noun-en
"abuelito"-noun-es "grandma"-noun-en
"grandpa"-noun-en "abuelito"-noun-es
"grandma"-noun-en "abuelito"-noun-es
"hybridisation"-noun-en "hibridación"-noun-es
"hibridación"-noun-es "hybridisation"-noun-en
"hypophysis"-noun-en "hipófisis"-noun-es
"hipófisis"-noun-es "hypophysis"-noun-en
"hypothyroidism"-noun-en "hipotiroidismo"-noun-es
"hipotiroidismo"-noun-es "hypothyroidism"-noun-en
"immunodeficiency"-noun-en "immunodeficiencia"-noun-es
"immunodeficiencia"-noun-es "immunodeficiency"-noun-en
"incontinence"-noun-en "incontinencia"-noun-es
"incontinencia"-noun-es "incontinence"-noun-en
"dead end job"-noun-en "trabajo sin perspectivas"-noun-es
"trabajo sin perspectivas"-noun-es "dead end job"-noun-en
"investigative journalism"-noun-en "periodismo de investigación"-noun-es
"periodismo de investigación"-noun-es "investigative journalism"-noun-en
"judicature"-noun-en "judicatura"-noun-es
"judicatura"-noun-es "judicature"-noun-en
"ski jumper"-noun-en "saltador de esquí"-noun-es
"saltador de esquí"-noun-es "ski jumper"-noun-en
"rainforest"-noun-en "selva tropical"-noun-es
"selva tropical"-noun-es "rainforest"-noun-en
"selva tropical"-noun-es "tropical rainforest"-noun-en
"tropical rainforest"-noun-en "selva tropical"-noun-es
"Amazon rainforest"-noun-en "selva amazónica"-noun-es
"selva amazónica"-noun-es "Amazon rainforest"-noun-en
"selva amazónica"-noun-es "Amazonian rainforest"-noun-en
"Amazonian rainforest"-noun-en "selva amazónica"-noun-es
"saque"-noun-es "kickoff"-noun-en
"kickoff"-noun-en "saque"-noun-es
"king of the jungle"-noun-en "rey de la selva"-noun-es
"king of the jungle"-noun-en "rey de las selvas"-noun-es
"king of the jungle"-noun-en "rey de la jungla"-noun-es
"rey de la selva"-noun-es "king of the jungle"-noun-en
"rey de la selva"-noun-es "queen of the jungle"-noun-en
"rey de las selvas"-noun-es "king of the jungle"-noun-en
"rey de las selvas"-noun-es "queen of the jungle"-noun-en
"rey de la jungla"-noun-es "king of the jungle"-noun-en
"rey de la jungla"-noun-es "queen of the jungle"-noun-en
"queen of the jungle"-noun-en "rey de la selva"-noun-es
"queen of the jungle"-noun-en "rey de las selvas"-noun-es
"queen of the jungle"-noun-en "rey de la jungla"-noun-es
"knight of the Round Table"-noun-en "caballero de la Mesa Redonda"-noun-es
"knight of the Round Table"-noun-en "caballero de la Tabla Redonda"-noun-es
"caballero de la Mesa Redonda"-noun-es "knight of the Round Table"-noun-en
"caballero de la Tabla Redonda"-noun-es "knight of the Round Table"-noun-en
"labeling"-noun-en "etiquetaje"-noun-es
"etiquetaje"-noun-es "labeling"-noun-en
"lactation"-noun-en "amamantamiento"-noun-es
"amamantamiento"-noun-es "lactation"-noun-en
"student leader"-noun-en "dirigente estudiantil"-noun-es
"dirigente estudiantil"-noun-es "student leader"-noun-en
"student life"-noun-en "vida estudiantil"-noun-es
"vida estudiantil"-noun-es "student life"-noun-en
"student protest"-noun-en "protesta estudiantil"-noun-es
"protesta estudiantil"-noun-es "student protest"-noun-en
"student population"-noun-en "población estudiantil"-noun-es
"población estudiantil"-noun-es "student population"-noun-en
"legation"-noun-en "legación"-noun-es
"legación"-noun-es "legation"-noun-en
"libido"-noun-en "líbido"-noun-es
"líbido"-noun-es "libido"-noun-en
"estilo de vida"-noun-es "life style"-noun-en
"life style"-noun-en "estilo de vida"-noun-es
"liquefaction"-noun-en "licuefacción"-noun-es
"licuefacción"-noun-es "liquefaction"-noun-en
"litre of alcohol"-noun-en "litro de alcohol"-noun-es
"litro de alcohol"-noun-es "litre of alcohol"-noun-en
"litro de alcohol"-noun-es "litre of spirits"-noun-en
"litre of spirits"-noun-en "litro de alcohol"-noun-es
"lyricism"-noun-en "lirismo"-noun-es
"lirismo"-noun-es "lyricism"-noun-en
"masculinity"-noun-en "masculinidad"-noun-es
"masculinidad"-noun-es "masculinity"-noun-en
"maximalist"-noun-en "maximalista"-noun-es
"maximalista"-noun-es "maximalist"-noun-en
"megaphony"-noun-en "megafonía"-noun-es
"megafonía"-noun-es "megaphony"-noun-en
"translation memory"-noun-en "memoria de traducción"-noun-es
"memoria de traducción"-noun-es "translation memory"-noun-en
"metamorphism"-noun-en "metamorfismo"-noun-es
"metamorfismo"-noun-es "metamorphism"-noun-en
"metastasis"-noun-en "metástasis"-noun-es
"metástasis"-noun-es "metastasis"-noun-en
"mineralisation"-noun-en "mineralización"-noun-es
"mineralización"-noun-es "mineralisation"-noun-en
"miniaturisation"-noun-en "miniaturización"-noun-es
"miniaturización"-noun-es "miniaturisation"-noun-en
"miscellanea"-noun-en "miscelánea"-noun-es
"miscelánea"-noun-es "miscellanea"-noun-en
"monoxide"-noun-en "monóxido"-noun-es
"monóxido"-noun-es "monoxide"-noun-en
"mountain of books"-noun-en "selva de libros"-noun-es
"mountain of books"-noun-en "montaña de libros"-noun-es
"selva de libros"-noun-es "mountain of books"-noun-en
"montaña de libros"-noun-es "mountain of books"-noun-en
"neocolonialism"-noun-en "neocolonialismo"-noun-es
"neocolonialismo"-noun-es "neocolonialism"-noun-en
"nitrite"-noun-en "nitrito"-noun-es
"nitrito"-noun-es "nitrite"-noun-en
"sinuatrial node"-noun-en "nodo sinoauricular"-noun-es
"nodo sinoauricular"-noun-es "sinuatrial node"-noun-en
"nodo sinoauricular"-noun-es "sino-auricular node"-noun-en
"sino-auricular node"-noun-en "nodo sinoauricular"-noun-es
"nucleolus"-noun-en "nucleolo"-noun-es
"nucleolo"-noun-es "nucleolus"-noun-en
"Avogadro number"-noun-en "número de Avogadro"-noun-es
"número de Avogadro"-noun-es "Avogadro number"-noun-en
"número de Avogadro"-noun-es "Avogadro constant"-noun-en
"Avogadro constant"-noun-en "número de Avogadro"-noun-es
"Dirac constant"-noun-en "constante de Dirac"-noun-es
"constante de Dirac"-noun-es "Dirac constant"-noun-en
"Faraday constant"-noun-en "constante de Faraday"-noun-es
"constante de Faraday"-noun-es "Faraday constant"-noun-en
"gravitational constant"-noun-en "constante de gravitación"-noun-es
"constante de gravitación"-noun-es "gravitational constant"-noun-en
