"neniu"-determiner-eo "ninguno"-determiner-es
"mito"-noun-es "mito"-noun-eo
"fikcio"-noun-eo "ficción"-noun-es
"ficción"-noun-es "fikcio"-noun-eo
"bildo"-noun-eo "imagen"-noun-es
"imagen"-noun-es "bildo"-noun-eo
"ikono"-noun-eo "icono"-noun-es
"icono"-noun-es "ikono"-noun-eo
"ilustración"-noun-es "ilustrado"-noun-eo
"ilustrado"-noun-eo "ilustración"-noun-es
"trafiko"-noun-eo "tráfico"-noun-es
"trafiko"-noun-eo "tránsito"-noun-es
"trafiko"-noun-eo "circulación"-noun-es
"tráfico"-noun-es "trafiko"-noun-eo
"tránsito"-noun-es "trafiko"-noun-eo
"circulación"-noun-es "trafiko"-noun-eo
"transición"-noun-es "transiro"-noun-eo
"transiro"-noun-eo "transición"-noun-es
"edad"-noun-es "aĝo"-noun-eo
"aĝo"-noun-eo "edad"-noun-es
"lema"-noun-es "moto"-noun-eo
"moto"-noun-eo "lema"-noun-es
"caramelo"-noun-es "karamelo"-noun-eo
"karamelo"-noun-eo "caramelo"-noun-es
"golosina"-noun-es "dolĉaĵo"-noun-eo
"dolĉaĵo"-noun-eo "golosina"-noun-es
"tenereco"-noun-eo "ternura"-noun-es
"ternura"-noun-es "tenereco"-noun-eo
"peligro"-noun-es "danĝero"-noun-eo
"danĝero"-noun-eo "peligro"-noun-es
"necerteco"-noun-eo "incertidumbre"-noun-es
"incertidumbre"-noun-es "necerteco"-noun-eo
"fragilidad"-noun-es "rompiĝemo"-noun-eo
"rompiĝemo"-noun-eo "fragilidad"-noun-es
"delicia"-noun-es "delico"-noun-eo
"delico"-noun-eo "delicia"-noun-es
"kontentigo"-noun-eo "satisfacción"-noun-es
"satisfacción"-noun-es "kontentigo"-noun-eo
"planeta"-noun-es "planedo"-noun-eo
"planedo"-noun-eo "planeta"-noun-es
"malapero"-noun-eo "desaparición"-noun-es
"desaparición"-noun-es "malapero"-noun-eo
"extinción"-noun-es "estingo"-noun-eo
"estingo"-noun-eo "extinción"-noun-es
"taller"-noun-es "ateliero"-noun-eo
"ateliero"-noun-eo "taller"-noun-es
"garaje"-noun-es "garaĝo"-noun-eo
"garaĝo"-noun-eo "garaje"-noun-es
"gato"-noun-es "kato"-noun-eo
"kato"-noun-eo "gato"-noun-es
"mistero"-noun-eo "misterio"-noun-es
"misterio"-noun-es "mistero"-noun-eo
"injusticia"-noun-es "maljusteco"-noun-eo
"maljusteco"-noun-eo "injusticia"-noun-es
"seda"-noun-es "silko"-noun-eo
"silko"-noun-eo "seda"-noun-es
"escrúpulo"-noun-es "skrupulo"-noun-eo
"skrupulo"-noun-eo "escrúpulo"-noun-es
"lujuria"-noun-es "voluptamo"-noun-eo
"voluptamo"-noun-eo "lujuria"-noun-es
"rekreado"-noun-eo "recreación"-noun-es
"recreación"-noun-es "rekreado"-noun-eo
"recreación"-noun-es "amuzaĵo"-noun-eo
"amuzaĵo"-noun-eo "recreación"-noun-es
"amuzo"-noun-eo "diversión"-noun-es
"diversión"-noun-es "amuzo"-noun-eo
"distro"-noun-eo "distracción"-noun-es
"distracción"-noun-es "distro"-noun-eo
"bontrovo"-noun-eo "discreción"-noun-es
"discreción"-noun-es "bontrovo"-noun-eo
"criterio"-noun-es "kriterio"-noun-eo
"kriterio"-noun-eo "criterio"-noun-es
"pedagogo"-noun-eo "pedagogo"-noun-es
"pedagogo"-noun-es "pedagogo"-noun-eo
"normaleco"-noun-eo "normalidad"-noun-es
"normalidad"-noun-es "normaleco"-noun-eo
"normalización"-noun-es "normaligo"-noun-eo
"normaligo"-noun-eo "normalización"-noun-es
"menstruación"-noun-es "menstruo"-noun-eo
"menstruo"-noun-eo "menstruación"-noun-es
"konservado"-noun-eo "conservación"-noun-es
"conservación"-noun-es "konservado"-noun-eo
"mecanismo"-noun-es "mekanismo"-noun-eo
"mekanismo"-noun-eo "mecanismo"-noun-es
"tranvía"-noun-es "tramo"-noun-eo
"tramo"-noun-eo "tranvía"-noun-es
"curiosidad"-noun-es "vidindaĵo"-noun-eo
"vidindaĵo"-noun-eo "curiosidad"-noun-es
"agordo"-noun-eo "sintonía"-noun-es
"agordo"-noun-eo "configuración"-noun-es
"sintonía"-noun-es "agordo"-noun-eo
"configuración"-noun-es "agordo"-noun-eo
"pantalono"-noun-eo "pantalón"-noun-es
"pantalón"-noun-es "pantalono"-noun-eo
"ombligo"-noun-es "umbiliko"-noun-eo
"umbiliko"-noun-eo "ombligo"-noun-es
"verkisto"-noun-eo "escritor"-noun-es
"escritor"-noun-es "verkisto"-noun-eo
"romanisto"-noun-eo "novelista"-noun-es
"novelista"-noun-es "romanisto"-noun-eo
"autor"-noun-es "aŭtoro"-noun-eo
"aŭtoro"-noun-eo "autor"-noun-es
"ĝisdatigo"-noun-eo "actualización"-noun-es
"actualización"-noun-es "ĝisdatigo"-noun-eo
"esperanza"-noun-es "espero"-noun-eo
"espero"-noun-eo "esperanza"-noun-es
"resignación"-noun-es "rezignacio"-noun-eo
"rezignacio"-noun-eo "resignación"-noun-es
"policejo"-noun-eo "comisaría"-noun-es
"comisaría"-noun-es "policejo"-noun-eo
"alcantarilla"-noun-es "kloako"-noun-eo
"kloako"-noun-eo "alcantarilla"-noun-es
"markolo"-noun-eo "estrecho"-noun-es
"estrecho"-noun-es "markolo"-noun-eo
"limón"-noun-es "citrono"-noun-eo
"citrono"-noun-eo "limón"-noun-es
"agresor"-noun-es "agresanto"-noun-eo
"agresanto"-noun-eo "agresor"-noun-es
"specialisto"-noun-eo "especialista"-noun-es
"especialista"-noun-es "specialisto"-noun-eo
"ejemplo"-noun-es "ekzemplo"-noun-eo
"ekzemplo"-noun-eo "ejemplo"-noun-es
"traducción"-noun-es "tradukado"-noun-eo
"tradukado"-noun-eo "traducción"-noun-es
"abuso"-noun-es "misuzo"-noun-eo
"misuzo"-noun-eo "abuso"-noun-es
"abolo"-noun-eo "abolición"-noun-es
"abolición"-noun-es "abolo"-noun-eo
"invitación"-noun-es "invito"-noun-eo
"invito"-noun-eo "invitación"-noun-es
"tento"-noun-eo "tentación"-noun-es
"tentación"-noun-es "tento"-noun-eo
"ciudadanía"-noun-es "civitaneco"-noun-eo
"civitaneco"-noun-eo "ciudadanía"-noun-es
"nacionalidad"-noun-es "nacieco"-noun-eo
"nacieco"-noun-eo "nacionalidad"-noun-es
"nación"-noun-es "nacio"-noun-eo
"nacio"-noun-eo "nación"-noun-es
"alud"-noun-es "lavango"-noun-eo
"lavango"-noun-eo "alud"-noun-es
"capitulación"-noun-es "kapitulaco"-noun-eo
"kapitulaco"-noun-eo "capitulación"-noun-es
"ruina"-noun-es "ruino"-noun-eo
"ruino"-noun-eo "ruina"-noun-es
"brisa"-noun-es "brizo"-noun-eo
"brizo"-noun-eo "brisa"-noun-es
"reliquia"-noun-es "relikvo"-noun-eo
"relikvo"-noun-eo "reliquia"-noun-es
"reposo"-noun-es "ripozo"-noun-eo
"ripozo"-noun-eo "reposo"-noun-es
"ripozo"-noun-eo "descanso"-noun-es
"descanso"-noun-es "ripozo"-noun-eo
"biblioteca"-noun-es "biblioteko"-noun-eo
"biblioteko"-noun-eo "biblioteca"-noun-es
"microbio"-noun-es "mikrobo"-noun-eo
"mikrobo"-noun-eo "microbio"-noun-es
"embrión"-noun-es "embrio"-noun-eo
"embrio"-noun-eo "embrión"-noun-es
"reorganización"-noun-es "reorganizado"-noun-eo
"reorganizado"-noun-eo "reorganización"-noun-es
"grúa"-noun-es "gruo"-noun-eo
"gruo"-noun-eo "grúa"-noun-es
"sufijo"-noun-es "sufikso"-noun-eo
"sufikso"-noun-eo "sufijo"-noun-es
"palma"-noun-es "palmo"-noun-eo
"palmo"-noun-eo "palma"-noun-es
"popa"-noun-es "poŭpo"-noun-eo
"poŭpo"-noun-eo "popa"-noun-es
"tolkovro"-noun-eo "toldo"-noun-es
"toldo"-noun-es "tolkovro"-noun-eo
"markizo"-noun-eo "marqués"-noun-es
"marqués"-noun-es "markizo"-noun-eo
"retablo"-noun-eo "retablo"-noun-es
"retablo"-noun-es "retablo"-noun-eo
"rigor"-noun-es "rigoreco"-noun-eo
"rigoreco"-noun-eo "rigor"-noun-es
"subpremo"-noun-eo "represión"-noun-es
"represión"-noun-es "subpremo"-noun-eo
"profundo"-noun-eo "profundidad"-noun-es
"profundidad"-noun-es "profundo"-noun-eo
"continente"-noun-es "kontinento"-noun-eo
"kontinento"-noun-eo "continente"-noun-es
"ciclo"-noun-es "ciklo"-noun-eo
"ciklo"-noun-eo "ciclo"-noun-es
"semáforo"-noun-es "semaforo"-noun-eo
"semaforo"-noun-eo "semáforo"-noun-es
"spano"-noun-eo "palmo"-noun-es
"palmo"-noun-es "spano"-noun-eo
"enverguro"-noun-eo "envergadura"-noun-es
"envergadura"-noun-es "enverguro"-noun-eo
"epidemia"-noun-es "epidemio"-noun-eo
"epidemio"-noun-eo "epidemia"-noun-es
"válvula"-noun-es "valvo"-noun-eo
"valvo"-noun-eo "válvula"-noun-es
"revólver"-noun-es "revolvero"-noun-eo
"revolvero"-noun-eo "revólver"-noun-es
"pólvora"-noun-es "pulvo"-noun-eo
"pulvo"-noun-eo "pólvora"-noun-es
"pincel"-noun-es "peniko"-noun-eo
"peniko"-noun-eo "pincel"-noun-es
"champán"-noun-es "ĉampano"-noun-eo
"ĉampano"-noun-eo "champán"-noun-es
"inflamación"-noun-es "inflamo"-noun-eo
"inflamo"-noun-eo "inflamación"-noun-es
"kontuzo"-noun-eo "contusión"-noun-es
"contusión"-noun-es "kontuzo"-noun-eo
"graveco"-noun-eo "gravedad"-noun-es
"graveco"-noun-eo "relevancia"-noun-es
"graveco"-noun-eo "importancia"-noun-es
"gravedad"-noun-es "graveco"-noun-eo
"relevancia"-noun-es "graveco"-noun-eo
"importancia"-noun-es "graveco"-noun-eo
"altitud"-noun-es "altitudo"-noun-eo
"altitudo"-noun-eo "altitud"-noun-es
"majusklo"-noun-eo "mayúscula"-noun-es
"mayúscula"-noun-es "majusklo"-noun-eo
"kontrasto"-noun-eo "contraste"-noun-es
"contraste"-noun-es "kontrasto"-noun-eo
"ralio"-noun-eo "rally"-noun-es
"rally"-noun-es "ralio"-noun-eo
"mitin"-noun-es "mitingo"-noun-eo
"mitingo"-noun-eo "mitin"-noun-es
"reunuigo"-noun-eo "reunificación"-noun-es
"reunificación"-noun-es "reunuigo"-noun-eo
"komplekseco"-noun-eo "complejidad"-noun-es
"complejidad"-noun-es "komplekseco"-noun-eo
"temperamento"-noun-es "temperamento"-noun-eo
"temperamento"-noun-eo "temperamento"-noun-es
"alarma"-noun-es "alarmo"-noun-eo
"alarmo"-noun-eo "alarma"-noun-es
"timo"-noun-eo "temor"-noun-es
"timo"-noun-eo "miedo"-noun-es
"temor"-noun-es "timo"-noun-eo
"miedo"-noun-es "timo"-noun-eo
"agresión"-noun-es "agreso"-noun-eo
"agreso"-noun-eo "agresión"-noun-es
"ofteco"-noun-eo "frecuencia"-noun-es
"frecuencia"-noun-es "ofteco"-noun-eo
"público"-noun-es "publiko"-noun-eo
"publiko"-noun-eo "público"-noun-es
"desviación"-noun-es "devio"-noun-eo
"devio"-noun-eo "desviación"-noun-es
"monumento"-noun-es "monumento"-noun-eo
"monumento"-noun-eo "monumento"-noun-es
"memoria"-noun-es "memoro"-noun-eo
"memoro"-noun-eo "memoria"-noun-es
"memoro"-noun-eo "recuerdo"-noun-es
"recuerdo"-noun-es "memoro"-noun-eo
"jabón"-noun-es "sapo"-noun-eo
"sapo"-noun-eo "jabón"-noun-es
"telescopio"-noun-es "teleskopo"-noun-eo
"teleskopo"-noun-eo "telescopio"-noun-es
"sekvado"-noun-eo "seguimiento"-noun-es
"seguimiento"-noun-es "sekvado"-noun-eo
"preĝo"-noun-eo "oración"-noun-es
"oración"-noun-es "preĝo"-noun-eo
"idioma"-noun-es "lingvo"-noun-eo
"lingvo"-noun-eo "idioma"-noun-es
"lingvo"-noun-eo "lengua"-noun-es
"lingvo"-noun-eo "lenguaje"-noun-es
"lengua"-noun-es "lingvo"-noun-eo
"lengua"-noun-es "lango"-noun-eo
"lenguaje"-noun-es "lingvo"-noun-eo
"lango"-noun-eo "lengua"-noun-es
"argot"-noun-es "slango"-noun-eo
"slango"-noun-eo "argot"-noun-es
"moralo"-noun-eo "moral"-noun-es
"moral"-noun-es "moralo"-noun-eo
"ética"-noun-es "etiko"-noun-eo
"etiko"-noun-eo "ética"-noun-es
"otoño"-noun-es "aŭtuno"-noun-eo
"aŭtuno"-noun-eo "otoño"-noun-es
"pigreco"-noun-eo "pereza"-noun-es
"pereza"-noun-es "pigreco"-noun-eo
"terrorismo"-noun-es "terorismo"-noun-eo
"terorismo"-noun-eo "terrorismo"-noun-es
"terror"-noun-es "teruro"-noun-eo
"teruro"-noun-eo "terror"-noun-es
"horror"-noun-es "hororo"-noun-eo
"hororo"-noun-eo "horror"-noun-es
"milagro"-noun-es "miraklo"-noun-eo
"miraklo"-noun-eo "milagro"-noun-es
"simileco"-noun-eo "similitud"-noun-es
"simileco"-noun-eo "semejanza"-noun-es
"similitud"-noun-es "simileco"-noun-eo
"semejanza"-noun-es "simileco"-noun-eo
"kudro"-noun-eo "costura"-noun-es
"costura"-noun-es "kudro"-noun-eo
"sekreto"-noun-eo "secreto"-noun-es
"secreto"-noun-es "sekreto"-noun-eo
"religión"-noun-es "religio"-noun-eo
"religio"-noun-eo "religión"-noun-es
"secta"-noun-es "sekto"-noun-eo
"sekto"-noun-eo "secta"-noun-es
"adoración"-noun-es "adorado"-noun-eo
"adorado"-noun-eo "adoración"-noun-es
"nómada"-noun-es "nomado"-noun-eo
"nomado"-noun-eo "nómada"-noun-es
"konkurencanto"-noun-eo "competidor"-noun-es
"competidor"-noun-es "konkurencanto"-noun-eo
"taxi"-noun-es "taksio"-noun-eo
"taksio"-noun-eo "taxi"-noun-es
"arte"-noun-es "arto"-noun-eo
"arto"-noun-eo "arte"-noun-es
"granito"-noun-es "granito"-noun-eo
"granito"-noun-eo "granito"-noun-es
"alubia"-noun-es "fazeolo"-noun-eo
"fazeolo"-noun-eo "alubia"-noun-es
"haba"-noun-es "fabo"-noun-eo
"fabo"-noun-eo "haba"-noun-es
"sindeteno"-noun-eo "abstención"-noun-es
"abstención"-noun-es "sindeteno"-noun-eo
"salchicha"-noun-es "kolbaso"-noun-eo
"kolbaso"-noun-eo "salchicha"-noun-es
"préstamo"-noun-es "prunto"-noun-eo
"prunto"-noun-eo "préstamo"-noun-es
"especulación"-noun-es "spekulado"-noun-eo
"spekulado"-noun-eo "especulación"-noun-es
"cirkonstanco"-noun-eo "circunstancia"-noun-es
"circunstancia"-noun-es "cirkonstanco"-noun-eo
"festival"-noun-es "festivalo"-noun-eo
"festivalo"-noun-eo "festival"-noun-es
"franco"-noun-eo "francés"-noun-es
"francés"-noun-es "franco"-noun-eo
"día"-noun-es "tago"-noun-eo
"tago"-noun-eo "día"-noun-es
"labordaŭro"-noun-eo "jornada"-noun-es
"jornada"-noun-es "labordaŭro"-noun-eo
"arrogancia"-noun-es "aroganteco"-noun-eo
"aroganteco"-noun-eo "arrogancia"-noun-es
"talismán"-noun-es "talismano"-noun-eo
"talismano"-noun-eo "talismán"-noun-es
"aviación"-noun-es "aviado"-noun-eo
"aviado"-noun-eo "aviación"-noun-es
"cúmulo"-noun-es "amaso"-noun-eo
"amaso"-noun-eo "cúmulo"-noun-es
"amaso"-noun-eo "multitud"-noun-es
"amaso"-noun-eo "montón"-noun-es
"multitud"-noun-es "amaso"-noun-eo
"montón"-noun-es "amaso"-noun-eo
"masa"-noun-es "maso"-noun-eo
"maso"-noun-eo "masa"-noun-es
"muchedumbre"-noun-es "homamaso"-noun-eo
"homamaso"-noun-eo "muchedumbre"-noun-es
"fiscal"-noun-es "prokuroro"-noun-eo
"prokuroro"-noun-eo "fiscal"-noun-es
"amareco"-noun-eo "amargura"-noun-es
"amargura"-noun-es "amareco"-noun-eo
"varo"-noun-eo "mercancía"-noun-es
"varo"-noun-eo "género"-noun-es
"mercancía"-noun-es "varo"-noun-eo
"género"-noun-es "varo"-noun-eo
"género"-noun-es "ĝenro"-noun-eo
"género"-noun-es "genro"-noun-eo
"ĝenro"-noun-eo "género"-noun-es
"genro"-noun-eo "género"-noun-es
"consulta"-noun-es "konsulto"-noun-eo
"konsulto"-noun-eo "consulta"-noun-es
"sonda"-noun-es "sondilo"-noun-eo
"sondilo"-noun-eo "sonda"-noun-es
"orgía"-noun-es "orgio"-noun-eo
"orgio"-noun-eo "orgía"-noun-es
"prononco"-noun-eo "pronunciación"-noun-es
"pronunciación"-noun-es "prononco"-noun-eo
"flora"-noun-es "flaŭro"-noun-eo
"flaŭro"-noun-eo "flora"-noun-es
"fábrica"-noun-es "fabriko"-noun-eo
"fabriko"-noun-eo "fábrica"-noun-es
"centralo"-noun-eo "central"-noun-es
"central"-noun-es "centralo"-noun-eo
"ingeniería"-noun-es "inĝenierio"-noun-eo
"inĝenierio"-noun-eo "ingeniería"-noun-es
"dispozicio"-noun-eo "predisposición"-noun-es
"dispozicio"-noun-eo "disposición"-noun-es
"predisposición"-noun-es "dispozicio"-noun-eo
"disposición"-noun-es "dispozicio"-noun-eo
"contexto"-noun-es "kunteksto"-noun-eo
"kunteksto"-noun-eo "contexto"-noun-es
"protesta"-noun-es "protesto"-noun-eo
"protesto"-noun-eo "protesta"-noun-es
"tumulto"-noun-es "tumulto"-noun-eo
"tumulto"-noun-eo "tumulto"-noun-es
"tumulto"-noun-eo "alboroto"-noun-es
"tumulto"-noun-eo "disturbio"-noun-es
"alboroto"-noun-es "tumulto"-noun-eo
"disturbio"-noun-es "tumulto"-noun-eo
"sketado"-noun-eo "patinaje"-noun-es
"patinaje"-noun-es "sketado"-noun-eo
"proletaro"-noun-eo "proletariado"-noun-es
"proletariado"-noun-es "proletaro"-noun-eo
"telefonisto"-noun-eo "operador"-noun-es
"operador"-noun-es "telefonisto"-noun-eo
"abono"-noun-eo "suscripción"-noun-es
"suscripción"-noun-es "abono"-noun-eo
"bebida"-noun-es "trinkaĵo"-noun-eo
"trinkaĵo"-noun-eo "bebida"-noun-es
"belleza"-noun-es "beleco"-noun-eo
"beleco"-noun-eo "belleza"-noun-es
"beleco"-noun-eo "hermosura"-noun-es
"hermosura"-noun-es "beleco"-noun-eo
"trayectoria"-noun-es "trajektorio"-noun-eo
"trajektorio"-noun-eo "trayectoria"-noun-es
"calendario"-noun-es "kalendaro"-noun-eo
"kalendaro"-noun-eo "calendario"-noun-es
"versión"-noun-es "versio"-noun-eo
"versio"-noun-eo "versión"-noun-es
"contagio"-noun-es "kontaĝo"-noun-eo
"kontaĝo"-noun-eo "contagio"-noun-es
"infekto"-noun-eo "infección"-noun-es
"infección"-noun-es "infekto"-noun-eo
"simpleco"-noun-eo "sencillez"-noun-es
"simpleco"-noun-eo "simplicidad"-noun-es
"sencillez"-noun-es "simpleco"-noun-eo
"simplicidad"-noun-es "simpleco"-noun-eo
"modestia"-noun-es "modesteco"-noun-eo
"modesteco"-noun-eo "modestia"-noun-es
"manko"-noun-eo "deficiencia"-noun-es
"manko"-noun-eo "carencia"-noun-es
"manko"-noun-eo "falta"-noun-es
"deficiencia"-noun-es "manko"-noun-eo
"carencia"-noun-es "manko"-noun-eo
"falta"-noun-es "manko"-noun-eo
"defecto"-noun-es "difekto"-noun-eo
"difekto"-noun-eo "defecto"-noun-es
"malavareco"-noun-eo "generosidad"-noun-es
"generosidad"-noun-es "malavareco"-noun-eo
"lukro"-noun-eo "lucro"-noun-es
"lucro"-noun-es "lukro"-noun-eo
"barricada"-noun-es "barikado"-noun-eo
"barikado"-noun-eo "barricada"-noun-es
"corbata"-noun-es "kravato"-noun-eo
"kravato"-noun-eo "corbata"-noun-es
"migrado"-noun-eo "migración"-noun-es
"migración"-noun-es "migrado"-noun-eo
"emigración"-noun-es "elmigrado"-noun-eo
"elmigrado"-noun-eo "emigración"-noun-es
"navigado"-noun-eo "navegación"-noun-es
"navegación"-noun-es "navigado"-noun-eo
"navegación"-noun-es "navigacio"-noun-eo
"navigacio"-noun-eo "navegación"-noun-es
"kruco"-noun-eo "cruz"-noun-es
"cruz"-noun-es "kruco"-noun-eo
"dogano"-noun-eo "aduana"-noun-es
"aduana"-noun-es "dogano"-noun-eo
"proyectil"-noun-es "ĵetaĵo"-noun-eo
"ĵetaĵo"-noun-eo "proyectil"-noun-es
"delantal"-noun-es "antaŭtuko"-noun-eo
"antaŭtuko"-noun-eo "delantal"-noun-es
"bofilo"-noun-eo "nuera"-noun-es
"bofilo"-noun-eo "yerno"-noun-es
"nuera"-noun-es "bofilo"-noun-eo
"yerno"-noun-es "bofilo"-noun-eo
"bandido"-noun-es "bandito"-noun-eo
"bandito"-noun-eo "bandido"-noun-es
"bandito"-noun-eo "bandolero"-noun-es
"bandolero"-noun-es "bandito"-noun-eo
"secuestro"-noun-es "kidnapo"-noun-eo
"kidnapo"-noun-eo "secuestro"-noun-es
"patente"-noun-es "patento"-noun-eo
"patento"-noun-eo "patente"-noun-es
"titulación"-noun-es "diplomo"-noun-eo
"diplomo"-noun-eo "titulación"-noun-es
"diplomo"-noun-eo "diploma"-noun-es
"diploma"-noun-es "diplomo"-noun-eo
"acompañamiento"-noun-es "akompano"-noun-eo
"akompano"-noun-eo "acompañamiento"-noun-es
"col"-noun-es "brasiko"-noun-eo
"col"-noun-es "senkapa brasiko"-noun-eo
"brasiko"-noun-eo "col"-noun-es
"senkapa brasiko"-noun-eo "col"-noun-es
"nalga"-noun-es "gluteo"-noun-eo
"gluteo"-noun-eo "nalga"-noun-es
"ŝtonmino"-noun-eo "cantera"-noun-es
"cantera"-noun-es "ŝtonmino"-noun-eo
"urna"-noun-es "urno"-noun-eo
"urno"-noun-eo "urna"-noun-es
"referendumo"-noun-eo "referéndum"-noun-es
"referéndum"-noun-es "referendumo"-noun-eo
"prescripción"-noun-es "preskripto"-noun-eo
"preskripto"-noun-eo "prescripción"-noun-es
"receta"-noun-es "recepto"-noun-eo
"recepto"-noun-eo "receta"-noun-es
"acumulación"-noun-es "akumulado"-noun-eo
"akumulado"-noun-eo "acumulación"-noun-es
"orquesta"-noun-es "orkestro"-noun-eo
"orkestro"-noun-eo "orquesta"-noun-es
"flauta"-noun-es "fluto"-noun-eo
"fluto"-noun-eo "flauta"-noun-es
"automovilista"-noun-es "aŭtisto"-noun-eo
"aŭtisto"-noun-eo "automovilista"-noun-es
"barandilla"-noun-es "balustrado"-noun-eo
"balustrado"-noun-eo "barandilla"-noun-es
"balustrado"-noun-eo "baranda"-noun-es
"baranda"-noun-es "balustrado"-noun-eo
"romano"-noun-eo "novela"-noun-es
"novela"-noun-es "romano"-noun-eo
"idilio"-noun-es "idilio"-noun-eo
"idilio"-noun-eo "idilio"-noun-es
"eventualidad"-noun-es "eventualaĵo"-noun-eo
"eventualaĵo"-noun-eo "eventualidad"-noun-es
"perspectiva"-noun-es "perspektivo"-noun-eo
"perspektivo"-noun-eo "perspectiva"-noun-es
"aprendizaje"-noun-es "lernado"-noun-eo
"lernado"-noun-eo "aprendizaje"-noun-es
"participación"-noun-es "tantiemo"-noun-eo
"participación"-noun-es "partopreno"-noun-eo
"tantiemo"-noun-eo "participación"-noun-es
"partopreno"-noun-eo "participación"-noun-es
"derecho"-noun-es "rajto"-noun-eo
"derecho"-noun-es "juro"-noun-eo
"rajto"-noun-eo "derecho"-noun-es
"juro"-noun-eo "derecho"-noun-es
"ago"-noun-eo "acción"-noun-es
"ago"-noun-eo "acto"-noun-es
"acción"-noun-es "ago"-noun-eo
"acto"-noun-es "ago"-noun-eo
"agado"-noun-eo "actuación"-noun-es
"actuación"-noun-es "agado"-noun-eo
"coche"-noun-es "aŭto"-noun-eo
"aŭto"-noun-eo "coche"-noun-es
"aŭto"-noun-eo "automóvil"-noun-es
"automóvil"-noun-es "aŭto"-noun-eo
"automóvil"-noun-es "aŭtomobilo"-noun-eo
"aŭtomobilo"-noun-eo "automóvil"-noun-es
"transporto"-noun-eo "transporte"-noun-es
"transporte"-noun-es "transporto"-noun-eo
"transferencia"-noun-es "ĝiro"-noun-eo
"ĝiro"-noun-eo "transferencia"-noun-es
"rotación"-noun-es "rotacio"-noun-eo
"rotacio"-noun-eo "rotación"-noun-es
"reveno"-noun-eo "retorno"-noun-es
"reveno"-noun-eo "regreso"-noun-es
"retorno"-noun-es "reveno"-noun-eo
"regreso"-noun-es "reveno"-noun-eo
"devolución"-noun-es "redono"-noun-eo
"redono"-noun-eo "devolución"-noun-es
"coro"-noun-es "koruso"-noun-eo
"koruso"-noun-eo "coro"-noun-es
"corazón"-noun-es "koro"-noun-eo
"koro"-noun-eo "corazón"-noun-es
"pecho"-noun-es "brusto"-noun-eo
"brusto"-noun-eo "pecho"-noun-es
"mamo"-noun-eo "mama"-noun-es
"mama"-noun-es "mamo"-noun-eo
"seno"-noun-es "sino"-noun-eo
"sino"-noun-eo "seno"-noun-es
"facileco"-noun-eo "facilidad"-noun-es
"facilidad"-noun-es "facileco"-noun-eo
"dinero"-noun-es "mono"-noun-eo
"mono"-noun-eo "dinero"-noun-es
"plata"-noun-es "arĝento"-noun-eo
"arĝento"-noun-eo "plata"-noun-es
"komparo"-noun-eo "comparación"-noun-es
"comparación"-noun-es "komparo"-noun-eo
"comparación"-noun-es "komparacio"-noun-eo
"komparacio"-noun-eo "comparación"-noun-es
"coste"-noun-es "kosto"-noun-eo
"kosto"-noun-eo "coste"-noun-es
"kosto"-noun-eo "costo"-noun-es
"costo"-noun-es "kosto"-noun-eo
"precio"-noun-es "prezo"-noun-eo
"prezo"-noun-eo "precio"-noun-es
"ritmo"-noun-es "ritmo"-noun-eo
"ritmo"-noun-eo "ritmo"-noun-es
"takto"-noun-eo "tacto"-noun-es
"tacto"-noun-es "takto"-noun-eo
"rilato"-noun-eo "conexión"-noun-es
"rilato"-noun-eo "relación"-noun-es
"conexión"-noun-es "rilato"-noun-eo
"relación"-noun-es "rilato"-noun-eo
"relación"-noun-es "interrilato"-noun-eo
"interrilato"-noun-eo "relación"-noun-es
"interrilato"-noun-eo "interrelación"-noun-es
"ligo"-noun-eo "liga"-noun-es
"ligo"-noun-eo "vinculación"-noun-es
"liga"-noun-es "ligo"-noun-eo
"vinculación"-noun-es "ligo"-noun-eo
"interrelación"-noun-es "interrilato"-noun-eo
"raportaĵo"-noun-eo "reportaje"-noun-es
"reportaje"-noun-es "raportaĵo"-noun-eo
"historia"-noun-es "historio"-noun-eo
"historio"-noun-eo "historia"-noun-es
"fabelo"-noun-eo "cuento"-noun-es
"cuento"-noun-es "fabelo"-noun-eo
"rakonto"-noun-eo "narración"-noun-es
"narración"-noun-es "rakonto"-noun-eo
"noticia"-noun-es "novaĵo"-noun-eo
"novaĵo"-noun-eo "noticia"-noun-es
"novaĵo"-noun-eo "novedad"-noun-es
"novedad"-noun-es "novaĵo"-noun-eo
"novedad"-noun-es "noveco"-noun-eo
"noveco"-noun-eo "novedad"-noun-es
"oficina"-noun-es "oficejo"-noun-eo
"oficejo"-noun-eo "oficina"-noun-es
"depeŝo"-noun-eo "despacho"-noun-es
"despacho"-noun-es "depeŝo"-noun-eo
"bar"-noun-es "trinkejo"-noun-eo
"trinkejo"-noun-eo "bar"-noun-es
"conductor"-noun-es "ŝoforo"-noun-eo
"ŝoforo"-noun-eo "conductor"-noun-es
"oferta"-noun-es "propono"-noun-eo
"propono"-noun-eo "oferta"-noun-es
"propono"-noun-eo "propuesta"-noun-es
"propuesta"-noun-es "propono"-noun-eo
"proposición"-noun-es "propozicio"-noun-eo
"propozicio"-noun-eo "proposición"-noun-es
