"avoir l'habitude de"-verb-fr "soler"-verb-es
"oncologique"-adjective-fr "oncológico"-adjective-es
"oncológico"-adjective-es "oncologique"-adjective-fr
"liberación"-noun-es "liberation"-noun-fr
"liberation"-noun-fr "liberación"-noun-es
"coupler"-verb-fr "acoplar"-verb-es
"acoplar"-verb-es "coupler"-verb-fr
"inaccomplissement"-noun-fr "incumplimiento"-noun-es
"incumplimiento"-noun-es "inaccomplissement"-noun-fr
"représentatif"-adjective-fr "demostrativo"-adjective-es
"demostrativo"-adjective-es "représentatif"-adjective-fr
"demostrativo"-adjective-es "démonstratif"-adjective-fr
"démonstratif"-adjective-fr "demostrativo"-adjective-es
"Eric"-properNoun-fr "Eric"-properNoun-es
"Eric"-properNoun-es "Eric"-properNoun-fr
"devoir"-modal-fr "haber de"-modal-es
"devoir"-modal-fr "tener que"-modal-es
"devoir"-modal-fr "deber"-modal-es
"haber de"-modal-es "devoir"-modal-fr
"tener que"-modal-es "devoir"-modal-fr
"deber"-modal-es "devoir"-modal-fr
"Saint-Barthélemy"-properNoun-fr "San Bartolomé"-properNoun-es
"San Bartolomé"-properNoun-es "Saint-Barthélemy"-properNoun-fr
"Mahler"-properNoun-fr "Mahler"-properNoun-es
"Mahler"-properNoun-es "Mahler"-properNoun-fr
"coefficient"-noun-fr "coeficiente"-noun-es
"coeficiente"-noun-es "coefficient"-noun-fr
"recapitalisation"-noun-fr "recapitalización"-noun-es
"recapitalización"-noun-es "recapitalisation"-noun-fr
"raté"-adjective-fr "fallido"-adjective-es
"fallido"-adjective-es "raté"-adjective-fr
"féminisation"-noun-fr "feminización"-noun-es
"feminización"-noun-es "féminisation"-noun-fr
"salle de bains"-noun-fr "cuarto de baño"-noun-es
"cuarto de baño"-noun-es "salle de bains"-noun-fr
"vélodrome"-noun-fr "velódromo"-noun-es
"velódromo"-noun-es "vélodrome"-noun-fr
"accouchement"-noun-fr "parto"-noun-es
"parto"-noun-es "accouchement"-noun-fr
"indice"-noun-fr "índice"-noun-es
"indice"-noun-fr "indicio"-noun-es
"índice"-noun-es "indice"-noun-fr
"indicio"-noun-es "indice"-noun-fr
"abonner"-verb-fr "abonar"-verb-es
"abonar"-verb-es "abonner"-verb-fr
"abonar"-verb-es "régler"-verb-fr
"régler"-verb-fr "abonar"-verb-es
"régler"-verb-fr "regular"-verb-es
"velero"-noun-fr "velero"-noun-es
"velero"-noun-es "velero"-noun-fr
"velero"-noun-es "voilier"-noun-fr
"voilier"-noun-fr "velero"-noun-es
"de temps en temps"-adverb-fr "de vez en cuando"-adverb-es
"de vez en cuando"-adverb-es "de temps en temps"-adverb-fr
"assemblage"-noun-fr "ensamblaje"-noun-es
"ensamblaje"-noun-es "assemblage"-noun-fr
"peser"-verb-fr "pesar"-verb-es
"pesar"-verb-es "peser"-verb-fr
"célébrer"-verb-fr "celebrar"-verb-es
"celebrar"-verb-es "célébrer"-verb-fr
"celebrar"-verb-es "fêter"-verb-fr
"fêter"-verb-fr "celebrar"-verb-es
"fêter"-verb-fr "festejar"-verb-es
"révéler"-verb-fr "revelar"-verb-es
"revelar"-verb-es "révéler"-verb-fr
"vicissitude"-noun-fr "vicisitud"-noun-es
"vicisitud"-noun-es "vicissitude"-noun-fr
"revitalisation"-noun-fr "revitalización"-noun-es
"revitalización"-noun-es "revitalisation"-noun-fr
"cadastral"-adjective-fr "catastral"-adjective-es
"catastral"-adjective-es "cadastral"-adjective-fr
"universalité"-noun-fr "universalidad"-noun-es
"universalidad"-noun-es "universalité"-noun-fr
"intermède"-noun-fr "intermedio"-noun-es
"intermedio"-noun-es "intermède"-noun-fr
"Eschyle"-properNoun-fr "Esquilo"-properNoun-es
"Esquilo"-properNoun-es "Eschyle"-properNoun-fr
"Gaspar"-properNoun-fr "Gaspar"-properNoun-es
"Gaspar"-properNoun-es "Gaspar"-properNoun-fr
"Alina"-properNoun-fr "Alina"-properNoun-es
"Alina"-properNoun-es "Alina"-properNoun-fr
"encercler"-verb-fr "acordonar"-verb-es
"acordonar"-verb-es "encercler"-verb-fr
"appeau"-noun-fr "reclamo"-noun-es
"reclamo"-noun-es "appeau"-noun-fr
"Kirghizistan"-properNoun-fr "Kirguistán"-properNoun-es
"Kirguistán"-properNoun-es "Kirghizistan"-properNoun-fr
"imposer"-verb-fr "imponer"-verb-es
"imponer"-verb-es "imposer"-verb-fr
"radiophonique"-adjective-fr "radiofónico"-adjective-es
"radiofónico"-adjective-es "radiophonique"-adjective-fr
"commander"-verb-fr "mandar"-verb-es
"mandar"-verb-es "commander"-verb-fr
"froncer"-verb-fr "fruncir"-verb-es
"fruncir"-verb-es "froncer"-verb-fr
"Renfe"-properNoun-fr "Renfe"-properNoun-es
"Renfe"-properNoun-es "Renfe"-properNoun-fr
"Loos"-properNoun-fr "Loos"-properNoun-es
"Loos"-properNoun-es "Loos"-properNoun-fr
"Ben"-properNoun-fr "Ben"-properNoun-es
"Ben"-properNoun-es "Ben"-properNoun-fr
"clameur"-noun-fr "clamor"-noun-es
"clamor"-noun-es "clameur"-noun-fr
"Vitoria"-properNoun-fr "Vitoria"-properNoun-es
"Vitoria"-properNoun-es "Vitoria"-properNoun-fr
"Steinmeier"-properNoun-fr "Steinmeier"-properNoun-es
"Steinmeier"-properNoun-es "Steinmeier"-properNoun-fr
"podologue"-noun-fr "podólogo"-noun-es
"podólogo"-noun-es "podologue"-noun-fr
"Moyen-Orient"-properNoun-fr "Oriente Medio"-properNoun-es
"Oriente Medio"-properNoun-es "Moyen-Orient"-properNoun-fr
"interactif"-adjective-fr "interactivo"-adjective-es
"interactivo"-adjective-es "interactif"-adjective-fr
"monsieur"-noun-fr "don"-noun-es
"don"-noun-es "monsieur"-noun-fr
"corner"-noun-fr "córner"-noun-es
"córner"-noun-es "corner"-noun-fr
"prise"-noun-fr "toma"-noun-es
"toma"-noun-es "prise"-noun-fr
"rider"-verb-fr "arrugar"-verb-es
"arrugar"-verb-es "rider"-verb-fr
"Zubieta"-properNoun-fr "Zubieta"-properNoun-es
"Zubieta"-properNoun-es "Zubieta"-properNoun-fr
"couver"-verb-fr "empollar"-verb-es
"empollar"-verb-es "couver"-verb-fr
"veuf"-adjective-fr "viudo"-adjective-es
"viudo"-adjective-es "veuf"-adjective-fr
"lexical"-adjective-fr "léxico"-adjective-es
"léxico"-adjective-es "lexical"-adjective-fr
"éditer"-verb-fr "editar"-verb-es
"editar"-verb-es "éditer"-verb-fr
"Saddam"-properNoun-fr "Saddam"-properNoun-es
"Saddam"-properNoun-es "Saddam"-properNoun-fr
"charité"-noun-fr "caridad"-noun-es
"caridad"-noun-es "charité"-noun-fr
"chausseur"-noun-fr "zapatero"-noun-es
"zapatero"-noun-es "chausseur"-noun-fr
"zapatero"-noun-es "cordonnier"-noun-fr
"cordonnier"-noun-fr "zapatero"-noun-es
"conférer"-verb-fr "conferir"-verb-es
"conferir"-verb-es "conférer"-verb-fr
"côtelette"-noun-fr "chuleta"-noun-es
"côtelette"-noun-fr "costilla"-noun-es
"chuleta"-noun-es "côtelette"-noun-fr
"costilla"-noun-es "côtelette"-noun-fr
"Îles Vierges britanniques"-properNoun-fr "Islas Vírgenes Británicas"-properNoun-es
"Islas Vírgenes Británicas"-properNoun-es "Îles Vierges britanniques"-properNoun-fr
"indiscrétion"-noun-fr "indiscreción"-noun-es
"indiscreción"-noun-es "indiscrétion"-noun-fr
"participe"-noun-fr "participio"-noun-es
"participio"-noun-es "participe"-noun-fr
"Cáceres"-properNoun-fr "Cáceres"-properNoun-es
"Cáceres"-properNoun-es "Cáceres"-properNoun-fr
"contraceptif"-noun-fr "anticonceptivo"-noun-es
"anticonceptivo"-noun-es "contraceptif"-noun-fr
"Mecos"-properNoun-fr "Mecos"-properNoun-es
"Mecos"-properNoun-es "Mecos"-properNoun-fr
"déployer"-verb-fr "desplegar"-verb-es
"desplegar"-verb-es "déployer"-verb-fr
"publiciste"-noun-fr "publicista"-noun-es
"publicista"-noun-es "publiciste"-noun-fr
"pédalage"-noun-fr "pedaleo"-noun-es
"pedaleo"-noun-es "pédalage"-noun-fr
"gestation"-noun-fr "gestación"-noun-es
"gestación"-noun-es "gestation"-noun-fr
"Nièvre"-properNoun-fr "Nièvre"-properNoun-es
"Nièvre"-properNoun-es "Nièvre"-properNoun-fr
"litière"-noun-fr "litera"-noun-es
"litera"-noun-es "litière"-noun-fr
"litera"-noun-es "couchette"-noun-fr
"couchette"-noun-fr "litera"-noun-es
"virtuellement"-adverb-fr "virtualmente"-adverb-es
"virtualmente"-adverb-es "virtuellement"-adverb-fr
"San José"-properNoun-fr "San José"-properNoun-es
"San José"-properNoun-es "San José"-properNoun-fr
"traitement"-noun-fr "trato"-noun-es
"traitement"-noun-fr "procesamiento"-noun-es
"trato"-noun-es "traitement"-noun-fr
"procesamiento"-noun-es "traitement"-noun-fr
"tempête"-noun-fr "tempestad"-noun-es
"tempestad"-noun-es "tempête"-noun-fr
"repas"-noun-fr "comida"-noun-es
"comida"-noun-es "repas"-noun-fr
"comida"-noun-es "déjeuner"-noun-fr
"déjeuner"-noun-fr "comida"-noun-es
"Schumann"-properNoun-fr "Schumann"-properNoun-es
"Schumann"-properNoun-es "Schumann"-properNoun-fr
"Troie"-properNoun-fr "Troya"-properNoun-es
"Troya"-properNoun-es "Troie"-properNoun-fr
"abertzale"-adjective-fr "abertzale"-adjective-es
"abertzale"-adjective-es "abertzale"-adjective-fr
"admonester"-verb-fr "amonestar"-verb-es
"amonestar"-verb-es "admonester"-verb-fr
"amonestar"-verb-es "chapitrer"-verb-fr
"chapitrer"-verb-fr "amonestar"-verb-es
"Algar"-properNoun-fr "Algar"-properNoun-es
"Algar"-properNoun-es "Algar"-properNoun-fr
"hormone"-noun-fr "hormona"-noun-es
"hormona"-noun-es "hormone"-noun-fr
"Airbus"-properNoun-fr "Airbus"-properNoun-es
"Airbus"-properNoun-es "Airbus"-properNoun-fr
"inaction"-noun-fr "inacción"-noun-es
"inacción"-noun-es "inaction"-noun-fr
"aéronautique"-adjective-fr "aeronáutico"-adjective-es
"aeronáutico"-adjective-es "aéronautique"-adjective-fr
"Granollers"-properNoun-fr "Granollers"-properNoun-es
"Granollers"-properNoun-es "Granollers"-properNoun-fr
"capital"-noun-fr "caudal"-noun-es
"caudal"-noun-es "capital"-noun-fr
"supprimer"-verb-fr "suprimir"-verb-es
"suprimir"-verb-es "supprimer"-verb-fr
"Saragosse"-properNoun-fr "Zaragoza"-properNoun-es
"Zaragoza"-properNoun-es "Saragosse"-properNoun-fr
"Zaragoza"-properNoun-es "Zaragoza"-properNoun-fr
"Zaragoza"-properNoun-fr "Zaragoza"-properNoun-es
"énergiquement"-adverb-fr "enérgicamente"-adverb-es
"enérgicamente"-adverb-es "énergiquement"-adverb-fr
"volatilité"-noun-fr "volatilidad"-noun-es
"volatilidad"-noun-es "volatilité"-noun-fr
"Molière"-properNoun-fr "Molière"-properNoun-es
"Molière"-properNoun-es "Molière"-properNoun-fr
"dans tous les cas"-adverb-fr "de todas maneras"-adverb-es
"de todas maneras"-adverb-es "dans tous les cas"-adverb-fr
"de todas maneras"-adverb-es "en tout cas"-adverb-fr
"de todas maneras"-adverb-es "tout de même"-adverb-fr
"de todas maneras"-adverb-es "en tous les cas"-adverb-fr
"en tout cas"-adverb-fr "de todas maneras"-adverb-es
"tout de même"-adverb-fr "de todas maneras"-adverb-es
"en tous les cas"-adverb-fr "de todas maneras"-adverb-es
"cavalerie"-noun-fr "caballería"-noun-es
"caballería"-noun-es "cavalerie"-noun-fr
"madame"-noun-fr "doña"-noun-es
"doña"-noun-es "madame"-noun-fr
"chilien"-adjective-fr "chileno"-adjective-es
"chileno"-adjective-es "chilien"-adjective-fr
"Altarriba"-properNoun-fr "Altarriba"-properNoun-es
"Altarriba"-properNoun-es "Altarriba"-properNoun-fr
"ouvrage"-noun-fr "labor"-noun-es
"labor"-noun-es "ouvrage"-noun-fr
"labor"-noun-es "labeur"-noun-fr
"labeur"-noun-fr "labor"-noun-es
"porno"-adjective-fr "porno"-adjective-es
"porno"-adjective-es "porno"-adjective-fr
"pari"-noun-fr "apuesta"-noun-es
"apuesta"-noun-es "pari"-noun-fr
"apuesta"-noun-es "gageure"-noun-fr
"gageure"-noun-fr "apuesta"-noun-es
"habiter"-verb-fr "vivir"-verb-es
"habiter"-verb-fr "habitar"-verb-es
"vivir"-verb-es "habiter"-verb-fr
"habitar"-verb-es "habiter"-verb-fr
"coger"-verb-es "rejoindre"-verb-fr
"rejoindre"-verb-fr "coger"-verb-es
"concourir"-verb-fr "concurrir"-verb-es
"concurrir"-verb-es "concourir"-verb-fr
"dispenser"-verb-fr "dispensar"-verb-es
"dispensar"-verb-es "dispenser"-verb-fr
"opposable"-adjective-fr "oponible"-adjective-es
"oponible"-adjective-es "opposable"-adjective-fr
"Elvis"-properNoun-fr "Elvis"-properNoun-es
"Elvis"-properNoun-es "Elvis"-properNoun-fr
"AFP"-noun-fr "AFP"-noun-es
"AFP"-noun-es "AFP"-noun-fr
"Calédonie"-properNoun-fr "Caledonia"-properNoun-es
"Caledonia"-properNoun-es "Calédonie"-properNoun-fr
"éradication"-noun-fr "erradicación"-noun-es
"erradicación"-noun-es "éradication"-noun-fr
"VIIIème"-adjective-fr "VIII"-adjective-es
"VIII"-adjective-es "VIIIème"-adjective-fr
"Tony"-properNoun-fr "Tony"-properNoun-es
"Tony"-properNoun-es "Tony"-properNoun-fr
"Alcañiz"-properNoun-fr "Alcañiz"-properNoun-es
"Alcañiz"-properNoun-es "Alcañiz"-properNoun-fr
"bomber"-verb-fr "bombear"-verb-es
"bomber"-verb-fr "abombar"-verb-es
"bombear"-verb-es "bomber"-verb-fr
"abombar"-verb-es "bomber"-verb-fr
"abriter"-verb-fr "resguardar"-verb-es
"resguardar"-verb-es "abriter"-verb-fr
"fécondation"-noun-fr "fecundación"-noun-es
"fecundación"-noun-es "fécondation"-noun-fr
"Lyon"-properNoun-fr "Lyon"-properNoun-es
"Lyon"-properNoun-es "Lyon"-properNoun-fr
"saisie"-noun-fr "embargo"-noun-es
"embargo"-noun-es "saisie"-noun-fr
"tonalité"-noun-fr "tonalidad"-noun-es
"tonalidad"-noun-es "tonalité"-noun-fr
"adhérent"-noun-fr "afiliado"-noun-es
"afiliado"-noun-es "adhérent"-noun-fr
"conducteur"-adjective-fr "conductor"-adjective-es
"conductor"-adjective-es "conducteur"-adjective-fr
"chaque semaine"-adverb-fr "semanalmente"-adverb-es
"semanalmente"-adverb-es "chaque semaine"-adverb-fr
"Calabre"-properNoun-fr "Calabria"-properNoun-es
"Calabria"-properNoun-es "Calabre"-properNoun-fr
"Catalina"-properNoun-fr "Catalina"-properNoun-es
"Catalina"-properNoun-es "Catalina"-properNoun-fr
"pessimiste"-noun-fr "pesimista"-noun-es
"pesimista"-noun-es "pessimiste"-noun-fr
"pension de retraite"-noun-fr "pensión de jubilación"-noun-es
"pensión de jubilación"-noun-es "pension de retraite"-noun-fr
"dotation"-noun-fr "dotación"-noun-es
"dotación"-noun-es "dotation"-noun-fr
"insolvable"-adjective-fr "insolvente"-adjective-es
"insolvente"-adjective-es "insolvable"-adjective-fr
"Muchamiel"-properNoun-fr "Muchamiel"-properNoun-es
"Muchamiel"-properNoun-fr "Mutxamel"-properNoun-es
"Muchamiel"-properNoun-es "Muchamiel"-properNoun-fr
"Mutxamel"-properNoun-es "Muchamiel"-properNoun-fr
"cyprès"-noun-fr "ciprés"-noun-es
"ciprés"-noun-es "cyprès"-noun-fr
"kosovar"-adjective-fr "kosovar"-adjective-es
"kosovar"-adjective-es "kosovar"-adjective-fr
"insolation"-noun-fr "insolación"-noun-es
"insolación"-noun-es "insolation"-noun-fr
"orgasme"-noun-fr "orgasmo"-noun-es
"orgasmo"-noun-es "orgasme"-noun-fr
"Orphée"-properNoun-fr "Orfeo"-properNoun-es
"Orfeo"-properNoun-es "Orphée"-properNoun-fr
"Ptolémée"-properNoun-fr "Tolomeo"-properNoun-es
"Tolomeo"-properNoun-es "Ptolémée"-properNoun-fr
"Felip"-properNoun-fr "Felip"-properNoun-es
"Felip"-properNoun-es "Felip"-properNoun-fr
"salarial"-adjective-fr "salarial"-adjective-es
"salarial"-adjective-es "salarial"-adjective-fr
"Torah"-properNoun-fr "Torá"-properNoun-es
"Torá"-properNoun-es "Torah"-properNoun-fr
"amortissable"-adjective-fr "amortizable"-adjective-es
"amortizable"-adjective-es "amortissable"-adjective-fr
"payer des impôts"-verb-fr "tributar"-verb-es
"tributar"-verb-es "payer des impôts"-verb-fr
"fugace"-adjective-fr "fugaz"-adjective-es
"fugaz"-adjective-es "fugace"-adjective-fr
"compilateur"-noun-fr "compilador"-noun-es
"compilador"-noun-es "compilateur"-noun-fr
"vigile"-noun-fr "vigilante"-noun-es
"vigilante"-noun-es "vigile"-noun-fr
"vigilante"-noun-es "surveillant"-noun-fr
"surveillant"-noun-fr "vigilante"-noun-es
"cabinet conseil"-noun-fr "asesoría"-noun-es
"asesoría"-noun-es "cabinet conseil"-noun-fr
"asesoría"-noun-es "cabinet de conseil"-noun-fr
"asesoría"-noun-es "cabinet-conseil"-noun-fr
"cabinet de conseil"-noun-fr "asesoría"-noun-es
"cabinet-conseil"-noun-fr "asesoría"-noun-es
"tester"-verb-fr "testar"-verb-es
"testar"-verb-es "tester"-verb-fr
"shérif"-noun-fr "sheriff"-noun-es
"sheriff"-noun-es "shérif"-noun-fr
"apathie"-noun-fr "apatía"-noun-es
"apatía"-noun-es "apathie"-noun-fr
"Îles Salomon"-properNoun-fr "Islas Salomón"-properNoun-es
"Islas Salomón"-properNoun-es "Îles Salomon"-properNoun-fr
"patronat"-noun-fr "patronato"-noun-es
"patronat"-noun-fr "patronal"-noun-es
"patronato"-noun-es "patronat"-noun-fr
"patronal"-noun-es "patronat"-noun-fr
"pollen"-noun-fr "polen"-noun-es
"polen"-noun-es "pollen"-noun-fr
"Garay"-properNoun-fr "Garay"-properNoun-es
"Garay"-properNoun-es "Garay"-properNoun-fr
"Le Monde"-properNoun-fr "Le Monde"-properNoun-es
"Le Monde"-properNoun-es "Le Monde"-properNoun-fr
"Amanda"-properNoun-fr "Amanda"-properNoun-es
"Amanda"-properNoun-es "Amanda"-properNoun-fr
"Aldaia"-properNoun-fr "Aldaya"-properNoun-es
"Aldaia"-properNoun-fr "Aldaia"-properNoun-es
"Aldaya"-properNoun-es "Aldaia"-properNoun-fr
"Aldaya"-properNoun-es "Aldaya"-properNoun-fr
"Aldaia"-properNoun-es "Aldaia"-properNoun-fr
"Aldaya"-properNoun-fr "Aldaya"-properNoun-es
"profiter de"-verb-fr "aprovechar"-verb-es
"aprovechar"-verb-es "profiter de"-verb-fr
"Extrême-Orient"-properNoun-fr "Extremo Oriente"-properNoun-es
"Extremo Oriente"-properNoun-es "Extrême-Orient"-properNoun-fr
"volant"-adjective-fr "volador"-adjective-es
"volador"-adjective-es "volant"-adjective-fr
"Fran"-properNoun-fr "Fran"-properNoun-es
"Fran"-properNoun-es "Fran"-properNoun-fr
"allocution"-noun-fr "alocución"-noun-es
"alocución"-noun-es "allocution"-noun-fr
"fixation"-noun-fr "fijación"-noun-es
"fijación"-noun-es "fixation"-noun-fr
"facturation"-noun-fr "facturación"-noun-es
"facturación"-noun-es "facturation"-noun-fr
"patrimonial"-adjective-fr "patrimonial"-adjective-es
"patrimonial"-adjective-es "patrimonial"-adjective-fr
"Samuel"-properNoun-fr "Samuel"-properNoun-es
"Samuel"-properNoun-es "Samuel"-properNoun-fr
"hippodrome"-noun-fr "hipódromo"-noun-es
"hipódromo"-noun-es "hippodrome"-noun-fr
"palmier"-noun-fr "palmera"-noun-es
"palmera"-noun-es "palmier"-noun-fr
"contrepartie"-noun-fr "contrapartida"-noun-es
"contrapartida"-noun-es "contrepartie"-noun-fr
"personne morale"-noun-fr "persona jurídica"-noun-es
"persona jurídica"-noun-es "personne morale"-noun-fr
"convaincant"-adjective-fr "convincente"-adjective-es
"convincente"-adjective-es "convaincant"-adjective-fr
"convincente"-adjective-es "probant"-adjective-fr
"probant"-adjective-fr "convincente"-adjective-es
"contrariété"-noun-fr "contrariedad"-noun-es
"contrariété"-noun-fr "disgusto"-noun-es
"contrariedad"-noun-es "contrariété"-noun-fr
"disgusto"-noun-es "contrariété"-noun-fr
"permissivité"-noun-fr "permisividad"-noun-es
"permisividad"-noun-es "permissivité"-noun-fr
"mal"-noun-fr "daño"-noun-es
"daño"-noun-es "mal"-noun-fr
"inhumanité"-noun-fr "inhumanidad"-noun-es
"inhumanidad"-noun-es "inhumanité"-noun-fr
"Ossétie"-properNoun-fr "Osetia"-properNoun-es
"Osetia"-properNoun-es "Ossétie"-properNoun-fr
"Jorge"-properNoun-fr "Jorge"-properNoun-es
"Jorge"-properNoun-es "Jorge"-properNoun-fr
"réitéré"-adjective-fr "reiterado"-adjective-es
"reiterado"-adjective-es "réitéré"-adjective-fr
"regroupement"-noun-fr "reagrupación"-noun-es
"regroupement"-noun-fr "reagrupamiento"-noun-es
"reagrupación"-noun-es "regroupement"-noun-fr
"reagrupamiento"-noun-es "regroupement"-noun-fr
"Arnaldo"-properNoun-fr "Arnaldo"-properNoun-es
"Arnaldo"-properNoun-es "Arnaldo"-properNoun-fr
"montant"-adjective-fr "ascendente"-adjective-es
"ascendente"-adjective-es "montant"-adjective-fr
"ascendente"-adjective-es "ascendant"-adjective-fr
"ascendant"-adjective-fr "ascendente"-adjective-es
"ascendant"-adjective-fr "ascendiente"-adjective-es
"arrendamiento"-noun-es "location"-noun-fr
"croate"-noun-fr "croata"-noun-es
"croata"-noun-es "croate"-noun-fr
"exaspération"-noun-fr "exasperación"-noun-es
"exasperación"-noun-es "exaspération"-noun-fr
"creux"-noun-fr "hueco"-noun-es
"hueco"-noun-es "creux"-noun-fr
"explosif"-adjective-fr "explosivo"-adjective-es
"explosivo"-adjective-es "explosif"-adjective-fr
"souverain"-noun-fr "soberano"-noun-es
"soberano"-noun-es "souverain"-noun-fr
"Portugalete"-properNoun-fr "Portugalete"-properNoun-es
"Portugalete"-properNoun-es "Portugalete"-properNoun-fr
"competidor"-noun-es "concurrent"-noun-fr
"concurrent"-noun-fr "competidor"-noun-es
"Oribe"-properNoun-fr "Oribe"-properNoun-es
"Oribe"-properNoun-es "Oribe"-properNoun-fr
"altérer"-verb-fr "alterar"-verb-es
"alterar"-verb-es "altérer"-verb-fr
"alterar"-verb-es "changer"-verb-fr
"changer"-verb-fr "alterar"-verb-es
"congrégation"-noun-fr "congregación"-noun-es
"congregación"-noun-es "congrégation"-noun-fr
"RTL"-noun-fr "RTL"-noun-es
"RTL"-noun-es "RTL"-noun-fr
"imprudence"-noun-fr "imprudencia"-noun-es
"imprudencia"-noun-es "imprudence"-noun-fr
"discontinuité"-noun-fr "discontinuidad"-noun-es
"discontinuidad"-noun-es "discontinuité"-noun-fr
"capitalisation"-noun-fr "capitalización"-noun-es
"capitalización"-noun-es "capitalisation"-noun-fr
"quille"-noun-fr "quilla"-noun-es
"quilla"-noun-es "quille"-noun-fr
"périodicité"-noun-fr "periodicidad"-noun-es
"periodicidad"-noun-es "périodicité"-noun-fr
"jean"-noun-fr "tejanos"-noun-es
"tejanos"-noun-es "jean"-noun-fr
"chirurgical"-adjective-fr "quirúrgico"-adjective-es
"quirúrgico"-adjective-es "chirurgical"-adjective-fr
