"cualquier"-determiner-es "whatsoever"-determiner-en
"Lujanbio"-noun-en "Lujanbio"-properNoun-es
"Lujanbio"-properNoun-es "Lujanbio"-noun-en
"Lujanbio"-properNoun-es "Lujanbio"-properNoun-en
"Lujanbio"-properNoun-en "Lujanbio"-properNoun-es
"Espel"-noun-en "Espel"-noun-es
"Espel"-noun-en "Espel"-properNoun-es
"Espel"-noun-es "Espel"-noun-en
"Espel"-noun-es "Espel"-properNoun-en
"Espel"-properNoun-es "Espel"-noun-en
"Espel"-properNoun-es "Espel"-properNoun-en
"Espel"-properNoun-en "Espel"-noun-es
"Espel"-properNoun-en "Espel"-properNoun-es
"Agirrezabalaga"-noun-en "Agirrezabalaga"-properNoun-es
"Agirrezabalaga"-properNoun-es "Agirrezabalaga"-noun-en
"Agirrezabalaga"-properNoun-es "Agirrezabalaga"-properNoun-en
"Agirrezabalaga"-properNoun-en "Agirrezabalaga"-properNoun-es
"Goikoetxea"-noun-en "Goikoetxea"-properNoun-es
"Goikoetxea"-properNoun-es "Goikoetxea"-noun-en
"Goikoetxea"-properNoun-es "Goikoetxea"-properNoun-en
"Goikoetxea"-properNoun-en "Goikoetxea"-properNoun-es
"Maza"-noun-en "Maza"-noun-es
"Maza"-noun-en "Maza"-properNoun-es
"Maza"-noun-es "Maza"-noun-en
"Maza"-noun-es "Maza"-properNoun-en
"Maza"-properNoun-es "Maza"-noun-en
"Maza"-properNoun-es "Maza"-properNoun-en
"Maza"-properNoun-en "Maza"-noun-es
"Maza"-properNoun-en "Maza"-properNoun-es
"Arias"-noun-en "Arias"-noun-es
"Arias"-noun-en "Arias"-properNoun-es
"Arias"-noun-es "Arias"-noun-en
"Arias"-noun-es "Arias"-properNoun-en
"Arias"-properNoun-es "Arias"-noun-en
"Arias"-properNoun-es "Arias"-properNoun-en
"Arias"-properNoun-en "Arias"-noun-es
"Arias"-properNoun-en "Arias"-properNoun-es
"Aranburu"-noun-en "Aranburu"-properNoun-es
"Aranburu"-properNoun-es "Aranburu"-noun-en
"Aranburu"-properNoun-es "Aranburu"-properNoun-en
"Aranburu"-properNoun-en "Aranburu"-properNoun-es
"Unanue"-noun-en "Unanue"-properNoun-es
"Unanue"-properNoun-es "Unanue"-noun-en
"Unanue"-properNoun-es "Unanue"-properNoun-en
"Unanue"-properNoun-en "Unanue"-properNoun-es
"Sotelo"-noun-en "Sotelo"-noun-es
"Sotelo"-noun-en "Sotelo"-properNoun-es
"Sotelo"-noun-es "Sotelo"-noun-en
"Sotelo"-noun-es "Sotelo"-properNoun-en
"Sotelo"-properNoun-es "Sotelo"-noun-en
"Sotelo"-properNoun-es "Sotelo"-properNoun-en
"Sotelo"-properNoun-en "Sotelo"-noun-es
"Sotelo"-properNoun-en "Sotelo"-properNoun-es
"wintry"-adjective-en "invernal"-adjective-es
"invernal"-adjective-es "wintry"-adjective-en
"Garaizar"-noun-en "Garaizar"-properNoun-es
"Garaizar"-properNoun-es "Garaizar"-noun-en
"Garaizar"-properNoun-es "Garaizar"-properNoun-en
"Garaizar"-properNoun-en "Garaizar"-properNoun-es
"Bretos"-noun-en "Bretos"-properNoun-es
"Bretos"-properNoun-es "Bretos"-noun-en
"Bretos"-properNoun-es "Bretos"-properNoun-en
"Bretos"-properNoun-en "Bretos"-properNoun-es
"Etxebarria"-noun-en "Etxebarria"-properNoun-es
"Etxebarria"-properNoun-es "Etxebarria"-noun-en
"Etxebarria"-properNoun-es "Etxebarria"-properNoun-en
"Etxebarria"-properNoun-en "Etxebarria"-properNoun-es
"Etxaniz"-noun-en "Etxaniz"-properNoun-es
"Etxaniz"-properNoun-es "Etxaniz"-noun-en
"Etxaniz"-properNoun-es "Etxaniz"-properNoun-en
"Etxaniz"-properNoun-en "Etxaniz"-properNoun-es
"Esnal"-noun-en "Esnal"-properNoun-es
"Esnal"-properNoun-es "Esnal"-noun-en
"Esnal"-properNoun-es "Esnal"-properNoun-en
"Esnal"-properNoun-en "Esnal"-properNoun-es
"Elduayen"-noun-en "Elduayen"-properNoun-es
"Elduayen"-properNoun-es "Elduayen"-noun-en
"Elduayen"-properNoun-es "Elduayen"-properNoun-en
"Elduayen"-properNoun-en "Elduayen"-properNoun-es
"alucinar"-verb-es "hallucinate"-presentParticipleAdjective-en
"hallucinate"-presentParticipleAdjective-en "alucinar"-verb-es
"pre-season"-noun-en "pretemporada"-noun-es
"pretemporada"-noun-es "pre-season"-noun-en
"Ereaga"-properNoun-en "Ereaga"-properNoun-es
"Ereaga"-properNoun-es "Ereaga"-properNoun-en
"A Coruña"-properNoun-en "A Coruña"-properNoun-es
"A Coruña"-properNoun-es "A Coruña"-properNoun-en
"Adeje"-properNoun-en "Adeje"-properNoun-es
"Adeje"-properNoun-es "Adeje"-properNoun-en
"Newark"-properNoun-en "Newark"-properNoun-es
"Newark"-properNoun-es "Newark"-properNoun-en
"Cabo da Cruz"-properNoun-en "Cabo da Cruz"-properNoun-es
"Cabo da Cruz"-properNoun-es "Cabo da Cruz"-properNoun-en
"privacy policy"-noun-en "política de privacidad"-noun-es
"política de privacidad"-noun-es "privacy policy"-noun-en
"sea bream"-noun-en "besugo"-noun-es
"besugo"-noun-es "sea bream"-noun-en
"instruction for use"-noun-en "condición de uso"-noun-es
"condición de uso"-noun-es "instruction for use"-noun-en
"Euskaltel"-properNoun-en "Euskaltel"-properNoun-es
"Euskaltel"-properNoun-es "Euskaltel"-properNoun-en
"FMI"-noun-en "FMI"-noun-es
"FMI"-noun-es "FMI"-noun-en
"PSM"-noun-en "PSM"-noun-es
"PSM"-noun-es "PSM"-noun-en
"Seat"-properNoun-en "Seat"-properNoun-es
"Seat"-properNoun-es "Seat"-properNoun-en
"Udalbiltza"-properNoun-en "Udalbiltza"-properNoun-es
"Udalbiltza"-properNoun-es "Udalbiltza"-properNoun-en
"Solis"-noun-en "Solis"-noun-es
"Solis"-noun-en "Solis"-properNoun-es
"Solis"-noun-es "Solis"-noun-en
"Solis"-noun-es "Solis"-properNoun-en
"Solis"-properNoun-es "Solis"-noun-en
"Solis"-properNoun-es "Solis"-properNoun-en
"Solis"-properNoun-en "Solis"-noun-es
"Solis"-properNoun-en "Solis"-properNoun-es
"Tour de France"-properNoun-en "Tour de Francia"-properNoun-es
"Tour de Francia"-properNoun-es "Tour de France"-properNoun-en
"El Diario Vasco"-properNoun-en "El Diario Vasco"-properNoun-es
"El Diario Vasco"-properNoun-es "El Diario Vasco"-properNoun-en
"Kilometroak"-properNoun-en "Kilometroak"-properNoun-es
"Kilometroak"-properNoun-es "Kilometroak"-properNoun-en
"Lagun Aro"-properNoun-en "Lagun Aro"-properNoun-es
"Lagun Aro"-properNoun-es "Lagun Aro"-properNoun-en
"Villareal"-noun-en "Villareal"-properNoun-es
"Villareal"-properNoun-es "Villareal"-noun-en
"Villareal"-properNoun-es "Villareal"-properNoun-en
"Villareal"-properNoun-en "Villareal"-properNoun-es
"Aralar"-properNoun-en "Aralar"-properNoun-es
"Aralar"-properNoun-es "Aralar"-properNoun-en
"Diario Vasco"-properNoun-en "Diario Vasco"-properNoun-es
"Diario Vasco"-properNoun-es "Diario Vasco"-properNoun-en
"Kubo"-properNoun-en "Kubo"-properNoun-es
"Kubo"-properNoun-es "Kubo"-properNoun-en
"Alhóndiga"-properNoun-en "Alhóndiga"-properNoun-es
"Alhóndiga"-properNoun-es "Alhóndiga"-properNoun-en
"Tecnalia"-properNoun-en "Tecnalia"-properNoun-es
"Tecnalia"-properNoun-es "Tecnalia"-properNoun-en
"Real Sociedad"-properNoun-en "Real Sociedad"-properNoun-es
"Real Sociedad"-properNoun-es "Real Sociedad"-properNoun-en
"Tour"-properNoun-en "Tour"-properNoun-es
"Tour"-properNoun-es "Tour"-properNoun-en
"Generalitat"-properNoun-en "Generalitat"-properNoun-es
"Generalitat"-properNoun-es "Generalitat"-properNoun-en
"Basque Government"-properNoun-en "Eusko Jaurlaritza"-properNoun-es
"Eusko Jaurlaritza"-properNoun-es "Basque Government"-properNoun-en
"Zubeldia"-noun-en "Zubeldia"-properNoun-es
"Zubeldia"-properNoun-es "Zubeldia"-noun-en
"Zubeldia"-properNoun-es "Zubeldia"-properNoun-en
"Zubeldia"-properNoun-en "Zubeldia"-properNoun-es
"Becerril"-noun-en "Becerril"-properNoun-es
"Becerril"-properNoun-es "Becerril"-noun-en
"Becerril"-properNoun-es "Becerril"-properNoun-en
"Becerril"-properNoun-en "Becerril"-properNoun-es
"Garmendia"-noun-en "Garmendia"-properNoun-es
"Garmendia"-properNoun-es "Garmendia"-noun-en
"Garmendia"-properNoun-es "Garmendia"-properNoun-en
"Garmendia"-properNoun-en "Garmendia"-properNoun-es
"Pataky"-noun-en "Pataky"-properNoun-es
"Pataky"-properNoun-es "Pataky"-noun-en
"Pataky"-properNoun-es "Pataky"-properNoun-en
"Pataky"-properNoun-en "Pataky"-properNoun-es
"Salgado"-noun-en "Salgado"-noun-es
"Salgado"-noun-en "Salgado"-properNoun-es
"Salgado"-noun-es "Salgado"-noun-en
"Salgado"-noun-es "Salgado"-properNoun-en
"Salgado"-properNoun-es "Salgado"-noun-en
"Salgado"-properNoun-es "Salgado"-properNoun-en
"Salgado"-properNoun-en "Salgado"-noun-es
"Salgado"-properNoun-en "Salgado"-properNoun-es
"Nadal"-noun-en "Nadal"-noun-es
"Nadal"-noun-en "Nadal"-properNoun-es
"Nadal"-noun-es "Nadal"-noun-en
"Nadal"-noun-es "Nadal"-properNoun-en
"Nadal"-properNoun-es "Nadal"-noun-en
"Nadal"-properNoun-es "Nadal"-properNoun-en
"Nadal"-properNoun-en "Nadal"-noun-es
"Nadal"-properNoun-en "Nadal"-properNoun-es
"Federer"-noun-en "Federer"-noun-es
"Federer"-noun-en "Federer"-properNoun-es
"Federer"-noun-es "Federer"-noun-en
"Federer"-noun-es "Federer"-properNoun-en
"Federer"-properNoun-es "Federer"-noun-en
"Federer"-properNoun-es "Federer"-properNoun-en
"Federer"-properNoun-en "Federer"-noun-es
"Federer"-properNoun-en "Federer"-properNoun-es
"Munilla"-noun-en "Munilla"-properNoun-es
"Munilla"-properNoun-es "Munilla"-noun-en
"Munilla"-properNoun-es "Munilla"-properNoun-en
"Munilla"-properNoun-en "Munilla"-properNoun-es
"Izquierdo"-noun-en "Izquierdo"-noun-es
"Izquierdo"-noun-en "Izquierdo"-properNoun-es
"Izquierdo"-noun-es "Izquierdo"-noun-en
"Izquierdo"-noun-es "Izquierdo"-properNoun-en
"Izquierdo"-properNoun-es "Izquierdo"-noun-en
"Izquierdo"-properNoun-es "Izquierdo"-properNoun-en
"Izquierdo"-properNoun-en "Izquierdo"-noun-es
"Izquierdo"-properNoun-en "Izquierdo"-properNoun-es
"Basagoiti"-noun-en "Basagoiti"-properNoun-es
"Basagoiti"-properNoun-es "Basagoiti"-noun-en
"Basagoiti"-properNoun-es "Basagoiti"-properNoun-en
"Basagoiti"-properNoun-en "Basagoiti"-properNoun-es
"Mendiola"-noun-en "Mendiola"-noun-es
"Mendiola"-noun-en "Mendiola"-properNoun-es
"Mendiola"-noun-es "Mendiola"-noun-en
"Mendiola"-noun-es "Mendiola"-properNoun-en
"Mendiola"-properNoun-es "Mendiola"-noun-en
"Mendiola"-properNoun-es "Mendiola"-properNoun-en
"Mendiola"-properNoun-en "Mendiola"-noun-es
"Mendiola"-properNoun-en "Mendiola"-properNoun-es
"Llorente"-noun-en "Llorente"-noun-es
"Llorente"-noun-en "Llorente"-properNoun-es
"Llorente"-noun-es "Llorente"-noun-en
"Llorente"-noun-es "Llorente"-properNoun-en
"Llorente"-properNoun-es "Llorente"-noun-en
"Llorente"-properNoun-es "Llorente"-properNoun-en
"Llorente"-properNoun-en "Llorente"-noun-es
"Llorente"-properNoun-en "Llorente"-properNoun-es
"Neira"-noun-en "Neira"-noun-es
"Neira"-noun-en "Neira"-properNoun-es
"Neira"-noun-es "Neira"-noun-en
"Neira"-noun-es "Neira"-properNoun-en
"Neira"-properNoun-es "Neira"-noun-en
"Neira"-properNoun-es "Neira"-properNoun-en
"Neira"-properNoun-en "Neira"-noun-es
"Neira"-properNoun-en "Neira"-properNoun-es
"Corbacho"-noun-en "Corbacho"-noun-es
"Corbacho"-noun-en "Corbacho"-properNoun-es
"Corbacho"-noun-es "Corbacho"-noun-en
"Corbacho"-noun-es "Corbacho"-properNoun-en
"Corbacho"-properNoun-es "Corbacho"-noun-en
"Corbacho"-properNoun-es "Corbacho"-properNoun-en
"Corbacho"-properNoun-en "Corbacho"-noun-es
"Corbacho"-properNoun-en "Corbacho"-properNoun-es
"Moreno"-noun-en "Moreno"-noun-es
"Moreno"-noun-en "Moreno"-properNoun-es
"Moreno"-noun-es "Moreno"-noun-en
"Moreno"-noun-es "Moreno"-properNoun-en
"Moreno"-properNoun-es "Moreno"-noun-en
"Moreno"-properNoun-es "Moreno"-properNoun-en
"Moreno"-properNoun-en "Moreno"-noun-es
"Moreno"-properNoun-en "Moreno"-properNoun-es
"Manning"-noun-en "Manning"-noun-es
"Manning"-noun-en "Manning"-properNoun-es
"Manning"-noun-es "Manning"-noun-en
"Manning"-noun-es "Manning"-properNoun-en
"Manning"-properNoun-es "Manning"-noun-en
"Manning"-properNoun-es "Manning"-properNoun-en
"Manning"-properNoun-en "Manning"-noun-es
"Manning"-properNoun-en "Manning"-properNoun-es
"Mourinho"-noun-en "Mourinho"-noun-es
"Mourinho"-noun-en "Mourinho"-properNoun-es
"Mourinho"-noun-es "Mourinho"-noun-en
"Mourinho"-noun-es "Mourinho"-properNoun-en
"Mourinho"-properNoun-es "Mourinho"-noun-en
"Mourinho"-properNoun-es "Mourinho"-properNoun-en
"Mourinho"-properNoun-en "Mourinho"-noun-es
"Mourinho"-properNoun-en "Mourinho"-properNoun-es
"Amiri"-noun-en "Amiri"-noun-es
"Amiri"-noun-en "Amiri"-properNoun-es
"Amiri"-noun-es "Amiri"-noun-en
"Amiri"-noun-es "Amiri"-properNoun-en
"Amiri"-properNoun-es "Amiri"-noun-en
"Amiri"-properNoun-es "Amiri"-properNoun-en
"Amiri"-properNoun-en "Amiri"-noun-es
"Amiri"-properNoun-en "Amiri"-properNoun-es
"Bardem"-noun-en "Bardem"-properNoun-es
"Bardem"-properNoun-es "Bardem"-noun-en
"Bardem"-properNoun-es "Bardem"-properNoun-en
"Bardem"-properNoun-en "Bardem"-properNoun-es
"Pitt"-noun-en "Pitt"-noun-es
"Pitt"-noun-en "Pitt"-properNoun-es
"Pitt"-noun-es "Pitt"-noun-en
"Pitt"-noun-es "Pitt"-properNoun-en
"Pitt"-properNoun-es "Pitt"-noun-en
"Pitt"-properNoun-es "Pitt"-properNoun-en
"Pitt"-properNoun-en "Pitt"-noun-es
"Pitt"-properNoun-en "Pitt"-properNoun-es
"Ares"-noun-en "Ares"-noun-es
"Ares"-noun-en "Ares"-properNoun-es
"Ares"-noun-es "Ares"-noun-en
"Ares"-noun-es "Ares"-properNoun-en
"Ares"-properNoun-es "Ares"-noun-en
"Ares"-properNoun-es "Ares"-properNoun-en
"Ares"-properNoun-en "Ares"-noun-es
"Ares"-properNoun-en "Ares"-properNoun-es
"Rossi"-noun-en "Rossi"-noun-es
"Rossi"-noun-en "Rossi"-properNoun-es
"Rossi"-noun-es "Rossi"-noun-en
"Rossi"-noun-es "Rossi"-properNoun-en
"Rossi"-properNoun-es "Rossi"-noun-en
"Rossi"-properNoun-es "Rossi"-properNoun-en
"Rossi"-properNoun-en "Rossi"-noun-es
"Rossi"-properNoun-en "Rossi"-properNoun-es
"Renshaw"-noun-en "Renshaw"-properNoun-es
"Renshaw"-properNoun-es "Renshaw"-noun-en
"Renshaw"-properNoun-es "Renshaw"-properNoun-en
"Renshaw"-properNoun-en "Renshaw"-properNoun-es
"Contador"-noun-en "Contador"-noun-es
"Contador"-noun-en "Contador"-properNoun-es
"Contador"-noun-es "Contador"-noun-en
"Contador"-noun-es "Contador"-properNoun-en
"Contador"-properNoun-es "Contador"-noun-en
"Contador"-properNoun-es "Contador"-properNoun-en
"Contador"-properNoun-en "Contador"-noun-es
"Contador"-properNoun-en "Contador"-properNoun-es
"Montilla"-noun-en "Montilla"-noun-es
"Montilla"-noun-en "Montilla"-properNoun-es
"Montilla"-noun-es "Montilla"-noun-en
"Montilla"-noun-es "Montilla"-properNoun-en
"Montilla"-properNoun-es "Montilla"-noun-en
"Montilla"-properNoun-es "Montilla"-properNoun-en
"Montilla"-properNoun-en "Montilla"-noun-es
"Montilla"-properNoun-en "Montilla"-properNoun-es
"Jalón"-properNoun-en "Jalón"-properNoun-es
"Jalón"-properNoun-es "Jalón"-properNoun-en
"Côte d'Azur"-properNoun-en "Costa Azul"-properNoun-es
"Costa Azul"-properNoun-es "Côte d'Azur"-properNoun-en
"Costa Blanca"-properNoun-en "Costa Blanca"-properNoun-es
"Costa Blanca"-properNoun-es "Costa Blanca"-properNoun-en
"Costa Brava"-properNoun-en "Costa Brava"-properNoun-es
"Costa Brava"-properNoun-es "Costa Brava"-properNoun-en
"Costa del Sol"-properNoun-en "Costa del Sol"-properNoun-es
"Costa del Sol"-properNoun-es "Costa del Sol"-properNoun-en
"Gold Coast"-properNoun-en "Costa de Oro"-properNoun-es
"Costa de Oro"-properNoun-es "Gold Coast"-properNoun-en
"Álava"-properNoun-en "Álava"-properNoun-es
"Álava"-properNoun-es "Álava"-properNoun-en
"Ordizia"-properNoun-en "Ordizia"-properNoun-es
"Ordizia"-properNoun-es "Ordizia"-properNoun-en
"Lasarte"-properNoun-en "Lasarte"-properNoun-es
"Lasarte"-properNoun-es "Lasarte"-properNoun-en
"Fanlo"-properNoun-en "Fanlo"-noun-es
"Fanlo"-properNoun-en "Fanlo"-properNoun-es
"Fanlo"-noun-es "Fanlo"-properNoun-en
"Fanlo"-properNoun-es "Fanlo"-properNoun-en
"Vizcaya"-properNoun-en "Vizcaya"-properNoun-es
"Vizcaya"-properNoun-es "Vizcaya"-properNoun-en
"videoclub"-noun-en "videoclub"-noun-es
"videoclub"-noun-es "videoclub"-noun-en
"publicity board"-noun-en "cartelera"-noun-es
"cartelera"-noun-es "publicity board"-noun-en
"cartelera"-noun-es "billboard"-noun-en
"billboard"-noun-en "cartelera"-noun-es
"bulletin board"-noun-en "tablón de anuncios"-noun-es
"tablón de anuncios"-noun-es "bulletin board"-noun-en
"craftsmanship"-noun-en "artesanía"-noun-es
"artesanía"-noun-es "craftsmanship"-noun-en
"short film"-noun-en "cortometraje"-noun-es
"cortometraje"-noun-es "short film"-noun-en
"feature film"-noun-en "largometraje"-noun-es
"largometraje"-noun-es "feature film"-noun-en
"joint production"-noun-en "coproducción"-noun-es
"coproducción"-noun-es "joint production"-noun-en
"high tide"-noun-en "marea alta"-noun-es
"high tide"-noun-en "pleamar"-noun-es
"marea alta"-noun-es "high tide"-noun-en
"marea alta"-noun-es "high water"-noun-en
"marea alta"-noun-es "low water"-noun-en
"pleamar"-noun-es "high tide"-noun-en
"high water"-noun-en "marea alta"-noun-es
"low water"-noun-en "marea alta"-noun-es
"low tide"-noun-en "marea baja"-noun-es
"low tide"-noun-en "bajamar"-noun-es
"marea baja"-noun-es "low tide"-noun-en
"bajamar"-noun-es "low tide"-noun-en
"sandy area"-noun-en "arenal"-noun-es
"arenal"-noun-es "sandy area"-noun-en
"launcher"-noun-en "lanzador"-noun-es
"lanzador"-noun-es "launcher"-noun-en
"lanzador"-noun-es "thrower"-noun-en
"thrower"-noun-en "lanzador"-noun-es
"head butt"-noun-en "cabezazo"-noun-es
"cabezazo"-noun-es "head butt"-noun-en
"nervous system"-noun-en "sistema nervioso"-noun-es
"sistema nervioso"-noun-es "nervous system"-noun-en
"share issue"-noun-en "emisión de acciones"-noun-es
"emisión de acciones"-noun-es "share issue"-noun-en
"emisión de acciones"-noun-es "stock issue"-noun-en
"stock issue"-noun-en "emisión de acciones"-noun-es
"by the expense of"-preposition-en "a costa de"-preposition-es
"a costa de"-preposition-es "by the expense of"-preposition-en
"photo report"-noun-en "fotodenuncia"-noun-es
"fotodenuncia"-noun-es "photo report"-noun-en
"point of sale"-noun-en "punto de venta"-noun-es
"punto de venta"-noun-es "point of sale"-noun-en
"dot the i's and cross the t's"-verb-en "poner los puntos sobre las íes"-verb-es
"poner los puntos sobre las íes"-verb-es "dot the i's and cross the t's"-verb-en
"rural tourism"-noun-en "agroturismo"-noun-es
"rural tourism"-noun-en "turismo rural"-noun-es
"agroturismo"-noun-es "rural tourism"-noun-en
"turismo rural"-noun-es "rural tourism"-noun-en
"turismo rural"-noun-es "country holiday"-noun-en
"turismo rural"-noun-es "green tourism"-noun-en
"country holiday"-noun-en "turismo rural"-noun-es
"green tourism"-noun-en "turismo rural"-noun-es
"starting point"-noun-en "punto de partida"-noun-es
"punto de partida"-noun-es "starting point"-noun-en
"on sale"-adjective-en "en venta"-adjective-es
"en venta"-adjective-es "on sale"-adjective-en
"retail"-noun-en "venta al por menor"-noun-es
"venta al por menor"-noun-es "retail"-noun-en
"wholesail"-noun-en "venta al por mayor"-noun-es
"venta al por mayor"-noun-es "wholesail"-noun-en
"venta callejera"-noun-es "hawking"-noun-en
"hawking"-noun-en "venta callejera"-noun-es
"money order"-noun-en "orden de pago"-noun-es
"orden de pago"-noun-es "money order"-noun-en
"innkeeper"-noun-en "hostelero"-noun-es
"hostelero"-noun-es "innkeeper"-noun-en
"tax incentive"-noun-en "incentivo fiscal"-noun-es
"incentivo fiscal"-noun-es "tax incentive"-noun-en
"put up the price of"-verb-en "encarecer"-verb-es
"encarecer"-verb-es "put up the price of"-verb-en
"see again"-verb-en "volver a ver"-verb-es
"volver a ver"-verb-es "see again"-verb-en
"smash into"-verb-en "arremeter contra"-verb-es
"arremeter contra"-verb-es "smash into"-verb-en
"Spanish American"-noun-en "hispanoamericano"-noun-es
"hispanoamericano"-noun-es "Spanish American"-noun-en
"hispanoamericano"-noun-es "Hispanic American"-noun-en
"hispanoamericano"-noun-es "Latin American"-noun-en
"Hispanic American"-noun-en "hispanoamericano"-noun-es
"Latin American"-noun-en "hispanoamericano"-noun-es
"consultancy"-noun-en "asesoría"-noun-es
"asesoría"-noun-es "consultancy"-noun-en
"legal advice"-noun-en "asesoría jurídica"-noun-es
"asesoría jurídica"-noun-es "legal advice"-noun-en
"make love"-verb-en "hacer el amor"-verb-es
"hacer el amor"-verb-es "make love"-verb-en
"cash purchase"-noun-en "compra al contado"-noun-es
"compra al contado"-noun-es "cash purchase"-noun-en
"on hire purchase"-adverb-en "a plazos"-adverb-es
"a plazos"-adverb-es "on hire purchase"-adverb-en
"delivery note"-noun-en "albarán"-noun-es
"albarán"-noun-es "delivery note"-noun-en
"charge card"-noun-en "tarjeta de crédito"-noun-es
"tarjeta de crédito"-noun-es "charge card"-noun-en
"be recorded in the minutes of proceedings"-verb-en "constar en acta"-verb-es
"constar en acta"-verb-es "be recorded in the minutes of proceedings"-verb-en
"ecotourism"-noun-en "ecoturismo"-noun-es
"ecoturismo"-noun-es "ecotourism"-noun-en
"provident fund"-noun-en "fondo de previsión"-noun-es
"fondo de previsión"-noun-es "provident fund"-noun-en
"bounced cheque"-noun-en "cheque sin fondos"-noun-es
"cheque sin fondos"-noun-es "bounced cheque"-noun-en
"public fund"-noun-en "fondo público"-noun-es
"fondo público"-noun-es "public fund"-noun-en
"running of the bulls"-noun-en "encierro"-noun-es
"encierro"-noun-es "running of the bulls"-noun-en
"Arganda del Rey"-properNoun-en "Arganda del Rey"-properNoun-es
"Arganda del Rey"-properNoun-es "Arganda del Rey"-properNoun-en
"Almería"-properNoun-en "Almería"-properNoun-es
"Almería"-properNoun-es "Almería"-properNoun-en
"peasant"-adjective-en "villano"-adjective-es
"villano"-adjective-es "peasant"-adjective-en
"decalogue"-noun-en "decálogo"-noun-es
"decálogo"-noun-es "decalogue"-noun-en
"increase of capital"-noun-en "ampliación de capital"-noun-es
"ampliación de capital"-noun-es "increase of capital"-noun-en
"Alania"-properNoun-en "Alania"-properNoun-es
"Alania"-properNoun-es "Alania"-properNoun-en
"Palencia"-properNoun-en "Palencia"-noun-es
"Palencia"-properNoun-en "Palencia"-properNoun-es
"Palencia"-noun-es "Palencia"-properNoun-en
"Palencia"-properNoun-es "Palencia"-properNoun-en
"Morlans"-properNoun-en "Morlans"-noun-es
"Morlans"-properNoun-en "Morlans"-properNoun-es
"Morlans"-noun-es "Morlans"-properNoun-en
"Morlans"-properNoun-es "Morlans"-properNoun-en
"Gros"-noun-en "Gros"-noun-es
