"avoir l'habitude de"-verb-fr "tener la costumbre de"-verb-es
"eurobolsa"-noun-es "eurobourse"-noun-fr
"Clichy-sous-Bois"-properNoun-fr "Clichy-sous-Bois"-properNoun-es
"Clichy-sous-Bois"-properNoun-es "Clichy-sous-Bois"-properNoun-fr
"Fort-de-France"-properNoun-fr "Fort-de-France"-properNoun-es
"Fort-de-France"-properNoun-es "Fort-de-France"-properNoun-fr
"acrobatique"-adjective-fr "acrobatico"-adjective-es
"acrobatico"-adjective-es "acrobatique"-adjective-fr
"Volodymyr"-properNoun-fr "Volodymyr"-properNoun-es
"Volodymyr"-properNoun-es "Volodymyr"-properNoun-fr
"course aux armements"-noun-fr "carrera armamentística"-noun-es
"carrera armamentística"-noun-es "course aux armements"-noun-fr
"Gaumont"-properNoun-fr "Gaumont"-properNoun-es
"Gaumont"-properNoun-es "Gaumont"-properNoun-fr
"médaillé"-noun-fr "medallista"-noun-es
"medallista"-noun-es "médaillé"-noun-fr
"jumelle"-noun-fr "gemela"-noun-es
"gemela"-noun-es "jumelle"-noun-fr
"vérifié"-adjective-fr "comprobado"-adjective-es
"comprobado"-adjective-es "vérifié"-adjective-fr
"Juan Jesús Vivas Lara"-properNoun-fr "Juan Jesús Vivas Lara"-properNoun-es
"Juan Jesús Vivas Lara"-properNoun-es "Juan Jesús Vivas Lara"-properNoun-fr
"Mikhaïl"-properNoun-fr "Mikhaïl"-properNoun-es
"Mikhaïl"-properNoun-es "Mikhaïl"-properNoun-fr
"Anders"-properNoun-fr "Anders"-properNoun-es
"Anders"-properNoun-es "Anders"-properNoun-fr
"épidermolyse"-noun-fr "epidermolisis"-noun-es
"epidermolisis"-noun-es "épidermolyse"-noun-fr
"NH"-properNoun-fr "NH"-properNoun-es
"NH"-properNoun-es "NH"-properNoun-fr
"Alduntzin"-properNoun-fr "Alduntzin"-properNoun-es
"Alduntzin"-properNoun-es "Alduntzin"-properNoun-fr
"télétraitement"-noun-fr "teleproceso"-noun-es
"teleproceso"-noun-es "télétraitement"-noun-fr
"Benz"-properNoun-fr "Benz"-properNoun-es
"Benz"-properNoun-es "Benz"-properNoun-fr
"Crillon"-properNoun-fr "Crillon"-properNoun-es
"Crillon"-properNoun-es "Crillon"-properNoun-fr
"charnel"-adjective-fr "carnal"-adjective-es
"carnal"-adjective-es "charnel"-adjective-fr
"orfèvre"-noun-fr "orfebre"-noun-es
"orfebre"-noun-es "orfèvre"-noun-fr
"intervenant"-adjective-fr "interviniente"-adjective-es
"intervenant"-adjective-fr "interventor"-adjective-es
"interviniente"-adjective-es "intervenant"-adjective-fr
"interventor"-adjective-es "intervenant"-adjective-fr
"Thuringe"-properNoun-fr "Turingia"-properNoun-es
"Turingia"-properNoun-es "Thuringe"-properNoun-fr
"autrement"-adverb-fr "de otro modo"-adverb-es
"de otro modo"-adverb-es "autrement"-adverb-fr
"Alide"-properNoun-fr "Alide"-properNoun-es
"Alide"-properNoun-es "Alide"-properNoun-fr
"courtage"-noun-fr "correduría"-noun-es
"correduría"-noun-es "courtage"-noun-fr
"Nouvelles-Hébrides"-properNoun-fr "Nuevas Hébridas"-properNoun-es
"Nuevas Hébridas"-properNoun-es "Nouvelles-Hébrides"-properNoun-fr
"Aizpitarte"-properNoun-fr "Aizpitarte"-properNoun-es
"Aizpitarte"-properNoun-es "Aizpitarte"-properNoun-fr
"Judas"-properNoun-fr "Judas"-properNoun-es
"Judas"-properNoun-es "Judas"-properNoun-fr
"étager"-verb-fr "escalonar"-verb-es
"escalonar"-verb-es "étager"-verb-fr
"impulsion"-noun-fr "impulsión"-noun-es
"impulsión"-noun-es "impulsion"-noun-fr
"Aiala"-properNoun-fr "Aiala"-properNoun-es
"Aiala"-properNoun-es "Aiala"-properNoun-fr
"Oiartzabal"-properNoun-fr "Oiartzabal"-properNoun-es
"Oiartzabal"-properNoun-es "Oiartzabal"-properNoun-fr
"Thésée"-properNoun-fr "Teseo"-properNoun-es
"Teseo"-properNoun-es "Thésée"-properNoun-fr
"Jérôme"-properNoun-fr "Jérôme"-properNoun-es
"Jérôme"-properNoun-es "Jérôme"-properNoun-fr
"Alec"-properNoun-fr "Alec"-properNoun-es
"Alec"-properNoun-es "Alec"-properNoun-fr
"perruche"-noun-fr "cotorra"-noun-es
"cotorra"-noun-es "perruche"-noun-fr
"Krutxaga"-properNoun-fr "Krutxaga"-properNoun-es
"Krutxaga"-properNoun-es "Krutxaga"-properNoun-fr
"Kuala Lumpur"-properNoun-fr "Kuala Lumpur"-properNoun-es
"Kuala Lumpur"-properNoun-es "Kuala Lumpur"-properNoun-fr
"a lo largo"-adverb-es "en long"-adverb-fr
"en long"-adverb-fr "a lo largo"-adverb-es
"Ruquier"-properNoun-fr "Ruquier"-properNoun-es
"Ruquier"-properNoun-es "Ruquier"-properNoun-fr
"annuler"-verb-fr "dirimir"-verb-es
"dirimir"-verb-es "annuler"-verb-fr
"Sabine"-properNoun-fr "Sabine"-properNoun-es
"Sabine"-properNoun-es "Sabine"-properNoun-fr
"Kimi"-properNoun-fr "Kimi"-properNoun-es
"Kimi"-properNoun-es "Kimi"-properNoun-fr
"dénégatoire"-adjective-fr "denegatorio"-adjective-es
"denegatorio"-adjective-es "dénégatoire"-adjective-fr
"Sainte-Hélène"-properNoun-fr "Santa Helena"-properNoun-es
"Santa Helena"-properNoun-es "Sainte-Hélène"-properNoun-fr
"princier"-adjective-fr "principesco"-adjective-es
"principesco"-adjective-es "princier"-adjective-fr
"sollicité"-adjective-fr "demandado"-adjective-es
"demandado"-adjective-es "sollicité"-adjective-fr
"procédure"-noun-fr "enjuiciamiento"-noun-es
"enjuiciamiento"-noun-es "procédure"-noun-fr
"figuration"-noun-fr "figuración"-noun-es
"figuración"-noun-es "figuration"-noun-fr
"prieur"-noun-fr "prior"-noun-es
"prior"-noun-es "prieur"-noun-fr
"Colisée"-properNoun-fr "Coliseo"-properNoun-es
"Coliseo"-properNoun-es "Colisée"-properNoun-fr
"Altolagirre"-properNoun-fr "Altolagirre"-properNoun-es
"Altolagirre"-properNoun-es "Altolagirre"-properNoun-fr
"Koizumi"-properNoun-fr "Koizumi"-properNoun-es
"Koizumi"-properNoun-es "Koizumi"-properNoun-fr
"Huidobro"-properNoun-fr "Huidobro"-properNoun-es
"Huidobro"-properNoun-es "Huidobro"-properNoun-fr
"passer"-verb-fr "trascurrir"-verb-es
"trascurrir"-verb-es "passer"-verb-fr
"assener"-verb-fr "asestar"-verb-es
"asestar"-verb-es "assener"-verb-fr
"sesión plenaria"-noun-es "session plénière"-noun-fr
"session plénière"-noun-fr "sesión plenaria"-noun-es
"tergiversation"-noun-fr "tergiversación"-noun-es
"tergiversación"-noun-es "tergiversation"-noun-fr
"Azurmendi"-properNoun-fr "Azurmendi"-properNoun-es
"Azurmendi"-properNoun-es "Azurmendi"-properNoun-fr
"Joëlle"-properNoun-fr "Joëlle"-properNoun-es
"Joëlle"-properNoun-es "Joëlle"-properNoun-fr
"artisan"-noun-fr "artífice"-noun-es
"artífice"-noun-es "artisan"-noun-fr
"Westphalie"-properNoun-fr "Westfalia"-properNoun-es
"Westfalia"-properNoun-es "Westphalie"-properNoun-fr
"Andresen"-properNoun-fr "Andresen"-properNoun-es
"Andresen"-properNoun-es "Andresen"-properNoun-fr
"Jesus"-properNoun-fr "Jesus"-properNoun-es
"Jesus"-properNoun-es "Jesus"-properNoun-fr
"AGE"-noun-fr "AGE"-noun-es
"AGE"-noun-es "AGE"-noun-fr
"réfection"-noun-fr "refección"-noun-es
"refección"-noun-es "réfection"-noun-fr
"Geremek"-properNoun-fr "Geremek"-properNoun-es
"Geremek"-properNoun-es "Geremek"-properNoun-fr
"calculateur"-adjective-fr "calculador"-adjective-es
"calculador"-adjective-es "calculateur"-adjective-fr
"Madeleine"-properNoun-fr "Madeleine"-properNoun-es
"Madeleine"-properNoun-es "Madeleine"-properNoun-fr
"vinyle"-noun-fr "vinil"-noun-es
"vinil"-noun-es "vinyle"-noun-fr
"actionnement"-noun-fr "accionamiento"-noun-es
"accionamiento"-noun-es "actionnement"-noun-fr
"Lucy"-properNoun-fr "Lucy"-properNoun-es
"Lucy"-properNoun-es "Lucy"-properNoun-fr
"concentrer sur"-verb-fr "concentrar en"-verb-es
"concentrar en"-verb-es "concentrer sur"-verb-fr
"Betts"-properNoun-fr "Betts"-properNoun-es
"Betts"-properNoun-es "Betts"-properNoun-fr
"MRA"-noun-fr "MRA"-noun-es
"MRA"-noun-es "MRA"-noun-fr
"Lorraine"-properNoun-fr "Lorraine"-properNoun-es
"Lorraine"-properNoun-es "Lorraine"-properNoun-fr
"Laverde"-properNoun-fr "Laverde"-properNoun-es
"Laverde"-properNoun-es "Laverde"-properNoun-fr
"Angelo"-properNoun-fr "Angelo"-properNoun-es
"Angelo"-properNoun-es "Angelo"-properNoun-fr
"inculture"-noun-fr "incultura"-noun-es
"incultura"-noun-es "inculture"-noun-fr
"fleuron"-noun-fr "florón"-noun-es
"florón"-noun-es "fleuron"-noun-fr
"Palaos"-properNoun-fr "Palaos"-properNoun-es
"Palaos"-properNoun-es "Palaos"-properNoun-fr
"Moulins"-properNoun-fr "Moulins"-properNoun-es
"Moulins"-properNoun-es "Moulins"-properNoun-fr
"superposition"-noun-fr "superposición"-noun-es
"superposición"-noun-es "superposition"-noun-fr
"Play"-properNoun-fr "Play"-properNoun-es
"Play"-properNoun-es "Play"-properNoun-fr
"malheureux"-adjective-fr "aciago"-adjective-es
"aciago"-adjective-es "malheureux"-adjective-fr
"UNESCO"-properNoun-fr "UNESCO"-properNoun-es
"UNESCO"-properNoun-es "UNESCO"-properNoun-fr
"exonération"-noun-fr "exoneración"-noun-es
"exoneración"-noun-es "exonération"-noun-fr
"absinthe"-noun-fr "absynthe"-noun-es
"absynthe"-noun-es "absinthe"-noun-fr
"Alone"-properNoun-fr "Alone"-properNoun-es
"Alone"-properNoun-es "Alone"-properNoun-fr
"Chivite"-properNoun-fr "Chivite"-properNoun-es
"Chivite"-properNoun-es "Chivite"-properNoun-fr
"Xabi"-properNoun-fr "Xabi"-properNoun-es
"Xabi"-properNoun-es "Xabi"-properNoun-fr
"épisodique"-adjective-fr "épisódico"-adjective-es
"épisódico"-adjective-es "épisodique"-adjective-fr
"Poitou-Charentes"-properNoun-fr "Poitou-Charentes"-properNoun-es
"Poitou-Charentes"-properNoun-es "Poitou-Charentes"-properNoun-fr
"Kaliningrad"-properNoun-fr "Kaliningrado"-properNoun-es
"Kaliningrado"-properNoun-es "Kaliningrad"-properNoun-fr
"transversalité"-noun-fr "transversalidad"-noun-es
"transversalidad"-noun-es "transversalité"-noun-fr
"Céline"-properNoun-fr "Céline"-properNoun-es
"Céline"-properNoun-es "Céline"-properNoun-fr
"Atlas"-properNoun-fr "Atlas"-properNoun-es
"Atlas"-properNoun-es "Atlas"-properNoun-fr
"réinvestir"-verb-fr "reinvertir"-verb-es
"reinvertir"-verb-es "réinvestir"-verb-fr
"démembrement"-noun-fr "desmembración"-noun-es
"desmembración"-noun-es "démembrement"-noun-fr
"incarcération"-noun-fr "ingreso en prisión"-noun-es
"ingreso en prisión"-noun-es "incarcération"-noun-fr
"Andriuskevicius"-properNoun-fr "Andriuskevicius"-properNoun-es
"Andriuskevicius"-properNoun-es "Andriuskevicius"-properNoun-fr
"Bali"-properNoun-fr "Bali"-properNoun-es
"Bali"-properNoun-es "Bali"-properNoun-fr
"Hautes-Pyrénées"-properNoun-fr "Altos Pirineos"-properNoun-es
"Altos Pirineos"-properNoun-es "Hautes-Pyrénées"-properNoun-fr
"Haimar"-properNoun-fr "Haimar"-properNoun-es
"Haimar"-properNoun-es "Haimar"-properNoun-fr
"bref"-adverb-fr "en resumen"-adverb-es
"en resumen"-adverb-es "bref"-adverb-fr
"en resumen"-adverb-es "en résumé"-adverb-fr
"en résumé"-adverb-fr "en resumen"-adverb-es
"Sochaux"-properNoun-fr "Sochaux"-properNoun-es
"Sochaux"-properNoun-es "Sochaux"-properNoun-fr
"Irastorza"-properNoun-fr "Irastorza"-properNoun-es
"Irastorza"-properNoun-es "Irastorza"-properNoun-fr
"détruire"-verb-fr "arrasar"-verb-es
"arrasar"-verb-es "détruire"-verb-fr
"Areizaga"-properNoun-fr "Areizaga"-properNoun-es
"Areizaga"-properNoun-es "Areizaga"-properNoun-fr
"Savorgnan de Brazza"-properNoun-fr "Savorgnan de Brazza"-properNoun-es
"Savorgnan de Brazza"-properNoun-es "Savorgnan de Brazza"-properNoun-fr
"sauf"-adjective-fr "salvo"-adjective-es
"salvo"-adjective-es "sauf"-adjective-fr
"Poitiers"-properNoun-fr "Poitiers"-properNoun-es
"Poitiers"-properNoun-es "Poitiers"-properNoun-fr
"Corinne"-properNoun-fr "Corinne"-properNoun-es
"Corinne"-properNoun-es "Corinne"-properNoun-fr
"Louise"-properNoun-fr "Louise"-properNoun-es
"Louise"-properNoun-es "Louise"-properNoun-fr
"DHL"-properNoun-fr "DHL"-properNoun-es
"DHL"-properNoun-es "DHL"-properNoun-fr
"Sotheby's"-properNoun-fr "Sotheby's"-properNoun-es
"Sotheby's"-properNoun-es "Sotheby's"-properNoun-fr
"Mel"-properNoun-fr "Mel"-properNoun-es
"Mel"-properNoun-es "Mel"-properNoun-fr
"PACA"-noun-fr "PACA"-noun-es
"PACA"-noun-es "PACA"-noun-fr
"raison sociale"-noun-fr "razón social"-noun-es
"razón social"-noun-es "raison sociale"-noun-fr
"Ademola"-properNoun-fr "Ademola"-properNoun-es
"Ademola"-properNoun-es "Ademola"-properNoun-fr
"Navarre"-properNoun-fr "Nafarroa"-properNoun-es
"Nafarroa"-properNoun-es "Navarre"-properNoun-fr
"apparenter"-verb-fr "emparentar"-verb-es
"emparentar"-verb-es "apparenter"-verb-fr
"Valérie"-properNoun-fr "Valérie"-properNoun-es
"Valérie"-properNoun-es "Valérie"-properNoun-fr
"organisateur"-noun-fr "convocante"-noun-es
"convocante"-noun-es "organisateur"-noun-fr
"Arrate"-properNoun-fr "Arrate"-properNoun-es
"Arrate"-properNoun-es "Arrate"-properNoun-fr
"exultation"-noun-fr "exultación"-noun-es
"exultación"-noun-es "exultation"-noun-fr
"United"-properNoun-fr "United"-properNoun-es
"United"-properNoun-es "United"-properNoun-fr
"moyen de transport"-noun-fr "medio de transporte"-noun-es
"medio de transporte"-noun-es "moyen de transport"-noun-fr
"Tchernenko"-properNoun-fr "Chernenko"-properNoun-es
"Chernenko"-properNoun-es "Tchernenko"-properNoun-fr
"évider"-verb-fr "vaciar"-verb-es
"vaciar"-verb-es "évider"-verb-fr
"vaciar"-verb-es "vider"-verb-fr
"vider"-verb-fr "vaciar"-verb-es
"Ravenne"-properNoun-fr "Ravena"-properNoun-es
"Ravena"-properNoun-es "Ravenne"-properNoun-fr
"Bolena"-properNoun-fr "Bolena"-properNoun-es
"Bolena"-properNoun-es "Bolena"-properNoun-fr
"exposant"-adjective-fr "exponente"-adjective-es
"exponente"-adjective-es "exposant"-adjective-fr
"Marie-George"-properNoun-fr "Marie-George"-properNoun-es
"Marie-George"-properNoun-es "Marie-George"-properNoun-fr
"Joffrin"-properNoun-fr "Joffrin"-properNoun-es
"Joffrin"-properNoun-es "Joffrin"-properNoun-fr
"réurbanisation"-noun-fr "reurbanización"-noun-es
"reurbanización"-noun-es "réurbanisation"-noun-fr
"Satan"-properNoun-fr "Satanás"-properNoun-es
"Satanás"-properNoun-es "Satan"-properNoun-fr
"brandir"-verb-fr "esgrimir"-verb-es
"esgrimir"-verb-es "brandir"-verb-fr
"Angoulême"-properNoun-fr "Angulema"-properNoun-es
"Angulema"-properNoun-es "Angoulême"-properNoun-fr
"Cyrénaïque"-properNoun-fr "Cirenaica"-properNoun-es
"Cirenaica"-properNoun-es "Cyrénaïque"-properNoun-fr
"Thrace"-properNoun-fr "Tracia"-properNoun-es
"Tracia"-properNoun-es "Thrace"-properNoun-fr
"Épire"-properNoun-fr "Epiro"-properNoun-es
"Epiro"-properNoun-es "Épire"-properNoun-fr
"vedette"-noun-fr "vedette"-noun-es
"vedette"-noun-es "vedette"-noun-fr
"Barrondo"-properNoun-fr "Barrondo"-properNoun-es
"Barrondo"-properNoun-es "Barrondo"-properNoun-fr
"édulcorer"-verb-fr "edulcorar"-verb-es
"edulcorar"-verb-es "édulcorer"-verb-fr
"Carole"-properNoun-fr "Carole"-properNoun-es
"Carole"-properNoun-es "Carole"-properNoun-fr
"ralentissement"-noun-fr "ralentización"-noun-es
"ralentización"-noun-es "ralentissement"-noun-fr
"Simone"-properNoun-fr "Simone"-properNoun-es
"Simone"-properNoun-es "Simone"-properNoun-fr
"Tapie"-properNoun-fr "Tapie"-properNoun-es
"Tapie"-properNoun-es "Tapie"-properNoun-fr
"Pas-de-Calais"-properNoun-fr "Pas-de-Calais"-properNoun-es
"Pas-de-Calais"-properNoun-fr "Paso de Calais"-properNoun-es
"Pas-de-Calais"-properNoun-es "Pas-de-Calais"-properNoun-fr
"Paso de Calais"-properNoun-es "Pas-de-Calais"-properNoun-fr
"mise en vente"-noun-fr "puesta en venta"-noun-es
"puesta en venta"-noun-es "mise en vente"-noun-fr
"Mac"-properNoun-fr "Mac"-properNoun-es
"Mac"-properNoun-es "Mac"-properNoun-fr
"Cayenne"-properNoun-fr "Cayenne"-properNoun-es
"Cayenne"-properNoun-es "Cayenne"-properNoun-fr
"Abbondanzieri"-properNoun-fr "Abbondanzieri"-properNoun-es
"Abbondanzieri"-properNoun-es "Abbondanzieri"-properNoun-fr
"Benigno"-properNoun-fr "Benigno"-properNoun-es
"Benigno"-properNoun-es "Benigno"-properNoun-fr
"détacher"-verb-fr "desatar"-verb-es
"desatar"-verb-es "détacher"-verb-fr
"Bianchi"-properNoun-fr "Bianchi"-properNoun-es
"Bianchi"-properNoun-es "Bianchi"-properNoun-fr
"Télécom"-properNoun-fr "Telecom"-properNoun-es
"Telecom"-properNoun-es "Télécom"-properNoun-fr
"tir au but"-noun-fr "remate a puerta"-noun-es
"tir au but"-noun-fr "remate a gol"-noun-es
"remate a puerta"-noun-es "tir au but"-noun-fr
"remate a gol"-noun-es "tir au but"-noun-fr
"eBay"-properNoun-fr "eBay"-properNoun-es
"eBay"-properNoun-es "eBay"-properNoun-fr
"Larrañaga"-properNoun-fr "Larrañaga"-properNoun-es
"Larrañaga"-properNoun-es "Larrañaga"-properNoun-fr
"Obrador"-properNoun-fr "Obrador"-properNoun-es
"Obrador"-properNoun-es "Obrador"-properNoun-fr
"au gré de"-preposition-fr "a merced de"-preposition-es
"a merced de"-preposition-es "au gré de"-preposition-fr
"Aldalur"-properNoun-fr "Aldalur"-properNoun-es
"Aldalur"-properNoun-es "Aldalur"-properNoun-fr
"recyclé"-adjective-fr "reciclado"-adjective-es
"reciclado"-adjective-es "recyclé"-adjective-fr
"Mastercard"-properNoun-fr "Mastercard"-properNoun-es
"Mastercard"-properNoun-es "Mastercard"-properNoun-fr
"Santiago"-properNoun-fr "Santiago de Chile"-properNoun-es
"Santiago de Chile"-properNoun-es "Santiago"-properNoun-fr
"Aguirrezabala"-properNoun-fr "Aguirrezabala"-properNoun-es
"Aguirrezabala"-properNoun-es "Aguirrezabala"-properNoun-fr
"Daghestan"-properNoun-fr "Daguestán"-properNoun-es
"Daguestán"-properNoun-es "Daghestan"-properNoun-fr
"alcoolémie"-noun-fr "alcoholemia"-noun-es
"alcoholemia"-noun-es "alcoolémie"-noun-fr
"apparemment"-adverb-fr "al parecer"-adverb-es
"al parecer"-adverb-es "apparemment"-adverb-fr
"généraliste"-adjective-fr "generalista"-adjective-es
"generalista"-adjective-es "généraliste"-adjective-fr
"Abas"-properNoun-fr "Abas"-properNoun-es
"Abas"-properNoun-fr "Abante"-properNoun-es
"Abas"-properNoun-es "Abas"-properNoun-fr
"Abante"-properNoun-es "Abas"-properNoun-fr
"Barbera"-properNoun-fr "Barbera"-properNoun-es
"Barbera"-properNoun-es "Barbera"-properNoun-fr
"imprégnation"-noun-fr "impregnación"-noun-es
"impregnación"-noun-es "imprégnation"-noun-fr
"renonciation"-noun-fr "renunciación"-noun-es
"renunciación"-noun-es "renonciation"-noun-fr
"clair"-noun-fr "claro"-noun-es
"claro"-noun-es "clair"-noun-fr
"claro"-noun-es "clairière"-noun-fr
"clairière"-noun-fr "claro"-noun-es
"roman policier"-noun-fr "novela policíaca"-noun-es
"novela policíaca"-noun-es "roman policier"-noun-fr
"Basse-Terre"-properNoun-fr "Basse-Terre"-properNoun-es
"Basse-Terre"-properNoun-es "Basse-Terre"-properNoun-fr
"Antonov"-properNoun-fr "Antonov"-properNoun-es
"Antonov"-properNoun-es "Antonov"-properNoun-fr
"bander"-verb-fr "vendar"-verb-es
"vendar"-verb-es "bander"-verb-fr
"Artaud"-properNoun-fr "Artaud"-properNoun-es
"Artaud"-properNoun-es "Artaud"-properNoun-fr
"Arrizabalaga"-properNoun-fr "Arrizabalaga"-properNoun-es
"Arrizabalaga"-properNoun-es "Arrizabalaga"-properNoun-fr
"Véronique"-properNoun-fr "Véronique"-properNoun-es
"Véronique"-properNoun-es "Véronique"-properNoun-fr
"virtuosité"-noun-fr "virtuosidad"-noun-es
"virtuosidad"-noun-es "virtuosité"-noun-fr
"Giraud"-properNoun-fr "Giraud"-properNoun-es
"Giraud"-properNoun-es "Giraud"-properNoun-fr
"Somme"-properNoun-fr "Somme"-properNoun-es
"Somme"-properNoun-es "Somme"-properNoun-fr
"vraisemblance"-noun-fr "verosimilitud"-noun-es
"verosimilitud"-noun-es "vraisemblance"-noun-fr
"Amman"-properNoun-fr "Amán"-properNoun-es
"Amán"-properNoun-es "Amman"-properNoun-fr
"focalisation"-noun-fr "focalización"-noun-es
"focalización"-noun-es "focalisation"-noun-fr
"Stéphanie"-properNoun-fr "Stéphanie"-properNoun-es
"Stéphanie"-properNoun-es "Stéphanie"-properNoun-fr
"mer d'Arabie"-properNoun-fr "Mar Arábigo"-properNoun-es
"Mar Arábigo"-properNoun-es "mer d'Arabie"-properNoun-fr
"triplet"-noun-fr "triplete"-noun-es
"triplete"-noun-es "triplet"-noun-fr
"Ithaque"-properNoun-fr "Ítaca"-properNoun-es
"Ítaca"-properNoun-es "Ithaque"-properNoun-fr
"Romagne"-properNoun-fr "Romaña"-properNoun-es
"Romaña"-properNoun-es "Romagne"-properNoun-fr
"Alessio"-properNoun-fr "Alessio"-properNoun-es
"Alessio"-properNoun-es "Alessio"-properNoun-fr
"remplacer"-verb-fr "suplir"-verb-es
"suplir"-verb-es "remplacer"-verb-fr
"potier"-noun-fr "alfarero"-noun-es
"alfarero"-noun-es "potier"-noun-fr
"Adarraga"-properNoun-fr "Adarraga"-properNoun-es
"Adarraga"-properNoun-es "Adarraga"-properNoun-fr
"Clearstream"-properNoun-fr "Clearstream"-properNoun-es
"Clearstream"-properNoun-es "Clearstream"-properNoun-fr
"apostolique"-adjective-fr "apostólico"-adjective-es
"apostólico"-adjective-es "apostolique"-adjective-fr
"Ponce Pilate"-properNoun-fr "Pilatos"-properNoun-es
"Ponce Pilate"-properNoun-fr "Poncio Pilato"-properNoun-es
"Pilatos"-properNoun-es "Ponce Pilate"-properNoun-fr
"Poncio Pilato"-properNoun-es "Ponce Pilate"-properNoun-fr
"Titien"-properNoun-fr "Tiziano"-properNoun-es
"Tiziano"-properNoun-es "Titien"-properNoun-fr
"unifié"-adjective-fr "unificado"-adjective-es
"unificado"-adjective-es "unifié"-adjective-fr
"postural"-adjective-fr "postural"-adjective-es
"postural"-adjective-es "postural"-adjective-fr
"conseil des prud'hommes"-noun-fr "Juzgado de lo Social"-noun-es
"Juzgado de lo Social"-noun-es "conseil des prud'hommes"-noun-fr
"Ludovic"-properNoun-fr "Ludovic"-properNoun-es
"Ludovic"-properNoun-es "Ludovic"-properNoun-fr
"Manche"-properNoun-fr "Canal de la Mancha"-properNoun-es
"Canal de la Mancha"-properNoun-es "Manche"-properNoun-fr
"Willy"-properNoun-fr "Willy"-properNoun-es
"Willy"-properNoun-es "Willy"-properNoun-fr
"yourte"-noun-fr "yurta"-noun-es
"yurta"-noun-es "yourte"-noun-fr
"Saint-Étienne"-properNoun-fr "Saint-Étienne"-properNoun-es
"Saint-Étienne"-properNoun-es "Saint-Étienne"-properNoun-fr
