"quand"-relativePronoun-oc "en cuanto"-relativePronoun-es
"dislocar"-verb-es "deslogar"-verb-oc
"desnudar"-verb-oc "desanudar"-verb-es
"desanudar"-verb-es "desnudar"-verb-oc
"desprovedir"-verb-oc "desproveer"-verb-es
"desproveer"-verb-es "desprovedir"-verb-oc
"dessinteressar"-verb-oc "desentender"-verb-es
"desentender"-verb-es "dessinteressar"-verb-oc
"des·holar"-verb-oc "deshinchar"-verb-es
"deshinchar"-verb-es "des·holar"-verb-oc
"embadoquir"-verb-oc "embobar"-verb-es
"embobar"-verb-es "embadoquir"-verb-oc
"embarassar"-verb-oc "embarazar"-verb-es
"embarazar"-verb-es "embarassar"-verb-oc
"encarar"-verb-oc "encarar"-verb-es
"encarar"-verb-es "encarar"-verb-oc
"en·hilar"-verb-oc "engarzar"-verb-es
"en·hilar"-verb-oc "enhebrar"-verb-es
"en·hilar"-verb-oc "ensartar"-verb-es
"engarzar"-verb-es "en·hilar"-verb-oc
"enhebrar"-verb-es "en·hilar"-verb-oc
"ensartar"-verb-es "en·hilar"-verb-oc
"escabelhar"-verb-oc "espigar"-verb-es
"espigar"-verb-es "escabelhar"-verb-oc
"escancariar"-verb-oc "regañar"-verb-es
"regañar"-verb-es "escancariar"-verb-oc
"regañar"-verb-es "rebotegar"-verb-oc
"rebotegar"-verb-oc "regañar"-verb-es
"escular"-verb-oc "desfondar"-verb-es
"desfondar"-verb-es "escular"-verb-oc
"esmorar"-verb-oc "desmigar"-verb-es
"desmigar"-verb-es "esmorar"-verb-oc
"espeçar"-verb-oc "trocear"-verb-es
"trocear"-verb-es "espeçar"-verb-oc
"estarralhar"-verb-oc "escardar"-verb-es
"escardar"-verb-es "estarralhar"-verb-oc
"escardar"-verb-es "sauclar"-verb-oc
"sauclar"-verb-oc "escardar"-verb-es
"estossegar"-verb-oc "toser"-verb-es
"toser"-verb-es "estossegar"-verb-oc
"estranhar"-verb-oc "extrañar"-verb-es
"extrañar"-verb-es "estranhar"-verb-oc
"far evident"-verb-oc "evidenciar"-verb-es
"evidenciar"-verb-es "far evident"-verb-oc
"evidenciar"-verb-es "hèr evident"-verb-oc
"hèr evident"-verb-oc "evidenciar"-verb-es
"far a pensar"-verb-oc "hacer pensar"-verb-es
"hacer pensar"-verb-es "far a pensar"-verb-oc
"hacer pensar"-verb-es "hèr a pensar"-verb-oc
"hèr a pensar"-verb-oc "hacer pensar"-verb-es
"gibrar"-verb-oc "escarchar"-verb-es
"escarchar"-verb-es "gibrar"-verb-oc
"granar"-verb-oc "granar"-verb-es
"granar"-verb-es "granar"-verb-oc
"jargar"-verb-oc "guarnir"-verb-es
"guarnir"-verb-es "jargar"-verb-oc
"levar d'ora"-verb-oc "madrugar"-verb-es
"madrugar"-verb-es "levar d'ora"-verb-oc
"madrugar"-verb-es "lheuar d'ora"-verb-oc
"lheuar d'ora"-verb-oc "madrugar"-verb-es
"limar"-verb-oc "limar"-verb-es
"limar"-verb-es "limar"-verb-oc
"lipotejar"-verb-oc "manosear"-verb-es
"manosear"-verb-es "lipotejar"-verb-oc
"mauméter"-verb-oc "malograr"-verb-es
"malograr"-verb-es "mauméter"-verb-oc
"obviar"-verb-oc "obviar"-verb-es
"obviar"-verb-es "obviar"-verb-oc
"ornar"-verb-oc "ataviar"-verb-es
"ataviar"-verb-es "ornar"-verb-oc
"perbocar"-verb-oc "enlucir"-verb-es
"enlucir"-verb-es "perbocar"-verb-oc
"enlucir"-verb-es "rebocar"-verb-oc
"rebocar"-verb-oc "enlucir"-verb-es
"rebocar"-verb-oc "rebozar"-verb-es
"perilhar"-verb-oc "peligrar"-verb-es
"peligrar"-verb-es "perilhar"-verb-oc
"plagar"-verb-oc "llagar"-verb-es
"llagar"-verb-es "plagar"-verb-oc
"plapejar"-verb-oc "motear"-verb-es
"motear"-verb-es "plapejar"-verb-oc
"podar"-verb-oc "podar"-verb-es
"podar"-verb-es "podar"-verb-oc
"prorogar"-verb-oc "prorrogar"-verb-es
"prorrogar"-verb-es "prorogar"-verb-oc
"psicoanalisar"-verb-oc "psicoanalizar"-verb-es
"psicoanalizar"-verb-es "psicoanalisar"-verb-oc
"púder"-verb-oc "heder"-verb-es
"heder"-verb-es "púder"-verb-oc
"raflar"-verb-oc "rapiñar"-verb-es
"rapiñar"-verb-es "raflar"-verb-oc
"rebozar"-verb-es "rebocar"-verb-oc
"recondusir"-verb-oc "reconducir"-verb-es
"reconducir"-verb-es "recondusir"-verb-oc
"redessenhar"-verb-oc "rediseñar"-verb-es
"rediseñar"-verb-es "redessenhar"-verb-oc
"reenviar"-verb-oc "reenviar"-verb-es
"reenviar"-verb-es "reenviar"-verb-oc
"hèr referéncia"-verb-oc "hacer referencia"-verb-es
"hacer referencia"-verb-es "hèr referéncia"-verb-oc
"hacer referencia"-verb-es "far referéncia"-verb-oc
"far referéncia"-verb-oc "hacer referencia"-verb-es
"regentar"-verb-oc "regentar"-verb-es
"regentar"-verb-es "regentar"-verb-oc
"roncar"-verb-oc "roncar"-verb-es
"roncar"-verb-es "roncar"-verb-oc
"saborejar"-verb-oc "saborear"-verb-es
"saborear"-verb-es "saborejar"-verb-oc
"serar"-verb-oc "ensillar"-verb-es
"ensillar"-verb-es "serar"-verb-oc
"servir a"-verb-oc "servir para"-verb-es
"servir para"-verb-es "servir a"-verb-oc
"subersèir"-verb-oc "sobreseer"-verb-es
"sobreseer"-verb-es "subersèir"-verb-oc
"taraiar"-verb-oc "taladrar"-verb-es
"taladrar"-verb-es "taraiar"-verb-oc
"toconar"-verb-oc "machucar"-verb-es
"machucar"-verb-es "toconar"-verb-oc
"transvasar"-verb-oc "trasvasar"-verb-es
"trasvasar"-verb-es "transvasar"-verb-oc
"vier a èster"-verb-oc "venir a ser"-verb-es
"venir a ser"-verb-es "vier a èster"-verb-oc
"venir a ser"-verb-es "venir a èsser"-verb-oc
"venir a èsser"-verb-oc "venir a ser"-verb-es
"çò es"-adverb-oc "eso es"-adverb-es
"eso es"-adverb-es "çò es"-adverb-oc
"eso es"-adverb-es "çò ei"-adverb-oc
"çò ei"-adverb-oc "eso es"-adverb-es
"a cinc oras"-adverb-oc "a las cinco"-adverb-es
"a las cinco"-adverb-es "a cinc oras"-adverb-oc
"a las cinco"-adverb-es "tàs cinc"-adverb-oc
"tàs cinc"-adverb-oc "a las cinco"-adverb-es
"a doas oras"-adverb-oc "a las dos"-adverb-es
"a las dos"-adverb-es "a doas oras"-adverb-oc
"a las dos"-adverb-es "tàs dues"-adverb-oc
"tàs dues"-adverb-oc "a las dos"-adverb-es
"a dotze oras"-adverb-oc "a las doce"-adverb-es
"a las doce"-adverb-es "a dotze oras"-adverb-oc
"a las doce"-adverb-es "tàs dotze"-adverb-oc
"tàs dotze"-adverb-oc "a las doce"-adverb-es
"a dètz oras"-adverb-oc "a las diez"-adverb-es
"a las diez"-adverb-es "a dètz oras"-adverb-oc
"a las diez"-adverb-es "tàs dètz"-adverb-oc
"tàs dètz"-adverb-oc "a las diez"-adverb-es
"a nòu oras"-adverb-oc "a las nueve"-adverb-es
"a las nueve"-adverb-es "a nòu oras"-adverb-oc
"a las nueve"-adverb-es "tàs nau"-adverb-oc
"tàs nau"-adverb-oc "a las nueve"-adverb-es
"a onze oras"-adverb-oc "a las once"-adverb-es
"a las once"-adverb-es "a onze oras"-adverb-oc
"a las once"-adverb-es "tàs onze"-adverb-oc
"tàs onze"-adverb-oc "a las once"-adverb-es
"a part"-adverb-oc "a parte"-adverb-es
"a parte"-adverb-es "a part"-adverb-oc
"a quatre oras"-adverb-oc "a las cuatro"-adverb-es
"a las cuatro"-adverb-es "a quatre oras"-adverb-oc
"a las cuatro"-adverb-es "tàs quate"-adverb-oc
"tàs quate"-adverb-oc "a las cuatro"-adverb-es
"a sièis oras"-adverb-oc "a las séis"-adverb-es
"a las séis"-adverb-es "a sièis oras"-adverb-oc
"a las séis"-adverb-es "tàs sies"-adverb-oc
"tàs sies"-adverb-oc "a las séis"-adverb-es
"a sèt oras"-adverb-oc "a las siete"-adverb-es
"a las siete"-adverb-es "a sèt oras"-adverb-oc
"a las siete"-adverb-es "tàs sèt"-adverb-oc
"tàs sèt"-adverb-oc "a las siete"-adverb-es
"a tres oras"-adverb-oc "a las tres"-adverb-es
"a las tres"-adverb-es "a tres oras"-adverb-oc
"a las tres"-adverb-es "tàs tres"-adverb-oc
"tàs tres"-adverb-oc "a las tres"-adverb-es
"a una ora"-adverb-oc "a la una"-adverb-es
"a la una"-adverb-es "a una ora"-adverb-oc
"a la una"-adverb-es "tà ua"-adverb-oc
"tà ua"-adverb-oc "a la una"-adverb-es
"a uèch oras"-adverb-oc "a las ocho"-adverb-es
"a las ocho"-adverb-es "a uèch oras"-adverb-oc
"a las ocho"-adverb-es "a uèit oras"-adverb-oc
"a las ocho"-adverb-es "tàs ueit"-adverb-oc
"a uèit oras"-adverb-oc "a las ocho"-adverb-es
"tàs ueit"-adverb-oc "a las ocho"-adverb-es
"al cap d'un an"-adverb-oc "después de un año"-adverb-es
"después de un año"-adverb-es "al cap d'un an"-adverb-oc
"después de un año"-adverb-es "ath cap d'un an"-adverb-oc
"ath cap d'un an"-adverb-oc "después de un año"-adverb-es
"anet"-adverb-oc "ayer noche"-adverb-es
"anet"-adverb-oc "la noche pasada"-adverb-es
"ayer noche"-adverb-es "anet"-adverb-oc
"ayer noche"-adverb-es "anuèch"-adverb-oc
"la noche pasada"-adverb-es "anet"-adverb-oc
"la noche pasada"-adverb-es "anuèch"-adverb-oc
"la noche pasada"-adverb-es "delànet"-adverb-oc
"anuèch"-adverb-oc "ayer noche"-adverb-es
"anuèch"-adverb-oc "la noche pasada"-adverb-es
"delànet"-adverb-oc "la noche pasada"-adverb-es
"ara seguida"-adverb-oc "todo seguido"-adverb-es
"todo seguido"-adverb-es "ara seguida"-adverb-oc
"bèth temps a"-adverb-oc "hace bastante tiempo"-adverb-es
"hace bastante tiempo"-adverb-es "bèth temps a"-adverb-oc
"hace bastante tiempo"-adverb-es "fa temps"-adverb-oc
"fa temps"-adverb-oc "hace bastante tiempo"-adverb-es
"d'èsser atau"-adverb-oc "si así fuera"-adverb-es
"si así fuera"-adverb-es "d'èsser atau"-adverb-oc
"si así fuera"-adverb-es "d'èster atau"-adverb-oc
"d'èster atau"-adverb-oc "si así fuera"-adverb-es
"dauridaments"-adverb-oc "declaradamente"-adverb-es
"declaradamente"-adverb-es "dauridaments"-adverb-oc
"declaradamente"-adverb-es "dobertament"-adverb-oc
"dobertament"-adverb-oc "declaradamente"-adverb-es
"demest"-adverb-oc "entremedias"-adverb-es
"entremedias"-adverb-es "demest"-adverb-oc
"per aquò"-adverb-oc "por eso"-adverb-es
"por eso"-adverb-es "per aquò"-adverb-oc
"por eso"-adverb-es "per açò"-adverb-oc
"per açò"-adverb-oc "por eso"-adverb-es
"ena fòto"-adverb-oc "en la foto"-adverb-es
"en la foto"-adverb-es "ena fòto"-adverb-oc
"impacientament"-adverb-oc "impacientemente"-adverb-es
"impacientemente"-adverb-es "impacientament"-adverb-oc
"impacientemente"-adverb-es "impacientaments"-adverb-oc
"impacientaments"-adverb-oc "impacientemente"-adverb-es
"pas encara"-adverb-oc "todavía no"-adverb-es
"todavía no"-adverb-es "pas encara"-adverb-oc
"todavía no"-adverb-es "encara non"-adverb-oc
"encara non"-adverb-oc "todavía no"-adverb-es
"los matins"-adverb-oc "por las mañanas"-adverb-es
"por las mañanas"-adverb-es "los matins"-adverb-oc
"por las mañanas"-adverb-es "pes maitins"-adverb-oc
"pes maitins"-adverb-oc "por las mañanas"-adverb-es
"pausadament"-adverb-oc "pausadamente"-adverb-es
"pausadamente"-adverb-es "pausadament"-adverb-oc
"pausadamente"-adverb-es "pausadaments"-adverb-oc
"pausadaments"-adverb-oc "pausadamente"-adverb-es
"pel tresen còp"-adverb-oc "por tercera vez"-adverb-es
"por tercera vez"-adverb-es "pel tresen còp"-adverb-oc
"por tercera vez"-adverb-es "peth tresau viatge"-adverb-oc
"por tercera vez"-adverb-es "peth tresau còp"-adverb-oc
"peth tresau viatge"-adverb-oc "por tercera vez"-adverb-es
"peth tresau còp"-adverb-oc "por tercera vez"-adverb-es
"plan d'ora"-adverb-oc "bien temprano"-adverb-es
"bien temprano"-adverb-es "plan d'ora"-adverb-oc
"ras"-adverb-oc "raso"-adverb-es
"raso"-adverb-es "ras"-adverb-oc
"a cò mèn"-adverb-oc "en mi casa"-adverb-es
"en mi casa"-adverb-es "a cò mèn"-adverb-oc
"en mi casa"-adverb-es "a çò mèn"-adverb-oc
"en mi casa"-adverb-es "a cò mieu"-adverb-oc
"en mi casa"-adverb-es "a çò mieu"-adverb-oc
"en mi casa"-adverb-es "en çò mèn"-adverb-oc
"en mi casa"-adverb-es "en cò mieu"-adverb-oc
"a çò mèn"-adverb-oc "en mi casa"-adverb-es
"a cò mieu"-adverb-oc "en mi casa"-adverb-es
"a çò mieu"-adverb-oc "en mi casa"-adverb-es
"en çò mèn"-adverb-oc "en mi casa"-adverb-es
"en cò mieu"-adverb-oc "en mi casa"-adverb-es
"a compdar d'alavetz"-adverb-oc "a partir de entonces"-adverb-es
"a partir de entonces"-adverb-es "a compdar d'alavetz"-adverb-oc
"a partir de entonces"-adverb-es "a comptar d'alavetz"-adverb-oc
"a comptar d'alavetz"-adverb-oc "a partir de entonces"-adverb-es
"a cò nòste"-adverb-oc "en nuestra casa"-adverb-es
"en nuestra casa"-adverb-es "a cò nòste"-adverb-oc
"en nuestra casa"-adverb-es "a çò nòste"-adverb-oc
"en nuestra casa"-adverb-es "a çò nòstre"-adverb-oc
"en nuestra casa"-adverb-es "en cò nòste"-adverb-oc
"en nuestra casa"-adverb-es "en cò nòstre"-adverb-oc
"a çò nòste"-adverb-oc "en nuestra casa"-adverb-es
"a çò nòstre"-adverb-oc "en nuestra casa"-adverb-es
"en cò nòste"-adverb-oc "en nuestra casa"-adverb-es
"en cò nòstre"-adverb-oc "en nuestra casa"-adverb-es
"a la debuta de l'annada"-adverb-oc "a principios de año"-adverb-es
"a principios de año"-adverb-es "a la debuta de l'annada"-adverb-oc
"a principios de año"-adverb-es "a principis d'an"-adverb-oc
"a principis d'an"-adverb-oc "a principios de año"-adverb-es
"al mitan"-adverb-oc "en medio"-adverb-es
"en medio"-adverb-es "al mitan"-adverb-oc
"amb ieu"-adverb-oc "conmigo"-adverb-es
"conmigo"-adverb-es "amb ieu"-adverb-oc
"conmigo"-adverb-es "amb ièu"-adverb-oc
"conmigo"-adverb-es "amb jo"-adverb-oc
"amb ièu"-adverb-oc "conmigo"-adverb-es
"amb jo"-adverb-oc "conmigo"-adverb-es
"a jo"-adverb-oc "a mí"-adverb-es
"a mí"-adverb-es "a jo"-adverb-oc
"a mí"-adverb-es "a ieu"-adverb-oc
"a mí"-adverb-es "a ièu"-adverb-oc
"a ieu"-adverb-oc "a mí"-adverb-es
"a ièu"-adverb-oc "a mí"-adverb-es
"a principis"-adverb-oc "a principios"-adverb-es
"a principios"-adverb-es "a principis"-adverb-oc
"a prumèrs"-adverb-oc "a primeros"-adverb-es
"a primeros"-adverb-es "a prumèrs"-adverb-oc
"supèr"-adverb-oc "súper"-adverb-es
"súper"-adverb-es "supèr"-adverb-oc
"tot ennaut"-adverb-oc "arriba de todo"-adverb-es
"arriba de todo"-adverb-es "tot ennaut"-adverb-oc
"arriba de todo"-adverb-es "naut de tot"-adverb-oc
"naut de tot"-adverb-oc "arriba de todo"-adverb-es
"tà jo"-adverb-oc "para mí"-adverb-es
"para mí"-adverb-es "tà jo"-adverb-oc
"para mí"-adverb-es "tà ièu"-adverb-oc
"tà ièu"-adverb-oc "para mí"-adverb-es
"segontes çò que semble"-adverb-oc "por lo que parece"-adverb-es
"por lo que parece"-adverb-es "segontes çò que semble"-adverb-oc
"por lo que parece"-adverb-es "segons çò que semble"-adverb-oc
"por lo que parece"-adverb-es "segon çò que sembla"-adverb-oc
"segons çò que semble"-adverb-oc "por lo que parece"-adverb-es
"segon çò que sembla"-adverb-oc "por lo que parece"-adverb-es
"peth dessús"-adverb-oc "por encima"-adverb-es
"por encima"-adverb-es "peth dessús"-adverb-oc
"por encima"-adverb-es "per lo dessús"-adverb-oc
"per lo dessús"-adverb-oc "por encima"-adverb-es
"dempuèi qualques annadas"-adverb-oc "desde hace unos años"-adverb-es
"desde hace unos años"-adverb-es "dempuèi qualques annadas"-adverb-oc
"desde hace unos años"-adverb-es "dempús de hè uns ans"-adverb-oc
"dempús de hè uns ans"-adverb-oc "desde hace unos años"-adverb-es
"d'un biais important"-adverb-oc "de manera importante"-adverb-es
"de manera importante"-adverb-es "d'un biais important"-adverb-oc
"en via de"-preposition-oc "en vías de"-preposition-es
"en vías de"-preposition-es "en via de"-preposition-oc
"la fin de l'annada"-adverb-oc "fin de año"-adverb-es
"fin de año"-adverb-es "la fin de l'annada"-adverb-oc
"fin de año"-adverb-es "fin d'an"-adverb-oc
"fin d'an"-adverb-oc "fin de año"-adverb-es
"i a longtemps"-adverb-oc "hace mucho tiempo"-adverb-es
"hace mucho tiempo"-adverb-es "i a longtemps"-adverb-oc
"l'autre còp"-adverb-oc "la otra vez"-adverb-es
"la otra vez"-adverb-es "l'autre còp"-adverb-oc
"non solament"-adverb-oc "no sólo"-adverb-es
"no sólo"-adverb-es "non solament"-adverb-oc
"no sólo"-adverb-es "non solaments"-adverb-oc
"no sólo"-adverb-es "non sonque"-adverb-oc
"non solaments"-adverb-oc "no sólo"-adverb-es
"non sonque"-adverb-oc "no sólo"-adverb-es
"a çò sieu"-adverb-oc "en su casa"-adverb-es
"en su casa"-adverb-es "a çò sieu"-adverb-oc
"en su casa"-adverb-es "a cò sòn"-adverb-oc
"en su casa"-adverb-es "a çò sòn"-adverb-oc
"en su casa"-adverb-es "en cò sieu"-adverb-oc
"en su casa"-adverb-es "en cò sòn"-adverb-oc
"a cò sòn"-adverb-oc "en su casa"-adverb-es
"a çò sòn"-adverb-oc "en su casa"-adverb-es
"en cò sieu"-adverb-oc "en su casa"-adverb-es
"en cò sòn"-adverb-oc "en su casa"-adverb-es
"a cò tieu"-adverb-oc "en tu casa"-adverb-es
"en tu casa"-adverb-es "a cò tieu"-adverb-oc
"en tu casa"-adverb-es "a cò tòn"-adverb-oc
"en tu casa"-adverb-es "en cò tieu"-adverb-oc
"en tu casa"-adverb-es "en cò tòn"-adverb-oc
"a cò tòn"-adverb-oc "en tu casa"-adverb-es
"en cò tieu"-adverb-oc "en tu casa"-adverb-es
"en cò tòn"-adverb-oc "en tu casa"-adverb-es
"a cò vòste"-adverb-oc "en vuestra casa"-adverb-es
"en vuestra casa"-adverb-es "a cò vòste"-adverb-oc
"en vuestra casa"-adverb-es "a cò vòstre"-adverb-oc
"en vuestra casa"-adverb-es "en cò vòste"-adverb-oc
"en vuestra casa"-adverb-es "en cò vòstre"-adverb-oc
"a cò vòstre"-adverb-oc "en vuestra casa"-adverb-es
"en cò vòste"-adverb-oc "en vuestra casa"-adverb-es
"en cò vòstre"-adverb-oc "en vuestra casa"-adverb-es
"de cap e tot"-adverb-oc "de raíz"-adverb-es
"de raíz"-adverb-es "de cap e tot"-adverb-oc
"de ieu"-adverb-oc "de mí"-adverb-es
"de mí"-adverb-es "de ieu"-adverb-oc
"de mí"-adverb-es "de ièu"-adverb-oc
"de mí"-adverb-es "de jo"-adverb-oc
"de ièu"-adverb-oc "de mí"-adverb-es
"de jo"-adverb-oc "de mí"-adverb-es
"per ieu"-adverb-oc "por mí"-adverb-es
"por mí"-adverb-es "per ieu"-adverb-oc
"por mí"-adverb-es "per ièu"-adverb-oc
"por mí"-adverb-es "per jo"-adverb-oc
"por mí"-adverb-es "entà ieu"-adverb-oc
"por mí"-adverb-es "entà ièu"-adverb-oc
"por mí"-adverb-es "entà jo"-adverb-oc
"per ièu"-adverb-oc "por mí"-adverb-es
"per jo"-adverb-oc "por mí"-adverb-es
"entà ieu"-adverb-oc "por mí"-adverb-es
"entà ièu"-adverb-oc "por mí"-adverb-es
"entà jo"-adverb-oc "por mí"-adverb-es
"cò mèn"-adverb-oc "mi casa"-adverb-es
"mi casa"-adverb-es "cò mèn"-adverb-oc
"mi casa"-adverb-es "cò mieu"-adverb-oc
"cò mieu"-adverb-oc "mi casa"-adverb-es
"cò nòste"-adverb-oc "nuestra casa"-adverb-es
"nuestra casa"-adverb-es "cò nòste"-adverb-oc
"nuestra casa"-adverb-es "cò nòstre"-adverb-oc
"cò nòstre"-adverb-oc "nuestra casa"-adverb-es
"cò sieu"-adverb-oc "su casa"-adverb-es
"su casa"-adverb-es "cò sieu"-adverb-oc
"su casa"-adverb-es "cò sòn"-adverb-oc
"cò sòn"-adverb-oc "su casa"-adverb-es
"cò tieu"-adverb-oc "tu casa"-adverb-es
"tu casa"-adverb-es "cò tieu"-adverb-oc
"tu casa"-adverb-es "cò tòn"-adverb-oc
"cò tòn"-adverb-oc "tu casa"-adverb-es
"cò vòste"-adverb-oc "vuestra casa"-adverb-es
"vuestra casa"-adverb-es "cò vòste"-adverb-oc
"vuestra casa"-adverb-es "cò vòstre"-adverb-oc
"cò vòstre"-adverb-oc "vuestra casa"-adverb-es
