"l"-noun-oc "l"-noun-es
"orde"-noun-oc "orden"-noun-es
"órgano"-noun-es "òrgan"-noun-oc
"òrgan"-noun-oc "órgano"-noun-es
"horizonte"-noun-es "orizon"-noun-oc
"orizon"-noun-oc "horizonte"-noun-es
"òrt"-noun-oc "huerto"-noun-es
"huerto"-noun-es "òrt"-noun-oc
"casa"-noun-es "casa"-noun-oc
"casa"-noun-oc "casa"-noun-es
"pacte"-noun-oc "pacto"-noun-es
"pacto"-noun-es "pacte"-noun-oc
"panatòri"-noun-oc "atraco"-noun-es
"atraco"-noun-es "panatòri"-noun-oc
"papel"-noun-es "papèr"-noun-oc
"papèr"-noun-oc "papel"-noun-es
"paquet"-noun-oc "cajetilla"-noun-es
"cajetilla"-noun-es "paquet"-noun-oc
"paratge"-noun-oc "paraje"-noun-es
"paraje"-noun-es "paratge"-noun-oc
"parcatge"-noun-oc "estacionamiento"-noun-es
"parcatge"-noun-oc "parking"-noun-es
"parcatge"-noun-oc "aparcamiento"-noun-es
"estacionamiento"-noun-es "parcatge"-noun-oc
"parking"-noun-es "parcatge"-noun-oc
"aparcamiento"-noun-es "parcatge"-noun-oc
"passat"-noun-oc "pasado"-noun-es
"pasado"-noun-es "passat"-noun-oc
"patronat"-noun-oc "patronato"-noun-es
"patronato"-noun-es "patronat"-noun-oc
"paviment"-noun-oc "pavimento"-noun-es
"pavimento"-noun-es "paviment"-noun-oc
"pecat"-noun-oc "pecado"-noun-es
"pecado"-noun-es "pecat"-noun-oc
"pimienta"-noun-es "pebe"-noun-oc
"pebe"-noun-oc "pimienta"-noun-es
"perfil"-noun-oc "perfil"-noun-es
"perfil"-noun-es "perfil"-noun-oc
"pergamin"-noun-oc "pergamino"-noun-es
"pergamino"-noun-es "pergamin"-noun-oc
"peligro"-noun-es "dangèr"-noun-oc
"dangèr"-noun-oc "peligro"-noun-es
"periple"-noun-oc "periplo"-noun-es
"periplo"-noun-es "periple"-noun-oc
"perjudici"-noun-oc "perjuicio"-noun-es
"perjuicio"-noun-es "perjudici"-noun-oc
"pilar"-noun-oc "pilar"-noun-es
"pilar"-noun-es "pilar"-noun-oc
"piquet"-noun-oc "punto"-noun-es
"punto"-noun-es "piquet"-noun-oc
"punto"-noun-es "punt"-noun-oc
"punt"-noun-oc "punto"-noun-es
"punt"-noun-oc "gol"-noun-es
"pistola"-noun-es "pistòla"-noun-oc
"pistòla"-noun-oc "pistola"-noun-es
"planejament"-noun-oc "planteamiento"-noun-es
"planteamiento"-noun-es "planejament"-noun-oc
"planteamiento"-noun-es "plantejament"-noun-oc
"plantejament"-noun-oc "planteamiento"-noun-es
"planh"-noun-oc "llanto"-noun-es
"planh"-noun-oc "lamento"-noun-es
"llanto"-noun-es "planh"-noun-oc
"llanto"-noun-es "plor"-noun-oc
"lamento"-noun-es "planh"-noun-oc
"plor"-noun-oc "llanto"-noun-es
"plantolièr"-noun-oc "plantel"-noun-es
"plantel"-noun-es "plantolièr"-noun-oc
"plec"-noun-oc "pliego"-noun-es
"plec"-noun-oc "pliegue"-noun-es
"pliego"-noun-es "plec"-noun-oc
"pliegue"-noun-es "plec"-noun-oc
"pulgar"-noun-es "pòdo"-noun-oc
"pòdo"-noun-oc "pulgar"-noun-es
"poder"-noun-oc "poderío"-noun-es
"poderío"-noun-es "poder"-noun-oc
"pòdium"-noun-oc "podio"-noun-es
"podio"-noun-es "pòdium"-noun-oc
"pofre"-noun-oc "pop"-noun-es
"pop"-noun-es "pofre"-noun-oc
"polòni"-noun-oc "polonio"-noun-es
"polonio"-noun-es "polòni"-noun-oc
"prat"-noun-oc "prado"-noun-es
"prado"-noun-es "prat"-noun-oc
"precedent"-noun-oc "precedente"-noun-es
"precedente"-noun-es "precedent"-noun-oc
"prejudici"-noun-oc "prejuicio"-noun-es
"prejuicio"-noun-es "prejudici"-noun-oc
"preludi"-noun-oc "preludio"-noun-es
"preludio"-noun-es "preludi"-noun-oc
"preparatiu"-noun-oc "preparativo"-noun-es
"preparativo"-noun-es "preparatiu"-noun-oc
"regalo"-noun-es "regal"-noun-oc
"regal"-noun-oc "regalo"-noun-es
"préstamo"-noun-es "manlèu"-noun-oc
"manlèu"-noun-oc "préstamo"-noun-es
"prestatge"-noun-oc "estante"-noun-es
"estante"-noun-es "prestatge"-noun-oc
"prestigi"-noun-oc "prestigio"-noun-es
"prestigio"-noun-es "prestigi"-noun-oc
"principi"-noun-oc "principio"-noun-es
"principio"-noun-es "principi"-noun-oc
"producto"-noun-es "producte"-noun-oc
"producte"-noun-oc "producto"-noun-es
"quadre"-noun-oc "cuadro"-noun-es
"cuadro"-noun-es "quadre"-noun-oc
"cuadro"-noun-es "tablèu"-noun-oc
"cuadro"-noun-es "taulèu"-noun-oc
"tablèu"-noun-oc "cuadro"-noun-es
"taulèu"-noun-oc "cuadro"-noun-es
"cuaderno"-noun-es "quadèrn"-noun-oc
"quadèrn"-noun-oc "cuaderno"-noun-es
"raconte"-noun-oc "cuento"-noun-es
"cuento"-noun-es "raconte"-noun-oc
"cuento"-noun-es "conde"-noun-oc
"conde"-noun-oc "cuento"-noun-es
"uva"-noun-es "arradim"-noun-oc
"uva"-noun-es "mòta"-noun-oc
"arradim"-noun-oc "uva"-noun-es
"arradim"-noun-oc "parra"-noun-es
"mòta"-noun-oc "uva"-noun-es
"reflèxe"-noun-oc "reflejo"-noun-es
"reflejo"-noun-es "reflèxe"-noun-oc
"reforçament"-noun-oc "reforzamiento"-noun-es
"reforzamiento"-noun-es "reforçament"-noun-oc
"reforzamiento"-noun-es "refortiment"-noun-oc
"refortiment"-noun-oc "reforzamiento"-noun-es
"refugi"-noun-oc "refugio"-noun-es
"refugio"-noun-es "refugi"-noun-oc
"registre"-noun-oc "registro"-noun-es
"registro"-noun-es "registre"-noun-oc
"règne"-noun-oc "reino"-noun-es
"reino"-noun-es "règne"-noun-oc
"reino"-noun-es "regne"-noun-oc
"reino"-noun-es "renhe"-noun-oc
"regne"-noun-oc "reino"-noun-es
"renhe"-noun-oc "reino"-noun-es
"remèdi"-noun-oc "remedio"-noun-es
"remedio"-noun-es "remèdi"-noun-oc
"remembre"-noun-oc "recuerdo"-noun-es
"recuerdo"-noun-es "remembre"-noun-oc
"recuerdo"-noun-es "rebrembe"-noun-oc
"recuerdo"-noun-es "arrebrembe"-noun-oc
"recuerdo"-noun-es "arrebrembrança"-noun-oc
"recuerdo"-noun-es "rebrembrança"-noun-oc
"recuerdo"-noun-es "remembrança"-noun-oc
"rebrembe"-noun-oc "recuerdo"-noun-es
"arrebrembe"-noun-oc "recuerdo"-noun-es
"arrebrembrança"-noun-oc "recuerdo"-noun-es
"rebrembrança"-noun-oc "recuerdo"-noun-es
"remembrança"-noun-oc "recuerdo"-noun-es
"remolin"-noun-oc "torbellino"-noun-es
"torbellino"-noun-es "remolin"-noun-oc
"rendimiento"-noun-es "rendiment"-noun-oc
"rendiment"-noun-oc "rendimiento"-noun-es
"repetidor"-noun-oc "repetidor"-noun-es
"repetidor"-noun-es "repetidor"-noun-oc
"rescat"-noun-oc "rescate"-noun-es
"rescate"-noun-es "rescat"-noun-oc
"residu"-noun-oc "residuo"-noun-es
"residuo"-noun-es "residu"-noun-oc
"restaurant"-noun-oc "restaurante"-noun-es
"restaurante"-noun-es "restaurant"-noun-oc
"retaule"-noun-oc "retablo"-noun-es
"retablo"-noun-es "retaule"-noun-oc
"rire"-noun-oc "carcajada"-noun-es
"rire"-noun-oc "risa"-noun-es
"carcajada"-noun-es "rire"-noun-oc
"risa"-noun-es "rire"-noun-oc
"risa"-noun-es "arridalha"-noun-oc
"risa"-noun-es "arridera"-noun-oc
"risa"-noun-es "rialha"-noun-oc
"risa"-noun-es "riseta"-noun-oc
"arridalha"-noun-oc "risa"-noun-es
"arridera"-noun-oc "risa"-noun-es
"rialha"-noun-oc "risa"-noun-es
"riseta"-noun-oc "risa"-noun-es
"risc"-noun-oc "riesgo"-noun-es
"riesgo"-noun-es "risc"-noun-oc
"riesgo"-noun-es "risque"-noun-oc
"risque"-noun-oc "riesgo"-noun-es
"ritme"-noun-oc "ritmo"-noun-es
"ritmo"-noun-es "ritme"-noun-oc
"ròtle"-noun-oc "rol"-noun-es
"rol"-noun-es "ròtle"-noun-oc
"sacrifici"-noun-oc "sacrificio"-noun-es
"sacrificio"-noun-es "sacrifici"-noun-oc
"sac"-noun-oc "saco"-noun-es
"saco"-noun-es "sac"-noun-oc
"santuari"-noun-oc "santuario"-noun-es
"santuario"-noun-es "santuari"-noun-oc
"secrèt"-noun-oc "entresijo"-noun-es
"entresijo"-noun-es "secrèt"-noun-oc
"sector"-noun-oc "sector"-noun-es
"sector"-noun-es "sector"-noun-oc
"segal"-noun-oc "centeno"-noun-es
"centeno"-noun-es "segal"-noun-oc
"centeno"-noun-es "segòl"-noun-oc
"segòl"-noun-oc "centeno"-noun-es
"semèstre"-noun-oc "semestre"-noun-es
"semestre"-noun-es "semèstre"-noun-oc
"seminari"-noun-oc "seminario"-noun-es
"seminario"-noun-es "seminari"-noun-oc
"senat"-noun-oc "senado"-noun-es
"senado"-noun-es "senat"-noun-oc
"acoso"-noun-es "sètge"-noun-oc
"signe"-noun-oc "signo"-noun-es
"signo"-noun-es "signe"-noun-oc
"silenci"-noun-oc "silencio"-noun-es
"silencio"-noun-es "silenci"-noun-oc
"sindicat"-noun-oc "sindicato"-noun-es
"sindicato"-noun-es "sindicat"-noun-oc
"siti"-noun-oc "web"-noun-es
"web"-noun-es "siti"-noun-oc
"web"-noun-es "web"-noun-oc
"web"-noun-oc "web"-noun-es
"sojorn"-noun-oc "estancia"-noun-es
"estancia"-noun-es "sojorn"-noun-oc
"sorire"-noun-oc "sonrisa"-noun-es
"sonrisa"-noun-es "sorire"-noun-oc
"sospir"-noun-oc "suspiro"-noun-es
"suspiro"-noun-es "sospir"-noun-oc
"sosterranh"-noun-oc "sótano"-noun-es
"sótano"-noun-es "sosterranh"-noun-oc
"subsidi"-noun-oc "subsidio"-noun-es
"subsidio"-noun-es "subsidi"-noun-oc
"sucre"-noun-oc "azúcar"-noun-es
"azúcar"-noun-es "sucre"-noun-oc
"cuidado"-noun-es "suenh"-noun-oc
"supòrt"-noun-oc "espaldarazo"-noun-es
"espaldarazo"-noun-es "supòrt"-noun-oc
"tapís"-noun-oc "tapiz"-noun-es
"tapiz"-noun-es "tapís"-noun-oc
"talent"-noun-oc "antojo"-noun-es
"antojo"-noun-es "talent"-noun-oc
"talh"-noun-oc "filo"-noun-es
"talh"-noun-oc "corte"-noun-es
"filo"-noun-es "talh"-noun-oc
"corte"-noun-es "talh"-noun-oc
"corte"-noun-es "cort"-noun-oc
"cort"-noun-oc "corte"-noun-es
"taxi"-noun-oc "taxi"-noun-es
"taxi"-noun-es "taxi"-noun-oc
"teatre"-noun-oc "teatro"-noun-es
"teatro"-noun-es "teatre"-noun-oc
"temple"-noun-oc "templo"-noun-es
"templo"-noun-es "temple"-noun-oc
"tèrme"-noun-oc "plazo"-noun-es
"tèrme"-noun-oc "vencimiento"-noun-es
"plazo"-noun-es "tèrme"-noun-oc
"plazo"-noun-es "sosta"-noun-oc
"vencimiento"-noun-es "tèrme"-noun-oc
"sosta"-noun-oc "plazo"-noun-es
"termomètre"-noun-oc "termómetro"-noun-es
"termómetro"-noun-es "termomètre"-noun-oc
"tèst"-noun-oc "maceta"-noun-es
"maceta"-noun-es "tèst"-noun-oc
"tet"-noun-oc "techo"-noun-es
"techo"-noun-es "tet"-noun-oc
"tifon"-noun-oc "tifón"-noun-es
"tifón"-noun-es "tifon"-noun-oc
"timpan"-noun-oc "tímpano"-noun-es
"tímpano"-noun-es "timpan"-noun-oc
"tímpano"-noun-es "audidor"-noun-oc
"audidor"-noun-oc "tímpano"-noun-es
"tipo"-noun-es "mena"-noun-oc
"tipo"-noun-es "sòrta"-noun-oc
"mena"-noun-oc "tipo"-noun-es
"sòrta"-noun-oc "tipo"-noun-es
"tir"-noun-oc "chut"-noun-es
"chut"-noun-es "tir"-noun-oc
"chut"-noun-es "shot"-noun-oc
"shot"-noun-oc "chut"-noun-es
"tiran"-noun-oc "tirano"-noun-es
"tirano"-noun-es "tiran"-noun-oc
"títol"-noun-oc "título"-noun-es
"título"-noun-es "títol"-noun-oc
"torn"-noun-oc "giro"-noun-es
"torn"-noun-oc "turno"-noun-es
"torn"-noun-oc "tanda"-noun-es
"torn"-noun-oc "vuelta"-noun-es
"giro"-noun-es "torn"-noun-oc
"turno"-noun-es "torn"-noun-oc
"tanda"-noun-es "torn"-noun-oc
"vuelta"-noun-es "torn"-noun-oc
"vuelta"-noun-es "vòlta"-noun-oc
"vuelta"-noun-es "virada"-noun-oc
"vòlta"-noun-oc "vuelta"-noun-es
"vòlta"-noun-oc "bóveda"-noun-es
"virada"-noun-oc "vuelta"-noun-es
"virada"-noun-oc "gira"-noun-es
"trabalh"-noun-oc "curro"-noun-es
"trabalh"-noun-oc "faena"-noun-es
"curro"-noun-es "trabalh"-noun-oc
"faena"-noun-es "trabalh"-noun-oc
"trabajo"-noun-es "faena"-noun-oc
"trabajo"-noun-es "trebalh"-noun-oc
"faena"-noun-oc "trabajo"-noun-es
"trebalh"-noun-oc "trabajo"-noun-es
"tractor"-noun-oc "tractor"-noun-es
"tractor"-noun-es "tractor"-noun-oc
"trafic"-noun-oc "tráfico"-noun-es
"tráfico"-noun-es "trafic"-noun-oc
"trajècte"-noun-oc "trayecto"-noun-es
"trayecto"-noun-es "trajècte"-noun-oc
"transpòrt"-noun-oc "trasporte"-noun-es
"trasporte"-noun-es "transpòrt"-noun-oc
"transporte"-noun-es "carreg"-noun-oc
"carreg"-noun-oc "transporte"-noun-es
"trebuc"-noun-oc "traba"-noun-es
"traba"-noun-es "trebuc"-noun-oc
"traba"-noun-es "trava"-noun-oc
"trava"-noun-oc "traba"-noun-es
"tribut"-noun-oc "tributo"-noun-es
"tributo"-noun-es "tribut"-noun-oc
"tricòt"-noun-oc "jersey"-noun-es
"jersey"-noun-es "tricòt"-noun-oc
"tronc"-noun-oc "tronco"-noun-es
"tronco"-noun-es "tronc"-noun-oc
"truc"-noun-oc "truco"-noun-es
"truco"-noun-es "truc"-noun-oc
"uèlh"-noun-oc "ojo"-noun-es
"ojo"-noun-es "uèlh"-noun-oc
"ojo"-noun-es "uelh"-noun-oc
"ojo"-noun-es "uòlh"-noun-oc
"uelh"-noun-oc "ojo"-noun-es
"uòlh"-noun-oc "ojo"-noun-es
"uòu"-noun-oc "huevo"-noun-es
"huevo"-noun-es "uòu"-noun-oc
"huevo"-noun-es "ueu"-noun-oc
"ueu"-noun-oc "huevo"-noun-es
"usufructe"-noun-oc "usufructo"-noun-es
"usufructo"-noun-es "usufructe"-noun-oc
"veire"-noun-oc "cristal"-noun-es
"cristal"-noun-es "veire"-noun-oc
"ventre"-noun-oc "vientre"-noun-es
"vientre"-noun-es "ventre"-noun-oc
"tarde"-noun-es "serada"-noun-oc
"tarde"-noun-es "vesprada"-noun-oc
"tarde"-noun-es "tarde"-noun-oc
"serada"-noun-oc "tarde"-noun-es
"vesprada"-noun-oc "tarde"-noun-es
"tarde"-noun-oc "tarde"-noun-es
"vestigi"-noun-oc "vestigio"-noun-es
"vestigio"-noun-es "vestigi"-noun-oc
"videoclip"-noun-oc "videoclip"-noun-es
"videoclip"-noun-es "videoclip"-noun-oc
"vinagre"-noun-oc "vinagre"-noun-es
"vinagre"-noun-es "vinagre"-noun-oc
"violín"-noun-es "violin"-noun-oc
"violin"-noun-oc "violín"-noun-es
"virament"-noun-oc "rotación"-noun-es
"rotación"-noun-es "virament"-noun-oc
"vocabulari"-noun-oc "vocabulario"-noun-es
"vocabulario"-noun-es "vocabulari"-noun-oc
"volum"-noun-oc "volumen"-noun-es
"volumen"-noun-es "volum"-noun-oc
"vot"-noun-oc "voto"-noun-es
"voto"-noun-es "vot"-noun-oc
"voto"-noun-es "vòt"-noun-oc
"vòt"-noun-oc "voto"-noun-es
"allicient"-noun-oc "aliciente"-noun-es
"aliciente"-noun-es "allicient"-noun-oc
"ànim"-noun-oc "ánimo"-noun-es
"ánimo"-noun-es "ànim"-noun-oc
"expedient"-noun-oc "expediente"-noun-es
"expediente"-noun-es "expedient"-noun-oc
"gram"-noun-oc "gramo"-noun-es
"gramo"-noun-es "gram"-noun-oc
"increment"-noun-oc "incremento"-noun-es
"incremento"-noun-es "increment"-noun-oc
"informe"-noun-oc "informe"-noun-es
"informe"-noun-es "informe"-noun-oc
"informe"-noun-es "compde-rendut"-noun-oc
"informe"-noun-es "compde rendut"-noun-oc
"informe"-noun-es "compte-rendut"-noun-oc
"informe"-noun-es "compte rendut"-noun-oc
"compde-rendut"-noun-oc "informe"-noun-es
"compde rendut"-noun-oc "informe"-noun-es
"compte-rendut"-noun-oc "informe"-noun-es
"compte rendut"-noun-oc "informe"-noun-es
"nud"-noun-oc "nudo"-noun-es
"nudo"-noun-es "nud"-noun-oc
"trampa"-noun-es "arratèra"-noun-oc
"trampa"-noun-es "estrafalaria"-noun-oc
"trampa"-noun-es "trapadèra"-noun-oc
"arratèra"-noun-oc "trampa"-noun-es
"estrafalaria"-noun-oc "trampa"-noun-es
"trapadèra"-noun-oc "trampa"-noun-es
"patrocini"-noun-oc "patrocinio"-noun-es
"patrocinio"-noun-es "patrocini"-noun-oc
"pervier"-noun-oc "porvenir"-noun-es
"porvenir"-noun-es "pervier"-noun-oc
"pichèr"-noun-oc "búcaro"-noun-es
"pichèr"-noun-oc "jarro"-noun-es
"búcaro"-noun-es "pichèr"-noun-oc
"jarro"-noun-es "pichèr"-noun-oc
"planheròt"-noun-oc "rellano"-noun-es
"rellano"-noun-es "planheròt"-noun-oc
"propòsit"-noun-oc "propósito"-noun-es
"propósito"-noun-es "propòsit"-noun-oc
"propósito"-noun-es "intencion"-noun-oc
"intencion"-noun-oc "propósito"-noun-es
"reagropament"-noun-oc "reagrupamiento"-noun-es
"reagrupamiento"-noun-es "reagropament"-noun-oc
"recompde"-noun-oc "recuento"-noun-es
"recuento"-noun-es "recompde"-noun-oc
"relat"-noun-oc "relato"-noun-es
"relato"-noun-es "relat"-noun-oc
"rèpte"-noun-oc "reto"-noun-es
"reto"-noun-es "rèpte"-noun-oc
"tracte"-noun-oc "trato"-noun-es
"trato"-noun-es "tracte"-noun-oc
"tram"-noun-oc "tramo"-noun-es
"tramo"-noun-es "tram"-noun-oc
"subsòu"-noun-oc "subsuelo"-noun-es
"subsuelo"-noun-es "subsòu"-noun-oc
"traslat"-noun-oc "traslado"-noun-es
"traslado"-noun-es "traslat"-noun-oc
"tedi"-noun-oc "tedio"-noun-es
"tedio"-noun-es "tedi"-noun-oc
"tedio"-noun-es "anuèg"-noun-oc
"tedio"-noun-es "engüeg"-noun-oc
"anuèg"-noun-oc "tedio"-noun-es
"anuèg"-noun-oc "aburrimiento"-noun-es
"engüeg"-noun-oc "tedio"-noun-es
"engüeg"-noun-oc "aburrimiento"-noun-es
"vessant"-noun-oc "ladera"-noun-es
"vessant"-noun-oc "vertiente"-noun-es
"ladera"-noun-es "vessant"-noun-oc
"vertiente"-noun-es "vessant"-noun-oc
"pesquèr"-noun-oc "pozo"-noun-es
"pozo"-noun-es "pesquèr"-noun-oc
"tendau"-noun-oc "toldo"-noun-es
"toldo"-noun-es "tendau"-noun-oc
"aprendizaje"-noun-es "aprenentatge"-noun-oc
"aprenentatge"-noun-oc "aprendizaje"-noun-es
"edad"-noun-es "edat"-noun-oc
"edat"-noun-oc "edad"-noun-es
"longmetratge"-noun-oc "largometraje"-noun-es
"largometraje"-noun-es "longmetratge"-noun-oc
"otratge"-noun-oc "ultraje"-noun-es
"ultraje"-noun-es "otratge"-noun-oc
"passatge"-noun-oc "pasaje"-noun-es
"pasaje"-noun-es "passatge"-noun-oc
"peatge"-noun-oc "peaje"-noun-es
"peaje"-noun-es "peatge"-noun-oc
"pelegrinatge"-noun-oc "peregrinaje"-noun-es
"peregrinaje"-noun-es "pelegrinatge"-noun-oc
"percentatge"-noun-oc "porcentaje"-noun-es
"porcentaje"-noun-es "percentatge"-noun-oc
"personatge"-noun-oc "personaje"-noun-es
"personaje"-noun-es "personatge"-noun-oc
"reciclatge"-noun-oc "reciclaje"-noun-es
"reciclaje"-noun-es "reciclatge"-noun-oc
"reglament"-noun-oc "reglamento"-noun-es
"reglamento"-noun-es "reglament"-noun-oc
"rodatge"-noun-oc "rodaje"-noun-es
"rodaje"-noun-es "rodatge"-noun-oc
"sabotatge"-noun-oc "sabotaje"-noun-es
"sabotaje"-noun-es "sabotatge"-noun-oc
"sondatge"-noun-oc "sondeo"-noun-es
"sondeo"-noun-es "sondatge"-noun-oc
"viatge"-noun-oc "viaje"-noun-es
"viaje"-noun-es "viatge"-noun-oc
"voltatge"-noun-oc "voltaje"-noun-es
"voltaje"-noun-es "voltatge"-noun-oc
"vivienda"-noun-es "viuenda"-noun-oc
"vivienda"-noun-es "vivenda"-noun-oc
"viuenda"-noun-oc "vivienda"-noun-es
"vivenda"-noun-oc "vivienda"-noun-es
"regatge"-noun-oc "estela"-noun-es
"estela"-noun-es "regatge"-noun-oc
"amorièr"-noun-oc "morera"-noun-es
"morera"-noun-es "amorièr"-noun-oc
"castanhièr"-noun-oc "castaño"-noun-es
"castaño"-noun-es "castanhièr"-noun-oc
"castaño"-noun-es "castanhèr"-noun-oc
"castanhèr"-noun-oc "castaño"-noun-es
"activisme"-noun-oc "activismo"-noun-es
"activismo"-noun-es "activisme"-noun-oc
"analfabetisme"-noun-oc "analfabetismo"-noun-es
"analfabetismo"-noun-es "analfabetisme"-noun-oc
"associacionisme"-noun-oc "asociacionismo"-noun-es
"asociacionismo"-noun-es "associacionisme"-noun-oc
"cataclisme"-noun-oc "cataclismo"-noun-es
"cataclismo"-noun-es "cataclisme"-noun-oc
"anticatalanisme"-noun-oc "anticatalanismo"-noun-es
"anticatalanismo"-noun-es "anticatalanisme"-noun-oc
"cinisme"-noun-oc "cinismo"-noun-es
"cinismo"-noun-es "cinisme"-noun-oc
"civisme"-noun-oc "civismo"-noun-es
"civismo"-noun-es "civisme"-noun-oc
"creacionisme"-noun-oc "creacionismo"-noun-es
"creacionismo"-noun-es "creacionisme"-noun-oc
"europeisme"-noun-oc "europeísmo"-noun-es
"europeísmo"-noun-es "europeisme"-noun-oc
"fascisme"-noun-oc "fascismo"-noun-es
"fascismo"-noun-es "fascisme"-noun-oc
"franquisme"-noun-oc "franquismo"-noun-es
"franquismo"-noun-es "franquisme"-noun-oc
"leninisme"-noun-oc "leninismo"-noun-es
"leninismo"-noun-es "leninisme"-noun-oc
"magnetisme"-noun-oc "magnetismo"-noun-es
"magnetismo"-noun-es "magnetisme"-noun-oc
"mecanisme"-noun-oc "mecanismo"-noun-es
"mecanismo"-noun-es "mecanisme"-noun-oc
"organisme"-noun-oc "organismo"-noun-es
"organismo"-noun-es "organisme"-noun-oc
"patriotisme"-noun-oc "patriotismo"-noun-es
"patriotismo"-noun-es "patriotisme"-noun-oc
"protagonisme"-noun-oc "protagonismo"-noun-es
"protagonismo"-noun-es "protagonisme"-noun-oc
"terrorisme"-noun-oc "terrorismo"-noun-es
"terrorismo"-noun-es "terrorisme"-noun-oc
"totalitarisme"-noun-oc "totalitarismo"-noun-es
"totalitarismo"-noun-es "totalitarisme"-noun-oc
"urbanisme"-noun-oc "urbanismo"-noun-es
"urbanismo"-noun-es "urbanisme"-noun-oc
"particularisme"-noun-oc "particularismo"-noun-es
"particularismo"-noun-es "particularisme"-noun-oc
"populisme"-noun-oc "populismo"-noun-es
"populismo"-noun-es "populisme"-noun-oc
"argument"-noun-oc "argumento"-noun-es
"argumento"-noun-es "argument"-noun-oc
"bombardament"-noun-oc "bombardeo"-noun-es
"bombardeo"-noun-es "bombardament"-noun-oc
"classament"-noun-oc "ranking"-noun-es
"ranking"-noun-es "classament"-noun-oc
"comportament"-noun-oc "comportamiento"-noun-es
"comportamiento"-noun-es "comportament"-noun-oc
"consentiment"-noun-oc "consentimiento"-noun-es
"consentimiento"-noun-es "consentiment"-noun-oc
"emplaçament"-noun-oc "emplazamiento"-noun-es
"emplazamiento"-noun-es "emplaçament"-noun-oc
"finançament"-noun-oc "financiación"-noun-es
"financiación"-noun-es "finançament"-noun-oc
"financiación"-noun-es "financiacion"-noun-oc
"financiacion"-noun-oc "financiación"-noun-es
"isolament"-noun-oc "aislamiento"-noun-es
"aislamiento"-noun-es "isolament"-noun-oc
"jutjament"-noun-oc "dictamen"-noun-es
"dictamen"-noun-es "jutjament"-noun-oc
"dictamen"-noun-es "dictamen"-noun-oc
"dictamen"-noun-oc "dictamen"-noun-es
"medicament"-noun-oc "fármaco"-noun-es
"fármaco"-noun-es "medicament"-noun-oc
"monument"-noun-oc "monumento"-noun-es
"monumento"-noun-es "monument"-noun-oc
"pagament"-noun-oc "pago"-noun-es
"pago"-noun-es "pagament"-noun-oc
"parlament"-noun-oc "parlamento"-noun-es
"parlamento"-noun-es "parlament"-noun-oc
"posicionament"-noun-oc "posicionamiento"-noun-es
"posicionamiento"-noun-es "posicionament"-noun-oc
"remplaçament"-noun-oc "remplazo"-noun-es
"remplaçament"-noun-oc "reemplazo"-noun-es
"remplazo"-noun-es "remplaçament"-noun-oc
"reemplazo"-noun-es "remplaçament"-noun-oc
"replegament"-noun-oc "repliegue"-noun-es
"repliegue"-noun-es "replegament"-noun-oc
"seguiment"-noun-oc "seguimiento"-noun-es
"seguimiento"-noun-es "seguiment"-noun-oc
"sentiment"-noun-oc "sentimiento"-noun-es
"sentimiento"-noun-es "sentiment"-noun-oc
"suplement"-noun-oc "suplemento"-noun-es
"suplemento"-noun-es "suplement"-noun-oc
"tractament"-noun-oc "procesamiento"-noun-es
"tractament"-noun-oc "tratamiento"-noun-es
"procesamiento"-noun-es "tractament"-noun-oc
"tratamiento"-noun-es "tractament"-noun-oc
"fonèma"-noun-oc "fonema"-noun-es
"fonema"-noun-es "fonèma"-noun-oc
"activista"-noun-oc "activista"-noun-es
"activista"-noun-es "activista"-noun-oc
"especialista"-noun-oc "especialista"-noun-es
"especialista"-noun-es "especialista"-noun-oc
"guitarrista"-noun-oc "guitarrista"-noun-es
"guitarrista"-noun-es "guitarrista"-noun-oc
"scenarista"-noun-oc "guionista"-noun-es
"guionista"-noun-es "scenarista"-noun-oc
"sindicalista"-noun-oc "sindicalista"-noun-es
"sindicalista"-noun-es "sindicalista"-noun-oc
"baujum"-noun-oc "locura"-noun-es
"locura"-noun-es "baujum"-noun-oc
"caza"-noun-es "caça"-noun-oc
"caça"-noun-oc "caza"-noun-es
"agenda"-noun-es "agenda"-noun-oc
"agenda"-noun-oc "agenda"-noun-es
"agenda"-noun-oc "dietario"-noun-es
"carne"-noun-es "companatge"-noun-oc
"companatge"-noun-oc "carne"-noun-es
"noche"-noun-es "net"-noun-oc
"net"-noun-oc "noche"-noun-es
"tatà"-noun-oc "tía"-noun-es
"tía"-noun-es "tatà"-noun-oc
"amargantor"-noun-oc "amargura"-noun-es
"amargura"-noun-es "amargantor"-noun-oc
"amargura"-noun-es "amaror"-noun-oc
"amargura"-noun-es "amaresa"-noun-oc
"amargura"-noun-es "amarum"-noun-oc
"amaror"-noun-oc "amargura"-noun-es
"amaresa"-noun-oc "amargura"-noun-es
