"n'importe quel"-determiner-fr "qualsevol"-determiner-ca
"ouverture"-noun-fr "obertura"-noun-ca
"obertura"-noun-ca "ouverture"-noun-fr
"aparença"-noun-ca "apparence"-noun-fr
"apparence"-noun-fr "aparença"-noun-ca
"façade"-noun-fr "façana"-noun-ca
"façana"-noun-ca "façade"-noun-fr
"reproducció"-noun-ca "reproduction"-noun-fr
"reproduction"-noun-fr "reproducció"-noun-ca
"èmfasi"-noun-ca "accent"-noun-fr
"accent"-noun-fr "èmfasi"-noun-ca
"accent"-noun-fr "accent"-noun-ca
"accent"-noun-ca "accent"-noun-fr
"trompa"-noun-ca "trompe"-noun-fr
"trompe"-noun-fr "trompa"-noun-ca
"ploma"-noun-ca "plume"-noun-fr
"plume"-noun-fr "ploma"-noun-ca
"gorra"-noun-ca "bonnet"-noun-fr
"bonnet"-noun-fr "gorra"-noun-ca
"prise"-noun-fr "presa"-noun-ca
"presa"-noun-ca "prise"-noun-fr
"puits"-noun-fr "pou"-noun-ca
"pou"-noun-ca "puits"-noun-fr
"xemeneia"-noun-ca "cheminée"-noun-fr
"cheminée"-noun-fr "xemeneia"-noun-ca
"rente"-noun-fr "renda"-noun-ca
"renda"-noun-ca "rente"-noun-fr
"rèplica"-noun-ca "réplique"-noun-fr
"réplique"-noun-fr "rèplica"-noun-ca
"resposta"-noun-ca "réponse"-noun-fr
"réponse"-noun-fr "resposta"-noun-ca
"défi"-noun-fr "desafiament"-noun-ca
"desafiament"-noun-ca "défi"-noun-fr
"deuil"-noun-fr "dol"-noun-ca
"dol"-noun-ca "deuil"-noun-fr
"engany"-noun-ca "tromperie"-noun-fr
"tromperie"-noun-fr "engany"-noun-ca
"sensation"-noun-fr "sensació"-noun-ca
"sensació"-noun-ca "sensation"-noun-fr
"repercussió"-noun-ca "répercussion"-noun-fr
"répercussion"-noun-fr "repercussió"-noun-ca
"error"-noun-ca "erreur"-noun-fr
"error"-noun-ca "maldonne"-noun-fr
"erreur"-noun-fr "error"-noun-ca
"erreur"-noun-fr "equivocació"-noun-ca
"maldonne"-noun-fr "error"-noun-ca
"equivocació"-noun-ca "erreur"-noun-fr
"mal"-noun-ca "mal"-noun-fr
"mal"-noun-fr "mal"-noun-ca
"lésion"-noun-fr "lesió"-noun-ca
"lesió"-noun-ca "lésion"-noun-fr
"dolor"-noun-ca "douleur"-noun-fr
"douleur"-noun-fr "dolor"-noun-ca
"provocation"-noun-fr "provocació"-noun-ca
"provocació"-noun-ca "provocation"-noun-fr
"aversió"-noun-ca "aversion"-noun-fr
"aversion"-noun-fr "aversió"-noun-ca
"manera"-noun-ca "manière"-noun-fr
"manera"-noun-ca "façon"-noun-fr
"manière"-noun-fr "manera"-noun-ca
"façon"-noun-fr "manera"-noun-ca
"mode"-noun-ca "mode"-noun-fr
"mode"-noun-fr "mode"-noun-ca
"mode"-noun-fr "moda"-noun-ca
"moda"-noun-ca "mode"-noun-fr
"geste"-noun-fr "gest"-noun-ca
"gest"-noun-ca "geste"-noun-fr
"despesa"-noun-ca "dépense"-noun-fr
"dépense"-noun-fr "despesa"-noun-ca
"consum"-noun-ca "consommation"-noun-fr
"consommation"-noun-fr "consum"-noun-ca
"assassinat"-noun-ca "assassinat"-noun-fr
"assassinat"-noun-fr "assassinat"-noun-ca
"homicidi"-noun-ca "meurtre"-noun-fr
"meurtre"-noun-fr "homicidi"-noun-ca
"assassí"-noun-ca "assassin"-noun-fr
"assassin"-noun-fr "assassí"-noun-ca
"matança"-noun-ca "tuerie"-noun-fr
"tuerie"-noun-fr "matança"-noun-ca
"branca"-noun-ca "branche"-noun-fr
"branche"-noun-fr "branca"-noun-ca
"bifurcation"-noun-fr "bifurcació"-noun-ca
"bifurcació"-noun-ca "bifurcation"-noun-fr
"fourchette"-noun-fr "forquilla"-noun-ca
"forquilla"-noun-ca "fourchette"-noun-fr
"pic"-noun-ca "pioche"-noun-fr
"pioche"-noun-fr "pic"-noun-ca
"embouchure"-noun-fr "desembocadura"-noun-ca
"desembocadura"-noun-ca "embouchure"-noun-fr
"vase"-noun-fr "gerro"-noun-ca
"gerro"-noun-ca "vase"-noun-fr
"gerro"-noun-ca "pichet"-noun-fr
"pichet"-noun-fr "gerro"-noun-ca
"outil"-noun-fr "eina"-noun-ca
"eina"-noun-ca "outil"-noun-fr
"instrument"-noun-ca "instrument"-noun-fr
"instrument"-noun-fr "instrument"-noun-ca
"utilité"-noun-fr "utilitat"-noun-ca
"utilitat"-noun-ca "utilité"-noun-fr
"récipient"-noun-fr "recipient"-noun-ca
"recipient"-noun-ca "récipient"-noun-fr
"fang"-noun-ca "boue"-noun-fr
"boue"-noun-fr "fang"-noun-ca
"cuir"-noun-ca "cuir"-noun-fr
"cuir"-noun-fr "cuir"-noun-ca
"conclusió"-noun-ca "conclusion"-noun-fr
"conclusió"-noun-ca "constat"-noun-fr
"conclusion"-noun-fr "conclusió"-noun-ca
"constat"-noun-fr "conclusió"-noun-ca
"terme"-noun-fr "terme"-noun-ca
"terme"-noun-fr "termini"-noun-ca
"terme"-noun-ca "terme"-noun-fr
"termini"-noun-ca "terme"-noun-fr
"membre"-noun-ca "membre"-noun-fr
"membre"-noun-fr "membre"-noun-ca
"component"-noun-ca "composant"-noun-fr
"composant"-noun-fr "component"-noun-ca
"fin"-noun-fr "final"-noun-ca
"final"-noun-ca "fin"-noun-fr
"profondeur"-noun-fr "profunditat"-noun-ca
"profondeur"-noun-fr "fondària"-noun-ca
"profunditat"-noun-ca "profondeur"-noun-fr
"fondària"-noun-ca "profondeur"-noun-fr
"rerefons"-noun-ca "fond"-noun-fr
"sou"-noun-ca "salaire"-noun-fr
"salaire"-noun-fr "sou"-noun-ca
"salaire"-noun-fr "salari"-noun-ca
"salari"-noun-ca "salaire"-noun-fr
"parcel·la"-noun-ca "parcelle"-noun-fr
"parcelle"-noun-fr "parcel·la"-noun-ca
"terrain"-noun-fr "terreny"-noun-ca
"terreny"-noun-ca "terrain"-noun-fr
"departament"-noun-ca "département"-noun-fr
"département"-noun-fr "departament"-noun-ca
"secció"-noun-ca "section"-noun-fr
"section"-noun-fr "secció"-noun-ca
"paragraphe"-noun-fr "paràgraf"-noun-ca
"paràgraf"-noun-ca "paragraphe"-noun-fr
"clause"-noun-fr "clàusula"-noun-ca
"clàusula"-noun-ca "clause"-noun-fr
"cavaller"-noun-ca "cavalier"-noun-fr
"cavalier"-noun-fr "cavaller"-noun-ca
"étendue"-noun-fr "extensió"-noun-ca
"extensió"-noun-ca "étendue"-noun-fr
"extensió"-noun-ca "extension"-noun-fr
"extension"-noun-fr "extensió"-noun-ca
"grandeur"-noun-fr "grandesa"-noun-ca
"grandesa"-noun-ca "grandeur"-noun-fr
"membrane"-noun-fr "membrana"-noun-ca
"membrana"-noun-ca "membrane"-noun-fr
"volta"-noun-ca "tour"-noun-fr
"tour"-noun-fr "volta"-noun-ca
"tour"-noun-fr "tanda"-noun-ca
"tour"-noun-fr "torre"-noun-ca
"tanda"-noun-ca "tour"-noun-fr
"torre"-noun-ca "tour"-noun-fr
"rotació"-noun-ca "rotation"-noun-fr
"rotation"-noun-fr "rotació"-noun-ca
"fórmula"-noun-ca "formule"-noun-fr
"formule"-noun-fr "fórmula"-noun-ca
"permanence"-noun-fr "permanència"-noun-ca
"permanència"-noun-ca "permanence"-noun-fr
"metro"-noun-ca "métro"-noun-fr
"métro"-noun-fr "metro"-noun-ca
"celler"-noun-ca "cave"-noun-fr
"cave"-noun-fr "celler"-noun-ca
"règle"-noun-fr "regla"-noun-ca
"regla"-noun-ca "règle"-noun-fr
"norma"-noun-ca "norme"-noun-fr
"norme"-noun-fr "norma"-noun-ca
"estàndard"-noun-ca "standard"-noun-fr
"standard"-noun-fr "estàndard"-noun-ca
"patron"-noun-fr "patró"-noun-ca
"patró"-noun-ca "patron"-noun-fr
"funcionari"-noun-ca "fonctionnaire"-noun-fr
"fonctionnaire"-noun-fr "funcionari"-noun-ca
"treballador"-noun-ca "travailleur"-noun-fr
"travailleur"-noun-fr "treballador"-noun-ca
"ouvrier"-noun-fr "obrer"-noun-ca
"obrer"-noun-ca "ouvrier"-noun-fr
"entrepreneur"-noun-fr "empresari"-noun-ca
"empresari"-noun-ca "entrepreneur"-noun-fr
"tutor"-noun-ca "tuteur"-noun-fr
"tuteur"-noun-fr "tutor"-noun-ca
"habitant"-noun-fr "habitant"-noun-ca
"habitant"-noun-ca "habitant"-noun-fr
"conseiller"-noun-fr "conseller"-noun-ca
"conseiller"-noun-fr "assessor"-noun-ca
"conseller"-noun-ca "conseiller"-noun-fr
"assessor"-noun-ca "conseiller"-noun-fr
"citoyen"-noun-fr "ciutadà"-noun-ca
"ciutadà"-noun-ca "citoyen"-noun-fr
"model"-noun-ca "modèle"-noun-fr
"modèle"-noun-fr "model"-noun-ca
"abast"-noun-ca "portée"-noun-fr
"portée"-noun-fr "abast"-noun-ca
"longueur"-noun-fr "longitud"-noun-ca
"longitud"-noun-ca "longueur"-noun-fr
"longitud"-noun-ca "longitude"-noun-fr
"longitude"-noun-fr "longitud"-noun-ca
"longitude"-noun-fr "llargària"-noun-ca
"llargària"-noun-ca "longitude"-noun-fr
"passió"-noun-ca "passion"-noun-fr
"passion"-noun-fr "passió"-noun-ca
"llum"-noun-ca "lumière"-noun-fr
"lumière"-noun-fr "llum"-noun-ca
"campió"-noun-ca "champion"-noun-fr
"champion"-noun-fr "campió"-noun-ca
"talent"-noun-fr "talent"-noun-ca
"talent"-noun-ca "talent"-noun-fr
"humor"-noun-ca "humour"-noun-fr
"humor"-noun-ca "humeur"-noun-fr
"humour"-noun-fr "humor"-noun-ca
"humeur"-noun-fr "humor"-noun-ca
"eliminació"-noun-ca "élimination"-noun-fr
"élimination"-noun-fr "eliminació"-noun-ca
"creença"-noun-ca "croyance"-noun-fr
"croyance"-noun-fr "creença"-noun-ca
"abolition"-noun-fr "abolició"-noun-ca
"abolició"-noun-ca "abolition"-noun-fr
"exception"-noun-fr "excepció"-noun-ca
"excepció"-noun-ca "exception"-noun-fr
"constitution"-noun-fr "constitució"-noun-ca
"constitució"-noun-ca "constitution"-noun-fr
"compétition"-noun-fr "competició"-noun-ca
"competició"-noun-ca "compétition"-noun-fr
"competició"-noun-ca "competition"-noun-fr
"competition"-noun-fr "competició"-noun-ca
"concurrence"-noun-fr "competència"-noun-ca
"competència"-noun-ca "concurrence"-noun-fr
"competència"-noun-ca "compétence"-noun-fr
"compétence"-noun-fr "competència"-noun-ca
"qualification"-noun-fr "qualificació"-noun-ca
"qualificació"-noun-ca "qualification"-noun-fr
"modificació"-noun-ca "modification"-noun-fr
"modification"-noun-fr "modificació"-noun-ca
"efficacité"-noun-fr "eficàcia"-noun-ca
"eficàcia"-noun-ca "efficacité"-noun-fr
"força"-noun-ca "force"-noun-fr
"force"-noun-fr "força"-noun-ca
"pensament"-noun-ca "pensée"-noun-fr
"pensée"-noun-fr "pensament"-noun-ca
"mentalitat"-noun-ca "mentalité"-noun-fr
"mentalité"-noun-fr "mentalitat"-noun-ca
"esprit"-noun-fr "ment"-noun-ca
"esprit"-noun-fr "esperit"-noun-ca
"ment"-noun-ca "esprit"-noun-fr
"esperit"-noun-ca "esprit"-noun-fr
"âme"-noun-fr "ànima"-noun-ca
"ànima"-noun-ca "âme"-noun-fr
"arme"-noun-fr "arma"-noun-ca
"arma"-noun-ca "arme"-noun-fr
"gelosia"-noun-ca "jalousie"-noun-fr
"jalousie"-noun-fr "gelosia"-noun-ca
"molèstia"-noun-ca "gêne"-noun-fr
"gêne"-noun-fr "molèstia"-noun-ca
"complicació"-noun-ca "complication"-noun-fr
"complication"-noun-fr "complicació"-noun-ca
"implicació"-noun-ca "implication"-noun-fr
"implication"-noun-fr "implicació"-noun-ca
"problème"-noun-fr "problema"-noun-ca
"problema"-noun-ca "problème"-noun-fr
"dificultat"-noun-ca "difficulté"-noun-fr
"difficulté"-noun-fr "dificultat"-noun-ca
"desavantatge"-noun-ca "désavantage"-noun-fr
"désavantage"-noun-fr "desavantatge"-noun-ca
"prestation"-noun-fr "prestació"-noun-ca
"prestació"-noun-ca "prestation"-noun-fr
"millora"-noun-ca "amélioration"-noun-fr
"amélioration"-noun-fr "millora"-noun-ca
"destresa"-noun-ca "dextérité"-noun-fr
"dextérité"-noun-fr "destresa"-noun-ca
"nervi"-noun-ca "nerf"-noun-fr
"nerf"-noun-fr "nervi"-noun-ca
"efecte"-noun-ca "effet"-noun-fr
"effet"-noun-fr "efecte"-noun-ca
"montage"-noun-fr "muntatge"-noun-ca
"muntatge"-noun-ca "montage"-noun-fr
"truc"-noun-ca "truc"-noun-fr
"truc"-noun-fr "truc"-noun-ca
"grève"-noun-fr "vaga"-noun-ca
"vaga"-noun-ca "grève"-noun-fr
"tranquil·litat"-noun-ca "tranquillité"-noun-fr
"tranquillité"-noun-fr "tranquil·litat"-noun-ca
"calma"-noun-ca "calme"-noun-fr
"calme"-noun-fr "calma"-noun-ca
"heure"-noun-fr "hora"-noun-ca
"hora"-noun-ca "heure"-noun-fr
"temps"-noun-fr "temps"-noun-ca
"temps"-noun-ca "temps"-noun-fr
"moment"-noun-ca "moment"-noun-fr
"moment"-noun-fr "moment"-noun-ca
"ère"-noun-fr "era"-noun-ca
"era"-noun-ca "ère"-noun-fr
"època"-noun-ca "époque"-noun-fr
"époque"-noun-fr "època"-noun-ca
"cercle"-noun-fr "cercle"-noun-ca
"cercle"-noun-ca "cercle"-noun-fr
"cercle"-noun-ca "rond"-noun-fr
"rond"-noun-fr "cercle"-noun-ca
"ronda"-noun-ca "ronde"-noun-fr
"ronde"-noun-fr "ronda"-noun-ca
"carro"-noun-ca "char"-noun-fr
"char"-noun-fr "carro"-noun-ca
"wagon"-noun-fr "vagó"-noun-ca
"vagó"-noun-ca "wagon"-noun-fr
"industrie"-noun-fr "indústria"-noun-ca
"indústria"-noun-ca "industrie"-noun-fr
"ceba"-noun-ca "oignon"-noun-fr
"oignon"-noun-fr "ceba"-noun-ca
"ximpleria"-noun-ca "sottise"-noun-fr
"sottise"-noun-fr "ximpleria"-noun-ca
"contrôle"-noun-fr "control"-noun-ca
"control"-noun-ca "contrôle"-noun-fr
"atrocitat"-noun-ca "atrocité"-noun-fr
"atrocité"-noun-fr "atrocitat"-noun-ca
"suspensió"-noun-ca "suspension"-noun-fr
"suspension"-noun-fr "suspensió"-noun-ca
"via"-noun-ca "voie"-noun-fr
"voie"-noun-fr "via"-noun-ca
"voie"-noun-fr "carril"-noun-ca
"carril"-noun-ca "voie"-noun-fr
"veine"-noun-fr "vena"-noun-ca
"vena"-noun-ca "veine"-noun-fr
"inspiració"-noun-ca "inspiration"-noun-fr
"inspiration"-noun-fr "inspiració"-noun-ca
"chemin de fer"-noun-fr "ferrocarril"-noun-ca
"ferrocarril"-noun-ca "chemin de fer"-noun-fr
"passadís"-noun-ca "couloir"-noun-fr
"couloir"-noun-fr "passadís"-noun-ca
"corridor"-noun-fr "corredor"-noun-ca
"corredor"-noun-ca "corridor"-noun-fr
"galerie"-noun-fr "galeria"-noun-ca
"galeria"-noun-ca "galerie"-noun-fr
"défaite"-noun-fr "derrota"-noun-ca
"derrota"-noun-ca "défaite"-noun-fr
"jubilació"-noun-ca "retraite"-noun-fr
"retraite"-noun-fr "jubilació"-noun-ca
"retard"-noun-fr "retard"-noun-ca
"retard"-noun-ca "retard"-noun-fr
"ase"-noun-ca "âne"-noun-fr
"âne"-noun-fr "ase"-noun-ca
"âne"-noun-fr "burro"-noun-ca
"burro"-noun-ca "âne"-noun-fr
"fuite"-noun-fr "fugida"-noun-ca
"fuite"-noun-fr "fuga"-noun-ca
"fugida"-noun-ca "fuite"-noun-fr
"fuga"-noun-ca "fuite"-noun-fr
"vol"-noun-fr "vol"-noun-ca
"vol"-noun-fr "robatori"-noun-ca
"vol"-noun-ca "vol"-noun-fr
"robatori"-noun-ca "vol"-noun-fr
"troupeau"-noun-fr "ramat"-noun-ca
"ramat"-noun-ca "troupeau"-noun-fr
"bétail"-noun-fr "bestiar"-noun-ca
"bestiar"-noun-ca "bétail"-noun-fr
"buit"-noun-ca "vide"-noun-fr
"vide"-noun-fr "buit"-noun-ca
"dèficit"-noun-ca "déficit"-noun-fr
"déficit"-noun-fr "dèficit"-noun-ca
"suma"-noun-ca "somme"-noun-fr
"somme"-noun-fr "suma"-noun-ca
"addition"-noun-fr "addició"-noun-ca
"addició"-noun-ca "addition"-noun-fr
"nota"-noun-ca "note"-noun-fr
"nota"-noun-ca "notice"-noun-fr
"note"-noun-fr "nota"-noun-ca
"notice"-noun-fr "nota"-noun-ca
"comentari"-noun-ca "commentaire"-noun-fr
"commentaire"-noun-fr "comentari"-noun-ca
"vacances"-noun-ca "vacances"-noun-fr
"vacances"-noun-fr "vacances"-noun-ca
"chômage"-noun-fr "atur"-noun-ca
"atur"-noun-ca "chômage"-noun-fr
"chaîne"-noun-fr "cadena"-noun-ca
"cadena"-noun-ca "chaîne"-noun-fr
"canal"-noun-ca "canal"-noun-fr
"canal"-noun-fr "canal"-noun-ca
"saison"-noun-fr "temporada"-noun-ca
"saison"-noun-fr "estació"-noun-ca
"temporada"-noun-ca "saison"-noun-fr
"estació"-noun-ca "saison"-noun-fr
"estació"-noun-ca "gare"-noun-fr
"gare"-noun-fr "estació"-noun-ca
"trencament"-noun-ca "rupture"-noun-fr
"rupture"-noun-fr "trencament"-noun-ca
"rupture"-noun-fr "ruptura"-noun-ca
"ruptura"-noun-ca "rupture"-noun-fr
"respiració"-noun-ca "respiration"-noun-fr
"respiration"-noun-fr "respiració"-noun-ca
"capacitat"-noun-ca "capacité"-noun-fr
"capacité"-noun-fr "capacitat"-noun-ca
"liceu"-noun-ca "lycée"-noun-fr
"lycée"-noun-fr "liceu"-noun-ca
"barca"-noun-ca "barque"-noun-fr
"barque"-noun-fr "barca"-noun-ca
"collège"-noun-fr "col·legi"-noun-ca
"col·legi"-noun-ca "collège"-noun-fr
"école"-noun-fr "escola"-noun-ca
"escola"-noun-ca "école"-noun-fr
"enquesta"-noun-ca "enquête"-noun-fr
"enquête"-noun-fr "enquesta"-noun-ca
"estudi"-noun-ca "étude"-noun-fr
"étude"-noun-fr "estudi"-noun-ca
"concours"-noun-fr "concurs"-noun-ca
"concurs"-noun-ca "concours"-noun-fr
"scrutin"-noun-fr "escrutini"-noun-ca
"escrutini"-noun-ca "scrutin"-noun-fr
"mandat"-noun-fr "mandat"-noun-ca
"mandat"-noun-ca "mandat"-noun-fr
"ordination"-noun-fr "ordenació"-noun-ca
"ordenació"-noun-ca "ordination"-noun-fr
"portal"-noun-ca "portail"-noun-fr
"portail"-noun-fr "portal"-noun-ca
"vestíbul"-noun-ca "vestibule"-noun-fr
"vestibule"-noun-fr "vestíbul"-noun-ca
"désillusion"-noun-fr "desil·lusió"-noun-ca
"desil·lusió"-noun-ca "désillusion"-noun-fr
"déception"-noun-fr "decepció"-noun-ca
"decepció"-noun-ca "déception"-noun-fr
"négation"-noun-fr "negació"-noun-ca
"negació"-noun-ca "négation"-noun-fr
"ensenyament"-noun-ca "enseignement"-noun-fr
"enseignement"-noun-fr "ensenyament"-noun-ca
"avenue"-noun-fr "avinguda"-noun-ca
"avinguda"-noun-ca "avenue"-noun-fr
"excursió"-noun-ca "excursion"-noun-fr
"excursion"-noun-fr "excursió"-noun-ca
"empreinte"-noun-fr "petjada"-noun-ca
"petjada"-noun-ca "empreinte"-noun-fr
"rastre"-noun-ca "trace"-noun-fr
"trace"-noun-fr "rastre"-noun-ca
"trace"-noun-fr "traça"-noun-ca
"traça"-noun-ca "trace"-noun-fr
"vestigi"-noun-ca "vestige"-noun-fr
"vestige"-noun-fr "vestigi"-noun-ca
"il·lusió"-noun-ca "illusion"-noun-fr
"illusion"-noun-fr "il·lusió"-noun-ca
"plaer"-noun-ca "plaisir"-noun-fr
"plaisir"-noun-fr "plaer"-noun-ca
"assaig"-noun-ca "essai"-noun-fr
"intent"-noun-ca "tentative"-noun-fr
"tentative"-noun-fr "intent"-noun-ca
"démonstration"-noun-fr "demostració"-noun-ca
"demostració"-noun-ca "démonstration"-noun-fr
"application"-noun-fr "aplicació"-noun-ca
"aplicació"-noun-ca "application"-noun-fr
"description"-noun-fr "descripció"-noun-ca
"descripció"-noun-ca "description"-noun-fr
"attention"-noun-fr "atenció"-noun-ca
"atenció"-noun-ca "attention"-noun-fr
"contradicció"-noun-ca "contradiction"-noun-fr
"contradiction"-noun-fr "contradicció"-noun-ca
"assistance"-noun-fr "assistència"-noun-ca
"assistència"-noun-ca "assistance"-noun-fr
"corba"-noun-ca "courbe"-noun-fr
"courbe"-noun-fr "corba"-noun-ca
"comerç"-noun-ca "commerce"-noun-fr
"commerce"-noun-fr "comerç"-noun-ca
"maison"-noun-fr "casa"-noun-ca
"casa"-noun-ca "maison"-noun-fr
"banca"-noun-ca "banque"-noun-fr
"banque"-noun-fr "banca"-noun-ca
"banque"-noun-fr "banc"-noun-ca
"banc"-noun-fr "banc"-noun-ca
"banc"-noun-ca "banque"-noun-fr
"banc"-noun-ca "banc"-noun-fr
"pied"-noun-fr "peu"-noun-ca
"peu"-noun-ca "pied"-noun-fr
"noyau"-noun-fr "nucli"-noun-ca
"nucli"-noun-ca "noyau"-noun-fr
"cœur"-noun-fr "cor"-noun-ca
"cor"-noun-ca "cœur"-noun-fr
"perifèria"-noun-ca "périphérie"-noun-fr
"périphérie"-noun-fr "perifèria"-noun-ca
"formation"-noun-fr "formació"-noun-ca
"formació"-noun-ca "formation"-noun-fr
"configuració"-noun-ca "configuration"-noun-fr
"configuration"-noun-fr "configuració"-noun-ca
"corde"-noun-fr "corda"-noun-ca
"corda"-noun-ca "corde"-noun-fr
"insistència"-noun-ca "insistance"-noun-fr
"insistance"-noun-fr "insistència"-noun-ca
"afirmació"-noun-ca "affirmation"-noun-fr
"affirmation"-noun-fr "afirmació"-noun-ca
"revendication"-noun-fr "reivindicació"-noun-ca
"reivindicació"-noun-ca "revendication"-noun-fr
"article"-noun-ca "article"-noun-fr
"article"-noun-fr "article"-noun-ca
"missatger"-noun-ca "messager"-noun-fr
"messager"-noun-fr "missatger"-noun-ca
"panorama"-noun-fr "panorama"-noun-ca
"panorama"-noun-ca "panorama"-noun-fr
"flotte"-noun-fr "flota"-noun-ca
"flota"-noun-ca "flotte"-noun-fr
"exèrcit"-noun-ca "armée"-noun-fr
"armée"-noun-fr "exèrcit"-noun-ca
"concentration"-noun-fr "concentració"-noun-ca
"concentració"-noun-ca "concentration"-noun-fr
"accumulation"-noun-fr "acumulació"-noun-ca
"acumulació"-noun-ca "accumulation"-noun-fr
"chanson"-noun-fr "cançó"-noun-ca
"cançó"-noun-ca "chanson"-noun-fr
"cant"-noun-ca "chant"-noun-fr
"chant"-noun-fr "cant"-noun-ca
"parlament"-noun-ca "parlement"-noun-fr
"parlement"-noun-fr "parlament"-noun-ca
"tribunal"-noun-ca "tribunal"-noun-fr
"tribunal"-noun-fr "tribunal"-noun-ca
"cour"-noun-fr "cort"-noun-ca
"cort"-noun-ca "cour"-noun-fr
"roseau"-noun-fr "canya"-noun-ca
"canya"-noun-ca "roseau"-noun-fr
"sentit"-noun-ca "sens"-noun-fr
"sens"-noun-fr "sentit"-noun-ca
"comprensió"-noun-ca "compréhension"-noun-fr
"compréhension"-noun-fr "comprensió"-noun-ca
"gestió"-noun-ca "gestion"-noun-fr
"gestion"-noun-fr "gestió"-noun-ca
"presentació"-noun-ca "présentation"-noun-fr
"présentation"-noun-fr "presentació"-noun-ca
"recherche"-noun-fr "recerca"-noun-ca
"recherche"-noun-fr "investigació"-noun-ca
"recerca"-noun-ca "recherche"-noun-fr
"investigació"-noun-ca "recherche"-noun-fr
"investigació"-noun-ca "investigation"-noun-fr
"investigation"-noun-fr "investigació"-noun-ca
"persécution"-noun-fr "persecució"-noun-ca
"persecució"-noun-ca "persécution"-noun-fr
"persecució"-noun-ca "poursuite"-noun-fr
"poursuite"-noun-fr "persecució"-noun-ca
"négociation"-noun-fr "negociació"-noun-ca
"negociació"-noun-ca "négociation"-noun-fr
"sélection"-noun-fr "selecció"-noun-ca
"selecció"-noun-ca "sélection"-noun-fr
"bandera"-noun-ca "drapeau"-noun-fr
"bandera"-noun-ca "bannière"-noun-fr
"drapeau"-noun-fr "bandera"-noun-ca
"bannière"-noun-fr "bandera"-noun-ca
"population"-noun-fr "població"-noun-ca
"població"-noun-ca "population"-noun-fr
"gent"-noun-ca "gens"-noun-fr
"gens"-noun-fr "gent"-noun-ca
"passé"-noun-fr "passat"-noun-ca
"passat"-noun-ca "passé"-noun-fr
"atzar"-noun-ca "aléa"-noun-fr
"aléa"-noun-fr "atzar"-noun-ca
"futur"-noun-fr "futur"-noun-ca
"futur"-noun-ca "futur"-noun-fr
"llavor"-noun-ca "pépite"-noun-fr
"llavor"-noun-ca "semence"-noun-fr
"llavor"-noun-ca "graine"-noun-fr
"pépite"-noun-fr "llavor"-noun-ca
"semence"-noun-fr "llavor"-noun-ca
"graine"-noun-fr "llavor"-noun-ca
"origen"-noun-ca "origine"-noun-fr
"origine"-noun-fr "origen"-noun-ca
"successeur"-noun-fr "successor"-noun-ca
"successor"-noun-ca "successeur"-noun-fr
"astre"-noun-fr "astre"-noun-ca
"astre"-noun-ca "astre"-noun-fr
"escletxa"-noun-ca "fente"-noun-fr
"fente"-noun-fr "escletxa"-noun-ca
"fente"-noun-fr "esquerda"-noun-ca
"crevasse"-noun-fr "esquerda"-noun-ca
"esquerda"-noun-ca "fente"-noun-fr
"esquerda"-noun-ca "crevasse"-noun-fr
"sucursal"-noun-ca "succursale"-noun-fr
"succursale"-noun-fr "sucursal"-noun-ca
"ajut"-noun-ca "aide"-noun-fr
"aide"-noun-fr "ajut"-noun-ca
"assistent"-noun-ca "assistant"-noun-fr
"assistant"-noun-fr "assistent"-noun-ca
"criat"-noun-ca "valet"-noun-fr
"valet"-noun-fr "criat"-noun-ca
"servidor"-noun-ca "serveur"-noun-fr
"serveur"-noun-fr "servidor"-noun-ca
"font"-noun-ca "source"-noun-fr
"source"-noun-fr "font"-noun-ca
"opinion"-noun-fr "opinió"-noun-ca
"opinió"-noun-ca "opinion"-noun-fr
"jugement"-noun-fr "judici"-noun-ca
"judici"-noun-ca "jugement"-noun-fr
"mission"-noun-fr "missió"-noun-ca
"missió"-noun-ca "mission"-noun-fr
"générosité"-noun-fr "generositat"-noun-ca
"generositat"-noun-ca "générosité"-noun-fr
"motion"-noun-fr "moció"-noun-ca
"moció"-noun-ca "motion"-noun-fr
"mouvement"-noun-fr "moviment"-noun-ca
"moviment"-noun-ca "mouvement"-noun-fr
"tren"-noun-ca "train"-noun-fr
"train"-noun-fr "tren"-noun-ca
"pronòstic"-noun-ca "pronostic"-noun-fr
"pronostic"-noun-fr "pronòstic"-noun-ca
"senyal"-noun-ca "signal"-noun-fr
"signal"-noun-fr "senyal"-noun-ca
"occupation"-noun-fr "ocupació"-noun-ca
"ocupació"-noun-ca "occupation"-noun-fr
"fortalesa"-noun-ca "forteresse"-noun-fr
"forteresse"-noun-fr "fortalesa"-noun-ca
"estat"-noun-ca "état"-noun-fr
"état"-noun-fr "estat"-noun-ca
"législation"-noun-fr "legislació"-noun-ca
"legislació"-noun-ca "législation"-noun-fr
"épine"-noun-fr "espina"-noun-ca
"espina"-noun-ca "épine"-noun-fr
"càlcul"-noun-ca "calcul"-noun-fr
"calcul"-noun-fr "càlcul"-noun-ca
"compte"-noun-ca "compte"-noun-fr
