"l"-noun-oc "l"-noun-es
"mala"-noun-oc "baúl"-noun-es
"malautiá"-noun-oc "enfermedad"-noun-es
"maleta"-noun-oc "maleta"-noun-es
"malícia"-noun-oc "malicia"-noun-es
"mama"-noun-oc "mamá"-noun-es
"mama"-noun-oc "mama"-noun-es
"manaira"-noun-oc "hacha"-noun-es
"manièra"-noun-oc "modo"-noun-es
"manièra"-noun-oc "manera"-noun-es
"manièira"-noun-oc "manera"-noun-es
"maquina"-noun-oc "máquina"-noun-es
"maquinària"-noun-oc "maquinaria"-noun-es
"marcha"-noun-oc "andadura"-noun-es
"marcha"-noun-oc "marcha"-noun-es
"marieta"-noun-oc "maricón"-noun-es
"marieta"-noun-oc "mariquita"-noun-es
"marijuana"-noun-oc "marihuana"-noun-es
"mariòta"-noun-oc "títere"-noun-es
"mascadura"-noun-oc "carne"-noun-es
"mascòta"-noun-oc "mascota"-noun-es
"massa"-noun-oc "masa"-noun-es
"matèria"-noun-oc "asignatura"-noun-es
"matèria"-noun-oc "materia"-noun-es
"matinada"-noun-oc "madrugada"-noun-es
"medalha"-noun-oc "medalla"-noun-es
"medecina"-noun-oc "medicina"-noun-es
"memòria"-noun-oc "memoria"-noun-es
"mena"-noun-oc "tipo"-noun-es
"minuta"-noun-oc "minuto"-noun-es
"missa"-noun-oc "misa"-noun-es
"messa"-noun-oc "misa"-noun-es
"messorga"-noun-oc "mentira"-noun-es
"mesura"-noun-oc "medida"-noun-es
"metafòra"-noun-oc "metáfora"-noun-es
"microbiologia"-noun-oc "microbiología"-noun-es
"mielhora"-noun-oc "mejora"-noun-es
"melhorança"-noun-oc "mejora"-noun-es
"melhorament"-noun-oc "mejora"-noun-es
"milgrana"-noun-oc "granada"-noun-es
"milícia"-noun-oc "milicia"-noun-es
"mina"-noun-oc "mina"-noun-es
"misèria"-noun-oc "miseria"-noun-es
"miugrana"-noun-oc "granada"-noun-es
"mòda"-noun-oc "moda"-noun-es
"molecula"-noun-oc "molécula"-noun-es
"momia"-noun-oc "momia"-noun-es
"monarquia"-noun-oc "monarquía"-noun-es
"moneda"-noun-oc "moneda"-noun-es
"mongeta"-noun-oc "habichuela"-noun-es
"mongeta"-noun-oc "alubia"-noun-es
"montanha"-noun-oc "monte"-noun-es
"montanha"-noun-oc "montaña"-noun-es
"montilha"-noun-oc "duna"-noun-es
"mora"-noun-oc "molla"-noun-es
"mora"-noun-oc "miga"-noun-es
"moratòria"-noun-oc "moratoria"-noun-es
"morfologia"-noun-oc "morfología"-noun-es
"mosca"-noun-oc "mosca"-noun-es
"mostacha"-noun-oc "bigote"-noun-es
"motocicleta"-noun-oc "motocicleta"-noun-es
"multa"-noun-oc "multa"-noun-es
"musica"-noun-oc "música"-noun-es
"naturalesa"-noun-oc "naturaleza"-noun-es
"natura"-noun-oc "naturaleza"-noun-es
"natura"-noun-oc "natura"-noun-es
"negativa"-noun-oc "negativa"-noun-es
"negligéncia"-noun-oc "negligencia"-noun-es
"neurona"-noun-oc "neurona"-noun-es
"noblesa"-noun-oc "nobleza"-noun-es
"norma"-noun-oc "norma"-noun-es
"nòrma"-noun-oc "normativa"-noun-es
"nòrma"-noun-oc "regla"-noun-es
"nòrma"-noun-oc "norma"-noun-es
"normatiua"-noun-oc "normativa"-noun-es
"normativa"-noun-oc "normativa"-noun-es
"nòta"-noun-oc "nota"-noun-es
"nòva"-noun-oc "noticia"-noun-es
"obertura"-noun-oc "apertura"-noun-es
"òbra"-noun-oc "obra"-noun-es
"ofrenda"-noun-oc "ofrenda"-noun-es
"ola"-noun-oc "puchero"-noun-es
"ola"-noun-oc "olla"-noun-es
"oliva"-noun-oc "aceituna"-noun-es
"oliva"-noun-oc "oliva"-noun-es
"ombra"-noun-oc "sombra"-noun-es
"ombrilha"-noun-oc "penumbra"-noun-es
"omonimia"-noun-oc "homonimia"-noun-es
"onda"-noun-oc "ola"-noun-es
"onda"-noun-oc "onda"-noun-es
"ongla"-noun-oc "uña"-noun-es
"ungla"-noun-oc "uña"-noun-es
"ora"-noun-oc "hora"-noun-es
"òra"-noun-oc "hora"-noun-es
"orbita"-noun-oc "órbita"-noun-es
"origina"-noun-oc "origen"-noun-es
"ostalaria"-noun-oc "hostelería"-noun-es
"paciéncia"-noun-oc "paciencia"-noun-es
"padena"-noun-oc "paella"-noun-es
"padena"-noun-oc "sartén"-noun-es
"pagina"-noun-oc "página"-noun-es
"paissièira"-noun-oc "presa"-noun-es
"pala"-noun-oc "pala"-noun-es
"palha"-noun-oc "paja"-noun-es
"pana"-noun-oc "apagón"-noun-es
"pana"-noun-oc "avería"-noun-es
"parabanda"-noun-oc "baranda"-noun-es
"parabanda"-noun-oc "barandilla"-noun-es
"paradòxa"-noun-oc "paradoja"-noun-es
"paraula"-noun-oc "palabra"-noun-es
"parcèla"-noun-oc "parcela"-noun-es
"parla"-noun-oc "habla"-noun-es
"parpèla"-noun-oc "párpado"-noun-es
"parròquia"-noun-oc "parroquia"-noun-es
"passarèla"-noun-oc "pasarela"-noun-es
"passejada"-noun-oc "paseo"-noun-es
"pasta"-noun-oc "pasta"-noun-es
"pata"-noun-oc "pata"-noun-es
"patria"-noun-oc "patria"-noun-es
"pàtria"-noun-oc "patria"-noun-es
"patrolha"-noun-oc "patrulla"-noun-es
"pausa"-noun-oc "pausa"-noun-es
"pauta"-noun-oc "pauta"-noun-es
"pauta"-noun-oc "pata"-noun-es
"peada"-noun-oc "huella"-noun-es
"peguejada"-noun-oc "broma"-noun-es
"pegueria"-noun-oc "disparate"-noun-es
"pèira"-noun-oc "piedra"-noun-es
"peirièira"-noun-oc "cantera"-noun-es
"peirièra"-noun-oc "cantera"-noun-es
"pena"-noun-oc "pena"-noun-es
"peninsula"-noun-oc "península"-noun-es
"periferia"-noun-oc "periferia"-noun-es
"peripecia"-noun-oc "peripecia"-noun-es
"pèrla"-noun-oc "perla"-noun-es
"permanéncia"-noun-oc "permanencia"-noun-es
"persona"-noun-oc "persona"-noun-es
"perspectiva"-noun-oc "perspectiva"-noun-es
"pesseta"-noun-oc "peseta"-noun-es
"pèsta"-noun-oc "peste"-noun-es
"petanca"-noun-oc "petanca"-noun-es
"picòta"-noun-oc "viruela"-noun-es
"pigassa"-noun-oc "hacha"-noun-es
"pila"-noun-oc "pila"-noun-es
"pintura"-noun-oc "pintura"-noun-es
"pipa"-noun-oc "muñeca"-noun-es
"piramida"-noun-oc "pirámide"-noun-es
"piscina"-noun-oc "piscina"-noun-es
"pista"-noun-oc "cancha"-noun-es
"pista"-noun-oc "pista"-noun-es
"plana"-noun-oc "llanura"-noun-es
"plancarda"-noun-oc "pancarta"-noun-es
"planeta"-noun-oc "planeta"-noun-es
"planta"-noun-oc "planta"-noun-es
"plataforma"-noun-oc "plataforma"-noun-es
"platafòrma"-noun-oc "plataforma"-noun-es
"pluma"-noun-oc "pluma"-noun-es
"pluèja"-noun-oc "lluvia"-noun-es
"plusvalua"-noun-oc "plusvalía"-noun-es
"pòcha"-noun-oc "bolsillo"-noun-es
"poesia"-noun-oc "poesía"-noun-es
"poësia"-noun-oc "poesía"-noun-es
"polissa"-noun-oc "póliza"-noun-es
"polícia"-noun-oc "policía"-noun-es
"policia"-noun-oc "policía"-noun-es
"poma"-noun-oc "manzana"-noun-es
"pompa"-noun-oc "bomba"-noun-es
"popa"-noun-oc "pecho"-noun-es
"pòrta"-noun-oc "puerta"-noun-es
"posca"-noun-oc "polvo"-noun-es
"postguèrra"-noun-oc "posguerra"-noun-es
"postura"-noun-oc "postura"-noun-es
"pòta"-noun-oc "labio"-noun-es
"poténcia"-noun-oc "potencia"-noun-es
"prada"-noun-oc "pradera"-noun-es
"prefectura"-noun-oc "prefectura"-noun-es
"prefectura"-noun-oc "jefatura"-noun-es
"preferéncia"-noun-oc "preferencia"-noun-es
"preistòria"-noun-oc "prehistoria"-noun-es
"premissa"-noun-oc "premisa"-noun-es
"premsa"-noun-oc "prensa"-noun-es
"prepoténcia"-noun-oc "prepotencia"-noun-es
"prerrogativa"-noun-oc "prerrogativa"-noun-es
"presa"-noun-oc "presa"-noun-es
"preséncia"-noun-oc "presencia"-noun-es
"presidéncia"-noun-oc "presidencia"-noun-es
"prèssa"-noun-oc "tropelía"-noun-es
"prèssa"-noun-oc "prisa"-noun-es
"prima"-noun-oc "primavera"-noun-es
"prima"-noun-oc "prima"-noun-es
"proa"-noun-oc "proa"-noun-es
"pròba"-noun-oc "prueba"-noun-es
"pronóncia"-noun-oc "pronunciación"-noun-es
"propaganda"-noun-oc "propaganda"-noun-es
"protèsta"-noun-oc "protesta"-noun-es
"pròva"-noun-oc "prueba"-noun-es
"provenença"-noun-oc "origen"-noun-es
"província"-noun-oc "provincia"-noun-es
"prudéncia"-noun-oc "prudencia"-noun-es
"pruna"-noun-oc "ciruela"-noun-es
"poncha"-noun-oc "punta"-noun-es
"punta"-noun-oc "encaje"-noun-es
"punta"-noun-oc "puntilla"-noun-es
"punta"-noun-oc "punta"-noun-es
"quèrra"-noun-oc "izquierda"-noun-es
"question"-noun-oc "pregunta"-noun-es
"quimia"-noun-oc "química"-noun-es
"quincanèra"-noun-oc "quiebra"-noun-es
"ràbia"-noun-oc "rabia"-noun-es
"recèpta"-noun-oc "receta"-noun-es
"recerca"-noun-oc "búsqueda"-noun-es
"recèrca"-noun-oc "búsqueda"-noun-es
"reconeissença"-noun-oc "reconocimiento"-noun-es
"referéncia"-noun-oc "referencia"-noun-es
"reforma"-noun-oc "reforma"-noun-es
"refòrma"-noun-oc "reforma"-noun-es
"règla"-noun-oc "regla"-noun-es
"remesa"-noun-oc "remisión"-noun-es
"renda"-noun-oc "renta"-noun-es
"reobertura"-noun-oc "reapertura"-noun-es
"republica"-noun-oc "república"-noun-es
"repugnància"-noun-oc "repugnancia"-noun-es
"requeréncia"-noun-oc "requerimiento"-noun-es
"reserva"-noun-oc "reserva"-noun-es
"resèrva"-noun-oc "reserva"-noun-es
"residéncia"-noun-oc "residencia"-noun-es
"resisténcia"-noun-oc "resistencia"-noun-es
"responsa"-noun-oc "respuesta"-noun-es
"ressorça"-noun-oc "recurso"-noun-es
"ressorsa"-noun-oc "recurso"-noun-es
"resvenjadissa"-noun-oc "venganza"-noun-es
"retenguda"-noun-oc "retención"-noun-es
"revista"-noun-oc "revista"-noun-es
"ribièra"-noun-oc "ribera"-noun-es
"ribièira"-noun-oc "ribera"-noun-es
"ròda"-noun-oc "rueda"-noun-es
"ronda"-noun-oc "ronda"-noun-es
"ròsa"-noun-oc "rosa"-noun-es
"rota"-noun-oc "carretera"-noun-es
"rota"-noun-oc "ruta"-noun-es
"rotina"-noun-oc "rutina"-noun-es
"rotonda"-noun-oc "rotonda"-noun-es
"ruptura"-noun-oc "ruptura"-noun-es
"sabata"-noun-oc "zapato"-noun-es
"sabla"-noun-oc "arena"-noun-es
"sal"-noun-oc "sal"-noun-es
"sala"-noun-oc "aula"-noun-es
"sala"-noun-oc "sala"-noun-es
"satira"-noun-oc "sátira"-noun-es
"saumetada"-noun-oc "tontería"-noun-es
"scèna"-noun-oc "escena"-noun-es
"sciéncia"-noun-oc "ciencia"-noun-es
"secada"-noun-oc "sequía"-noun-es
"secada"-noun-oc "sequedad"-noun-es
"seda"-noun-oc "seda"-noun-es
"seguida"-noun-oc "serie"-noun-es
"seguida"-noun-oc "racha"-noun-es
"senténcia"-noun-oc "sentencia"-noun-es
"sequèla"-noun-oc "secuela"-noun-es
"sequéncia"-noun-oc "secuencia"-noun-es
"sequièira"-noun-oc "sequía"-noun-es
"sequièra"-noun-oc "sequía"-noun-es
"serada"-noun-oc "tarde"-noun-es
"sèrra"-noun-oc "sierra"-noun-es
"setmana"-noun-oc "semana"-noun-es
"sèuva"-noun-oc "selva"-noun-es
"signatura"-noun-oc "firma"-noun-es
"sillaba"-noun-oc "sílaba"-noun-es
"siloeta"-noun-oc "silueta"-noun-es
"simpatia"-noun-oc "simpatía"-noun-es
"sintonia"-noun-oc "sintonía"-noun-es
"solesa"-noun-oc "soledad"-noun-es
"sonda"-noun-oc "sonda"-noun-es
"sorsa"-noun-oc "fuente"-noun-es
"sorça"-noun-oc "fuente"-noun-es
"sòrta"-noun-oc "tipo"-noun-es
"substància"-noun-oc "substancia"-noun-es
"substància"-noun-oc "sustancia"-noun-es
"superficia"-noun-oc "superficie"-noun-es
"superfícia"-noun-oc "superficie"-noun-es
"superfície"-noun-oc "superficie"-noun-es
"tactica"-noun-oc "táctica"-noun-es
"talhada"-noun-oc "tajada"-noun-es
"talha"-noun-oc "talla"-noun-es
"impòst"-noun-oc "impuesto"-noun-es
"tampa"-noun-oc "cubierta"-noun-es
"tanta"-noun-oc "tía"-noun-es
"taula"-noun-oc "mesa"-noun-es
"taula"-noun-oc "tabla"-noun-es
"tavèrna"-noun-oc "taberna"-noun-es
"tavèrna"-noun-oc "tasca"-noun-es
"taxa"-noun-oc "tasa"-noun-es
"tela"-noun-oc "tela"-noun-es
"telefonia"-noun-oc "telefonía"-noun-es
"temperatura"-noun-oc "temperatura"-noun-es
"tempèsta"-noun-oc "tormenta"-noun-es
"tempsada"-noun-oc "periodo"-noun-es
"temptativa"-noun-oc "tentativa"-noun-es
"tencha"-noun-oc "tinta"-noun-es
"tinta"-noun-oc "tinta"-noun-es
"tendéncia"-noun-oc "tendencia"-noun-es
"tendresa"-noun-oc "ternura"-noun-es
"tenèbra"-noun-oc "tiniebla"-noun-es
"teologia"-noun-oc "teología"-noun-es
"teoria"-noun-oc "teoría"-noun-es
"terapia"-noun-oc "terapia"-noun-es
"terrassa"-noun-oc "terraza"-noun-es
"tèrra"-noun-oc "tierra"-noun-es
"tèsta"-noun-oc "frente"-noun-es
"textura"-noun-oc "textura"-noun-es
"tolerància"-noun-oc "tolerancia"-noun-es
"tomata"-noun-oc "tomate"-noun-es
"tomba"-noun-oc "tumba"-noun-es
"tona"-noun-oc "tonelada"-noun-es
"toponimia"-noun-oc "toponimia"-noun-es
"tor"-noun-oc "torre"-noun-es
"torre"-noun-oc "torre"-noun-es
"torreta"-noun-oc "torreta"-noun-es
"tragèdia"-noun-oc "tragedia"-noun-es
"trajectòria"-noun-oc "trayectoria"-noun-es
"tralha"-noun-oc "rastro"-noun-es
"trauèssa"-noun-oc "travesía"-noun-es
"trauèssa"-noun-oc "quiniela"-noun-es
"trauèssa"-noun-oc "traviesa"-noun-es
"trencadura"-noun-oc "quebrantamiento"-noun-es
"trencadura"-noun-oc "rotura"-noun-es
"trèva"-noun-oc "tregua"-noun-es
"tribuna"-noun-oc "tribuna"-noun-es
"tristesa"-noun-oc "tristeza"-noun-es
"trobalha"-noun-oc "hallazgo"-noun-es
"trocha"-noun-oc "tortilla"-noun-es
"troita"-noun-oc "tortilla"-noun-es
"trueita"-noun-oc "tortilla"-noun-es
"tropa"-noun-oc "tropa"-noun-es
"trufa"-noun-oc "patata"-noun-es
"trufaria"-noun-oc "broma"-noun-es
"tuada"-noun-oc "matanza"-noun-es
"tuta"-noun-oc "gruta"-noun-es
"urna"-noun-oc "urna"-noun-es
"usina"-noun-oc "fábrica"-noun-es
"ussa"-noun-oc "ceja"-noun-es
"utopia"-noun-oc "utopía"-noun-es
"val"-noun-oc "valle"-noun-es
"valada"-noun-oc "valle"-noun-es
"valisa"-noun-oc "maleta"-noun-es
"valvula"-noun-oc "válvula"-noun-es
"varianta"-noun-oc "variante"-noun-es
"vegelha"-noun-oc "vigilia"-noun-es
"veirina"-noun-oc "aparador"-noun-es
"veirina"-noun-oc "escaparate"-noun-es
"veitura"-noun-oc "carruaje"-noun-es
"veitura"-noun-oc "coche"-noun-es
"vena"-noun-oc "vena"-noun-es
"venda"-noun-oc "venta"-noun-es
"venta"-noun-oc "venta"-noun-es
"vergonha"-noun-oc "vergüenza"-noun-es
"vesprada"-noun-oc "tarde"-noun-es
"vrespada"-noun-oc "anochecer"-noun-es
"via"-noun-oc "carretera"-noun-es
"via"-noun-oc "vía"-noun-es
"victima"-noun-oc "víctima"-noun-es
"victòria"-noun-oc "victoria"-noun-es
"vida"-noun-oc "vida"-noun-es
"vielhessa"-noun-oc "vejez"-noun-es
"vigilància"-noun-oc "vigilancia"-noun-es
"vigília"-noun-oc "vigilia"-noun-es
"vila"-noun-oc "ciudad"-noun-es
"vila"-noun-oc "villa"-noun-es
"vinha"-noun-oc "vid"-noun-es
"vinha"-noun-oc "cepa"-noun-es
"vinha"-noun-oc "viña"-noun-es
"vintena"-noun-oc "veintena"-noun-es
"violéncia"-noun-oc "violencia"-noun-es
"visita"-noun-oc "visita"-noun-es
"vista"-noun-oc "vista"-noun-es
"vitamina"-noun-oc "vitamina"-noun-es
"vocala"-noun-oc "vocal"-noun-es
"volada"-noun-oc "revuelo"-noun-es
"zòna"-noun-oc "zona"-noun-es
"zoologia"-noun-oc "zoología"-noun-es
"assamblea"-noun-oc "asamblea"-noun-es
"escriptura"-noun-oc "escritura"-noun-es
"frase"-noun-oc "frase"-noun-es
"henerècla"-noun-oc "grieta"-noun-es
"ièrla"-noun-oc "isla"-noun-es
"ireua"-noun-oc "nuera"-noun-es
"isènda"-noun-oc "hacienda"-noun-es
"lèrma"-noun-oc "lágrima"-noun-es
"libreria"-noun-oc "librería"-noun-es
"mesquita"-noun-oc "mezquita"-noun-es
"molèstia"-noun-oc "molestia"-noun-es
"notícia"-noun-oc "noticia"-noun-es
"telaria"-noun-oc "lencería"-noun-es
"paupeta"-noun-oc "párpado"-noun-es
"perspectiua"-noun-oc "perspectiva"-noun-es
"pilòta"-noun-oc "pelota"-noun-es
"piòisha"-noun-oc "pico"-noun-es
"planhèra"-noun-oc "llanura"-noun-es
"porteria"-noun-oc "portería"-noun-es
"povora"-noun-oc "pólvora"-noun-es
"praubesa"-noun-oc "pobreza"-noun-es
"pregunta"-noun-oc "pregunta"-noun-es
"pretemporada"-noun-oc "pretemporada"-noun-es
"procedéncia"-noun-oc "procedencia"-noun-es
"propòsta"-noun-oc "propuesta"-noun-es
"queiguda"-noun-oc "caída"-noun-es
"queisha"-noun-oc "queja"-noun-es
"rapidesa"-noun-oc "rapidez"-noun-es
"rèisha"-noun-oc "verja"-noun-es
"rèisha"-noun-oc "reja"-noun-es
"sangarrèra"-noun-oc "sangría"-noun-es
"tròpa"-noun-oc "tropa"-noun-es
"tuqueta"-noun-oc "cerro"-noun-es
"vivéncia"-noun-oc "vivencia"-noun-es
"bibliografia"-noun-oc "bibliografía"-noun-es
"biografia"-noun-oc "biografía"-noun-es
"calligrafia"-noun-oc "caligrafía"-noun-es
"cartografia"-noun-oc "cartografía"-noun-es
"coreografia"-noun-oc "coreografía"-noun-es
"demografia"-noun-oc "demografía"-noun-es
"filosofia"-noun-oc "filosofía"-noun-es
"fotografia"-noun-oc "fotografía"-noun-es
"geografia"-noun-oc "geografía"-noun-es
"grafia"-noun-oc "grafía"-noun-es
"orografia"-noun-oc "orografía"-noun-es
"ortografia"-noun-oc "ortografía"-noun-es
"biologia"-noun-oc "biología"-noun-es
"cronologia"-noun-oc "cronología"-noun-es
"etimologia"-noun-oc "etimología"-noun-es
"filologia"-noun-oc "filología"-noun-es
"ideologia"-noun-oc "ideología"-noun-es
"metodologia"-noun-oc "metodología"-noun-es
"mitologia"-noun-oc "mitología"-noun-es
"nanotecnologia"-noun-oc "nanotecnología"-noun-es
"neologia"-noun-oc "neología"-noun-es
"nostalgia"-noun-oc "nostalgia"-noun-es
"oncologia"-noun-oc "oncología"-noun-es
"pedagogia"-noun-oc "pedagogía"-noun-es
"psicologia"-noun-oc "psicología"-noun-es
"tecnologia"-noun-oc "tecnología"-noun-es
"terminologia"-noun-oc "terminología"-noun-es
"tipologia"-noun-oc "tipología"-noun-es
"trilogia"-noun-oc "trilogía"-noun-es
"menuta"-noun-oc "minuto"-noun-es
"gent"-noun-oc "gente"-noun-es
"ruta"-noun-oc "ruta"-noun-es
"enfant"-noun-oc "niño"-noun-es
"enfant"-noun-oc "infante"-noun-es
"abac"-noun-oc "ábaco"-noun-es
"absida"-noun-oc "ábside"-noun-es
"abús"-noun-oc "abuso"-noun-es
"accèssit"-noun-oc "accésit"-noun-es
"acetilèn"-noun-oc "acetileno"-noun-es
"crompa"-noun-oc "compra"-noun-es
"acabament"-noun-oc "acabado"-noun-es
"acte"-noun-oc "auto"-noun-es
"acte"-noun-oc "acto"-noun-es
"soma"-noun-oc "suma"-noun-es
"adreça"-noun-oc "dirección"-noun-es
"aficha"-noun-oc "cartel"-noun-es
"anhèl"-noun-oc "cordero"-noun-es
"espilla"-noun-oc "aguja"-noun-es
"aisseta"-noun-oc "grifo"-noun-es
"amic"-noun-oc "amigo"-noun-es
"anagrama"-noun-oc "anagrama"-noun-es
"estança"-noun-oc "piso"-noun-es
"argila"-noun-oc "arcilla"-noun-es
"art"-noun-oc "arte"-noun-es
"auto"-noun-oc "coche"-noun-es
"cèc"-noun-oc "ciego"-noun-es
"avís"-noun-oc "aviso"-noun-es
"abril"-noun-oc "abril"-noun-es
"bacteria"-noun-oc "bacteria"-noun-es
"grana"-noun-oc "pepita"-noun-es
"grana"-noun-oc "semilla"-noun-es
"barri"-noun-oc "barrio"-noun-es
"restanca"-noun-oc "embalse"-noun-es
"bastida"-noun-oc "torre"-noun-es
"bastida"-noun-oc "chalet"-noun-es
"bastida"-noun-oc "chalé"-noun-es
"vaissèl"-noun-oc "navío"-noun-es
"vaissèl"-noun-oc "barco"-noun-es
"broa"-noun-oc "borde"-noun-es
"riba"-noun-oc "orilla"-noun-es
"babau"-noun-oc "escarabajo"-noun-es
"babau"-noun-oc "insecto"-noun-es
"beta"-noun-oc "cerco"-noun-es
"beta"-noun-oc "aro"-noun-es
"onestetat"-noun-oc "honestidad"-noun-es
"buòu"-noun-oc "buey"-noun-es
"fusta"-noun-oc "madera"-noun-es
"lenha"-noun-oc "leña"-noun-es
"vòra"-noun-oc "borde"-noun-es
"pendent"-noun-oc "pendiente"-noun-es
"beç"-noun-oc "abedul"-noun-es
"bedoth"-noun-oc "abedul"-noun-es
"brot"-noun-oc "rebrote"-noun-es
"brot"-noun-oc "brote"-noun-es
"bren"-noun-oc "salvado"-noun-es
"braç"-noun-oc "brazo"-noun-es
"bruma"-noun-oc "niebla"-noun-es
"nèbla"-noun-oc "niebla"-noun-es
"vapor"-noun-oc "vapor"-noun-es
"bus"-noun-oc "autobús"-noun-es
"canal"-noun-oc "canal"-noun-es
"capricòrn"-noun-oc "capricornio"-noun-es
"mapa"-noun-oc "mapa"-noun-es
"centura"-noun-oc "cinturón"-noun-es
"centura"-noun-oc "cintura"-noun-es
"cerièra"-noun-oc "cereza"-noun-es
"cadena"-noun-oc "cadena"-noun-es
"gèst"-noun-oc "gesto"-noun-es
"charrada"-noun-oc "charla"-noun-es
"carga"-noun-oc "carga"-noun-es
"caudièira"-noun-oc "caldera"-noun-es
"caudièra"-noun-oc "caldera"-noun-es
"caval"-noun-oc "caballo"-noun-es
"cèl"-noun-oc "cielo"-noun-es
"cèu"-noun-oc "cielo"-noun-es
"ciutat"-noun-oc "ciudad"-noun-es
"coquèla"-noun-oc "cacerola"-noun-es
"caire"-noun-oc "cariz"-noun-es
"laç"-noun-oc "lazo"-noun-es
"còla"-noun-oc "panda"-noun-es
"còla"-noun-oc "pandilla"-noun-es
"país"-noun-oc "país"-noun-es
"parçan"-noun-oc "zona"-noun-es
"concors"-noun-oc "certamen"-noun-es
"concors"-noun-oc "concurso"-noun-es
"conducha"-noun-oc "proceder"-noun-es
"conducha"-noun-oc "conducta"-noun-es
"confitura"-noun-oc "confitura"-noun-es
"confluéncia"-noun-oc "confluencia"-noun-es
"coneissença"-noun-oc "conocimiento"-noun-es
"conte"-noun-oc "cuento"-noun-es
"gal"-noun-oc "gallo"-noun-es
"pol"-noun-oc "pollo"-noun-es
"còs"-noun-oc "cuerpo"-noun-es
"parelh"-noun-oc "par"-noun-es
"mèl"-noun-oc "miel"-noun-es
"mail"-noun-oc "mail"-noun-es
"corrièr"-noun-oc "correo"-noun-es
"pati"-noun-oc "patio"-noun-es
"flaçada"-noun-oc "frazada"-noun-es
"cobèrt"-noun-oc "cubierto"-noun-es
"cresta"-noun-oc "cima"-noun-es
"cresta"-noun-oc "cumbre"-noun-es
"cresta"-noun-oc "cresta"-noun-es
"fenda"-noun-oc "resquicio"-noun-es
"fendascla"-noun-oc "hendidura"-noun-es
"fendascla"-noun-oc "grieta"-noun-es
"crosada"-noun-oc "cruzada"-noun-es
"creissement"-noun-oc "crecimiento"-noun-es
"crotz"-noun-oc "cruz"-noun-es
"conca"-noun-oc "cuenca"-noun-es
"ciclisme"-noun-oc "ciclismo"-noun-es
"dança"-noun-oc "danza"-noun-es
"decènni"-noun-oc "década"-noun-es
"descubèrta"-noun-oc "descubrimiento"-noun-es
"dedicacion"-noun-oc "dedicación"-noun-es
"grad"-noun-oc "grado"-noun-es
"travèrs"-noun-oc "través"-noun-es
"dessenh"-noun-oc "diseño"-noun-es
"estrech"-noun-oc "estrecho"-noun-es
"diu"-noun-oc "dios"-noun-es
"dormitòri"-noun-oc "dormitorio"-noun-es
"esquina"-noun-oc "espalda"-noun-es
"drech"-noun-oc "derecho"-noun-es
"lamp"-noun-oc "relámpago"-noun-es
"ecosistèma"-noun-oc "ecosistema"-noun-es
"escuma"-noun-oc "espuma"-noun-es
"alunhament"-noun-oc "alejamiento"-noun-es
"estrambòrd"-noun-oc "entusiasmo"-noun-es
"entèsta"-noun-oc "membrete"-noun-es
"entèsta"-noun-oc "cabecera"-noun-es
"molhèr"-noun-oc "mujer"-noun-es
"bauç"-noun-oc "acantilado"-noun-es
"esperanto"-noun-oc "esperanto"-noun-es
"estomac"-noun-oc "estómago"-noun-es
"estèla"-noun-oc "astilla"-noun-es
"fantauma"-noun-oc "fantasma"-noun-es
"colpa"-noun-oc "culpa"-noun-es
"femèla"-noun-oc "hembra"-noun-es
"mas"-noun-oc "cortijo"-noun-es
"fèsta"-noun-oc "fiesta"-noun-es
"hèsta"-noun-oc "fiesta"-noun-es
"fuèlha"-noun-oc "cuchilla"-noun-es
"fuèlha"-noun-oc "hoja"-noun-es
"huelha"-noun-oc "cuchilla"-noun-es
"huelha"-noun-oc "hoja"-noun-es
"fòc"-noun-oc "fuego"-noun-es
"fuòc"-noun-oc "fuego"-noun-es
"huec"-noun-oc "fuego"-noun-es
"fichièr"-noun-oc "fichero"-noun-es
"pellicula"-noun-oc "película"-noun-es
"fetge"-noun-oc "hígado"-noun-es
"fons"-noun-oc "fondo"-noun-es
"fons"-noun-oc "trasfondo"-noun-es
"font"-noun-oc "fuente"-noun-es
"fotbòl"-noun-oc "fútbol"-noun-es
"fòrça"-noun-oc "fuerza"-noun-es
"fabre"-noun-oc "herrero"-noun-es
"faure"-noun-oc "herrero"-noun-es
"hormiga"-noun-oc "hormiga"-noun-es
"fòssa"-noun-oc "fosa"-noun-es
"tròç"-noun-oc "pedazo"-noun-es
"tròç"-noun-oc "trozo"-noun-es
"fregadís"-noun-oc "frote"-noun-es
"fregadís"-noun-oc "roce"-noun-es
"fruch"-noun-oc "fruto"-noun-es
"fum"-noun-oc "humo"-noun-es
"gasòli"-noun-oc "gasoil"-noun-es
"gasòli"-noun-oc "gasóleo"-noun-es
