"Aalst"-properNoun-eo "Aalst"-properNoun-fr
"de Dirac"-adjective-fr "diraka"-adjective-eo
"diraka distribucio"-noun-eo "distribution de Dirac"-noun-fr
"distribution de Dirac"-noun-fr "diraka distribucio"-noun-eo
"diraka mezuro"-noun-eo "mesure de Dirac"-noun-fr
"mesure de Dirac"-noun-fr "diraka mezuro"-noun-eo
"discentra"-adjective-eo "excentré"-adjective-fr
"excentré"-adjective-fr "discentra"-adjective-eo
"excentré"-adjective-fr "elcentra"-adjective-eo
"elcentra"-adjective-eo "excentré"-adjective-fr
"diserigeble"-adverb-eo "dissociablement"-adverb-fr
"dissociablement"-adverb-fr "diserigeble"-adverb-eo
"dissociablement"-adverb-fr "disocieble"-adverb-eo
"dissociablement"-adverb-fr "malkombineble"-adverb-eo
"dissociablement"-adverb-fr "malkunigeble"-adverb-eo
"disocieble"-adverb-eo "dissociablement"-adverb-fr
"malkombineble"-adverb-eo "dissociablement"-adverb-fr
"malkunigeble"-adverb-eo "dissociablement"-adverb-fr
"disĵeto"-noun-eo "application injective"-noun-fr
"application injective"-noun-fr "disĵeto"-noun-eo
"application injective"-noun-fr "enjekcio"-noun-eo
"enjekcio"-noun-eo "application injective"-noun-fr
"diskombi"-verb-eo "carder"-verb-fr
"diskombi"-verb-eo "démêler"-verb-fr
"carder"-verb-fr "diskombi"-verb-eo
"démêler"-verb-fr "diskombi"-verb-eo
"dénombrable"-adjective-fr "nombrebla"-adjective-eo
"nombrebla"-adjective-eo "dénombrable"-adjective-fr
"contestablement"-adverb-fr "kontecieble"-adverb-eo
"contestablement"-adverb-fr "kontesteble"-adverb-eo
"contestablement"-adverb-fr "kontraŭdiskuteble"-adverb-eo
"kontecieble"-adverb-eo "contestablement"-adverb-fr
"kontesteble"-adverb-eo "contestablement"-adverb-fr
"kontraŭdiskuteble"-adverb-eo "contestablement"-adverb-fr
"kontraŭdiskuteble"-adverb-eo "discutablement"-adverb-fr
"discutablement"-adverb-fr "kontraŭdiskuteble"-adverb-eo
"diskutita"-adjective-eo "contesté"-adjective-fr
"contesté"-adjective-fr "diskutita"-adjective-eo
"disleksie"-adverb-eo "dyslexiquement"-adverb-fr
"dyslexiquement"-adverb-fr "disleksie"-adverb-eo
"dyslexiquement"-adverb-fr "vortblinde"-adverb-eo
"vortblinde"-adverb-eo "dyslexiquement"-adverb-fr
"disleksiulo"-noun-eo "dyslexique"-noun-fr
"dyslexique"-noun-fr "disleksiulo"-noun-eo
"dyslexique"-noun-fr "vortblindulo"-noun-eo
"vortblindulo"-noun-eo "dyslexique"-noun-fr
"disopinii"-verb-eo "être d'un autre avis"-verb-fr
"être d'un autre avis"-verb-fr "disopinii"-verb-eo
"disparceli"-verb-eo "lotir"-verb-fr
"lotir"-verb-fr "disparceli"-verb-eo
"dispepsia"-adjective-eo "dyspepsique"-adjective-fr
"dyspepsique"-adjective-fr "dispepsia"-adjective-eo
"dispepsie"-adverb-eo "dyspepsiquement"-adverb-fr
"dyspepsiquement"-adverb-fr "dispepsie"-adverb-eo
"dispepsiulo"-noun-eo "dyspepsique"-noun-fr
"dyspepsique"-noun-fr "dispepsiulo"-noun-eo
"dispersa angulo"-noun-eo "angle de dispersion"-noun-fr
"angle de dispersion"-noun-fr "dispersa angulo"-noun-eo
"disperseco"-noun-eo "dispersivité"-noun-fr
"dispersivité"-noun-fr "disperseco"-noun-eo
"disstari"-verb-eo "dresser de part et d'autre"-verb-fr
"dresser de part et d'autre"-verb-fr "disstari"-verb-eo
"diste de"-preposition-eo "loin de"-preposition-fr
"loin de"-preposition-fr "diste de"-preposition-eo
"distingige"-adverb-eo "distinctivement"-adverb-fr
"distinctivement"-adverb-fr "distingige"-adverb-eo
"distinctivement"-adverb-fr "distingiĝe"-adverb-eo
"distinctivement"-adverb-fr "karaktere"-adverb-eo
"distingiĝe"-adverb-eo "distinctivement"-adverb-fr
"karaktere"-adverb-eo "distinctivement"-adverb-fr
"karaktere"-adverb-eo "typique"-adverb-fr
"distribua funkcio"-noun-eo "fonction de répartition"-noun-fr
"fonction de répartition"-noun-fr "distribua funkcio"-noun-eo
"distribucio"-noun-eo "fonction généralisée"-noun-fr
"fonction généralisée"-noun-fr "distribucio"-noun-eo
"fonction généralisée"-noun-fr "ĝeneraligita funkcio"-noun-eo
"ĝeneraligita funkcio"-noun-eo "fonction généralisée"-noun-fr
"distribuebla"-adjective-eo "distribuable"-adjective-fr
"distribuable"-adjective-fr "distribuebla"-adjective-eo
"disvolviĝinta lando"-noun-eo "pays développé"-noun-fr
"pays développé"-noun-fr "disvolviĝinta lando"-noun-eo
"divalento"-noun-eo "divalent"-noun-fr
"divalent"-noun-fr "divalento"-noun-eo
"divenprove"-adverb-eo "à tout hasard"-adverb-fr
"divenprove"-adverb-eo "au hasard"-adverb-fr
"à tout hasard"-adverb-fr "divenprove"-adverb-eo
"au hasard"-adverb-fr "divenprove"-adverb-eo
"diverskolora"-adjective-eo "polychrome"-adjective-fr
"polychrome"-adjective-fr "diverskolora"-adjective-eo
"divido kun resto"-noun-eo "division euclidienne"-noun-fr
"division euclidienne"-noun-fr "divido kun resto"-noun-eo
"division euclidienne"-noun-fr "eŭklida divido"-noun-eo
"eŭklida divido"-noun-eo "division euclidienne"-noun-fr
"Dixmude"-properNoun-eo "Dixmude"-properNoun-fr
"Dixmude"-properNoun-fr "Dixmude"-properNoun-eo
"doganejo"-noun-eo "bureau de douane"-noun-fr
"bureau de douane"-noun-fr "doganejo"-noun-eo
"doganimposto"-noun-eo "droit de douane"-noun-fr
"droit de douane"-noun-fr "doganimposto"-noun-eo
"droit de douane"-noun-fr "limimposto"-noun-eo
"limimposto"-noun-eo "droit de douane"-noun-fr
"dogmemulo"-noun-eo "dogmatique"-noun-fr
"dogmatique"-noun-fr "dogmemulo"-noun-eo
"dogmatique"-noun-fr "dogmismo"-noun-eo
"dogmismo"-noun-eo "dogmatique"-noun-fr
"dokisto"-noun-eo "docker"-noun-fr
"docker"-noun-fr "dokisto"-noun-eo
"dolarigo"-noun-eo "dollarisation"-noun-fr
"dollarisation"-noun-fr "dolarigo"-noun-eo
"dolĉamaro"-noun-eo "douce-amère"-noun-fr
"douce-amère"-noun-fr "dolĉamaro"-noun-eo
"Dole"-properNoun-eo "Dole"-properNoun-fr
"Dole"-properNoun-fr "Dole"-properNoun-eo
"dolikocefalo"-noun-eo "dolichocéphale"-noun-fr
"dolichocéphale"-noun-fr "dolikocefalo"-noun-eo
"Dollard-Des Ormeaux"-properNoun-eo "Dollard-Des Ormeaux"-properNoun-fr
"Dollard-Des Ormeaux"-properNoun-fr "Dollard-Des Ormeaux"-properNoun-eo
"domaĉo"-noun-eo "bicoque"-noun-fr
"domaĉo"-noun-eo "masure"-noun-fr
"bicoque"-noun-fr "domaĉo"-noun-eo
"masure"-noun-fr "domaĉo"-noun-eo
"domano"-noun-eo "familier"-noun-fr
"familier"-noun-fr "domano"-noun-eo
"domdio"-noun-eo "dieu du foyer"-noun-fr
"domdio"-noun-eo "lare"-noun-fr
"dieu du foyer"-noun-fr "domdio"-noun-eo
"lare"-noun-fr "domdio"-noun-eo
"domicilita"-adjective-eo "domicilié"-adjective-fr
"domicilié"-adjective-fr "domicilita"-adjective-eo
"dominanto"-noun-eo "dominante"-noun-fr
"dominante"-noun-fr "dominanto"-noun-eo
"domkolombo"-noun-eo "pigeon domestique"-noun-fr
"pigeon domestique"-noun-fr "domkolombo"-noun-eo
"domkolorigisto"-noun-eo "peintre en bâtiment"-noun-fr
"peintre en bâtiment"-noun-fr "domkolorigisto"-noun-eo
"peintre en bâtiment"-noun-fr "murkolorigisto"-noun-eo
"murkolorigisto"-noun-eo "peintre en bâtiment"-noun-fr
"domokupi"-verb-eo "squatter"-verb-fr
"squatter"-verb-fr "domokupi"-verb-eo
"donace"-adverb-eo "en cadeau"-adverb-fr
"en cadeau"-adverb-fr "donace"-adverb-eo
"donacricevanto"-noun-eo "donataire"-noun-fr
"donataire"-noun-fr "donacricevanto"-noun-eo
"donataire"-noun-fr "donacricevinto"-noun-eo
"donataire"-noun-fr "donacricevonto"-noun-eo
"donataire"-noun-fr "donricevanto"-noun-eo
"donataire"-noun-fr "donricevinto"-noun-eo
"donataire"-noun-fr "donricevonto"-noun-eo
"donacricevinto"-noun-eo "donataire"-noun-fr
"donacricevonto"-noun-eo "donataire"-noun-fr
"donricevanto"-noun-eo "donataire"-noun-fr
"donricevinto"-noun-eo "donataire"-noun-fr
"donricevonto"-noun-eo "donataire"-noun-fr
"dongo"-noun-eo "dong"-noun-fr
"dong"-noun-fr "dongo"-noun-eo
"donĵuanismo"-noun-eo "donjuanisme"-noun-fr
"donjuanisme"-noun-fr "donĵuanismo"-noun-eo
"donĵuano"-noun-eo "don Juan"-noun-fr
"don Juan"-noun-fr "donĵuano"-noun-eo
"donkiĥotismo"-noun-eo "don-quichottisme"-noun-fr
"don-quichottisme"-noun-fr "donkiĥotismo"-noun-eo
"dorlotbesto"-noun-eo "animal familier"-noun-fr
"dorlotbesto"-noun-eo "animal de compagnie"-noun-fr
"animal familier"-noun-fr "dorlotbesto"-noun-eo
"animal de compagnie"-noun-fr "dorlotbesto"-noun-eo
"dorlotita"-adjective-eo "gâté"-adjective-fr
"gâté"-adjective-fr "dorlotita"-adjective-eo
"gâté"-adjective-fr "trodorlotita"-adjective-eo
"trodorlotita"-adjective-eo "gâté"-adjective-fr
"dormilo"-noun-eo "élément de literie"-noun-fr
"élément de literie"-noun-fr "dormilo"-noun-eo
"dormomalsano"-noun-eo "maladie du sommeil"-noun-fr
"maladie du sommeil"-noun-fr "dormomalsano"-noun-eo
"épineusement"-adverb-fr "kaprompe"-adverb-eo
"kaprompe"-adverb-eo "épineusement"-adverb-fr
"dornejo"-noun-eo "épinaie"-noun-fr
"épinaie"-noun-fr "dornejo"-noun-eo
"dornfiŝeto"-noun-eo "épinoche"-noun-fr
"épinoche"-noun-fr "dornfiŝeto"-noun-eo
"épinoche"-noun-fr "gasterosteo"-noun-eo
"gasterosteo"-noun-eo "épinoche"-noun-fr
"Draguignan"-properNoun-eo "Draguignan"-properNoun-fr
"Draguignan"-properNoun-fr "Draguignan"-properNoun-eo
"drakŝipo"-noun-eo "drakkar"-noun-fr
"drakkar"-noun-fr "drakŝipo"-noun-eo
"dramarto"-noun-eo "art dramatique"-noun-fr
"art dramatique"-noun-fr "dramarto"-noun-eo
"dramaturgie"-adverb-eo "dramaturgiquement"-adverb-fr
"dramaturgiquement"-adverb-fr "dramaturgie"-adverb-eo
"Drancy"-properNoun-eo "Drancy"-properNoun-fr
"Drancy"-properNoun-fr "Drancy"-properNoun-eo
"drapiraĵo"-noun-eo "drapé"-noun-fr
"drapé"-noun-fr "drapiraĵo"-noun-eo
"draŝrikoltmaŝino"-noun-eo "moissonneuse-batteuse"-noun-fr
"moissonneuse-batteuse"-noun-fr "draŝrikoltmaŝino"-noun-eo
"Draveil"-properNoun-eo "Draveil"-properNoun-fr
"Draveil"-properNoun-fr "Draveil"-properNoun-eo
"drednaŭto"-noun-eo "dreadnought"-noun-fr
"dreadnought"-noun-fr "drednaŭto"-noun-eo
"Dreux"-properNoun-eo "Dreux"-properNoun-fr
"Dreux"-properNoun-fr "Dreux"-properNoun-eo
"drinkema"-adjective-eo "buveur"-adjective-fr
"buveur"-adjective-fr "drinkema"-adjective-eo
"droso"-noun-eo "drosse"-noun-fr
"drosse"-noun-fr "droso"-noun-eo
"Drummondville"-properNoun-eo "Drummondville"-properNoun-fr
"Drummondville"-properNoun-fr "Drummondville"-properNoun-eo
"dua mondmilito"-noun-eo "deuxième guerre mondiale"-noun-fr
"dua mondmilito"-noun-eo "seconde guerre mondiale"-noun-fr
"deuxième guerre mondiale"-noun-fr "dua mondmilito"-noun-eo
"seconde guerre mondiale"-noun-fr "dua mondmilito"-noun-eo
"duakanone"-adverb-eo "deutérocanoniquement"-adverb-fr
"deutérocanoniquement"-adverb-fr "duakanone"-adverb-eo
"duaklasa soldato"-noun-eo "soldat de deuxième classe"-noun-fr
"duaklasa soldato"-noun-eo "deuxième classe"-noun-fr
"duaklasa soldato"-noun-eo "simple soldat"-noun-fr
"soldat de deuxième classe"-noun-fr "duaklasa soldato"-noun-eo
"soldat de deuxième classe"-noun-fr "simpla soldato"-noun-eo
"deuxième classe"-noun-fr "duaklasa soldato"-noun-eo
"deuxième classe"-noun-fr "simpla soldato"-noun-eo
"simple soldat"-noun-fr "duaklasa soldato"-noun-eo
"simple soldat"-noun-fr "simpla soldato"-noun-eo
"simpla soldato"-noun-eo "soldat de deuxième classe"-noun-fr
"simpla soldato"-noun-eo "deuxième classe"-noun-fr
"simpla soldato"-noun-eo "simple soldat"-noun-fr
"duala bazo"-noun-eo "base duale"-noun-fr
"base duale"-noun-fr "duala bazo"-noun-eo
"dualmalforta topologio"-noun-eo "topologie faible"-noun-fr
"topologie faible"-noun-fr "dualmalforta topologio"-noun-eo
"topologie faible"-noun-fr "malforta topologio"-noun-eo
"malforta topologio"-noun-eo "topologie faible"-noun-fr
"dualoke"-adverb-eo "secondairement"-adverb-fr
"secondairement"-adverb-fr "dualoke"-adverb-eo
"duanaskita"-adjective-eo "cadet"-adjective-fr
"cadet"-adjective-fr "duanaskita"-adjective-eo
"cadet"-adjective-fr "duenaskita"-adjective-eo
"duenaskita"-adjective-eo "cadet"-adjective-fr
"duenaskita"-adjective-eo "puîné"-adjective-fr
"dubemolo"-noun-eo "double bémol"-noun-fr
"double bémol"-noun-fr "dubemolo"-noun-eo
"dudekjara"-adjective-eo "vingtenaire"-adjective-fr
"vingtenaire"-adjective-fr "dudekjara"-adjective-eo
"dudekjarulo"-noun-eo "vingtenaire"-noun-fr
"vingtenaire"-noun-fr "dudekjarulo"-noun-eo
"dudirekte"-adverb-eo "bidirectionnellement"-adverb-fr
"bidirectionnellement"-adverb-fr "dudirekte"-adverb-eo
"bidirectionnellement"-adverb-fr "duplekse"-adverb-eo
"duplekse"-adverb-eo "bidirectionnellement"-adverb-fr
"dudualo"-noun-eo "bidual"-noun-fr
"bidual"-noun-fr "dudualo"-noun-eo
"bidual"-noun-fr "duobla dualo"-noun-eo
"duobla dualo"-noun-eo "bidual"-noun-fr
"duedro"-noun-eo "dièdre"-noun-fr
"dièdre"-noun-fr "duedro"-noun-eo
"duelanto"-noun-eo "duelliste"-noun-fr
"duelliste"-noun-fr "duelanto"-noun-eo
"puîné"-adjective-fr "duenaskita"-adjective-eo
"duenjo"-noun-eo "duègne"-noun-fr
"duègne"-noun-fr "duenjo"-noun-eo
"dugongo"-noun-eo "vache marine"-noun-fr
"dugongo"-noun-eo "dugong"-noun-fr
"vache marine"-noun-fr "dugongo"-noun-eo
"dugong"-noun-fr "dugongo"-noun-eo
"dugong"-noun-fr "riverdelfeno"-noun-eo
"riverdelfeno"-noun-eo "dugong"-noun-fr
"riverdelfeno"-noun-eo "lamantin"-noun-fr
"dukta"-adjective-eo "exocrine"-adjective-fr
"exocrine"-adjective-fr "dukta"-adjective-eo
"dumdumo"-noun-eo "dum-dum"-noun-fr
"dumdumo"-noun-eo "munition à tête creuse"-noun-fr
"dum-dum"-noun-fr "dumdumo"-noun-eo
"munition à tête creuse"-noun-fr "dumdumo"-noun-eo
"duon"-adverb-eo "semi"-adverb-fr
"semi"-adverb-fr "duon"-adverb-eo
"duondio"-noun-eo "demi-dieu"-noun-fr
"demi-dieu"-noun-fr "duondio"-noun-eo
"duongrupo"-noun-eo "demi-groupe"-noun-fr
"duongrupo"-noun-eo "semi-groupe"-noun-fr
"demi-groupe"-noun-fr "duongrupo"-noun-eo
"semi-groupe"-noun-fr "duongrupo"-noun-eo
"duonkompreni"-verb-eo "comprendre à moitié"-verb-fr
"duonkompreni"-verb-eo "comprendre confusément"-verb-fr
"duonkompreni"-verb-eo "commencer à comprendre"-verb-fr
"comprendre à moitié"-verb-fr "duonkompreni"-verb-eo
"comprendre confusément"-verb-fr "duonkompreni"-verb-eo
"commencer à comprendre"-verb-fr "duonkompreni"-verb-eo
"duonkonduka"-adjective-eo "semiconducteur"-adjective-fr
"semiconducteur"-adjective-fr "duonkonduka"-adjective-eo
"duonkondukeco"-noun-eo "semiconductivité"-noun-fr
"semiconductivité"-noun-fr "duonkondukeco"-noun-eo
"duonlineara"-adjective-eo "semi-linéaire"-adjective-fr
"duonlineara"-adjective-eo "antilinéaire"-adjective-fr
"semi-linéaire"-adjective-fr "duonlineara"-adjective-eo
"semi-linéaire"-adjective-fr "konjuglineara"-adjective-eo
"semi-linéaire"-adjective-fr "kontraŭlineara"-adjective-eo
"antilinéaire"-adjective-fr "duonlineara"-adjective-eo
"antilinéaire"-adjective-fr "konjuglineara"-adjective-eo
"antilinéaire"-adjective-fr "kontraŭlineara"-adjective-eo
"konjuglineara"-adjective-eo "semi-linéaire"-adjective-fr
"konjuglineara"-adjective-eo "antilinéaire"-adjective-fr
"kontraŭlineara"-adjective-eo "semi-linéaire"-adjective-fr
"kontraŭlineara"-adjective-eo "antilinéaire"-adjective-fr
"duonluno"-noun-eo "demi-lune"-noun-fr
"demi-lune"-noun-fr "duonluno"-noun-eo
"demi-lune"-noun-fr "novluno"-noun-eo
"novluno"-noun-eo "demi-lune"-noun-fr
"duonnormo"-noun-eo "semi-norme"-noun-fr
"semi-norme"-noun-fr "duonnormo"-noun-eo
"duonopero"-noun-eo "opéra comique"-noun-fr
"opéra comique"-noun-fr "duonopero"-noun-eo
"duonsekundo"-noun-eo "demi-seconde"-noun-fr
"demi-seconde"-noun-fr "duonsekundo"-noun-eo
"duonŝerce"-adverb-eo "plaisantant à moitié"-adverb-fr
"plaisantant à moitié"-adverb-fr "duonŝerce"-adverb-eo
"duonsfere"-adverb-eo "hémisphériquement"-adverb-fr
"hémisphériquement"-adverb-fr "duonsfere"-adverb-eo
"hémisphériquement"-adverb-fr "hemisfere"-adverb-eo
"hemisfere"-adverb-eo "hémisphériquement"-adverb-fr
"duontempa"-adjective-eo "à mi-temps"-adjective-fr
"duontempa"-adjective-eo "employé à mi-temps"-adjective-fr
"à mi-temps"-adjective-fr "duontempa"-adjective-eo
"employé à mi-temps"-adjective-fr "duontempa"-adjective-eo
"duontempa laboristo"-noun-eo "employé à mi-temps"-noun-fr
"employé à mi-temps"-noun-fr "duontempa laboristo"-noun-eo
"duramatro"-noun-eo "dure-mère"-noun-fr
"dure-mère"-noun-fr "duramatro"-noun-eo
"Durbuy"-properNoun-eo "Durbuy"-properNoun-fr
"Durbuy"-properNoun-fr "Durbuy"-properNoun-eo
"Eaubonne"-properNoun-eo "Eaubonne"-properNoun-fr
"Eaubonne"-properNoun-fr "Eaubonne"-properNoun-eo
"ebena angulo"-noun-eo "angle plan"-noun-fr
"angle plan"-noun-fr "ebena angulo"-noun-eo
"ebona"-adjective-eo "d'ébène"-adjective-fr
"ebona"-adjective-eo "en ébène"-adjective-fr
"d'ébène"-adjective-fr "ebona"-adjective-eo
"en ébène"-adjective-fr "ebona"-adjective-eo
"ebonarbo"-noun-eo "ébénier"-noun-fr
"ébénier"-noun-fr "ebonarbo"-noun-eo
"ébénier"-noun-fr "ebonujo"-noun-eo
"ebonujo"-noun-eo "ébénier"-noun-fr
"ebrii"-verb-eo "être saoul"-verb-fr
"ebrii"-verb-eo "être soûl"-verb-fr
"être saoul"-verb-fr "ebrii"-verb-eo
"être soûl"-verb-fr "ebrii"-verb-eo
"ebulo"-noun-eo "yèble"-noun-fr
"yèble"-noun-fr "ebulo"-noun-eo
"ebura turo"-noun-eo "tour d'ivoire"-noun-fr
"tour d'ivoire"-noun-fr "ebura turo"-noun-eo
"Echirolles"-properNoun-eo "Echirolles"-properNoun-fr
"Echirolles"-properNoun-fr "Echirolles"-properNoun-eo
"Échirolles"-properNoun-eo "Échirolles"-properNoun-fr
"Échirolles"-properNoun-fr "Échirolles"-properNoun-eo
"edelvejso"-noun-eo "edelweiss"-noun-fr
"edelweiss"-noun-fr "edelvejso"-noun-eo
"edilo"-noun-eo "édile"-noun-fr
"édile"-noun-fr "edilo"-noun-eo
"Edmonton"-properNoun-eo "Edmonton"-properNoun-fr
"Edmonton"-properNoun-fr "Edmonton"-properNoun-eo
"eduke"-adverb-eo "éducativement"-adverb-fr
"éducativement"-adverb-fr "eduke"-adverb-eo
"éducativement"-adverb-fr "klerige"-adverb-eo
"klerige"-adverb-eo "éducativement"-adverb-fr
"eduksistemo"-noun-eo "système scolaire"-noun-fr
"eduksistemo"-noun-eo "système éducatif"-noun-fr
"système scolaire"-noun-fr "eduksistemo"-noun-eo
"système éducatif"-noun-fr "eduksistemo"-noun-eo
"Eeklo"-properNoun-eo "Eeklo"-properNoun-fr
"Eeklo"-properNoun-fr "Eeklo"-properNoun-eo
"efedro"-noun-eo "éphédra"-noun-fr
"efedro"-noun-eo "ephedra"-noun-fr
"éphédra"-noun-fr "efedro"-noun-eo
"ephedra"-noun-fr "efedro"-noun-eo
"efika kaŭzo"-noun-eo "cause efficiente"-noun-fr
"cause efficiente"-noun-fr "efika kaŭzo"-noun-eo
"efloreski"-verb-eo "effleurir"-verb-fr
"effleurir"-verb-fr "efloreski"-verb-eo
"efloresko"-noun-eo "efflorescence"-noun-fr
"efflorescence"-noun-fr "efloresko"-noun-eo
"egalrajta"-adjective-eo "égal de droit"-adjective-fr
"égal de droit"-adjective-fr "egalrajta"-adjective-eo
"egalrange"-adverb-eo "ex-aequo"-adverb-fr
"ex-aequo"-adverb-fr "egalrange"-adverb-eo
"eglanterio"-noun-eo "églantier"-noun-fr
"eglanterio"-noun-eo "églantine"-noun-fr
"églantier"-noun-fr "eglanterio"-noun-eo
"églantine"-noun-fr "eglanterio"-noun-eo
"egocentre"-adverb-eo "égocentriquement"-adverb-fr
"égocentriquement"-adverb-fr "egocentre"-adverb-eo
"egocentristo"-noun-eo "égocentrique"-noun-fr
"égocentrique"-noun-fr "egocentristo"-noun-eo
"egoisme"-adverb-eo "égoïstement"-adverb-fr
"égoïstement"-adverb-fr "egoisme"-adverb-eo
"égoïstement"-adverb-fr "egoiste"-adverb-eo
"egoiste"-adverb-eo "égoïstement"-adverb-fr
"egreto"-noun-eo "aigrette"-noun-fr
"aigrette"-noun-fr "egreto"-noun-eo
"aigrette"-noun-fr "plumtufo"-noun-eo
"plumtufo"-noun-eo "aigrette"-noun-fr
"ejnŝtejna"-adjective-eo "einsténien"-adjective-fr
"einsténien"-adjective-fr "ejnŝtejna"-adjective-eo
"ekarto"-noun-eo "erreur d'approximation"-noun-fr
"erreur d'approximation"-noun-fr "ekarto"-noun-eo
"sitôt"-preposition-fr "tuj de"-preposition-eo
"tuj de"-preposition-eo "sitôt"-preposition-fr
"eke de"-preposition-eo "à compter de"-preposition-fr
"à compter de"-preposition-fr "eke de"-preposition-eo
"ekio"-noun-eo "vipérine"-noun-fr
"vipérine"-noun-fr "ekio"-noun-eo
"ekkonflikti"-verb-eo "entrer en conflit"-verb-fr
"ekkonflikti"-verb-eo "prendre de querelle"-verb-fr
"entrer en conflit"-verb-fr "ekkonflikti"-verb-eo
"prendre de querelle"-verb-fr "ekkonflikti"-verb-eo
"eklipse"-adverb-eo "écliptiquement"-adverb-fr
"écliptiquement"-adverb-fr "eklipse"-adverb-eo
"ekrani"-verb-eo "faire écran"-verb-fr
"faire écran"-verb-fr "ekrani"-verb-eo
"ekscentriko"-noun-eo "excentrique"-noun-fr
"excentrique"-noun-fr "ekscentriko"-noun-eo
"excentrique"-noun-fr "ekstravaganculo"-noun-eo
"ekstravaganculo"-noun-eo "excentrique"-noun-fr
"ekskluziva disjunkcio"-noun-eo "disjonction exclusive"-noun-fr
"disjonction exclusive"-noun-fr "ekskluziva disjunkcio"-noun-eo
"ekskluzivaĵo"-noun-eo "scoop"-noun-fr
"scoop"-noun-fr "ekskluzivaĵo"-noun-eo
"ekskrementa"-adjective-eo "de chiotte"-adjective-fr
"ekskrementa"-adjective-eo "excrémentiel"-adjective-fr
"de chiotte"-adjective-fr "ekskrementa"-adjective-eo
"excrémentiel"-adjective-fr "ekskrementa"-adjective-eo
"ekspeda"-adjective-eo "expéditeur"-adjective-fr
"expéditeur"-adjective-fr "ekspeda"-adjective-eo
"eksplike"-adverb-eo "explicativement"-adverb-fr
"explicativement"-adverb-fr "eksplike"-adverb-eo
"explicativement"-adverb-fr "klarige"-adverb-eo
"klarige"-adverb-eo "explicativement"-adverb-fr
"eksplodmotoro"-noun-eo "moteur à explosion"-noun-fr
"moteur à explosion"-noun-fr "eksplodmotoro"-noun-eo
"exploitant"-noun-fr "ekspluatinto"-noun-eo
"ekspluatinto"-noun-eo "exploitant"-noun-fr
"ekspondeklami"-verb-eo "bonimenter"-verb-fr
"bonimenter"-verb-fr "ekspondeklami"-verb-eo
"ekspresa"-adjective-eo "exprès"-adjective-fr
"exprès"-adjective-fr "ekspresa"-adjective-eo
"ekssklavo"-noun-eo "affranchi"-noun-fr
"affranchi"-noun-fr "ekssklavo"-noun-eo
"affranchi"-noun-fr "liberigito"-noun-eo
"liberigito"-noun-eo "affranchi"-noun-fr
"ekstazi"-verb-eo "être en extase"-verb-fr
"être en extase"-verb-fr "ekstazi"-verb-eo
"ekstazio"-noun-eo "ecstasy"-noun-fr
"ecstasy"-noun-fr "ekstazio"-noun-eo
"ekstera operacio"-noun-eo "loi de composition externe"-noun-fr
"loi de composition externe"-noun-fr "ekstera operacio"-noun-eo
"eksteretata"-adjective-eo "en contrat de prestation"-adjective-fr
"eksteretata"-adjective-eo "faisant partie du personnel externe"-adjective-fr
"en contrat de prestation"-adjective-fr "eksteretata"-adjective-eo
"faisant partie du personnel externe"-adjective-fr "eksteretata"-adjective-eo
"eksternatura"-adjective-eo "contre nature"-adjective-fr
"contre nature"-adjective-fr "eksternatura"-adjective-eo
"ekstertema"-adjective-eo "hors-sujet"-adjective-fr
