"n'importe quel"-determiner-fr "ajna"-determiner-eo
"sommet"-noun-fr "pinto"-noun-eo
"sommet"-noun-fr "supro"-noun-eo
"pinto"-noun-eo "sommet"-noun-fr
"pinto"-noun-eo "cime"-noun-fr
"pinto"-noun-eo "pointe"-noun-fr
"supro"-noun-eo "sommet"-noun-fr
"supro"-noun-eo "cime"-noun-fr
"cime"-noun-fr "pinto"-noun-eo
"cime"-noun-fr "supro"-noun-eo
"pointe"-noun-fr "pinto"-noun-eo
"phrase"-noun-fr "frazo"-noun-eo
"frazo"-noun-eo "phrase"-noun-fr
"salutation"-noun-fr "saluto"-noun-eo
"saluto"-noun-eo "salutation"-noun-fr
"saluto"-noun-eo "bonjour"-noun-fr
"bonjour"-noun-fr "saluto"-noun-eo
"pierre"-noun-fr "ŝtono"-noun-eo
"ŝtono"-noun-eo "pierre"-noun-fr
"ŝtono"-noun-eo "caillou"-noun-fr
"caillou"-noun-fr "ŝtono"-noun-eo
"pronostic"-noun-fr "prognozo"-noun-eo
"prognozo"-noun-eo "pronostic"-noun-fr
"avarie"-noun-fr "paneo"-noun-eo
"paneo"-noun-eo "avarie"-noun-fr
"paneo"-noun-eo "panne"-noun-fr
"panne"-noun-fr "paneo"-noun-eo
"divido"-noun-eo "division"-noun-fr
"division"-noun-fr "divido"-noun-eo
"division"-noun-fr "divizio"-noun-eo
"divizio"-noun-eo "division"-noun-fr
"distrikto"-noun-eo "district"-noun-fr
"district"-noun-fr "distrikto"-noun-eo
"périphérie"-noun-fr "periferio"-noun-eo
"periferio"-noun-eo "périphérie"-noun-fr
"rando"-noun-eo "bord"-noun-fr
"rando"-noun-eo "marge"-noun-fr
"rando"-noun-eo "berge"-noun-fr
"rando"-noun-eo "lisière"-noun-fr
"bord"-noun-fr "bordo"-noun-eo
"bord"-noun-fr "rando"-noun-eo
"marge"-noun-fr "rando"-noun-eo
"marge"-noun-fr "marĝeno"-noun-eo
"berge"-noun-fr "rando"-noun-eo
"lisière"-noun-fr "rando"-noun-eo
"marĝeno"-noun-eo "marge"-noun-fr
"rive"-noun-fr "bordo"-noun-eo
"benko"-noun-eo "banc"-noun-fr
"banc"-noun-fr "benko"-noun-eo
"banque"-noun-fr "banko"-noun-eo
"banko"-noun-eo "banque"-noun-fr
"siège"-noun-fr "sidejo"-noun-eo
"siège"-noun-fr "sieĝo"-noun-eo
"siège"-noun-fr "seĝo"-noun-eo
"sidejo"-noun-eo "siège"-noun-fr
"sieĝo"-noun-eo "siège"-noun-fr
"seĝo"-noun-eo "siège"-noun-fr
"seĝo"-noun-eo "chaise"-noun-fr
"chaise"-noun-fr "seĝo"-noun-eo
"manifestation"-noun-fr "manifestacio"-noun-eo
"manifestacio"-noun-eo "manifestation"-noun-fr
"procession"-noun-fr "procesio"-noun-eo
"procesio"-noun-eo "procession"-noun-fr
"spectacle"-noun-fr "spektaklo"-noun-eo
"spektaklo"-noun-eo "spectacle"-noun-fr
"spektaklo"-noun-eo "show"-noun-fr
"show"-noun-fr "spektaklo"-noun-eo
"allogo"-noun-eo "attrait"-noun-fr
"attrait"-noun-fr "allogo"-noun-eo
"élan"-noun-fr "impeto"-noun-eo
"impeto"-noun-eo "élan"-noun-fr
"momento"-noun-eo "instant"-noun-fr
"momento"-noun-eo "moment"-noun-fr
"instant"-noun-fr "momento"-noun-eo
"moment"-noun-fr "momento"-noun-eo
"moment"-noun-fr "momanto"-noun-eo
"momanto"-noun-eo "moment"-noun-fr
"désordre"-noun-fr "malordo"-noun-eo
"malfido"-noun-eo "méfiance"-noun-fr
"méfiance"-noun-fr "malfido"-noun-eo
"opinion"-noun-fr "opinio"-noun-eo
"opinio"-noun-eo "opinion"-noun-fr
"jugement"-noun-fr "juĝo"-noun-eo
"juĝo"-noun-eo "jugement"-noun-fr
"reportage"-noun-fr "raportaĵo"-noun-eo
"raportaĵo"-noun-eo "reportage"-noun-fr
"exposé"-noun-fr "ekspozicio"-noun-eo
"ekspozicio"-noun-eo "exposé"-noun-fr
"ekspozicio"-noun-eo "exposition"-noun-fr
"exposition"-noun-fr "ekspozicio"-noun-eo
"exhibition"-noun-fr "elmontrado"-noun-eo
"elmontrado"-noun-eo "exhibition"-noun-fr
"liste"-noun-fr "listo"-noun-eo
"listo"-noun-eo "liste"-noun-fr
"registre"-noun-fr "registro"-noun-eo
"registro"-noun-eo "registre"-noun-fr
"fonction"-noun-fr "funkcio"-noun-eo
"funkcio"-noun-eo "fonction"-noun-fr
"eblo"-noun-eo "possibilité"-noun-fr
"possibilité"-noun-fr "eblo"-noun-eo
"ŝanco"-noun-eo "opportunité"-noun-fr
"ŝanco"-noun-eo "occasion"-noun-fr
"opportunité"-noun-fr "ŝanco"-noun-eo
"occasion"-noun-fr "ŝanco"-noun-eo
"occasion"-noun-fr "okazo"-noun-eo
"okazo"-noun-eo "occasion"-noun-fr
"cas"-noun-fr "kazo"-noun-eo
"kazo"-noun-eo "cas"-noun-fr
"pioche"-noun-fr "pioĉo"-noun-eo
"pioĉo"-noun-eo "pioche"-noun-fr
"palette"-noun-fr "paletro"-noun-eo
"paletro"-noun-eo "palette"-noun-fr
"pelle"-noun-fr "ŝovelilo"-noun-eo
"ŝovelilo"-noun-eo "pelle"-noun-fr
"kurento"-noun-eo "courant"-noun-fr
"courant"-noun-fr "kurento"-noun-eo
"eksplodo"-noun-eo "explosion"-noun-fr
"explosion"-noun-fr "eksplodo"-noun-eo
"éclat"-noun-fr "brilo"-noun-eo
"brilo"-noun-eo "éclat"-noun-fr
"pipe"-noun-fr "pipo"-noun-eo
"pipo"-noun-eo "pipe"-noun-fr
"tubo"-noun-eo "tuyau"-noun-fr
"tubo"-noun-eo "conduit"-noun-fr
"tuyau"-noun-fr "tubo"-noun-eo
"conduit"-noun-fr "tubo"-noun-eo
"kablo"-noun-eo "câble"-noun-fr
"câble"-noun-fr "kablo"-noun-eo
"ŝoforo"-noun-eo "conducteur"-noun-fr
"conducteur"-noun-fr "ŝoforo"-noun-eo
"niveau"-noun-fr "nivelo"-noun-eo
"nivelo"-noun-eo "niveau"-noun-fr
"hauteur"-noun-fr "alteco"-noun-eo
"hauteur"-noun-fr "alto"-noun-eo
"alteco"-noun-eo "hauteur"-noun-fr
"alteco"-noun-eo "haut"-noun-fr
"alto"-noun-eo "hauteur"-noun-fr
"haut"-noun-fr "alteco"-noun-eo
"importance"-noun-fr "graveco"-noun-eo
"graveco"-noun-eo "importance"-noun-fr
"nature"-noun-fr "naturo"-noun-eo
"naturo"-noun-eo "nature"-noun-fr
"côté"-noun-fr "flanko"-noun-eo
"flanko"-noun-eo "côté"-noun-fr
"stelulo"-noun-eo "vedette"-noun-fr
"stelulo"-noun-eo "star"-noun-fr
"vedette"-noun-fr "stelulo"-noun-eo
"vedette"-noun-fr "stelo"-noun-eo
"star"-noun-fr "stelulo"-noun-eo
"étoile"-noun-fr "stelo"-noun-eo
"stelo"-noun-eo "vedette"-noun-fr
"stelo"-noun-eo "étoile"-noun-fr
"sorto"-noun-eo "chance"-noun-fr
"sorto"-noun-eo "sort"-noun-fr
"chance"-noun-fr "sorto"-noun-eo
"chance"-noun-fr "fortuno"-noun-eo
"sort"-noun-fr "sorto"-noun-eo
"fortuno"-noun-eo "chance"-noun-fr
"fortuno"-noun-eo "fortune"-noun-fr
"fortune"-noun-fr "fortuno"-noun-eo
"essence"-noun-fr "esenco"-noun-eo
"essence"-noun-fr "benzino"-noun-eo
"esenco"-noun-eo "essence"-noun-fr
"benzino"-noun-eo "essence"-noun-fr
"suko"-noun-eo "jus"-noun-fr
"jus"-noun-fr "suko"-noun-eo
"graisse"-noun-fr "graso"-noun-eo
"graso"-noun-eo "graisse"-noun-fr
"restado"-noun-eo "séjour"-noun-fr
"restado"-noun-eo "permanence"-noun-fr
"séjour"-noun-fr "restado"-noun-eo
"permanence"-noun-fr "restado"-noun-eo
"certification"-noun-fr "atesto"-noun-eo
"atesto"-noun-eo "certification"-noun-fr
"atesto"-noun-eo "témoignage"-noun-fr
"atesto"-noun-eo "attestation"-noun-fr
"témoignage"-noun-fr "atesto"-noun-eo
"attestation"-noun-fr "atesto"-noun-eo
"spectateur"-noun-fr "spektanto"-noun-eo
"spektanto"-noun-eo "spectateur"-noun-fr
"témoin"-noun-fr "atestanto"-noun-eo
"atestanto"-noun-eo "témoin"-noun-fr
"référence"-noun-fr "referenco"-noun-eo
"referenco"-noun-eo "référence"-noun-fr
"referenco"-noun-eo "référencement"-noun-fr
"référencement"-noun-fr "referenco"-noun-eo
"transmission"-noun-fr "transmisio"-noun-eo
"transmisio"-noun-eo "transmission"-noun-fr
"pago"-noun-eo "paiement"-noun-fr
"paiement"-noun-fr "pago"-noun-eo
"salajro"-noun-eo "salaire"-noun-fr
"salaire"-noun-fr "salajro"-noun-eo
"journal"-noun-fr "taglibro"-noun-eo
"journal"-noun-fr "ĵurnalo"-noun-eo
"taglibro"-noun-eo "journal"-noun-fr
"ĵurnalo"-noun-eo "journal"-noun-fr
"ĵurnalo"-noun-eo "quotidien"-noun-fr
"quotidien"-noun-fr "ĵurnalo"-noun-eo
"agenda"-noun-fr "agendo"-noun-eo
"agendo"-noun-eo "agenda"-noun-fr
"revue"-noun-fr "revuo"-noun-eo
"revuo"-noun-eo "revue"-noun-fr
"revuo"-noun-eo "magazine"-noun-fr
"magazine"-noun-fr "revuo"-noun-eo
"magasin"-noun-fr "butiko"-noun-eo
"magasin"-noun-fr "magazeno"-noun-eo
"butiko"-noun-eo "magasin"-noun-fr
"butiko"-noun-eo "boutique"-noun-fr
"magazeno"-noun-eo "magasin"-noun-fr
"magazeno"-noun-eo "entrepôt"-noun-fr
"boutique"-noun-fr "butiko"-noun-eo
"entrepôt"-noun-fr "magazeno"-noun-eo
"réserve"-noun-fr "rezervo"-noun-eo
"rezervo"-noun-eo "réserve"-noun-fr
"progreso"-noun-eo "progrès"-noun-fr
"progrès"-noun-fr "progreso"-noun-eo
"avantage"-noun-fr "avantaĝo"-noun-eo
"avantaĝo"-noun-eo "avantage"-noun-fr
"comportement"-noun-fr "konduto"-noun-eo
"konduto"-noun-eo "comportement"-noun-fr
"konduto"-noun-eo "conduite"-noun-fr
"conduite"-noun-fr "konduto"-noun-eo
"conduite"-noun-fr "alkonduko"-noun-eo
"alkonduko"-noun-eo "conduite"-noun-fr
"ligue"-noun-fr "ligo"-noun-eo
"table"-noun-fr "tablo"-noun-eo
"tablo"-noun-eo "table"-noun-fr
"panero"-noun-eo "mie"-noun-fr
"mie"-noun-fr "panero"-noun-eo
"prisonnier"-noun-fr "malliberulo"-noun-eo
"malliberulo"-noun-eo "prisonnier"-noun-fr
"prise"-noun-fr "preno"-noun-eo
"preno"-noun-eo "prise"-noun-fr
"écriture"-noun-fr "skribo"-noun-eo
"skribo"-noun-eo "écriture"-noun-fr
"grève"-noun-fr "striko"-noun-eo
"striko"-noun-eo "grève"-noun-fr
"trankvileco"-noun-eo "tranquillité"-noun-fr
"tranquillité"-noun-fr "trankvileco"-noun-eo
"tranquillité"-noun-fr "trankvilo"-noun-eo
"trankvilo"-noun-eo "tranquillité"-noun-fr
"affirmation"-noun-fr "aserto"-noun-eo
"aserto"-noun-eo "affirmation"-noun-fr
"revendication"-noun-fr "depostulo"-noun-eo
"depostulo"-noun-eo "revendication"-noun-fr
"affection"-noun-fr "korinklino"-noun-eo
"affection"-noun-fr "afekcio"-noun-eo
"korinklino"-noun-eo "affection"-noun-fr
"afekcio"-noun-eo "affection"-noun-fr
"émotion"-noun-fr "emocio"-noun-eo
"emocio"-noun-eo "émotion"-noun-fr
"estimation"-noun-fr "taksado"-noun-eo
"taksado"-noun-eo "estimation"-noun-fr
"taksado"-noun-eo "expertise"-noun-fr
"expertise"-noun-fr "taksado"-noun-eo
"takso"-noun-eo "évaluation"-noun-fr
"évaluation"-noun-fr "takso"-noun-eo
"différence"-noun-fr "diferenco"-noun-eo
"diferenco"-noun-eo "différence"-noun-fr
"résidu"-noun-fr "restaĵo"-noun-eo
"restaĵo"-noun-eo "résidu"-noun-fr
"restaĵo"-noun-eo "déchet"-noun-fr
"restaĵo"-noun-eo "reste"-noun-fr
"déchet"-noun-fr "restaĵo"-noun-eo
"reste"-noun-fr "restaĵo"-noun-eo
"reste"-noun-fr "resto"-noun-eo
"destitution"-noun-fr "eksigo"-noun-eo
"eksigo"-noun-eo "destitution"-noun-fr
"marĉo"-noun-eo "marais"-noun-fr
"marais"-noun-fr "marĉo"-noun-eo
"baro"-noun-eo "barrière"-noun-fr
"barrière"-noun-fr "baro"-noun-eo
"interruption"-noun-fr "ĉesigo"-noun-eo
"ĉesigo"-noun-eo "interruption"-noun-fr
"propriété"-noun-fr "bieno"-noun-eo
"propriété"-noun-fr "proprieto"-noun-eo
"bieno"-noun-eo "propriété"-noun-fr
"proprieto"-noun-eo "propriété"-noun-fr
"parko"-noun-eo "parc"-noun-fr
"parc"-noun-fr "parko"-noun-eo
"vilaĝo"-noun-eo "village"-noun-fr
"village"-noun-fr "vilaĝo"-noun-eo
"peuple"-noun-fr "popolo"-noun-eo
"peuple"-noun-fr "gento"-noun-eo
"popolo"-noun-eo "peuple"-noun-fr
"gento"-noun-eo "peuple"-noun-fr
"ville"-noun-fr "urbo"-noun-eo
"urbo"-noun-eo "ville"-noun-fr
"urbo"-noun-eo "cité"-noun-fr
"cité"-noun-fr "urbo"-noun-eo
"mairie"-noun-fr "urbodomo"-noun-eo
"urbodomo"-noun-eo "mairie"-noun-fr
"avertissement"-noun-fr "averto"-noun-eo
"averto"-noun-eo "avertissement"-noun-fr
"komuniko"-noun-eo "communication"-noun-fr
"communication"-noun-fr "komuniko"-noun-eo
"deklaro"-noun-eo "déclaration"-noun-fr
"déclaration"-noun-fr "deklaro"-noun-eo
"moelle"-noun-fr "medolo"-noun-eo
"medolo"-noun-eo "moelle"-noun-fr
"quai"-noun-fr "kajo"-noun-eo
"kajo"-noun-eo "quai"-noun-fr
"coffre"-noun-fr "kofro"-noun-eo
"kofro"-noun-eo "coffre"-noun-fr
"kofro"-noun-eo "malle"-noun-fr
"malle"-noun-fr "kofro"-noun-eo
"valise"-noun-fr "valizo"-noun-eo
"valizo"-noun-eo "valise"-noun-fr
"arche"-noun-fr "arko"-noun-eo
"arko"-noun-eo "arche"-noun-fr
"arko"-noun-eo "arc"-noun-fr
"arc"-noun-fr "arko"-noun-eo
"corne"-noun-fr "korno"-noun-eo
"korno"-noun-eo "corne"-noun-fr
"branche"-noun-fr "branĉo"-noun-eo
"branĉo"-noun-eo "branche"-noun-fr
"fako"-noun-eo "département"-noun-fr
"département"-noun-fr "fako"-noun-eo
"département"-noun-fr "departemento"-noun-eo
"departemento"-noun-eo "département"-noun-fr
"estonteco"-noun-eo "futur"-noun-fr
"estonteco"-noun-eo "avenir"-noun-fr
"futur"-noun-fr "estonteco"-noun-eo
"futur"-noun-fr "futuro"-noun-eo
"futur"-noun-fr "estonto"-noun-eo
"avenir"-noun-fr "estonteco"-noun-eo
"futuro"-noun-eo "futur"-noun-fr
"estonto"-noun-eo "futur"-noun-fr
"knabo"-noun-eo "enfant"-noun-fr
"knabo"-noun-eo "garçon"-noun-fr
"enfant"-noun-fr "knabo"-noun-eo
"enfant"-noun-fr "infano"-noun-eo
"garçon"-noun-fr "knabo"-noun-eo
"garçon"-noun-fr "kelnero"-noun-eo
"infano"-noun-eo "enfant"-noun-fr
"kelnero"-noun-eo "garçon"-noun-fr
"kelnero"-noun-eo "steward"-noun-fr
"fille"-noun-fr "filo"-noun-eo
"filo"-noun-eo "fille"-noun-fr
"filo"-noun-eo "fils"-noun-fr
"steward"-noun-fr "kelnero"-noun-eo
"fils"-noun-fr "filo"-noun-eo
"créature"-noun-fr "kreaĵo"-noun-eo
"kreaĵo"-noun-eo "créature"-noun-fr
"kreaĵo"-noun-eo "création"-noun-fr
"création"-noun-fr "kreaĵo"-noun-eo
"création"-noun-fr "kreo"-noun-eo
"bebo"-noun-eo "bébé"-noun-fr
"bébé"-noun-fr "bebo"-noun-eo
"besto"-noun-eo "animal"-noun-fr
"besto"-noun-eo "bête"-noun-fr
"animal"-noun-fr "besto"-noun-eo
"animal"-noun-fr "animalo"-noun-eo
"bête"-noun-fr "besto"-noun-eo
"animalo"-noun-eo "animal"-noun-fr
"cave"-noun-fr "kelo"-noun-eo
"kelo"-noun-eo "cave"-noun-fr
"metroo"-noun-eo "métro"-noun-fr
"métro"-noun-fr "metroo"-noun-eo
"ampoule"-noun-fr "ampolo"-noun-eo
"ampolo"-noun-eo "ampoule"-noun-fr
"sako"-noun-eo "sac"-noun-fr
"sako"-noun-eo "bourse"-noun-fr
"sac"-noun-fr "sako"-noun-eo
"bourse"-noun-fr "sako"-noun-eo
"bourse"-noun-fr "borso"-noun-eo
"borso"-noun-eo "bourse"-noun-fr
"vol"-noun-fr "flugo"-noun-eo
"flugo"-noun-eo "vol"-noun-fr
"sagesse"-noun-fr "saĝo"-noun-eo
"saĝo"-noun-eo "sagesse"-noun-fr
"sento"-noun-eo "sentiment"-noun-fr
"sentiment"-noun-fr "sento"-noun-eo
"sensation"-noun-fr "sensaco"-noun-eo
"sensaco"-noun-eo "sensation"-noun-fr
"sens"-noun-fr "senso"-noun-eo
"sens"-noun-fr "senco"-noun-eo
"senso"-noun-eo "sens"-noun-fr
"senco"-noun-eo "sens"-noun-fr
"signification"-noun-fr "signifo"-noun-eo
"signifo"-noun-eo "signification"-noun-fr
"domo"-noun-eo "maison"-noun-fr
"maison"-noun-fr "domo"-noun-eo
"maison"-noun-fr "hejmo"-noun-eo
"hejmo"-noun-eo "maison"-noun-fr
"hejmo"-noun-eo "foyer"-noun-fr
"foyer"-noun-fr "hejmo"-noun-eo
"foyer"-noun-fr "fokuso"-noun-eo
"kamerao"-noun-eo "caméra"-noun-fr
"caméra"-noun-fr "kamerao"-noun-eo
"cour"-noun-fr "korto"-noun-eo
"cour"-noun-fr "kortego"-noun-eo
"cour"-noun-fr "kortumo"-noun-eo
"korto"-noun-eo "cour"-noun-fr
"kortego"-noun-eo "cour"-noun-fr
"kortumo"-noun-eo "cour"-noun-fr
"casque"-noun-fr "kasko"-noun-eo
"kasko"-noun-eo "casque"-noun-fr
"noyau"-noun-fr "kerno"-noun-eo
"noyau"-noun-fr "nukleo"-noun-eo
"kerno"-noun-eo "noyau"-noun-fr
"nukleo"-noun-eo "noyau"-noun-fr
"cœur"-noun-fr "koruso"-noun-eo
"cœur"-noun-fr "koro"-noun-eo
"koruso"-noun-eo "cœur"-noun-fr
"koruso"-noun-eo "chœur"-noun-fr
"koro"-noun-eo "cœur"-noun-fr
"chœur"-noun-fr "koruso"-noun-eo
"centre"-noun-fr "centro"-noun-eo
"centro"-noun-eo "centre"-noun-fr
"fokuso"-noun-eo "foyer"-noun-fr
"coquille"-noun-fr "ŝelo"-noun-eo
"ŝelo"-noun-eo "coquille"-noun-fr
"jambe"-noun-fr "kruro"-noun-eo
"kruro"-noun-eo "jambe"-noun-fr
"directive"-noun-fr "direktrico"-noun-eo
"direktrico"-noun-eo "directive"-noun-fr
"édit"-noun-fr "edikto"-noun-eo
"edikto"-noun-eo "édit"-noun-fr
"décret"-noun-fr "dekreto"-noun-eo
"dekreto"-noun-eo "décret"-noun-fr
"dekreto"-noun-eo "arrêté"-noun-fr
"arrêté"-noun-fr "dekreto"-noun-eo
"acte"-noun-fr "ago"-noun-eo
"acte"-noun-fr "akto"-noun-eo
"ago"-noun-eo "acte"-noun-fr
"ago"-noun-eo "action"-noun-fr
"akto"-noun-eo "acte"-noun-fr
"action"-noun-fr "ago"-noun-eo
"action"-noun-fr "agado"-noun-eo
"action"-noun-fr "faro"-noun-eo
"action"-noun-fr "akcio"-noun-eo
"agado"-noun-eo "action"-noun-fr
"faro"-noun-eo "action"-noun-fr
"akcio"-noun-eo "action"-noun-fr
"aŭto"-noun-eo "voiture"-noun-fr
"aŭto"-noun-eo "automobile"-noun-fr
"voiture"-noun-fr "aŭto"-noun-eo
"automobile"-noun-fr "aŭto"-noun-eo
"automobile"-noun-fr "aŭtomobilo"-noun-eo
"aŭtomobilo"-noun-eo "automobile"-noun-fr
"raisin"-noun-fr "vinbero"-noun-eo
"vinbero"-noun-eo "raisin"-noun-fr
"kaptilo"-noun-eo "piège"-noun-fr
"piège"-noun-fr "kaptilo"-noun-eo
"piège"-noun-fr "falilo"-noun-eo
"falilo"-noun-eo "piège"-noun-fr
"eraro"-noun-eo "maldonne"-noun-fr
"eraro"-noun-eo "erreur"-noun-fr
"maldonne"-noun-fr "eraro"-noun-eo
"erreur"-noun-fr "eraro"-noun-eo
"plaisanterie"-noun-fr "ŝerco"-noun-eo
"ŝerco"-noun-eo "plaisanterie"-noun-fr
"ŝerco"-noun-eo "blague"-noun-fr
"blague"-noun-fr "ŝerco"-noun-eo
"lito"-noun-eo "lit"-noun-fr
"lit"-noun-fr "lito"-noun-eo
"nappe"-noun-fr "mantelo"-noun-eo
"mantelo"-noun-eo "nappe"-noun-fr
"mantelo"-noun-eo "cape"-noun-fr
"mantelo"-noun-eo "manteau"-noun-fr
"mantelo"-noun-eo "abri"-noun-fr
"cape"-noun-fr "mantelo"-noun-eo
"manteau"-noun-fr "mantelo"-noun-eo
"abri"-noun-fr "mantelo"-noun-eo
"pleto"-noun-eo "plateau"-noun-fr
"pleto"-noun-eo "plate"-noun-fr
"plateau"-noun-fr "pleto"-noun-eo
"plateau"-noun-fr "scenejo"-noun-eo
"plate"-noun-fr "pleto"-noun-eo
"scenejo"-noun-eo "plateau"-noun-fr
"panorama"-noun-fr "panoramo"-noun-eo
"panoramo"-noun-eo "panorama"-noun-fr
"scène"-noun-fr "sceno"-noun-eo
"sceno"-noun-eo "scène"-noun-fr
"plan"-noun-fr "plano"-noun-eo
"plan"-noun-fr "ebeno"-noun-eo
"plano"-noun-eo "plan"-noun-fr
"ebeno"-noun-eo "plan"-noun-fr
"schéma"-noun-fr "skemo"-noun-eo
"skemo"-noun-eo "schéma"-noun-fr
"figuro"-noun-eo "figure"-noun-fr
"figure"-noun-fr "figuro"-noun-eo
"avio"-noun-eo "avion"-noun-fr
"avion"-noun-fr "avio"-noun-eo
"avion"-noun-fr "aviadilo"-noun-eo
"aviadilo"-noun-eo "avion"-noun-fr
"kapo"-noun-eo "tête"-noun-fr
"tête"-noun-fr "kapo"-noun-eo
"boule"-noun-fr "bulo"-noun-eo
"bulo"-noun-eo "boule"-noun-fr
"horloĝo"-noun-eo "horloge"-noun-fr
"horloĝo"-noun-eo "montre"-noun-fr
"horloge"-noun-fr "horloĝo"-noun-eo
"montre"-noun-fr "horloĝo"-noun-eo
"goût"-noun-fr "gusto"-noun-eo
"gusto"-noun-eo "goût"-noun-fr
"specimeno"-noun-eo "échantillon"-noun-fr
"échantillon"-noun-fr "specimeno"-noun-eo
"ringo"-noun-eo "anneau"-noun-fr
"anneau"-noun-fr "ringo"-noun-eo
"korbo"-noun-eo "panier"-noun-fr
"korbo"-noun-eo "corbeille"-noun-fr
"panier"-noun-fr "korbo"-noun-eo
"corbeille"-noun-fr "korbo"-noun-eo
"verrou"-noun-fr "riglilo"-noun-eo
"riglilo"-noun-eo "verrou"-noun-fr
"escargot"-noun-fr "heliko"-noun-eo
"heliko"-noun-eo "escargot"-noun-fr
"point"-noun-fr "punkto"-noun-eo
"point"-noun-fr "poento"-noun-eo
"punkto"-noun-eo "point"-noun-fr
"poento"-noun-eo "point"-noun-fr
"kresko"-noun-eo "croissance"-noun-fr
"croissance"-noun-fr "kresko"-noun-eo
"pile"-noun-fr "stako"-noun-eo
"stako"-noun-eo "pile"-noun-fr
"char"-noun-fr "ĉaro"-noun-eo
"ĉaro"-noun-eo "char"-noun-fr
"wagon"-noun-fr "vagono"-noun-eo
"vagono"-noun-eo "wagon"-noun-fr
"rouleau"-noun-fr "rulo"-noun-eo
"rulo"-noun-eo "rouleau"-noun-fr
"groupe"-noun-fr "grupo"-noun-eo
"grupo"-noun-eo "groupe"-noun-fr
"bloc"-noun-fr "bloko"-noun-eo
"bloko"-noun-eo "bloc"-noun-fr
"blocage"-noun-fr "blokado"-noun-eo
"blokado"-noun-eo "blocage"-noun-fr
"rapidité"-noun-fr "rapideco"-noun-eo
"rapideco"-noun-eo "rapidité"-noun-fr
"lerteco"-noun-eo "dextérité"-noun-fr
"dextérité"-noun-fr "lerteco"-noun-eo
"ŝtupo"-noun-eo "échelon"-noun-fr
"ŝtupo"-noun-eo "degré"-noun-fr
"échelon"-noun-fr "ŝtupo"-noun-eo
"degré"-noun-fr "ŝtupo"-noun-eo
"degré"-noun-fr "grado"-noun-eo
"grado"-noun-eo "degré"-noun-fr
"marche"-noun-fr "marŝo"-noun-eo
"marŝo"-noun-eo "marche"-noun-fr
"rango"-noun-eo "rang"-noun-fr
"rang"-noun-fr "rango"-noun-eo
"titre"-noun-fr "titolo"-noun-eo
"titolo"-noun-eo "titre"-noun-fr
"posedanto"-noun-eo "propriétaire"-noun-fr
"posedanto"-noun-eo "possesseur"-noun-fr
"posedanto"-noun-eo "détenteur"-noun-fr
"propriétaire"-noun-fr "posedanto"-noun-eo
"propriétaire"-noun-fr "mastro"-noun-eo
"propriétaire"-noun-fr "proprietulo"-noun-eo
"possesseur"-noun-fr "posedanto"-noun-eo
"détenteur"-noun-fr "posedanto"-noun-eo
"mastro"-noun-eo "propriétaire"-noun-fr
"mastro"-noun-eo "patron"-noun-fr
"mastro"-noun-eo "maître"-noun-fr
"proprietulo"-noun-eo "propriétaire"-noun-fr
"patron"-noun-fr "mastro"-noun-eo
"patron"-noun-fr "ŝablono"-noun-eo
"patron"-noun-fr "patrono"-noun-eo
"patron"-noun-fr "dunganto"-noun-eo
"maître"-noun-fr "mastro"-noun-eo
"maître"-noun-fr "majstro"-noun-eo
"fourchette"-noun-fr "forko"-noun-eo
"forko"-noun-eo "fourchette"-noun-fr
"forko"-noun-eo "bifurcation"-noun-fr
"bifurcation"-noun-fr "forko"-noun-eo
"ŝablono"-noun-eo "patron"-noun-fr
"patrono"-noun-eo "patron"-noun-fr
"dunganto"-noun-eo "patron"-noun-fr
"majstro"-noun-eo "maître"-noun-fr
"instruisto"-noun-eo "professeur"-noun-fr
"professeur"-noun-fr "instruisto"-noun-eo
"professeur"-noun-fr "profesoro"-noun-eo
"profesoro"-noun-eo "professeur"-noun-fr
"cadre"-noun-fr "kadro"-noun-eo
"kadro"-noun-eo "cadre"-noun-fr
"kunsido"-noun-eo "séance"-noun-fr
"kunsido"-noun-eo "session"-noun-fr
"séance"-noun-fr "kunsido"-noun-eo
"session"-noun-fr "kunsido"-noun-eo
"session"-noun-fr "sesio"-noun-eo
"sesio"-noun-eo "session"-noun-fr
"conclusion"-noun-fr "konkludo"-noun-eo
"konkludo"-noun-eo "conclusion"-noun-fr
"konkludo"-noun-eo "constat"-noun-fr
"constat"-noun-fr "konkludo"-noun-eo
"morto"-noun-eo "mort"-noun-fr
"mort"-noun-fr "morto"-noun-eo
"mort"-noun-fr "mortinto"-noun-eo
"mortinto"-noun-eo "mort"-noun-fr
"tendance"-noun-fr "tendenco"-noun-eo
"tendenco"-noun-eo "tendance"-noun-fr
"faiblesse"-noun-fr "malfortaĵo"-noun-eo
"malfortaĵo"-noun-eo "faiblesse"-noun-fr
"terme"-noun-fr "termino"-noun-eo
"terme"-noun-fr "termo"-noun-eo
"termino"-noun-eo "terme"-noun-fr
"termo"-noun-eo "terme"-noun-fr
"malfruo"-noun-eo "retard"-noun-fr
"retard"-noun-fr "malfruo"-noun-eo
"sekcio"-noun-eo "section"-noun-fr
"section"-noun-fr "sekcio"-noun-eo
"pafo"-noun-eo "tir"-noun-fr
"tir"-noun-fr "pafo"-noun-eo
"tir"-noun-fr "ŝoto"-noun-eo
"ŝoto"-noun-eo "tir"-noun-fr
