"in order to"-preposition-en "per tal de"-preposition-ca
"importance"-noun-en "importància"-noun-ca
"importància"-noun-ca "importance"-noun-en
"cinturó"-noun-ca "belt"-noun-en
"belt"-noun-en "cinturó"-noun-ca
"belt"-noun-en "corretja"-noun-ca
"corretja"-noun-ca "belt"-noun-en
"grandesa"-noun-ca "magnitude"-noun-en
"grandesa"-noun-ca "greatness"-noun-en
"magnitude"-noun-en "grandesa"-noun-ca
"magnitude"-noun-en "grandària"-noun-ca
"magnitude"-noun-en "magnitud"-noun-ca
"greatness"-noun-en "grandesa"-noun-ca
"grandària"-noun-ca "magnitude"-noun-en
"grandària"-noun-ca "size"-noun-en
"magnitud"-noun-ca "magnitude"-noun-en
"size"-noun-en "grandària"-noun-ca
"suggeriment"-noun-ca "suggestion"-noun-en
"suggestion"-noun-en "suggeriment"-noun-ca
"influència"-noun-ca "influence"-noun-en
"influence"-noun-en "influència"-noun-ca
"ascendent"-noun-ca "ancestor"-noun-en
"ancestor"-noun-en "ascendent"-noun-ca
"ancestor"-noun-en "avantpassat"-noun-ca
"avantpassat"-noun-ca "ancestor"-noun-en
"antecessor"-noun-ca "predecessor"-noun-en
"predecessor"-noun-en "antecessor"-noun-ca
"predecessor"-noun-en "predecessor"-noun-ca
"predecessor"-noun-ca "predecessor"-noun-en
"pioner"-noun-ca "pioneer"-noun-en
"pioneer"-noun-en "pioner"-noun-ca
"podi"-noun-ca "podium"-noun-en
"podi"-noun-ca "platform"-noun-en
"podium"-noun-en "podi"-noun-ca
"podium"-noun-en "pòdium"-noun-ca
"platform"-noun-en "podi"-noun-ca
"platform"-noun-en "plataforma"-noun-ca
"pòdium"-noun-ca "podium"-noun-en
"plataforma"-noun-ca "platform"-noun-en
"direcció"-noun-ca "direction"-noun-en
"direction"-noun-en "direcció"-noun-ca
"marc"-noun-ca "frame"-noun-en
"marc"-noun-ca "framework"-noun-en
"frame"-noun-en "marc"-noun-ca
"frame"-noun-en "bastidor"-noun-ca
"framework"-noun-en "marc"-noun-ca
"bastidor"-noun-ca "frame"-noun-en
"charge"-noun-en "acusació"-noun-ca
"acusació"-noun-ca "charge"-noun-en
"forma"-noun-ca "shape"-noun-en
"forma"-noun-ca "form"-noun-en
"shape"-noun-en "forma"-noun-ca
"form"-noun-en "forma"-noun-ca
"fórmula"-noun-ca "formula"-noun-en
"formula"-noun-en "fórmula"-noun-ca
"proposta"-noun-ca "proposal"-noun-en
"proposta"-noun-ca "proposition"-noun-en
"proposal"-noun-en "proposta"-noun-ca
"proposition"-noun-en "proposta"-noun-ca
"frase"-noun-ca "phrase"-noun-en
"phrase"-noun-en "frase"-noun-ca
"discurs"-noun-ca "speech"-noun-en
"discurs"-noun-ca "discourse"-noun-en
"speech"-noun-en "discurs"-noun-ca
"discourse"-noun-en "discurs"-noun-ca
"espai"-noun-ca "space"-noun-en
"espai"-noun-ca "area"-noun-en
"space"-noun-en "espai"-noun-ca
"area"-noun-en "espai"-noun-ca
"area"-noun-en "àrea"-noun-ca
"area"-noun-en "zona"-noun-ca
"àrea"-noun-ca "area"-noun-en
"zona"-noun-ca "area"-noun-en
"zona"-noun-ca "zone"-noun-en
"contrada"-noun-ca "region"-noun-en
"region"-noun-en "contrada"-noun-ca
"region"-noun-en "regió"-noun-ca
"regió"-noun-ca "region"-noun-en
"esfera"-noun-ca "sphere"-noun-en
"sphere"-noun-en "esfera"-noun-ca
"globus"-noun-ca "globe"-noun-en
"globe"-noun-en "globus"-noun-ca
"cellar"-noun-en "celler"-noun-ca
"cellar"-noun-en "soterrani"-noun-ca
"celler"-noun-ca "cellar"-noun-en
"soterrani"-noun-ca "cellar"-noun-en
"metro"-noun-ca "subway"-noun-en
"subway"-noun-en "metro"-noun-ca
"metre"-noun-ca "metre"-noun-en
"metre"-noun-en "metre"-noun-ca
"distància"-noun-ca "distance"-noun-en
"distance"-noun-en "distància"-noun-ca
"escalfor"-noun-ca "heat"-noun-en
"heat"-noun-en "escalfor"-noun-ca
"heat"-noun-en "calor"-noun-ca
"calor"-noun-ca "heat"-noun-en
"problema"-noun-ca "trouble"-noun-en
"problema"-noun-ca "problem"-noun-en
"trouble"-noun-en "problema"-noun-ca
"trouble"-noun-en "dificultat"-noun-ca
"problem"-noun-en "problema"-noun-ca
"dificultat"-noun-ca "trouble"-noun-en
"dificultat"-noun-ca "difficulty"-noun-en
"difficulty"-noun-en "dificultat"-noun-ca
"malaltia"-noun-ca "illness"-noun-en
"malaltia"-noun-ca "disease"-noun-en
"malaltia"-noun-ca "ailment"-noun-en
"illness"-noun-en "malaltia"-noun-ca
"disease"-noun-en "malaltia"-noun-ca
"ailment"-noun-en "malaltia"-noun-ca
"emoció"-noun-ca "emotion"-noun-en
"emotion"-noun-en "emoció"-noun-ca
"condició"-noun-ca "condition"-noun-en
"condition"-noun-en "condició"-noun-ca
"requeriment"-noun-ca "requirement"-noun-en
"requirement"-noun-en "requeriment"-noun-ca
"requirement"-noun-en "exigència"-noun-ca
"exigència"-noun-ca "requirement"-noun-en
"commission"-noun-en "comissió"-noun-ca
"comissió"-noun-ca "commission"-noun-en
"senyal"-noun-ca "signal"-noun-en
"signal"-noun-en "senyal"-noun-ca
"fita"-noun-ca "milestone"-noun-en
"milestone"-noun-en "fita"-noun-ca
"avaria"-noun-ca "failure"-noun-en
"failure"-noun-en "avaria"-noun-ca
"failure"-noun-en "fracàs"-noun-ca
"fracàs"-noun-ca "failure"-noun-en
"ira"-noun-ca "ire"-noun-en
"ira"-noun-ca "anger"-noun-en
"ire"-noun-en "ira"-noun-ca
"ire"-noun-en "còlera"-noun-ca
"anger"-noun-en "ira"-noun-ca
"còlera"-noun-ca "ire"-noun-en
"còlera"-noun-ca "cholera"-noun-en
"cholera"-noun-en "còlera"-noun-ca
"cascada"-noun-ca "cataract"-noun-en
"cascada"-noun-ca "waterfall"-noun-en
"cataract"-noun-en "cascada"-noun-ca
"waterfall"-noun-en "cascada"-noun-ca
"caiguda"-noun-ca "fall"-noun-en
"fall"-noun-en "caiguda"-noun-ca
"place"-noun-en "lloc"-noun-ca
"place"-noun-en "indret"-noun-ca
"lloc"-noun-ca "place"-noun-en
"indret"-noun-ca "place"-noun-en
"decepció"-noun-ca "disenchantment"-noun-en
"disenchantment"-noun-en "decepció"-noun-ca
"disenchantment"-noun-en "desil·lusió"-noun-ca
"desil·lusió"-noun-ca "disenchantment"-noun-en
"lliçó"-noun-ca "lesson"-noun-en
"lesson"-noun-en "lliçó"-noun-ca
"tin"-noun-en "estany"-noun-ca
"estany"-noun-ca "tin"-noun-en
"corba"-noun-ca "curve"-noun-en
"curve"-noun-en "corba"-noun-ca
"variació"-noun-ca "variation"-noun-en
"variation"-noun-en "variació"-noun-ca
"variant"-noun-ca "variant"-noun-en
"variant"-noun-en "variant"-noun-ca
"varietat"-noun-ca "variety"-noun-en
"variety"-noun-en "varietat"-noun-ca
"desacord"-noun-ca "discord"-noun-en
"discord"-noun-en "desacord"-noun-ca
"discord"-noun-en "discòrdia"-noun-ca
"discòrdia"-noun-ca "discord"-noun-en
"atac"-noun-ca "attack"-noun-en
"attack"-noun-en "atac"-noun-ca
"model"-noun-en "model"-noun-ca
"model"-noun-ca "model"-noun-en
"tipus"-noun-ca "type"-noun-en
"tipus"-noun-ca "guy"-noun-en
"type"-noun-en "tipus"-noun-ca
"guy"-noun-en "tipus"-noun-ca
"oncle"-noun-ca "uncle"-noun-en
"uncle"-noun-en "oncle"-noun-ca
"nen"-noun-ca "girl"-noun-en
"nen"-noun-ca "lad"-noun-en
"girl"-noun-en "nen"-noun-ca
"girl"-noun-en "nin"-noun-ca
"girl"-noun-en "xiquet"-noun-ca
"girl"-noun-en "noi"-noun-ca
"girl"-noun-en "xic"-noun-ca
"girl"-noun-en "xicot"-noun-ca
"lad"-noun-en "nen"-noun-ca
"lad"-noun-en "nin"-noun-ca
"lad"-noun-en "noi"-noun-ca
"lad"-noun-en "xic"-noun-ca
"lad"-noun-en "xicot"-noun-ca
"nin"-noun-ca "girl"-noun-en
"nin"-noun-ca "lad"-noun-en
"xiquet"-noun-ca "girl"-noun-en
"noi"-noun-ca "girl"-noun-en
"noi"-noun-ca "lad"-noun-en
"xic"-noun-ca "girl"-noun-en
"xic"-noun-ca "lad"-noun-en
"xicot"-noun-ca "girl"-noun-en
"xicot"-noun-ca "lad"-noun-en
"xicot"-noun-ca "boyfriend"-noun-en
"boyfriend"-noun-en "xicot"-noun-ca
"bèstia"-noun-ca "beast"-noun-en
"beast"-noun-en "bèstia"-noun-ca
"animal"-noun-ca "animal"-noun-en
"animal"-noun-en "animal"-noun-ca
"dimoni"-noun-ca "demon"-noun-en
"demon"-noun-en "dimoni"-noun-ca
"febre"-noun-ca "fever"-noun-en
"fever"-noun-en "febre"-noun-ca
"nervi"-noun-ca "nerve"-noun-en
"nerve"-noun-en "nervi"-noun-ca
"rib"-noun-en "costella"-noun-ca
"costella"-noun-ca "rib"-noun-en
"pronòstic"-noun-ca "forecast"-noun-en
"pronòstic"-noun-ca "prognosis"-noun-en
"forecast"-noun-en "pronòstic"-noun-ca
"prognosis"-noun-en "pronòstic"-noun-ca
"comprensió"-noun-ca "understanding"-noun-en
"understanding"-noun-en "comprensió"-noun-ca
"idea"-noun-ca "idea"-noun-en
"idea"-noun-ca "notion"-noun-en
"idea"-noun-en "idea"-noun-ca
"notion"-noun-en "idea"-noun-ca
"notion"-noun-en "noció"-noun-ca
"noció"-noun-ca "notion"-noun-en
"conception"-noun-en "concepció"-noun-ca
"concepció"-noun-ca "conception"-noun-en
"creació"-noun-ca "creation"-noun-en
"creation"-noun-en "creació"-noun-ca
"creation"-noun-en "criatura"-noun-ca
"criatura"-noun-ca "creation"-noun-en
"criatura"-noun-ca "creature"-noun-en
"creature"-noun-en "criatura"-noun-ca
"infant"-noun-ca "infant"-noun-en
"infant"-noun-ca "kid"-noun-en
"infant"-noun-en "infant"-noun-ca
"kid"-noun-en "infant"-noun-ca
"bebè"-noun-ca "baby"-noun-en
"baby"-noun-en "bebè"-noun-ca
"bestiar"-noun-ca "livestock"-noun-en
"bestiar"-noun-ca "cattle"-noun-en
"livestock"-noun-en "bestiar"-noun-ca
"cattle"-noun-en "bestiar"-noun-ca
"ramat"-noun-ca "herd"-noun-en
"herd"-noun-en "ramat"-noun-ca
"tropa"-noun-ca "troop"-noun-en
"troop"-noun-en "tropa"-noun-ca
"troop"-noun-en "companyia"-noun-ca
"companyia"-noun-ca "troop"-noun-en
"establiment"-noun-ca "establishment"-noun-en
"establishment"-noun-en "establiment"-noun-ca
"entitat"-noun-ca "entity"-noun-en
"entity"-noun-en "entitat"-noun-ca
"estada"-noun-ca "stay"-noun-en
"stay"-noun-en "estada"-noun-ca
"quiosc"-noun-ca "kiosk"-noun-en
"kiosk"-noun-en "quiosc"-noun-ca
"booth"-noun-en "cabina"-noun-ca
"cabina"-noun-ca "booth"-noun-en
"pis"-noun-ca "apartment"-noun-en
"pis"-noun-ca "floor"-noun-en
"pis"-noun-ca "flat"-noun-en
"apartment"-noun-en "pis"-noun-ca
"apartment"-noun-en "apartament"-noun-ca
"floor"-noun-en "pis"-noun-ca
"floor"-noun-en "terra"-noun-ca
"floor"-noun-en "sòl"-noun-ca
"floor"-noun-en "fons"-noun-ca
"flat"-noun-en "pis"-noun-ca
"flat"-noun-en "apartament"-noun-ca
"apartament"-noun-ca "apartment"-noun-en
"apartament"-noun-ca "flat"-noun-en
"terra"-noun-ca "floor"-noun-en
"terra"-noun-ca "ground"-noun-en
"terra"-noun-ca "earth"-noun-en
"sòl"-noun-ca "floor"-noun-en
"sòl"-noun-ca "soil"-noun-en
"fons"-noun-ca "floor"-noun-en
"fons"-noun-ca "bottom"-noun-en
"fons"-noun-ca "background"-noun-en
"ground"-noun-en "terra"-noun-ca
"earth"-noun-en "terra"-noun-ca
"soil"-noun-en "sòl"-noun-ca
"bottom"-noun-en "fons"-noun-ca
"background"-noun-en "fons"-noun-ca
"calçada"-noun-ca "road"-noun-en
"road"-noun-en "calçada"-noun-ca
"road"-noun-en "carretera"-noun-ca
"road"-noun-en "via"-noun-ca
"road"-noun-en "carril"-noun-ca
"carretera"-noun-ca "road"-noun-en
"via"-noun-ca "road"-noun-en
"carril"-noun-ca "road"-noun-en
"carril"-noun-ca "rail"-noun-en
"rail"-noun-en "carril"-noun-ca
"rail"-noun-en "raïl"-noun-ca
"strip"-noun-en "franja"-noun-ca
"strip"-noun-en "banda"-noun-ca
"strip"-noun-en "tira"-noun-ca
"franja"-noun-ca "strip"-noun-en
"banda"-noun-ca "strip"-noun-en
"banda"-noun-ca "band"-noun-en
"tira"-noun-ca "strip"-noun-en
"band"-noun-en "banda"-noun-ca
"índex"-noun-ca "rate"-noun-en
"índex"-noun-ca "index"-noun-en
"rate"-noun-en "índex"-noun-ca
"index"-noun-en "índex"-noun-ca
"sumari"-noun-ca "summary"-noun-en
"summary"-noun-en "sumari"-noun-ca
"summary"-noun-en "resum"-noun-ca
"resum"-noun-ca "summary"-noun-en
"antologia"-noun-ca "anthology"-noun-en
"anthology"-noun-en "antologia"-noun-ca
"audience"-noun-en "auditori"-noun-ca
"audience"-noun-en "audiència"-noun-ca
"auditori"-noun-ca "audience"-noun-en
"audiència"-noun-ca "audience"-noun-en
"audiència"-noun-ca "high court"-noun-en
"high court"-noun-en "audiència"-noun-ca
"proclamation"-noun-en "proclamació"-noun-ca
"proclamació"-noun-ca "proclamation"-noun-en
"opinió"-noun-ca "opinion"-noun-en
"opinion"-noun-en "opinió"-noun-ca
"conjectura"-noun-ca "conjecture"-noun-en
"conjecture"-noun-en "conjectura"-noun-ca
"promotion"-noun-en "ascens"-noun-ca
"promotion"-noun-en "promoció"-noun-ca
"ascens"-noun-ca "promotion"-noun-en
"promoció"-noun-ca "promotion"-noun-en
"lot"-noun-en "lot"-noun-ca
"lot"-noun-ca "lot"-noun-en
"complot"-noun-ca "plot"-noun-en
"plot"-noun-en "complot"-noun-ca
"plot"-noun-en "intriga"-noun-ca
"intriga"-noun-ca "plot"-noun-en
"intriga"-noun-ca "intrigue"-noun-en
"intrigue"-noun-en "intriga"-noun-ca
"conspiracy"-noun-en "conspiració"-noun-ca
"conspiració"-noun-ca "conspiracy"-noun-en
"prada"-noun-ca "meadow"-noun-en
"meadow"-noun-en "prada"-noun-ca
"meadow"-noun-en "prat"-noun-ca
"prat"-noun-ca "meadow"-noun-en
"plain"-noun-en "plana"-noun-ca
"plain"-noun-en "planura"-noun-ca
"plana"-noun-ca "plain"-noun-en
"planura"-noun-ca "plain"-noun-en
"pala"-noun-ca "shovel"-noun-en
"shovel"-noun-en "pala"-noun-ca
"threat"-noun-en "amenaça"-noun-ca
"amenaça"-noun-ca "threat"-noun-en
"terme"-noun-ca "term"-noun-en
"term"-noun-en "terme"-noun-ca
"coeficient"-noun-ca "coefficient"-noun-en
"coefficient"-noun-en "coeficient"-noun-ca
"peça"-noun-ca "piece"-noun-en
"piece"-noun-en "peça"-noun-ca
"piece"-noun-en "tros"-noun-ca
"tros"-noun-ca "piece"-noun-en
"període"-noun-ca "period"-noun-en
"period"-noun-en "període"-noun-ca
"sèrie"-noun-ca "series"-noun-en
"series"-noun-en "sèrie"-noun-ca
"joc"-noun-ca "game"-noun-en
"game"-noun-en "joc"-noun-ca
"trunk"-noun-en "cofre"-noun-ca
"trunk"-noun-en "maleter"-noun-ca
"trunk"-noun-en "bagul"-noun-ca
"trunk"-noun-en "tronc"-noun-ca
"cofre"-noun-ca "trunk"-noun-en
"maleter"-noun-ca "trunk"-noun-en
"bagul"-noun-ca "trunk"-noun-en
"tronc"-noun-ca "trunk"-noun-en
"file"-noun-en "fitxer"-noun-ca
"file"-noun-en "expedient"-noun-ca
"file"-noun-en "dossier"-noun-ca
"file"-noun-en "llima"-noun-ca
"fitxer"-noun-ca "file"-noun-en
"expedient"-noun-ca "file"-noun-en
"expedient"-noun-ca "dossier"-noun-en
"dossier"-noun-ca "file"-noun-en
"dossier"-noun-ca "dossier"-noun-en
"llima"-noun-ca "file"-noun-en
"dossier"-noun-en "expedient"-noun-ca
"dossier"-noun-en "dossier"-noun-ca
"iron"-noun-en "ferro"-noun-ca
"ferro"-noun-ca "iron"-noun-en
"continuació"-noun-ca "continuation"-noun-en
"continuation"-noun-en "continuació"-noun-ca
"consequence"-noun-en "conseqüència"-noun-ca
"conseqüència"-noun-ca "consequence"-noun-en
"conseqüència"-noun-ca "aftermath"-noun-en
"conseqüència"-noun-ca "result"-noun-en
"aftermath"-noun-en "conseqüència"-noun-ca
"result"-noun-en "conseqüència"-noun-ca
"result"-noun-en "resultat"-noun-ca
"resultat"-noun-ca "result"-noun-en
"resultat"-noun-ca "outcome"-noun-en
"attraction"-noun-en "atractiu"-noun-ca
"attraction"-noun-en "atracció"-noun-ca
"atractiu"-noun-ca "attraction"-noun-en
"atracció"-noun-ca "attraction"-noun-en
"ala"-noun-ca "wing"-noun-en
"wing"-noun-en "ala"-noun-ca
"escola"-noun-ca "school"-noun-en
"school"-noun-en "escola"-noun-ca
"school"-noun-en "col·legi"-noun-ca
"col·legi"-noun-ca "school"-noun-en
"survey"-noun-en "investigació"-noun-ca
"survey"-noun-en "enquesta"-noun-ca
"investigació"-noun-ca "survey"-noun-en
"investigació"-noun-ca "enquiry"-noun-en
"investigació"-noun-ca "inquiry"-noun-en
"investigació"-noun-ca "investigation"-noun-en
"enquesta"-noun-ca "survey"-noun-en
"enquiry"-noun-en "investigació"-noun-ca
"inquiry"-noun-en "investigació"-noun-ca
"investigation"-noun-en "investigació"-noun-ca
"carrera"-noun-ca "run"-noun-en
"carrera"-noun-ca "career"-noun-en
"run"-noun-en "carrera"-noun-ca
"career"-noun-en "carrera"-noun-ca
"objecte"-noun-ca "object"-noun-en
"object"-noun-en "objecte"-noun-ca
"society"-noun-en "societat"-noun-ca
"societat"-noun-ca "society"-noun-en
"runner"-noun-en "corredor"-noun-ca
"corredor"-noun-ca "runner"-noun-en
"corredor"-noun-ca "corridor"-noun-en
"corridor"-noun-en "corredor"-noun-ca
"corridor"-noun-en "passadís"-noun-ca
"passadís"-noun-ca "corridor"-noun-en
"galeria"-noun-ca "gallery"-noun-en
"gallery"-noun-en "galeria"-noun-ca
"output"-noun-en "producció"-noun-ca
"producció"-noun-ca "output"-noun-en
"producció"-noun-ca "production"-noun-en
"production"-noun-en "producció"-noun-ca
"product"-noun-en "producte"-noun-ca
"producte"-noun-ca "product"-noun-en
"producte"-noun-ca "produce"-noun-en
"produce"-noun-en "producte"-noun-ca
"exercise"-noun-en "exercici"-noun-ca
"exercici"-noun-ca "exercise"-noun-en
"demand"-noun-en "demanda"-noun-ca
"demanda"-noun-ca "demand"-noun-en
"petició"-noun-ca "request"-noun-en
"request"-noun-en "petició"-noun-ca
"railroad"-noun-en "ferrocarril"-noun-ca
"ferrocarril"-noun-ca "railroad"-noun-en
"ferrocarril"-noun-ca "railway"-noun-en
"railway"-noun-en "ferrocarril"-noun-ca
"avinguda"-noun-ca "avenue"-noun-en
"avenue"-noun-en "avinguda"-noun-ca
"post"-noun-en "correu"-noun-ca
"correu"-noun-ca "post"-noun-en
"correu"-noun-ca "mail"-noun-en
"mail"-noun-en "correu"-noun-ca
"crowd"-noun-en "munió"-noun-ca
"crowd"-noun-en "gernació"-noun-ca
"crowd"-noun-en "multitud"-noun-ca
"crowd"-noun-en "gentada"-noun-ca
"munió"-noun-ca "crowd"-noun-en
"gernació"-noun-ca "crowd"-noun-en
"multitud"-noun-ca "crowd"-noun-en
"gentada"-noun-ca "crowd"-noun-en
"vena"-noun-ca "vein"-noun-en
"vein"-noun-en "vena"-noun-ca
"raïl"-noun-ca "rail"-noun-en
"cua"-noun-ca "tail"-noun-en
"tail"-noun-en "cua"-noun-ca
"skirt"-noun-en "faldilla"-noun-ca
"faldilla"-noun-ca "skirt"-noun-en
"mama"-noun-ca "breast"-noun-en
"breast"-noun-en "mama"-noun-ca
"breast"-noun-en "pit"-noun-ca
"breast"-noun-en "si"-noun-ca
"breast"-noun-en "mamella"-noun-ca
"pit"-noun-ca "breast"-noun-en
"pit"-noun-ca "chest"-noun-en
"si"-noun-ca "breast"-noun-en
"si"-noun-ca "sinus"-noun-en
"mamella"-noun-ca "breast"-noun-en
"chest"-noun-en "pit"-noun-ca
"sinus"-noun-en "si"-noun-ca
"bust"-noun-en "bust"-noun-ca
"bust"-noun-ca "bust"-noun-en
"cara"-noun-ca "face"-noun-en
"face"-noun-en "cara"-noun-ca
"face"-noun-en "rostre"-noun-ca
"rostre"-noun-ca "face"-noun-en
"superfície"-noun-ca "surface"-noun-en
"surface"-noun-en "superfície"-noun-ca
"gola"-noun-ca "mouth"-noun-en
"gola"-noun-ca "throat"-noun-en
"mouth"-noun-en "gola"-noun-ca
"mouth"-noun-en "boca"-noun-ca
"throat"-noun-en "gola"-noun-ca
"throat"-noun-en "gorja"-noun-ca
"boca"-noun-ca "mouth"-noun-en
"gorja"-noun-ca "throat"-noun-en
"demostració"-noun-ca "demonstration"-noun-en
"demonstration"-noun-en "demostració"-noun-ca
"demonstration"-noun-en "prova"-noun-ca
"demonstration"-noun-en "manifestació"-noun-ca
"prova"-noun-ca "demonstration"-noun-en
"prova"-noun-ca "proof"-noun-en
"prova"-noun-ca "attempt"-noun-en
"prova"-noun-ca "test"-noun-en
"manifestació"-noun-ca "demonstration"-noun-en
"proof"-noun-en "prova"-noun-ca
"attempt"-noun-en "assaig"-noun-ca
"attempt"-noun-en "intent"-noun-ca
"attempt"-noun-en "prova"-noun-ca
"test"-noun-en "prova"-noun-ca
"test"-noun-en "test"-noun-ca
"test"-noun-ca "test"-noun-en
"test"-noun-ca "flowerpot"-noun-en
"receipt"-noun-en "rebut"-noun-ca
"rebut"-noun-ca "receipt"-noun-en
"colònia"-noun-ca "colony"-noun-en
"colònia"-noun-ca "settlement"-noun-en
"colony"-noun-en "colònia"-noun-ca
"settlement"-noun-en "colònia"-noun-ca
"bandera"-noun-ca "flag"-noun-en
"flag"-noun-en "bandera"-noun-ca
"flag"-noun-en "estendard"-noun-ca
"flag"-noun-en "senyera"-noun-ca
"estendard"-noun-ca "flag"-noun-en
"senyera"-noun-ca "flag"-noun-en
"label"-noun-en "etiqueta"-noun-ca
"etiqueta"-noun-ca "label"-noun-en
"etiqueta"-noun-ca "tag"-noun-en
"tag"-noun-en "etiqueta"-noun-ca
"protesta"-noun-ca "protest"-noun-en
"protest"-noun-en "protesta"-noun-ca
"match"-noun-en "partida"-noun-ca
"match"-noun-en "partit"-noun-ca
"partida"-noun-ca "match"-noun-en
"partida"-noun-ca "party"-noun-en
"partit"-noun-ca "match"-noun-en
"partit"-noun-ca "party"-noun-en
"party"-noun-en "partida"-noun-ca
"party"-noun-en "partit"-noun-ca
"party"-noun-en "bàndol"-noun-ca
"bàndol"-noun-ca "party"-noun-en
"cinta"-noun-ca "tape"-noun-en
"tape"-noun-en "cinta"-noun-ca
"cim"-noun-ca "top"-noun-en
"top"-noun-en "cim"-noun-ca
"explosió"-noun-ca "burst"-noun-en
"explosió"-noun-ca "explosion"-noun-en
"explosió"-noun-ca "blast"-noun-en
"burst"-noun-en "explosió"-noun-ca
"explosion"-noun-en "explosió"-noun-ca
"explosion"-noun-en "esclat"-noun-ca
"blast"-noun-en "explosió"-noun-ca
"esclat"-noun-ca "explosion"-noun-en
"procés"-noun-ca "process"-noun-en
"procés"-noun-ca "lawsuit"-noun-en
"process"-noun-en "procés"-noun-ca
"lawsuit"-noun-en "procés"-noun-ca
"disturbi"-noun-ca "riot"-noun-en
"riot"-noun-en "disturbi"-noun-ca
"clutter"-noun-en "desordre"-noun-ca
"desordre"-noun-ca "clutter"-noun-en
"desordre"-noun-ca "mess"-noun-en
"desordre"-noun-ca "disorder"-noun-en
"mess"-noun-en "desordre"-noun-ca
"disorder"-noun-en "desordre"-noun-ca
"aparició"-noun-ca "apparition"-noun-en
"aparició"-noun-ca "emergence"-noun-en
"apparition"-noun-en "aparició"-noun-ca
"emergence"-noun-en "aparició"-noun-ca
"blackboard"-noun-en "pissarra"-noun-ca
"pissarra"-noun-ca "blackboard"-noun-en
"tauler"-noun-ca "board"-noun-en
"board"-noun-en "tauler"-noun-ca
"classificació"-noun-ca "classification"-noun-en
"classification"-noun-en "classificació"-noun-ca
"graduation"-noun-en "graduació"-noun-ca
"graduació"-noun-ca "graduation"-noun-en
"testimoniatge"-noun-ca "testimony"-noun-en
"testimony"-noun-en "testimoniatge"-noun-ca
"espectador"-noun-ca "spectator"-noun-en
"espectador"-noun-ca "viewer"-noun-en
"spectator"-noun-en "espectador"-noun-ca
"viewer"-noun-en "espectador"-noun-ca
"explorador"-noun-ca "explorer"-noun-en
"explorer"-noun-en "explorador"-noun-ca
"periodista"-noun-ca "journalist"-noun-en
"journalist"-noun-en "periodista"-noun-ca
"criat"-noun-ca "servant"-noun-en
"servant"-noun-en "criat"-noun-ca
"servant"-noun-en "servent"-noun-ca
"servent"-noun-ca "servant"-noun-en
"cambrer"-noun-ca "waitress"-noun-en
"cambrer"-noun-ca "waiter"-noun-en
"waitress"-noun-en "cambrer"-noun-ca
"waiter"-noun-en "cambrer"-noun-ca
"col·laborador"-noun-ca "collaborator"-noun-en
