"el teu"-determiner-ca "thy"-determiner-en
"from that day onwards"-adverb-en "d'aquell dia ençà"-adverb-ca
"from that moment forth"-adverb-en "d'aquell moment ençà"-adverb-ca
"d'aquell moment ençà"-adverb-ca "from that moment forth"-adverb-en
"d'aquell moment ençà"-adverb-ca "from that moment on"-adverb-en
"from that moment on"-adverb-en "d'aquell moment ençà"-adverb-ca
"from that moment onwards"-adverb-en "d'ençà aquell moment"-adverb-ca
"d'ençà aquell moment"-adverb-ca "from that moment onwards"-adverb-en
"from that point on"-adverb-en "des d'aquell moment"-adverb-ca
"des d'aquell moment"-adverb-ca "from that point on"-adverb-en
"des d'aquell moment"-adverb-ca "from that time forth"-adverb-en
"des d'aquell moment"-adverb-ca "from that time on"-adverb-en
"des d'aquell moment"-adverb-ca "from that time onwards"-adverb-en
"from that time forth"-adverb-en "des d'aquell moment"-adverb-ca
"from that time on"-adverb-en "des d'aquell moment"-adverb-ca
"from that time onwards"-adverb-en "des d'aquell moment"-adverb-ca
"from the distance"-adverb-en "al lluny"-adverb-ca
"al lluny"-adverb-ca "from the distance"-adverb-en
"from the very beginning"-adverb-en "de bon principi"-adverb-ca
"de bon principi"-adverb-ca "from the very beginning"-adverb-en
"from there on"-adverb-en "a partir d'allà"-adverb-ca
"a partir d'allà"-adverb-ca "from there on"-adverb-en
"from this day forth"-adverb-en "a partir d'avui"-adverb-ca
"a partir d'avui"-adverb-ca "from this day forth"-adverb-en
"a partir d'avui"-adverb-ca "from this day on"-adverb-en
"a partir d'avui"-adverb-ca "from this day onwards"-adverb-en
"from this day on"-adverb-en "a partir d'avui"-adverb-ca
"from this day onwards"-adverb-en "a partir d'avui"-adverb-ca
"from this moment forth"-adverb-en "des d'aquest moment"-adverb-ca
"des d'aquest moment"-adverb-ca "from this moment forth"-adverb-en
"des d'aquest moment"-adverb-ca "from this moment on"-adverb-en
"from this moment on"-adverb-en "des d'aquest moment"-adverb-ca
"més avall"-adverb-ca "thereunder"-adverb-en
"thereunder"-adverb-en "més avall"-adverb-ca
"més amunt"-adverb-ca "supra"-adverb-en
"supra"-adverb-en "més amunt"-adverb-ca
"generically"-adverb-en "genèricament"-adverb-ca
"genèricament"-adverb-ca "generically"-adverb-en
"generosament"-adverb-ca "lavishly"-adverb-en
"generosament"-adverb-ca "liberally"-adverb-en
"lavishly"-adverb-en "generosament"-adverb-ca
"liberally"-adverb-en "generosament"-adverb-ca
"suaument"-adverb-ca "smoothly"-adverb-en
"smoothly"-adverb-en "suaument"-adverb-ca
"graciously"-adverb-en "gentilment"-adverb-ca
"gentilment"-adverb-ca "graciously"-adverb-en
"grammatically"-adverb-en "gramaticalment"-adverb-ca
"gramaticalment"-adverb-ca "grammatically"-adverb-en
"graphically"-adverb-en "gràficament"-adverb-ca
"gràficament"-adverb-ca "graphically"-adverb-en
"grudgingly"-adverb-en "de mala gana"-adverb-ca
"de mala gana"-adverb-ca "grudgingly"-adverb-en
"half the time"-adverb-en "quasi sempre"-adverb-ca
"quasi sempre"-adverb-ca "half the time"-adverb-en
"hand in hand"-adverb-en "agafat de la mà"-adverb-ca
"agafat de la mà"-adverb-ca "hand in hand"-adverb-en
"haphazardly"-adverb-en "anàrquicament"-adverb-ca
"anàrquicament"-adverb-ca "haphazardly"-adverb-en
"hardly worth mentioning"-adverb-en "no val la pena mencionar"-adverb-ca
"no val la pena mencionar"-adverb-ca "hardly worth mentioning"-adverb-en
"harmonically"-adverb-en "harmònicament"-adverb-ca
"harmònicament"-adverb-ca "harmonically"-adverb-en
"injustament"-adverb-ca "unjustly"-adverb-en
"injustament"-adverb-ca "wrongfully"-adverb-en
"unjustly"-adverb-en "injustament"-adverb-ca
"wrongfully"-adverb-en "injustament"-adverb-ca
"here and now"-adverb-en "ara mateix"-adverb-ca
"ara mateix"-adverb-ca "here and now"-adverb-en
"ara mateix"-adverb-ca "just now"-adverb-en
"ara mateix"-adverb-ca "this minute"-adverb-en
"ara mateix"-adverb-ca "this very instant"-adverb-en
"just now"-adverb-en "ara mateix"-adverb-ca
"this minute"-adverb-en "ara mateix"-adverb-ca
"this very instant"-adverb-en "ara mateix"-adverb-ca
"hereof"-adverb-en "d'això"-adverb-ca
"d'això"-adverb-ca "hereof"-adverb-en
"heroically"-adverb-en "heroicament"-adverb-ca
"heroicament"-adverb-ca "heroically"-adverb-en
"hierarchically"-adverb-en "jeràrquicament"-adverb-ca
"jeràrquicament"-adverb-ca "hierarchically"-adverb-en
"high-handedly"-adverb-en "tirànicament"-adverb-ca
"tirànicament"-adverb-ca "high-handedly"-adverb-en
"fins avui"-adverb-ca "to the day"-adverb-en
"fins avui"-adverb-ca "to this day"-adverb-en
"to the day"-adverb-en "fins avui"-adverb-ca
"to this day"-adverb-en "fins avui"-adverb-ca
"homogeneously"-adverb-en "homogèniament"-adverb-ca
"homogèniament"-adverb-ca "homogeneously"-adverb-en
"honorably"-adverb-en "honorablement"-adverb-ca
"honorablement"-adverb-ca "honorably"-adverb-en
"honorablement"-adverb-ca "honourably"-adverb-en
"honourably"-adverb-en "honorablement"-adverb-ca
"humilment"-adverb-ca "lowly"-adverb-en
"lowly"-adverb-en "humilment"-adverb-ca
"humorously"-adverb-en "humorísticament"-adverb-ca
"humorísticament"-adverb-ca "humorously"-adverb-en
"hurriedly"-adverb-en "de pressa"-adverb-ca
"de pressa"-adverb-ca "hurriedly"-adverb-en
"hydraulically"-adverb-en "hidràulicament"-adverb-ca
"hidràulicament"-adverb-ca "hydraulically"-adverb-en
"identically"-adverb-en "idènticament"-adverb-ca
"idènticament"-adverb-ca "identically"-adverb-en
"ideologically"-adverb-en "ideològicament"-adverb-ca
"ideològicament"-adverb-ca "ideologically"-adverb-en
"if at all possible"-adverb-en "si és possible"-adverb-ca
"si és possible"-adverb-ca "if at all possible"-adverb-en
"if ever"-adverb-en "si mai"-adverb-ca
"si mai"-adverb-ca "if ever"-adverb-en
"immensely"-adverb-en "immensament"-adverb-ca
"immensament"-adverb-ca "immensely"-adverb-en
"imperfectly"-adverb-en "imperfectament"-adverb-ca
"imperfectament"-adverb-ca "imperfectly"-adverb-en
"implacably"-adverb-en "implacablement"-adverb-ca
"implacablement"-adverb-ca "implacably"-adverb-en
"implacablement"-adverb-ca "relentlessly"-adverb-en
"relentlessly"-adverb-en "implacablement"-adverb-ca
"inasmuch as possible"-adverb-en "en tant que possible"-adverb-ca
"en tant que possible"-adverb-ca "inasmuch as possible"-adverb-en
"in a broader sense"-adverb-en "en un sentit més ampli"-adverb-ca
"en un sentit més ampli"-adverb-ca "in a broader sense"-adverb-en
"in a short time"-adverb-en "en poca estona"-adverb-ca
"en poca estona"-adverb-ca "in a short time"-adverb-en
"in a streamlined form"-adverb-en "de manera àgil"-adverb-ca
"de manera àgil"-adverb-ca "in a streamlined form"-adverb-en
"in abundance"-adverb-en "en abundància"-adverb-ca
"en abundància"-adverb-ca "in abundance"-adverb-en
"en abundància"-adverb-ca "in plenty"-adverb-en
"in plenty"-adverb-en "en abundància"-adverb-ca
"in another way"-adverb-en "d'una altra manera"-adverb-ca
"d'una altra manera"-adverb-ca "in another way"-adverb-en
"d'una altra manera"-adverb-ca "some other way"-adverb-en
"some other way"-adverb-en "d'una altra manera"-adverb-ca
"in bad repair"-adverb-en "en mal estat"-adverb-ca
"en mal estat"-adverb-ca "in bad repair"-adverb-en
"en mal estat"-adverb-ca "out of condition"-adverb-en
"out of condition"-adverb-en "en mal estat"-adverb-ca
"in between"-adverb-en "al mig"-adverb-ca
"al mig"-adverb-ca "in between"-adverb-en
"al mig"-adverb-ca "in the middle"-adverb-en
"in the middle"-adverb-en "al mig"-adverb-ca
"in compliance with the law"-adverb-en "de conformitat amb la llei"-adverb-ca
"de conformitat amb la llei"-adverb-ca "in compliance with the law"-adverb-en
"in context"-adverb-en "en context"-adverb-ca
"en context"-adverb-ca "in context"-adverb-en
"in custody"-adverb-en "sota custòdia"-adverb-ca
"sota custòdia"-adverb-ca "in custody"-adverb-en
"in desperate straits"-adverb-en "en una situació desesperada"-adverb-ca
"en una situació desesperada"-adverb-ca "in desperate straits"-adverb-en
"detalladament"-adverb-ca "minutely"-adverb-en
"minutely"-adverb-en "detalladament"-adverb-ca
"in eighth place"-adverb-en "en vuitè lloc"-adverb-ca
"en vuitè lloc"-adverb-ca "in eighth place"-adverb-en
"in eleventh place"-adverb-en "en onzè lloc"-adverb-ca
"en onzè lloc"-adverb-ca "in eleventh place"-adverb-en
"in exchange"-adverb-en "a canvi"-adverb-ca
"a canvi"-adverb-ca "in exchange"-adverb-en
"a canvi"-adverb-ca "in turn"-adverb-en
"in turn"-adverb-en "a canvi"-adverb-ca
"in favor"-adverb-en "a favor"-adverb-ca
"a favor"-adverb-ca "in favor"-adverb-en
"in general use"-adverb-en "d'ús corrent"-adverb-ca
"d'ús corrent"-adverb-ca "in general use"-adverb-en
"in good state of conservation"-adverb-en "en bon estat"-adverb-ca
"en bon estat"-adverb-ca "in good state of conservation"-adverb-en
"en bon estat"-adverb-ca "in working order"-adverb-en
"in working order"-adverb-en "en bon estat"-adverb-ca
"in great haste"-adverb-en "amb presses"-adverb-ca
"amb presses"-adverb-ca "in great haste"-adverb-en
"amb presses"-adverb-ca "in haste"-adverb-en
"amb presses"-adverb-ca "pell-mell"-adverb-en
"in haste"-adverb-en "amb presses"-adverb-ca
"pell-mell"-adverb-en "amb presses"-adverb-ca
"in her opinion"-adverb-en "segons el seu parer"-adverb-ca
"segons el seu parer"-adverb-ca "in her opinion"-adverb-en
"segons el seu parer"-adverb-ca "in their opinion"-adverb-en
"in their opinion"-adverb-en "segons el seu parer"-adverb-ca
"in its entirety"-adverb-en "del tot"-adverb-ca
"del tot"-adverb-ca "in its entirety"-adverb-en
"del tot"-adverb-ca "to the hilt"-adverb-en
"to the hilt"-adverb-en "del tot"-adverb-ca
"in less than no time"-adverb-en "en un no res"-adverb-ca
"en un no res"-adverb-ca "in less than no time"-adverb-en
"in mitigation"-adverb-en "amb moderació"-adverb-ca
"amb moderació"-adverb-ca "in mitigation"-adverb-en
"amb moderació"-adverb-ca "in moderation"-adverb-en
"in moderation"-adverb-en "amb moderació"-adverb-ca
"in most places"-adverb-en "a quasi tot arreu"-adverb-ca
"a quasi tot arreu"-adverb-ca "in most places"-adverb-en
"in ninth place"-adverb-en "en novè lloc"-adverb-ca
"en novè lloc"-adverb-ca "in ninth place"-adverb-en
"in order of priority"-adverb-en "per ordre de prioritat"-adverb-ca
"per ordre de prioritat"-adverb-ca "in order of priority"-adverb-en
"in rotation"-adverb-en "en rotació"-adverb-ca
"en rotació"-adverb-ca "in rotation"-adverb-en
"in situ"-adverb-ca "on site"-adverb-en
"on site"-adverb-en "in situ"-adverb-ca
"in spite of all that"-adverb-en "malgrat tot això"-adverb-ca
"malgrat tot això"-adverb-ca "in spite of all that"-adverb-en
"in summary"-adverb-en "en resum"-adverb-ca
"en resum"-adverb-ca "in summary"-adverb-en
"en resum"-adverb-ca "in summation"-adverb-en
"en resum"-adverb-ca "in sum"-adverb-en
"in summation"-adverb-en "en resum"-adverb-ca
"in sum"-adverb-en "en resum"-adverb-ca
"in tenth place"-adverb-en "en desè lloc"-adverb-ca
"en desè lloc"-adverb-ca "in tenth place"-adverb-en
"in the best sense"-adverb-en "en el bon sentit"-adverb-ca
"en el bon sentit"-adverb-ca "in the best sense"-adverb-en
"in the experimental stage"-adverb-en "en fase experimental"-adverb-ca
"en fase experimental"-adverb-ca "in the experimental stage"-adverb-en
"in the public eye"-adverb-en "al punt de mira"-adverb-ca
"al punt de mira"-adverb-ca "in the public eye"-adverb-en
"in the sale"-adverb-en "a la venda"-adverb-ca
"a la venda"-adverb-ca "in the sale"-adverb-en
"in the same way"-adverb-en "de la mateixa manera"-adverb-ca
"de la mateixa manera"-adverb-ca "in the same way"-adverb-en
"in the third place"-adverb-en "en tercer lloc"-adverb-ca
"en tercer lloc"-adverb-ca "in the third place"-adverb-en
"in the years to come"-adverb-en "en anys venidors"-adverb-ca
"en anys venidors"-adverb-ca "in the years to come"-adverb-en
"in this regard"-adverb-en "pel que fa a això"-adverb-ca
"pel que fa a això"-adverb-ca "in this regard"-adverb-en
"pel que fa a això"-adverb-ca "on that score"-adverb-en
"on that score"-adverb-en "pel que fa a això"-adverb-ca
"in twelfth place"-adverb-en "en dotzè lloc"-adverb-ca
"en dotzè lloc"-adverb-ca "in twelfth place"-adverb-en
"in vogue"-adverb-en "en voga"-adverb-ca
"en voga"-adverb-ca "in vogue"-adverb-en
"en voga"-adverb-ca "into vogue"-adverb-en
"into vogue"-adverb-en "en voga"-adverb-ca
"inclusivament"-adverb-ca "inclusively"-adverb-en
"inclusively"-adverb-en "inclusivament"-adverb-ca
"including"-adverb-en "incloent-hi"-adverb-ca
"incloent-hi"-adverb-ca "including"-adverb-en
"increïblement"-adverb-ca "stunningly"-adverb-en
"stunningly"-adverb-en "increïblement"-adverb-ca
"incrementally"-adverb-en "progressivament"-adverb-ca
"progressivament"-adverb-ca "incrementally"-adverb-en
"indirectament"-adverb-ca "vicariously"-adverb-en
"vicariously"-adverb-en "indirectament"-adverb-ca
"industrially"-adverb-en "industrialment"-adverb-ca
"industrialment"-adverb-ca "industrially"-adverb-en
"inevitablement"-adverb-ca "unavoidably"-adverb-en
"unavoidably"-adverb-en "inevitablement"-adverb-ca
"infinitesimally"-adverb-en "infinitesimalment"-adverb-ca
"infinitesimalment"-adverb-ca "infinitesimally"-adverb-en
"infrequently"-adverb-en "ocasionalment"-adverb-ca
"ocasionalment"-adverb-ca "infrequently"-adverb-en
"innocentment"-adverb-ca "naively"-adverb-en
"naively"-adverb-en "innocentment"-adverb-ca
"inseparably"-adverb-en "inseparablement"-adverb-ca
"inseparablement"-adverb-ca "inseparably"-adverb-en
"institutionally"-adverb-en "institucionalment"-adverb-ca
"institucionalment"-adverb-ca "institutionally"-adverb-en
"intensively"-adverb-en "intensivament"-adverb-ca
"intensivament"-adverb-ca "intensively"-adverb-en
"intermittently"-adverb-en "intermitentment"-adverb-ca
"intermitentment"-adverb-ca "intermittently"-adverb-en
"inversely"-adverb-en "inversament"-adverb-ca
"inversament"-adverb-ca "inversely"-adverb-en
"invisibly"-adverb-en "invisiblement"-adverb-ca
"invisiblement"-adverb-ca "invisibly"-adverb-en
"irrevocably"-adverb-en "irrevocablement"-adverb-ca
"irrevocablement"-adverb-ca "irrevocably"-adverb-en
"isometrically"-adverb-en "isomètricament"-adverb-ca
"isomètricament"-adverb-ca "isometrically"-adverb-en
"isotopically"-adverb-en "isotòpicament"-adverb-ca
"isotòpicament"-adverb-ca "isotopically"-adverb-en
"it is safe to say"-adverb-en "hom pot dir"-adverb-ca
"hom pot dir"-adverb-ca "it is safe to say"-adverb-en
"iteratively"-adverb-en "repetitivament"-adverb-ca
"repetitivament"-adverb-ca "iteratively"-adverb-en
"repetitivament"-adverb-ca "repetitively"-adverb-en
"repetitively"-adverb-en "repetitivament"-adverb-ca
"gelosament"-adverb-ca "zealously"-adverb-en
"zealously"-adverb-en "gelosament"-adverb-ca
"just as far"-adverb-en "igual de lluny"-adverb-ca
"igual de lluny"-adverb-ca "just as far"-adverb-en
"just for show"-adverb-en "només per impressionar"-adverb-ca
"només per impressionar"-adverb-ca "just for show"-adverb-en
"justifiably"-adverb-en "justificadament"-adverb-ca
"justificadament"-adverb-ca "justifiably"-adverb-en
"justly"-adverb-en "justament"-adverb-ca
"justament"-adverb-ca "justly"-adverb-en
"laterally"-adverb-en "lateralment"-adverb-ca
"lateralment"-adverb-ca "laterally"-adverb-en
"lawfully"-adverb-en "legítimament"-adverb-ca
"legítimament"-adverb-ca "lawfully"-adverb-en
"legítimament"-adverb-ca "rightfully"-adverb-en
"rightfully"-adverb-en "legítimament"-adverb-ca
"less and less frequently"-adverb-en "cada vegada menys"-adverb-ca
"cada vegada menys"-adverb-ca "less and less frequently"-adverb-en
"cada vegada menys"-adverb-ca "less and less often"-adverb-en
"cada vegada menys"-adverb-ca "less and less"-adverb-en
"less and less often"-adverb-en "cada vegada menys"-adverb-ca
"less and less"-adverb-en "cada vegada menys"-adverb-ca
"like it or not"-adverb-en "tant sí com no"-adverb-ca
"tant sí com no"-adverb-ca "like it or not"-adverb-en
"like magic"-adverb-en "com per art d'encantament"-adverb-ca
"com per art d'encantament"-adverb-ca "like magic"-adverb-en
"liturgically"-adverb-en "litúrgicament"-adverb-ca
"litúrgicament"-adverb-ca "liturgically"-adverb-en
"longitudinally"-adverb-en "longitudinalment"-adverb-ca
"longitudinalment"-adverb-ca "longitudinally"-adverb-en
"sorollosament"-adverb-ca "vociferously"-adverb-en
"vociferously"-adverb-en "sorollosament"-adverb-ca
"loyally"-adverb-en "lleialment"-adverb-ca
"lleialment"-adverb-ca "loyally"-adverb-en
"lyrically"-adverb-en "líricament"-adverb-ca
"líricament"-adverb-ca "lyrically"-adverb-en
"madly"-adverb-en "bojament"-adverb-ca
"bojament"-adverb-ca "madly"-adverb-en
"maliciously"-adverb-en "maliciosament"-adverb-ca
"maliciosament"-adverb-ca "maliciously"-adverb-en
"materially"-adverb-en "materialment"-adverb-ca
"materialment"-adverb-ca "materially"-adverb-en
"maternally"-adverb-en "maternalment"-adverb-ca
"maternalment"-adverb-ca "maternally"-adverb-en
"meaningfully"-adverb-en "significativament"-adverb-ca
"significativament"-adverb-ca "meaningfully"-adverb-en
"measurably"-adverb-en "mesurablement"-adverb-ca
"mesurablement"-adverb-ca "measurably"-adverb-en
"mechanically"-adverb-en "mecànicament"-adverb-ca
"mecànicament"-adverb-ca "mechanically"-adverb-en
"memorably"-adverb-en "memorablement"-adverb-ca
"memorablement"-adverb-ca "memorably"-adverb-en
"metaphorically"-adverb-en "metafòricament"-adverb-ca
"metafòricament"-adverb-ca "metaphorically"-adverb-en
"metaphysically"-adverb-en "metafísicament"-adverb-ca
"metafísicament"-adverb-ca "metaphysically"-adverb-en
"methodologically"-adverb-en "metodològicament"-adverb-ca
"metodològicament"-adverb-ca "methodologically"-adverb-en
"microscopically"-adverb-en "microscòpicament"-adverb-ca
"microscòpicament"-adverb-ca "microscopically"-adverb-en
"minimally"-adverb-en "mínimament"-adverb-ca
"mínimament"-adverb-ca "minimally"-adverb-en
"mockingly"-adverb-en "sarcàsticament"-adverb-ca
"sarcàsticament"-adverb-ca "mockingly"-adverb-en
"momentarily"-adverb-en "momentàniament"-adverb-ca
"momentàniament"-adverb-ca "momentarily"-adverb-en
"monotonically"-adverb-en "monòtonament"-adverb-ca
"monòtonament"-adverb-ca "monotonically"-adverb-en
"more precisely"-adverb-en "més concretament"-adverb-ca
"més concretament"-adverb-ca "more precisely"-adverb-en
"most of the autumn"-adverb-en "gairebé tota la tardor"-adverb-ca
"gairebé tota la tardor"-adverb-ca "most of the autumn"-adverb-en
"gairebé tota la tardor"-adverb-ca "most of the fall"-adverb-en
"most of the fall"-adverb-en "gairebé tota la tardor"-adverb-ca
"most of the spring"-adverb-en "gairebé tota la primavera"-adverb-ca
"gairebé tota la primavera"-adverb-ca "most of the spring"-adverb-en
"most of the summer"-adverb-en "gairebé tot l'estiu"-adverb-ca
"gairebé tot l'estiu"-adverb-ca "most of the summer"-adverb-en
"most of the time"-adverb-en "gairebé sempre"-adverb-ca
"gairebé sempre"-adverb-ca "most of the time"-adverb-en
"most of the way"-adverb-en "gairebé tot el camí"-adverb-ca
"gairebé tot el camí"-adverb-ca "most of the way"-adverb-en
"most of the winter"-adverb-en "gairebé tot l'hivern"-adverb-ca
"gairebé tot l'hivern"-adverb-ca "most of the winter"-adverb-en
"most of the year"-adverb-en "gairebé tot l'any"-adverb-ca
"gairebé tot l'any"-adverb-ca "most of the year"-adverb-en
"musically"-adverb-en "musicalment"-adverb-ca
"musicalment"-adverb-ca "musically"-adverb-en
"near completion"-adverb-en "a punt d'acabar-se"-adverb-ca
"a punt d'acabar-se"-adverb-ca "near completion"-adverb-en
"near the top"-adverb-en "a prop del capdamunt"-adverb-ca
"a prop del capdamunt"-adverb-ca "near the top"-adverb-en
"needless to say"-adverb-en "no cal dir-ho"-adverb-ca
"no cal dir-ho"-adverb-ca "needless to say"-adverb-en
"neutrally"-adverb-en "neutralment"-adverb-ca
"neutralment"-adverb-ca "neutrally"-adverb-en
"next month"-adverb-en "el mes vinent"-adverb-ca
"el mes vinent"-adverb-ca "next month"-adverb-en
"nominally"-adverb-en "nominalment"-adverb-ca
"nominalment"-adverb-ca "nominally"-adverb-en
"sensiblement"-adverb-ca "sensibly"-adverb-en
"sensibly"-adverb-en "sensiblement"-adverb-ca
"notionally"-adverb-en "teòricament"-adverb-ca
"teòricament"-adverb-ca "notionally"-adverb-en
"de poca importància"-adverb-ca "of little moment"-adverb-en
"of little moment"-adverb-en "de poca importància"-adverb-ca
"extraoficialment"-adverb-ca "unofficially"-adverb-en
"unofficially"-adverb-en "extraoficialment"-adverb-ca
"on account of it"-adverb-en "a causa d'això"-adverb-ca
"a causa d'això"-adverb-ca "on account of it"-adverb-en
"on automatic pilot"-adverb-en "amb el pilot automàtic"-adverb-ca
"amb el pilot automàtic"-adverb-ca "on automatic pilot"-adverb-en
"on bail"-adverb-en "sota fiança"-adverb-ca
"sota fiança"-adverb-ca "on bail"-adverb-en
"per la seva banda"-adverb-ca "on her part"-adverb-en
"per la seva banda"-adverb-ca "on his part"-adverb-en
"per la seva banda"-adverb-ca "on their part"-adverb-en
"on its own invoice"-adverb-en "segons facturació pròpia"-adverb-ca
"segons facturació pròpia"-adverb-ca "on its own invoice"-adverb-en
"on open ground"-adverb-en "a camp ras"-adverb-ca
"a camp ras"-adverb-ca "on open ground"-adverb-en
"on the available evidence"-adverb-en "amb les proves disponibles"-adverb-ca
"amb les proves disponibles"-adverb-ca "on the available evidence"-adverb-en
"amb les proves disponibles"-adverb-ca "on the evidence available"-adverb-en
"on the evidence available"-adverb-en "amb les proves disponibles"-adverb-ca
"on the right track"-adverb-en "en el bon camí"-adverb-ca
"en el bon camí"-adverb-ca "on the right track"-adverb-en
"en el bon camí"-adverb-ca "on the straight and narrow"-adverb-en
"on the straight and narrow"-adverb-en "en el bon camí"-adverb-ca
"on the spur of the moment"-adverb-en "sense pensar-hi"-adverb-ca
"sense pensar-hi"-adverb-ca "on the spur of the moment"-adverb-en
"on the wrong track"-adverb-en "en mal camí"-adverb-ca
"en mal camí"-adverb-ca "on the wrong track"-adverb-en
"on top of all that"-adverb-en "a més de tot això"-adverb-ca
"a més de tot això"-adverb-ca "on top of all that"-adverb-en
"on unfair terms"-adverb-en "en condicions injustes"-adverb-ca
"en condicions injustes"-adverb-ca "on unfair terms"-adverb-en
"once only"-adverb-en "només una vegada"-adverb-ca
"només una vegada"-adverb-ca "once only"-adverb-en
"once or twice"-adverb-en "una vegada o dues"-adverb-ca
"una vegada o dues"-adverb-ca "once or twice"-adverb-en
"one way or another"-adverb-en "d'una manera o una altra"-adverb-ca
"d'una manera o una altra"-adverb-ca "one way or another"-adverb-en
"d'una manera o una altra"-adverb-ca "one way or the other"-adverb-en
"one way or the other"-adverb-en "d'una manera o una altra"-adverb-ca
"only for a moment"-adverb-en "només un moment"-adverb-ca
"només un moment"-adverb-ca "only for a moment"-adverb-en
"only this way"-adverb-en "només d'aquesta manera"-adverb-ca
"només d'aquesta manera"-adverb-ca "only this way"-adverb-en
"only too well"-adverb-en "molt bé"-adverb-ca
"molt bé"-adverb-ca "only too well"-adverb-en
"molt bé"-adverb-ca "perfectly well"-adverb-en
"molt bé"-adverb-ca "very good"-adverb-en
"perfectly well"-adverb-en "molt bé"-adverb-ca
"very good"-adverb-en "molt bé"-adverb-ca
"ontologically"-adverb-en "ontològicament"-adverb-ca
"ontològicament"-adverb-ca "ontologically"-adverb-en
"obertament"-adverb-ca "overtly"-adverb-en
"overtly"-adverb-en "obertament"-adverb-ca
"oppositely"-adverb-en "contràriament"-adverb-ca
"contràriament"-adverb-ca "oppositely"-adverb-en
"optically"-adverb-en "òpticament"-adverb-ca
"òpticament"-adverb-ca "optically"-adverb-en
"orally"-adverb-en "oralment"-adverb-ca
"oralment"-adverb-ca "orally"-adverb-en
"or so"-adverb-en "o una cosa així"-adverb-ca
"o una cosa així"-adverb-ca "or so"-adverb-en
"o una cosa així"-adverb-ca "or thereabouts"-adverb-en
"or thereabouts"-adverb-en "o una cosa així"-adverb-ca
"or wherever"-adverb-en "o on sigui"-adverb-ca
"o on sigui"-adverb-ca "or wherever"-adverb-en
"organically"-adverb-en "orgànicament"-adverb-ca
"orgànicament"-adverb-ca "organically"-adverb-en
"orthogonally"-adverb-en "ortogonalment"-adverb-ca
"ortogonalment"-adverb-ca "orthogonally"-adverb-en
"orthographically"-adverb-en "ortogràficament"-adverb-ca
"ortogràficament"-adverb-ca "orthographically"-adverb-en
"out of debt"-adverb-en "sense deutes"-adverb-ca
"sense deutes"-adverb-ca "out of debt"-adverb-en
"out of earshot"-adverb-en "fora de l'abast de l'oïda"-adverb-ca
"fora de l'abast de l'oïda"-adverb-ca "out of earshot"-adverb-en
"out of hand"-adverb-en "sense més ni més"-adverb-ca
"sense més ni més"-adverb-ca "out of hand"-adverb-en
"sense més ni més"-adverb-ca "without further ado"-adverb-en
"sense més ni més"-adverb-ca "without more ado"-adverb-en
"without further ado"-adverb-en "sense més ni més"-adverb-ca
"without more ado"-adverb-en "sense més ni més"-adverb-ca
"out of luck"-adverb-en "de mala sort"-adverb-ca
"de mala sort"-adverb-ca "out of luck"-adverb-en
"del no-res"-adverb-ca "out of thin air"-adverb-en
"out of thin air"-adverb-en "del no-res"-adverb-ca
"out to sea"-adverb-en "mar endins"-adverb-ca
"mar endins"-adverb-ca "out to sea"-adverb-en
"mar endins"-adverb-ca "seawards"-adverb-en
"seawards"-adverb-en "mar endins"-adverb-ca
"outward"-adverb-en "cap enfora"-adverb-ca
"cap enfora"-adverb-ca "outward"-adverb-en
"cap enfora"-adverb-ca "outwards"-adverb-en
"outwards"-adverb-en "cap enfora"-adverb-ca
"dolorosament"-adverb-ca "sorely"-adverb-en
"sorely"-adverb-en "dolorosament"-adverb-ca
"passively"-adverb-en "passivament"-adverb-ca
"passivament"-adverb-ca "passively"-adverb-en
"paternally"-adverb-en "paternalment"-adverb-ca
"paternalment"-adverb-ca "paternally"-adverb-en
"peaceably"-adverb-en "pacíficament"-adverb-ca
"pacíficament"-adverb-ca "peaceably"-adverb-en
"per se"-adverb-en "per se"-adverb-ca
"per se"-adverb-ca "per se"-adverb-en
"perpendicularly"-adverb-en "perpendicularment"-adverb-ca
"perpendicularment"-adverb-ca "perpendicularly"-adverb-en
"persistently"-adverb-en "persistentment"-adverb-ca
"persistentment"-adverb-ca "persistently"-adverb-en
"phonologically"-adverb-en "fonològicament"-adverb-ca
"fonològicament"-adverb-ca "phonologically"-adverb-en
"photosynthetically"-adverb-en "fotosintèticament"-adverb-ca
"fotosintèticament"-adverb-ca "photosynthetically"-adverb-en
"phylogenetically"-adverb-en "filogenèticament"-adverb-ca
"filogenèticament"-adverb-ca "phylogenetically"-adverb-en
"piano"-adverb-en "piano"-adverb-ca
"piano"-adverb-ca "piano"-adverb-en
"poetically"-adverb-en "poèticament"-adverb-ca
"poèticament"-adverb-ca "poetically"-adverb-en
"inútilment"-adverb-ca "vainly"-adverb-en
"vainly"-adverb-en "inútilment"-adverb-ca
"posthumously"-adverb-en "pòstumament"-adverb-ca
"pòstumament"-adverb-ca "posthumously"-adverb-en
"precipitously"-adverb-en "vertiginosament"-adverb-ca
"vertiginosament"-adverb-ca "precipitously"-adverb-en
"preemptively"-adverb-en "preferentment"-adverb-ca
"preferentment"-adverb-ca "preemptively"-adverb-en
"preferentment"-adverb-ca "preferentially"-adverb-en
"preferentially"-adverb-en "preferentment"-adverb-ca
"prophetically"-adverb-en "profèticament"-adverb-ca
