"-"-punctuation-isl "-"-punctuation-eng
"svífa"-verb-isl "float"-verb-eng
"svíkja"-verb-isl "betray"-verb-eng
"svíða"-verb-isl "singe"-verb-eng
"synda"-verb-isl "swim"-verb-eng
"syngja"-verb-isl "sing"-verb-eng
"syrgja"-verb-isl "mourn"-verb-eng
"sá"-verb-isl "sow"-verb-eng
"sárna"-verb-isl "hurt"-verb-eng
"sækja"-verb-isl "get"-verb-eng
"særa"-verb-isl "hurt"-verb-eng
"sætta"-verb-isl "reconcile"-verb-eng
"síga"-verb-isl "sink"-verb-eng
"sópa"-verb-isl "sweep"-verb-eng
"sökkva"-verb-isl "sink"-verb-eng
"sýna"-verb-isl "show"-verb-eng
"taka stakkaskiptum"-verb-isl "undergo changes"-verb-eng
"taka"-verb-isl "take"-verb-eng
"takmarka"-verb-isl "limit"-verb-eng
"tala"-verb-isl "talk"-verb-eng
"tapa"-verb-isl "lose"-verb-eng
"tauta"-verb-isl "mutter"-verb-eng
"tefja"-verb-isl "delay"-verb-eng
"tefla"-verb-isl "play chess"-verb-eng
"teikna"-verb-isl "draw"-verb-eng
"telja"-verb-isl "count"-verb-eng
"telja"-verb-isl "reckon"-verb-eng
"telja"-verb-isl "think"-verb-eng
"telja"-verb-isl "believe"-verb-eng
"telja"-verb-isl "estimate"-verb-eng
"temja"-verb-isl "tame"-verb-eng
"tengja"-verb-isl "connect"-verb-eng
"teygja"-verb-isl "stretch"-verb-eng
"teyma"-verb-isl "pull"-verb-eng
"tilheyra"-verb-isl "belong"-verb-eng
"tilkynna"-verb-isl "announce"-verb-eng
"tilnefna"-verb-isl "nominate"-verb-eng
"tipla"-verb-isl "tip"-verb-eng
"titra"-verb-isl "vibrate"-verb-eng
"tjalda"-verb-isl "camp"-verb-eng
"tjá"-verb-isl "express"-verb-eng
"toga"-verb-isl "pull"-verb-eng
"trekkja"-verb-isl "wind up"-verb-eng
"treysta"-verb-isl "trust"-verb-eng
"troða"-verb-isl "cram"-verb-eng
"tryggja"-verb-isl "secure"-verb-eng
"trúa"-verb-isl "believe"-verb-eng
"tuldra"-verb-isl "mutter"-verb-eng
"tvístíga"-verb-isl "vacillate"-verb-eng
"tvístíga"-verb-isl "shuffle"-verb-eng
"tyggja"-verb-isl "chew"-verb-eng
"tylla"-verb-isl "sit"-verb-eng
"tákna"-verb-isl "signify"-verb-eng
"tæma"-verb-isl "empty"-verb-eng
"tíma"-verb-isl "be willing to"-verb-eng
"tína"-verb-isl "pick"-verb-eng
"tíunda"-verb-isl "rehearse"-verb-eng
"tíðka"-verb-isl "frequent"-verb-eng
"túlka"-verb-isl "interpret"-verb-eng
"týna"-verb-isl "lose"-verb-eng
"umla"-verb-isl "murmur"-verb-eng
"umlykja"-verb-isl "surround"-verb-eng
"una"-verb-isl "comply"-verb-eng
"undirbúa"-verb-isl "prepare"-verb-eng
"undirrita"-verb-isl "sign"-verb-eng
"undra"-verb-isl "surprise"-verb-eng
"unna"-verb-isl "love"-verb-eng
"uppfylla"-verb-isl "fulfil"-verb-eng
"uppgötva"-verb-isl "discover"-verb-eng
"upphefja"-verb-isl "glorify"-verb-eng
"upplifa"-verb-isl "experience"-verb-eng
"upplýsa"-verb-isl "inform"-verb-eng
"vafra"-verb-isl "browse"-verb-eng
"vaka"-verb-isl "stay awake"-verb-eng
"vakna"-verb-isl "wake up"-verb-eng
"valda"-verb-isl "cause"-verb-eng
"vanta"-verb-isl "need"-verb-eng
"vantelja"-verb-isl "underestimate"-verb-eng
"varpa"-verb-isl "throw"-verb-eng
"varðveita"-verb-isl "preserve"-verb-eng
"vaxa"-verb-isl "grow"-verb-eng
"vaða"-verb-isl "wade"-verb-eng
"vefja"-verb-isl "roll"-verb-eng
"vega"-verb-isl "weigh"-verb-eng
"veikja"-verb-isl "weaken"-verb-eng
"veita"-verb-isl "grant"-verb-eng
"veiða"-verb-isl "hunt"-verb-eng
"vekja"-verb-isl "wake"-verb-eng
"velja"-verb-isl "choose"-verb-eng
"venda"-verb-isl "come about"-verb-eng
"venja"-verb-isl "accustom"-verb-eng
"venja"-verb-isl "train"-verb-eng
"vera á reki"-verb-isl "be adrift"-verb-eng
"vera í samræmi"-verb-isl "be consistent"-verb-eng
"verja"-verb-isl "defend"-verb-eng
"verka"-verb-isl "process"-verb-eng
"vernda"-verb-isl "protect"-verb-eng
"versna"-verb-isl "worsen"-verb-eng
"verða"-verb-isl "become"-verb-eng
"vilja"-verb-isl "want"-verb-eng
"vinda"-verb-isl "wring"-verb-eng
"vinna á"-verb-isl "gain ground"-verb-eng
"vinna"-verb-isl "work"-verb-eng
"virkja"-verb-isl "harness"-verb-eng
"virða"-verb-isl "respect"-verb-eng
"vita"-verb-isl "know"-verb-eng
"vitja"-verb-isl "visit"-verb-eng
"vitna"-verb-isl "testify"-verb-eng
"viðra"-verb-isl "air"-verb-eng
"viðurkenna"-verb-isl "admit"-verb-eng
"vona"-verb-isl "hope"-verb-eng
"vorkenna"-verb-isl "pity"-verb-eng
"votta"-verb-isl "attest"-verb-eng
"vægja"-verb-isl "spare"-verb-eng
"væla"-verb-isl "whine"-verb-eng
"vænta"-verb-isl "expect"-verb-eng
"víkja"-verb-isl "yield"-verb-eng
"yfirgefa"-verb-isl "abandon"-verb-eng
"yfirgnæfa"-verb-isl "predominate"-verb-eng
"yppta"-verb-isl "shrug"-verb-eng
"yrkja"-verb-isl "write poetry"-verb-eng
"yrða"-verb-isl "speak"-verb-eng
"áforma"-verb-isl "plan"-verb-eng
"ákvarða"-verb-isl "determine"-verb-eng
"ákveða"-verb-isl "decide"-verb-eng
"ákæra"-verb-isl "charge"-verb-eng
"álykta"-verb-isl "conclude"-verb-eng
"álíta"-verb-isl "think"-verb-eng
"átappa"-verb-isl "bottle"-verb-eng
"ávarpa"-verb-isl "address"-verb-eng
"áætla"-verb-isl "estimate"-verb-eng
"æfa"-verb-isl "practise"-verb-eng
"æpa"-verb-isl "scream"-verb-eng
"æsa"-verb-isl "exacerbate"-verb-eng
"ætla"-verb-isl "intend"-verb-eng
"æða"-verb-isl "rush"-verb-eng
"éta"-verb-isl "eat"-verb-eng
"ímynda"-verb-isl "imagine"-verb-eng
"ítreka"-verb-isl "reiterate"-verb-eng
"ógna"-verb-isl "threaten"-verb-eng
"ómaka"-verb-isl "trouble"-verb-eng
"óska"-verb-isl "wish"-verb-eng
"ótta"-verb-isl "fear"-verb-eng
"öfunda"-verb-isl "envy"-verb-eng
"örva"-verb-isl "stimulate"-verb-eng
"örvænta"-verb-isl "despair"-verb-eng
"öskra"-verb-isl "scream"-verb-eng
"öðlast"-verb-isl "acquire"-verb-eng
"útbúa"-verb-isl "prepare"-verb-eng
"útfæra"-verb-isl "execute"-verb-eng
"útfæra"-verb-isl "expand"-verb-eng
"útfæra"-verb-isl "implement"-verb-eng
"útiloka"-verb-isl "exclude"-verb-eng
"útrýma"-verb-isl "exterminate"-verb-eng
"útskýra"-verb-isl "explain"-verb-eng
"útvega"-verb-isl "provide"-verb-eng
"ýfa"-verb-isl "ruffle"-verb-eng
"þagna"-verb-isl "shut up"-verb-eng
"þakka"-verb-isl "thank"-verb-eng
"þarfna"-verb-isl "need"-verb-eng
"þarfnast"-verb-isl "need"-verb-eng
"þefa"-verb-isl "sniff"-verb-eng
"þegja"-verb-isl "shut up"-verb-eng
"þekja"-verb-isl "cover"-verb-eng
"þekkja"-verb-isl "know"-verb-eng
"þenja"-verb-isl "expand"-verb-eng
"þerra"-verb-isl "dry"-verb-eng
"þeyta"-verb-isl "whip"-verb-eng
"þiggja"-verb-isl "accept"-verb-eng
"þjappa"-verb-isl "compress"-verb-eng
"þjá"-verb-isl "plague"-verb-eng
"þjá"-verb-isl "torment"-verb-eng
"þjá"-verb-isl "distress"-verb-eng
"þjálfa"-verb-isl "instruct"-verb-eng
"þjóna"-verb-isl "serve"-verb-eng
"þjóta"-verb-isl "rush"-verb-eng
"þola"-verb-isl "tolerate"-verb-eng
"þora"-verb-isl "dare"-verb-eng
"þorna"-verb-isl "dry"-verb-eng
"þramma"-verb-isl "tramp"-verb-eng
"þreifa"-verb-isl "feel"-verb-eng
"þrengja"-verb-isl "tighten"-verb-eng
"þreyta"-verb-isl "tire"-verb-eng
"þruma"-verb-isl "thunder"-verb-eng
"þræða"-verb-isl "thread"-verb-eng
"þrífa"-verb-isl "clean"-verb-eng
"þróa"-verb-isl "develop"-verb-eng
"þröngva"-verb-isl "impose"-verb-eng
"þrýsta"-verb-isl "press"-verb-eng
"þurfa"-verb-isl "need"-verb-eng
"þurrka"-verb-isl "dry"-verb-eng
"þvinga"-verb-isl "coerce"-verb-eng
"þvo"-verb-isl "wash"-verb-eng
"þvæla"-verb-isl "blather"-verb-eng
"þykja"-verb-isl "find"-verb-eng
"þyngja"-verb-isl "weight"-verb-eng
"þyrla"-verb-isl "whirl"-verb-eng
"þétta"-verb-isl "condense"-verb-eng
"afbaka"-verb-isl "distort"-verb-eng
"afbera"-verb-isl "endure"-verb-eng
"afboða"-verb-isl "cancel"-verb-eng
"afferma"-verb-isl "unload"-verb-eng
"afgirða"-verb-isl "fence off"-verb-eng
"afhjúpa"-verb-isl "disclose"-verb-eng
"afhöfða"-verb-isl "behead"-verb-eng
"afkasta"-verb-isl "perform"-verb-eng
"aflaga"-verb-isl "distort"-verb-eng
"aflífa"-verb-isl "put to death"-verb-eng
"aflýsa"-verb-isl "cancel"-verb-eng
"afmarka"-verb-isl "mark out"-verb-eng
"afmarka"-verb-isl "define"-verb-eng
"afmeyja"-verb-isl "deflower"-verb-eng
"afmynda"-verb-isl "distort"-verb-eng
"afmá"-verb-isl "wipe out"-verb-eng
"afneita"-verb-isl "renounce"-verb-eng
"afneita"-verb-isl "disown"-verb-eng
"afnema"-verb-isl "abolish"-verb-eng
"afpanta"-verb-isl "cancel"-verb-eng
"afrita"-verb-isl "copy"-verb-eng
"afsanna"-verb-isl "disprove"-verb-eng
"afskræma"-verb-isl "distort"-verb-eng
"afskræma"-verb-isl "disfigure"-verb-eng
"afstýra"-verb-isl "prevent"-verb-eng
"aftaka"-verb-isl "refuse completely"-verb-eng
"aftra"-verb-isl "prevent"-verb-eng
"afturkalla"-verb-isl "revoke"-verb-eng
"afvegaleiða"-verb-isl "mislead"-verb-eng
"afþakka"-verb-isl "decline"-verb-eng
"aga"-verb-isl "discipline"-verb-eng
"alhæfa"-verb-isl "generalise"-verb-eng
"andmæla"-verb-isl "contradict"-verb-eng
"andmæla"-verb-isl "protest"-verb-eng
"anga"-verb-isl "fragrance"-verb-eng
"anga"-verb-isl "have a sweet smell"-verb-eng
"arfleiða"-verb-isl "leave"-verb-eng
"arga"-verb-isl "scream"-verb-eng
"arka"-verb-isl "saunter"-verb-eng
"arðræna"-verb-isl "exploit"-verb-eng
"ata"-verb-isl "dirty"-verb-eng
"atvikast"-verb-isl "happen"-verb-eng
"aumka"-verb-isl "pity"-verb-eng
"auðga"-verb-isl "enrich"-verb-eng
"auðkenna"-verb-isl "identify"-verb-eng
"auðkenna"-verb-isl "label"-verb-eng
"auðmýkja"-verb-isl "humiliate"-verb-eng
"auðnast"-verb-isl "succeed"-verb-eng
"auðsýna"-verb-isl "show"-verb-eng
"axla"-verb-isl "shoulder"-verb-eng
"aðgreina"-verb-isl "separate"-verb-eng
"aðgreina"-verb-isl "distinguish"-verb-eng
"aðgæta"-verb-isl "check"-verb-eng
"aðhafast"-verb-isl "do"-verb-eng
"aðhyllast"-verb-isl "subscribe to"-verb-eng
"aðlaga"-verb-isl "adapt"-verb-eng
"aðskilja"-verb-isl "separate"-verb-eng
"aðvara"-verb-isl "warn"-verb-eng
"babla"-verb-isl "babble"-verb-eng
"bakka"-verb-isl "back"-verb-eng
"bannfæra"-verb-isl "excommunicate"-verb-eng
"bauka"-verb-isl "potter about"-verb-eng
"baula"-verb-isl "moo"-verb-eng
"baula"-verb-isl "boo"-verb-eng
"beinbrotna"-verb-isl "break a bone"-verb-eng
"beisla"-verb-isl "bridle"-verb-eng
"beisla"-verb-isl "harness"-verb-eng
"beita"-verb-isl "use"-verb-eng
"beita"-verb-isl "put to pasture"-verb-eng
"beita"-verb-isl "bait"-verb-eng
"benda"-verb-isl "show"-verb-eng
"benda"-verb-isl "beckon"-verb-eng
"betla"-verb-isl "beg"-verb-eng
"betrumbæta"-verb-isl "improve"-verb-eng
"beygla"-verb-isl "dent"-verb-eng
"bifa"-verb-isl "move"-verb-eng
"bjaga"-verb-isl "jumble"-verb-eng
"blakta"-verb-isl "flutter"-verb-eng
"blaðra"-verb-isl "chatter"-verb-eng
"blessa"-verb-isl "bless"-verb-eng
"bleyta"-verb-isl "wet"-verb-eng
"blika"-verb-isl "gleam"-verb-eng
"blikna"-verb-isl "pale"-verb-eng
"blossa"-verb-isl "blaze"-verb-eng
"blístra"-verb-isl "whistle"-verb-eng
"blíðka"-verb-isl "soften"-verb-eng
"blómgast"-verb-isl "blossom"-verb-eng
"blómstra"-verb-isl "bloom"-verb-eng
"blóta"-verb-isl "worship pagan gods"-verb-eng
"blóta"-verb-isl "curse"-verb-eng
"blóta"-verb-isl "sacrifice"-verb-eng
"blöskra"-verb-isl "be shocked"-verb-eng
"blöskra"-verb-isl "be horrified"-verb-eng
"boxa"-verb-isl "box"-verb-eng
"braggast"-verb-isl "recover"-verb-eng
"bralla"-verb-isl "play tricks"-verb-eng
"bralla"-verb-isl "have shady dealings"-verb-eng
"bralla"-verb-isl "do"-verb-eng
"brasa"-verb-isl "fry"-verb-eng
"brasa"-verb-isl "do"-verb-eng
"brasa"-verb-isl "fool around"-verb-eng
"brasa"-verb-isl "solder"-verb-eng
"braska"-verb-isl "profiteer"-verb-eng
"breikka"-verb-isl "widen"-verb-eng
"breikka"-verb-isl "get broader"-verb-eng
"bremsa"-verb-isl "brake"-verb-eng
"brennimerkja"-verb-isl "brand"-verb-eng
"bretta"-verb-isl "fold"-verb-eng
"brjálast"-verb-isl "go crazy"-verb-eng
"brokka"-verb-isl "trot"-verb-eng
"brotlenda"-verb-isl "crash-land"-verb-eng
"brugga"-verb-isl "brew"-verb-eng
"brugga"-verb-isl "scheme"-verb-eng
"brydda"-verb-isl "border"-verb-eng
"brynna"-verb-isl "water"-verb-eng
"brytja"-verb-isl "cut up"-verb-eng
"bryðja"-verb-isl "crunch"-verb-eng
"bráðna"-verb-isl "melt"-verb-eng
"bródera"-verb-isl "embroider"-verb-eng
"brúka"-verb-isl "use"-verb-eng
"brýna"-verb-isl "sharpen"-verb-eng
"brýna"-verb-isl "encourage"-verb-eng
"buga"-verb-isl "defeat"-verb-eng
"bugðast"-verb-isl "wind"-verb-eng
"bulla"-verb-isl "boil"-verb-eng
"bulla"-verb-isl "talk nonsense"-verb-eng
"buna"-verb-isl "spurt"-verb-eng
"bursta"-verb-isl "brush"-verb-eng
"bursta"-verb-isl "lick"-verb-eng
"burðast"-verb-isl "carry something heavy"-verb-eng
"busla"-verb-isl "splash"-verb-eng
"bylja"-verb-isl "resound"-verb-eng
"básúna"-verb-isl "proclaim"-verb-eng
"bænheyra"-verb-isl "hear a prayer"-verb-eng
"bólgna"-verb-isl "swell"-verb-eng
"bólstra"-verb-isl "upholster"-verb-eng
"bólusetja"-verb-isl "vaccinate"-verb-eng
"búta"-verb-isl "cut up"-verb-eng
"dafna"-verb-isl "thrive"-verb-eng
"dagsetja"-verb-isl "date"-verb-eng
"dala"-verb-isl "dent"-verb-eng
"dauðhreinsa"-verb-isl "sterilise"-verb-eng
"deila"-verb-isl "share"-verb-eng
"deila"-verb-isl "quarrel"-verb-eng
"dekkja"-verb-isl "cover"-verb-eng
"demba"-verb-isl "spill"-verb-eng
"deyða"-verb-isl "kill"-verb-eng
"djamma"-verb-isl "jam"-verb-eng
"djamma"-verb-isl "clubbing"-verb-eng
"djöflast"-verb-isl "rage"-verb-eng
"djöflast"-verb-isl "work hard"-verb-eng
"djúpfrysta"-verb-isl "deep-freeze"-verb-eng
"doka"-verb-isl "wait"-verb-eng
"dorga"-verb-isl "angling"-verb-eng
"dorma"-verb-isl "doze"-verb-eng
"dotta"-verb-isl "nod off"-verb-eng
"drafa"-verb-isl "drawl"-verb-eng
"drattast"-verb-isl "drag oneself along"-verb-eng
"dreypa"-verb-isl "sprinkle"-verb-eng
"dreypa"-verb-isl "sip"-verb-eng
"drjúpa"-verb-isl "drip"-verb-eng
"drolla"-verb-isl "dawdle"-verb-eng
"drottna"-verb-isl "rule"-verb-eng
"drulla"-verb-isl "shit"-verb-eng
"drullumalla"-verb-isl "make mudpies"-verb-eng
"drynja"-verb-isl "boom"-verb-eng
"drúpa"-verb-isl "droop"-verb-eng
"dulbúa"-verb-isl "disguise"-verb-eng
"duna"-verb-isl "boom"-verb-eng
"dusta"-verb-isl "shake the dust out of"-verb-eng
"dvína"-verb-isl "abate"-verb-eng
"dylgja"-verb-isl "insinuate"-verb-eng
"dynja"-verb-isl "boom"-verb-eng
"dáleiða"-verb-isl "hypnotise"-verb-eng
"dásama"-verb-isl "glorify"-verb-eng
"dæla"-verb-isl "pump"-verb-eng
"dæla"-verb-isl "inject"-verb-eng
"dökkna"-verb-isl "darken"-verb-eng
"dútla"-verb-isl "fiddle"-verb-eng
"dýfa"-verb-isl "dive"-verb-eng
"dýpka"-verb-isl "deepen"-verb-eng
"dýrka"-verb-isl "worship"-verb-eng
"eftirláta"-verb-isl "yield"-verb-eng
"eftirláta"-verb-isl "leave"-verb-eng
"eggja"-verb-isl "egg on"-verb-eng
"egna"-verb-isl "bait"-verb-eng
"egna"-verb-isl "provoke"-verb-eng
"eigra"-verb-isl "drift"-verb-eng
"eima"-verb-isl "distil"-verb-eng
"einrækta"-verb-isl "clone"-verb-eng
"eira"-verb-isl "spare"-verb-eng
"eira"-verb-isl "relax"-verb-eng
"eitra"-verb-isl "poison"-verb-eng
"emja"-verb-isl "yelp"-verb-eng
"enda"-verb-isl "finish"-verb-eng
"enda"-verb-isl "end"-verb-eng
"endurbyggja"-verb-isl "rebuild"-verb-eng
"endurbæta"-verb-isl "improve"-verb-eng
"endurgjalda"-verb-isl "pay back"-verb-eng
"endurgreiða"-verb-isl "pay back"-verb-eng
"endurlífga"-verb-isl "bring back to life"-verb-eng
"endurlífga"-verb-isl "revive"-verb-eng
"endurreisa"-verb-isl "rebuild"-verb-eng
"endursegja"-verb-isl "retell"-verb-eng
"endursenda"-verb-isl "return"-verb-eng
"endurvarpa"-verb-isl "relay"-verb-eng
"endurvekja"-verb-isl "revive"-verb-eng
"endurvinna"-verb-isl "recycle"-verb-eng
"enduróma"-verb-isl "reverberate"-verb-eng
"engjast"-verb-isl "squirm"-verb-eng
"ergja"-verb-isl "annoy"-verb-eng
"erta"-verb-isl "irritate"-verb-eng
"espa"-verb-isl "provoke"-verb-eng
"espa"-verb-isl "incite"-verb-eng
"eygja"-verb-isl "see"-verb-eng
"falda"-verb-isl "hem"-verb-eng
"fallbeygja"-verb-isl "decline"-verb-eng
"falsa"-verb-isl "forge"-verb-eng
"falsa"-verb-isl "falsify"-verb-eng
"fangelsa"-verb-isl "imprison"-verb-eng
"farga"-verb-isl "get rid of"-verb-eng
"farga"-verb-isl "kill"-verb-eng
"fastráða"-verb-isl "fix"-verb-eng
"fastráða"-verb-isl "employ on a permanent basis"-verb-eng
"fegra"-verb-isl "beautify"-verb-eng
"ferðast"-verb-isl "travel"-verb-eng
"festa"-verb-isl "fasten"-verb-eng
"festa"-verb-isl "settle"-verb-eng
"fipa"-verb-isl "distract"-verb-eng
"firra"-verb-isl "take away"-verb-eng
"fitna"-verb-isl "become fat"-verb-eng
"fjara"-verb-isl "ebb"-verb-eng
"fjarstýra"-verb-isl "operate by remote control"-verb-eng
"fjaðra"-verb-isl "bounce"-verb-eng
"fjaðra"-verb-isl "spring"-verb-eng
"fjaðra"-verb-isl "be resilient"-verb-eng
"fjárfesta"-verb-isl "invest"-verb-eng
"fjölfalda"-verb-isl "duplicate"-verb-eng
"fjölmenna"-verb-isl "turn out in large numbers"-verb-eng
"fjölrita"-verb-isl "duplicate"-verb-eng
"fjörga"-verb-isl "stimulate"-verb-eng
"fjötra"-verb-isl "chain"-verb-eng
"flagga"-verb-isl "fly a flag"-verb-eng
"flagna"-verb-isl "peel off"-verb-eng
"flaka"-verb-isl "fillet"-verb-eng
"flaka"-verb-isl "be wide open"-verb-eng
"flakka"-verb-isl "wander"-verb-eng
"flana"-verb-isl "act rashly"-verb-eng
"flatmaga"-verb-isl "sprawl"-verb-eng
"flekka"-verb-isl "stain"-verb-eng
"flekka"-verb-isl "tarnish"-verb-eng
"fletja"-verb-isl "flatten"-verb-eng
"flykkjast"-verb-isl "rush in"-verb-eng
"flykkjast"-verb-isl "assemble"-verb-eng
"flysja"-verb-isl "peel"-verb-eng
"flá"-verb-isl "skin"-verb-eng
"flísaleggja"-verb-isl "tile"-verb-eng
"fordæma"-verb-isl "denounce"-verb-eng
"forfallast"-verb-isl "be unable to attend"-verb-eng
"forma"-verb-isl "form"-verb-eng
"formæla"-verb-isl "curse"-verb-eng
"formæla"-verb-isl "cuss"-verb-eng
"forsmá"-verb-isl "disdain"-verb-eng
"fossa"-verb-isl "gush"-verb-eng
"framfylgja"-verb-isl "implement"-verb-eng
"framkalla"-verb-isl "cause"-verb-eng
"framkalla"-verb-isl "develop"-verb-eng
"framleigja"-verb-isl "sublet"-verb-eng
"framlengja"-verb-isl "extend"-verb-eng
"framreiða"-verb-isl "serve"-verb-eng
"framselja"-verb-isl "extradite"-verb-eng
"framselja"-verb-isl "endorse a bill"-verb-eng
"framsenda"-verb-isl "forward"-verb-eng
"framvísa"-verb-isl "present"-verb-eng
"fregna"-verb-isl "hear"-verb-eng
"frekjast"-verb-isl "get cheeky"-verb-eng
"frelsa"-verb-isl "free"-verb-eng
"frelsa"-verb-isl "save"-verb-eng
"freta"-verb-isl "fart"-verb-eng
"freyða"-verb-isl "foam"-verb-eng
"frjóvga"-verb-isl "impregnate"-verb-eng
"frjóvga"-verb-isl "pollinate"-verb-eng
"froðufella"-verb-isl "foam at the mouth"-verb-eng
"frussa"-verb-isl "splutter"-verb-eng
"frysta"-verb-isl "freeze"-verb-eng
"fríkka"-verb-isl "become more beautiful"-verb-eng
"fróa"-verb-isl "soothe"-verb-eng
"fullgera"-verb-isl "complete"-verb-eng
"fullkomna"-verb-isl "perfect"-verb-eng
"fullnýta"-verb-isl "use to the full"-verb-eng
"fyrirbyggja"-verb-isl "forestall"-verb-eng
"fyrirfinnast"-verb-isl "be found"-verb-eng
"fyrirlíta"-verb-isl "despise"-verb-eng
"fyrna"-verb-isl "antiquate"-verb-eng
"fyrna"-verb-isl "depreciate"-verb-eng
"fága"-verb-isl "polish"-verb-eng
"fága"-verb-isl "refine"-verb-eng
"fægja"-verb-isl "polish"-verb-eng
"fæla"-verb-isl "frighten"-verb-eng
"féfletta"-verb-isl "fleece"-verb-eng
"fínpússa"-verb-isl "give the final touch"-verb-eng
"fótbrotna"-verb-isl "break a leg"-verb-eng
"fóðra"-verb-isl "feed"-verb-eng
"fóðra"-verb-isl "line"-verb-eng
"föndra"-verb-isl "do handicrafts"-verb-eng
"fúlna"-verb-isl "foul"-verb-eng
"fúna"-verb-isl "rot"-verb-eng
"gabba"-verb-isl "mock"-verb-eng
"gabba"-verb-isl "tease"-verb-eng
"gabba"-verb-isl "trick"-verb-eng
"gaddfrjósa"-verb-isl "freeze hard"-verb-eng
"gagga"-verb-isl "cackle"-verb-eng
"gagntaka"-verb-isl "captivate"-verb-eng
"gangsetja"-verb-isl "start"-verb-eng
"garga"-verb-isl "shriek"-verb-eng
"gaspra"-verb-isl "gush"-verb-eng
"gaspra"-verb-isl "babble"-verb-eng
"gaula"-verb-isl "howl"-verb-eng
"gaumgæfa"-verb-isl "scrutinise"-verb-eng
"geggjast"-verb-isl "go crazy"-verb-eng
"gegnumlýsa"-verb-isl "X-ray"-verb-eng
"geiga"-verb-isl "miss the mark"-verb-eng
"gelda"-verb-isl "castrate"-verb-eng
"gelta"-verb-isl "bark"-verb-eng
"gerbreyta"-verb-isl "change completely"-verb-eng
"gereyða"-verb-isl "wipe out"-verb-eng
"gerilsneyða"-verb-isl "pasteurise"-verb-eng
"gerjast"-verb-isl "ferment"-verb-eng
"geysast"-verb-isl "dash"-verb-eng
"gifta"-verb-isl "give in marriage"-verb-eng
"giftast"-verb-isl "get married"-verb-eng
"gildna"-verb-isl "get fatter"-verb-eng
"ginna"-verb-isl "allure"-verb-eng
"ginna"-verb-isl "dupe"-verb-eng
"girnast"-verb-isl "covet"-verb-eng
"girða"-verb-isl "fence in"-verb-eng
"gjamma"-verb-isl "yap"-verb-eng
"gjálfra"-verb-isl "lap"-verb-eng
"glamra"-verb-isl "rattle"-verb-eng
"glamra"-verb-isl "strum"-verb-eng
"glamra"-verb-isl "babble on"-verb-eng
"glefsa"-verb-isl "snap at"-verb-eng
"glenna"-verb-isl "open wide"-verb-eng
"glepja"-verb-isl "confuse"-verb-eng
"glepja"-verb-isl "distract"-verb-eng
"glerja"-verb-isl "glaze"-verb-eng
"glitra"-verb-isl "glitter"-verb-eng
"gliðna"-verb-isl "spread"-verb-eng
"gljá"-verb-isl "shine"-verb-eng
"gljá"-verb-isl "glisten"-verb-eng
"glutra"-verb-isl "drop"-verb-eng
"glutra"-verb-isl "fritter away"-verb-eng
"glymja"-verb-isl "boom"-verb-eng
"glymja"-verb-isl "resound"-verb-eng
"glíma"-verb-isl "wrestle"-verb-eng
"glóa"-verb-isl "shine"-verb-eng
"glóðarsteikja"-verb-isl "grill"-verb-eng
"gnauða"-verb-isl "whistle"-verb-eng
"gnísta"-verb-isl "gnash"-verb-eng
"gogga"-verb-isl "peck"-verb-eng
"gorta"-verb-isl "brag"-verb-eng
"grandskoða"-verb-isl "scrutinise"-verb-eng
"greftra"-verb-isl "bury"-verb-eng
"greiða"-verb-isl "pay"-verb-eng
"greiða"-verb-isl "comb"-verb-eng
"greiða"-verb-isl "unravel"-verb-eng
"gremjast"-verb-isl "resent"-verb-eng
"greypa"-verb-isl "inlay"-verb-eng
"grilla"-verb-isl "grill"-verb-eng
"grobba"-verb-isl "boast"-verb-eng
"grufla"-verb-isl "dig"-verb-eng
"grufla"-verb-isl "brood"-verb-eng
"grundvalla"-verb-isl "found"-verb-eng
"grátbiðja"-verb-isl "implore"-verb-eng
"grænka"-verb-isl "turn green"-verb-eng
"græta"-verb-isl "bring to tears"-verb-eng
"grínast"-verb-isl "joke"-verb-eng
"gróa"-verb-isl "grow"-verb-eng
"gróa"-verb-isl "heal"-verb-eng
"gróðursetja"-verb-isl "plant"-verb-eng
"grúska"-verb-isl "explore"-verb-eng
"grýta"-verb-isl "fling"-verb-eng
"gufusjóða"-verb-isl "steam"-verb-eng
"guggna"-verb-isl "lose courage"-verb-eng
"gulna"-verb-isl "turn yellow"-verb-eng
"guðlasta"-verb-isl "blaspheme"-verb-eng
"gylla"-verb-isl "gild"-verb-eng
"gægjast"-verb-isl "peep"-verb-eng
"gína"-verb-isl "open one's mouth wide"-verb-eng
"góla"-verb-isl "howl"-verb-eng
"góla"-verb-isl "yell"-verb-eng
"göfga"-verb-isl "ennoble"-verb-eng
"gúlpa"-verb-isl "gulp"-verb-eng
"hagnýta"-verb-isl "utilise"-verb-eng
"hakka"-verb-isl "grind"-verb-eng
"hallmæla"-verb-isl "denigrate"-verb-eng
"hamfletta"-verb-isl "skin"-verb-eng
"hamla"-verb-isl "restrict"-verb-eng
"hampa"-verb-isl "dandle a child"-verb-eng
"hampa"-verb-isl "hold up for show"-verb-eng
"hampa"-verb-isl "make a show of"-verb-eng
"hamra"-verb-isl "hammer"-verb-eng
"hamstra"-verb-isl "hoard"-verb-eng
"handleika"-verb-isl "handle"-verb-eng
"handsala"-verb-isl "shake hands on"-verb-eng
