"ja"-coordinatingConjunction-sme "og"-coordinatingConjunction-nob
"bátneallodat"-noun-sme "tannhøyde"-noun-nob
"bátnedearvvasvuođabálvalus"-noun-sme "tannhelsetjeneste"-noun-nob
"bátnedearvvašvuohta"-noun-sme "tannhelse"-noun-nob
"bátnedearvvašvuođabálvalus"-noun-sme "tannhelsetjeneste"-noun-nob
"bátnedearvvašvuođadilli"-noun-sme "tannhelsesituasjon"-noun-nob
"bátnedearvvašvuođadilálašvuohta"-noun-sme "tannhelseforhold"-noun-nob
"bátnedearvvašvuođaguovlu"-noun-sme "tannhelsedistrikt"-noun-nob
"bátnedearvvašvuođaplána"-noun-sme "tannhelseplan"-noun-nob
"iešsorbmeneastadanplána"-noun-sme "selvmordforebyggingsplan"-noun-nob
"bargoveahkaplána"-noun-sme "bemanningsplan"-noun-nob
"bátnedearvvašvuođasuorgi"-noun-sme "tannhelsesektor"-noun-nob
"bátnedearvvašvuođačálli"-noun-sme "tannhelsesekretær"-noun-nob
"bátnedikšu"-noun-sme "tannpleie"-noun-nob
"bátnedikšu"-noun-sme "tannpleier"-noun-nob
"bátnedikšun"-noun-sme "tannpleie"-noun-nob
"bátnedikšunbargi"-noun-sme "tannhelsepersonell"-noun-nob
"bátnedikšunbálvalus"-noun-sme "tannpleietjeneste"-noun-nob
"bátnedikšunoahppu"-noun-sme "tannpleierutdanning"-noun-nob
"bátnedivššohat"-noun-sme "tannklinikk"-noun-nob
"bátnedoavtterdikšu"-noun-sme "tannlegebehandling"-noun-nob
"bátnedoavtteroahppu"-noun-sme "tannlegeutdanning"-noun-nob
"bátnedoavtterássanviessu"-noun-sme "tannlegebolig"-noun-nob
"ássanviessu"-noun-sme "bolighus"-noun-nob
"bátnedoavttir"-noun-sme "tannlege"-noun-nob
"čalbmedoavttir"-noun-sme "øyelege"-noun-nob
"bátnedoavtterstudeanta"-noun-sme "tannlegestudent"-noun-nob
"bátnedoavttervirgi"-noun-sme "tannlegestilling"-noun-nob
"bátnedoavtterváili"-noun-sme "tannlegemangel"-noun-nob
"bátnedurdda"-noun-sme "tannstein"-noun-nob
"bátnedávda"-noun-sme "tannsykdom"-noun-nob
"bátnegaska"-noun-sme "trinnhøyde"-noun-nob
"bátnegealas"-noun-sme "tannkrem"-noun-nob
"bátnegusta"-noun-sme "tannbørste"-noun-nob
"bátnejuohku"-noun-sme "deling"-noun-nob
"bátnejuvla"-noun-sme "tannhjul"-noun-nob
"bátneklinihkka"-noun-sme "tannklinikk"-noun-nob
"bátnelohku"-noun-sme "tanntall"-noun-nob
"bátneluš"-noun-sme "kjevebein"-noun-nob
"bátnesoallun"-noun-sme "tannpirker"-noun-nob
"bátnesolon"-noun-sme "tannstikker"-noun-nob
"bátnestággu"-noun-sme "tannstang"-noun-nob
"bátnesuodjalus"-noun-sme "tannvern"-noun-nob
"bátnevearka"-noun-sme "tannverk"-noun-nob
"bátnevárka"-noun-sme "tannverk"-noun-nob
"bátnečikŋodat"-noun-sme "inntrinn"-noun-nob
"bátnešiella"-noun-sme "tanngave"-noun-nob
"bátni"-noun-sme "tann"-noun-nob
"bávgoš"-noun-sme "svømmesnipe"-noun-nob
"bávkkanas"-noun-sme "dynamitt"-noun-nob
"bávkkiheapmi"-noun-sme "eksplosjon"-noun-nob
"bávččas"-noun-sme "smerte"-noun-nob
"prentenbleahkka"-noun-sme "trykksverte"-noun-nob
"bázahanruhta"-noun-sme "pengeavsetning"-noun-nob
"bázahas"-noun-sme "levning"-noun-nob
"bázahasbohcci"-noun-sme "eksosrør"-noun-nob
"bázahasbohttu"-noun-sme "eksospotte"-noun-nob
"bázahasgássa"-noun-sme "eksos"-noun-nob
"bázahasgássarusttet"-noun-sme "eksosanlegg"-noun-nob
"bázahasmihtádas"-noun-sme "eksosmåler"-noun-nob
"bázahasolju"-noun-sme "spillolje"-noun-nob
"bázahasrusttet"-noun-sme "avgassanlegg"-noun-nob
"bázahasveažir"-noun-sme "slagghammer"-noun-nob
"bázahasávnnas"-noun-sme "avfallsprodukt"-noun-nob
"bázahus"-noun-sme "rest"-noun-nob
"bázahus"-noun-sme "rest"-noun-nob
"bázahus"-noun-sme "avfall"-noun-nob
"borramušbázahus"-noun-sme "matavfall"-noun-nob
"bázahus"-noun-sme "levning"-noun-nob
"bázahusvearru"-noun-sme "restskatt"-noun-nob
"bázahusárvu"-noun-sme "restverdi"-noun-nob
"bázzi"-noun-sme "monument"-noun-nob
"báđa"-noun-sme "farvebelegg"-noun-nob
"báđar"-noun-sme "flyktning"-noun-nob
"báŋka"-noun-sme "bank"-noun-nob
"báŋkobálvalus"-noun-sme "banktjeneste"-noun-nob
"báŋkogeatnegasvuohta"-noun-sme "bankplikt"-noun-nob
"báŋkogiro"-noun-sme "bankgiro"-noun-nob
"báŋkohoavda"-noun-sme "banksjef"-noun-nob
"báŋkokoarta"-noun-sme "bankkort"-noun-nob
"báŋkoloatna"-noun-sme "banklån"-noun-nob
"báŋkoremissa"-noun-sme "bankremisse"-noun-nob
"báŋkoroassu"-noun-sme "bankkrise"-noun-nob
"báŋkosuorgi"-noun-sme "banksektor"-noun-nob
"báŋku"-noun-sme "bank"-noun-nob
"bážan"-noun-sme "skytevåpen"-noun-nob
"cagan"-noun-sme "tjeld"-noun-nob
"cagganáigi"-noun-sme "sperrefrist"-noun-nob
"caggejuvla"-noun-sme "matehjul"-noun-nob
"caggi"-noun-sme "støtte"-noun-nob
"cahca"-noun-sme "eid"-noun-nob
"cahcanjuorggis"-noun-sme "symfyse"-noun-nob
"cahkkehanboksa"-noun-sme "CDI-boks"-noun-nob
"cahkkehangiesttus"-noun-sme "coil"-noun-nob
"cahkkehanginttal"-noun-sme "tennplugg"-noun-nob
"cahkkehanrusttet"-noun-sme "tenningssystem"-noun-nob
"cahkkehančoavdda"-noun-sme "tenningsnøkkel"-noun-nob
"cahkkehat"-noun-sme "tenning"-noun-nob
"cavgileaddji"-noun-sme "sufflør"-noun-nob
"cavgileapmi"-noun-sme "tips"-noun-nob
"cd"-noun-sme "cd"-noun-nob
"ceagga"-noun-sme "påståelighet"-noun-nob
"ceahkis"-noun-sme "hakk"-noun-nob
"ceahkki"-noun-sme "grad"-noun-nob
"ceahkki"-noun-sme "trinn"-noun-nob
"ceahkkunbargobihttá"-noun-sme "avkryssingsoppgave"-noun-nob
"ceahkkálas"-noun-sme "skala"-noun-nob
"ceahkkálastinplána"-noun-sme "opptrappingsplan"-noun-nob
"ceakkodássi"-noun-sme "vertikalplan"-noun-nob
"ceakkočuolda"-noun-sme "kolonne"-noun-nob
"cealkka"-noun-sme "setning"-noun-nob
"cealkkaoahppa"-noun-sme "setningslære"-noun-nob
"cealkkaoassi"-noun-sme "avsnitt"-noun-nob
"cealkkaráhkadus"-noun-sme "setningskonstruksjon"-noun-nob
"cealkkavástta"-noun-sme "setningstilsvar"-noun-nob
"cealkámuš"-noun-sme "uttalelse"-noun-nob
"rahpancealkámuš"-noun-sme "åpningsuttalelse"-noun-nob
"cearki"-noun-sme "beger"-noun-nob
"ceggodat"-noun-sme "stigningsgrad"-noun-nob
"celsiusgráda"-noun-sme "celsiusgrad"-noun-nob
"centimehter"-noun-sme "centimeter"-noun-nob
"charter"-noun-sme "charter"-noun-nob
"charterjohtolat"-noun-sme "chartertrafikk"-noun-nob
"chiffersystema"-noun-sme "chiffersystem"-noun-nob
"chiffertelegrámma"-noun-sme "chiffertelegram"-noun-nob
"chilibihppor"-noun-sme "chilipepper"-noun-nob
"ciehkka"-noun-sme "havskodde"-noun-nob
"cielossátni"-noun-sme "skjellsord"-noun-nob
"cihceskuolfi"-noun-sme "spurvugle"-noun-nob
"cihppaoaivi"-noun-sme "penishode"-noun-nob
"ciiku"-noun-sme "tispe"-noun-nob
"cikcenbasttat"-noun-sme "avbitertang"-noun-nob
"cinnabavssa"-noun-sme "kjønnsleppe"-noun-nob
"cinná"-noun-sme "skjede"-noun-nob
"cirgganguovddáš"-noun-sme "sprinklersentral"-noun-nob
"cirgganjunni"-noun-sme "spylespiss"-noun-nob
"cirggon"-noun-sme "dyse"-noun-nob
"cirgoventiila"-noun-sme "injektor"-noun-nob
"cirgun"-noun-sme "injeksjon"-noun-nob
"cissa"-noun-sme "urin"-noun-nob
"cissaiskkus"-noun-sme "urinprøve"-noun-nob
"citadealla"-noun-sme "citadell"-noun-nob
"cizáš"-noun-sme "småfugl"-noun-nob
"cizášfálli"-noun-sme "dvergfalk"-noun-nob
"cizáščivga"-noun-sme "småfuglunge"-noun-nob
"coagan"-noun-sme "grunne"-noun-nob
"coakci"-noun-sme "fotfeste"-noun-nob
"coakcunvuloš"-noun-sme "antiskliunderlag"-noun-nob
"codisilla"-noun-sme "codisill"-noun-nob
"cohkodat"-noun-sme "søst"-noun-nob
"coica"-noun-sme "snøføkk"-noun-nob
"cokkaldat"-noun-sme "innleggsåle"-noun-nob
"colonoskopiija"-noun-sme "colonoskopi"-noun-nob
"cosinusláhka"-noun-sme "cosinuslov"-noun-nob
"cubboálgu"-noun-sme "froskeyngel"-noun-nob
"cuggu"-noun-sme "lekebåt"-noun-nob
"cuiggodeapmi"-noun-sme "kritikk"-noun-nob
"cuipi"-noun-sme "spiss"-noun-nob
"cukca"-noun-sme "anekdote"-noun-nob
"culcegáma"-noun-sme "knottstøvel"-noun-nob
"culci"-noun-sme "knott"-noun-nob
"cumma"-noun-sme "kyss"-noun-nob
"cummá"-noun-sme "kyss"-noun-nob
"cuogga"-noun-sme "evne"-noun-nob
"cuohkkecealkámuš"-noun-sme "motivuttalelse"-noun-nob
"cuohkki"-noun-sme "motiv"-noun-nob
"cuohppa"-noun-sme "fiskekjøtt"-noun-nob
"cuohppalatnja"-noun-sme "mellomrom"-noun-nob
"cuokca"-noun-sme "sagn"-noun-nob
"cuoppu"-noun-sme "frosk"-noun-nob
"cuovka"-noun-sme "brøk"-noun-nob
"cuovkanamma"-noun-sme "nevner"-noun-nob
"cuovkaneapmi"-noun-sme "spontanabort"-noun-nob
"cuovkaoassi"-noun-sme "brøkdel"-noun-nob
"cuovkasáhcu"-noun-sme "brøkstrek"-noun-nob
"cuozza"-noun-sme "hinne"-noun-nob
"cuoŋomuohta"-noun-sme "skaresnø"-noun-nob
"seakŋáš"-noun-sme "kornsnø"-noun-nob
"cuoŋománnu"-noun-sme "april"-noun-nob
"cuoŋu"-noun-sme "skare"-noun-nob
"cup"-noun-sme "cup"-noun-nob
"cuppol"-noun-sme "trestykke"-noun-nob
"cuvccas"-noun-sme "myte"-noun-nob
"cuvccasbáiki"-noun-sme "sagnsted"-noun-nob
"cyaniidna"-noun-sme "cyanin"-noun-nob
"cyberfalleheapmi"-noun-sme "cyberangrep"-noun-nob
"cyberstrategiija"-noun-sme "cyberstrategi"-noun-nob
"cybersuorgi"-noun-sme "cyberområde"-noun-nob
"cábahas"-noun-sme "skav"-noun-nob
"cáhcu"-noun-sme "strek"-noun-nob
"cáhpanfiellu"-noun-sme "skjærefjøl"-noun-nob
"cáici"-noun-sme "hysterisk kvinne"-noun-nob
"cára"-noun-sme "tsar"-noun-nob
"dadaisma"-noun-sme "dadaisme"-noun-nob
"dagaheaddji"-noun-sme "bestiller"-noun-nob
"dagaldat"-noun-sme "faktor"-noun-nob
"dagaldatčoahkádus"-noun-sme "faktorsammensetning"-noun-nob
"daguerreotypiija"-noun-sme "daguerreotypi"-noun-nob
"dahkamuš"-noun-sme "befatning"-noun-nob
"dahkkivuoigatvuohta"-noun-sme "opphavsrett"-noun-nob
"dahku"-noun-sme "gjerning"-noun-nob
"vearridahku"-noun-sme "ugjerning"-noun-nob
"vearridahku"-noun-sme "juks"-noun-nob
"dahkugiehta"-noun-sme "gjerningshånd"-noun-nob
"dahkumagnehta"-noun-sme "elektromagnet"-noun-nob
"dahkuávnnas"-noun-sme "kunststoff"-noun-nob
"dajahus"-noun-sme "uttrykk"-noun-nob
"dajaldat"-noun-sme "setning"-noun-nob
"dajus"-noun-sme "utsagn"-noun-nob
"daktyla"-noun-sme "daktyl"-noun-nob
"dappal"-noun-sme "kulp"-noun-nob
"darda"-noun-sme "kant"-noun-nob
"lihkoš"-noun-sme "heldig"-noun-nob
"dardi"-noun-sme "avsats"-noun-nob
"darfegoahti"-noun-sme "torvgamme"-noun-nob
"darfeloggun"-noun-sme "torvskur"-noun-nob
"darfi"-noun-sme "torv"-noun-nob
"darwinisma"-noun-sme "darwinisme"-noun-nob
"dáhtaprográmma"-noun-sme "dataprogram"-noun-nob
"datiiva"-noun-sme "dativ"-noun-nob
"datneboallu"-noun-sme "tinnknapp"-noun-nob
"datnejugaheapmi"-noun-sme "bløtlodding"-noun-nob
"datneárpu"-noun-sme "tinntråd"-noun-nob
"datni"-noun-sme "tinn"-noun-nob
"datostempel"-noun-sme "datostempel"-noun-nob
"davvebiegga"-noun-sme "nordavind"-noun-nob
"davveguovlopolitihkka"-noun-sme "nordområdepolitikk"-noun-nob
"davvenuortasápmi"-noun-sme "nordøstsamisk"-noun-nob
"davveoalgi"-noun-sme "garnvegg"-noun-nob
"davveoarjesápmi"-noun-sme "nordvestsamisk"-noun-nob
"davvi"-noun-sme "nord"-noun-nob
"davvi"-noun-sme "nordlig"-adjective-nob
"davvi"-noun-sme "nordlig"-adjective-nob
"davvi"-noun-sme "nordlig"-adjective-nob
"davvi"-noun-sme "nordlig"-adjective-nob
"davvi"-noun-sme "nordlig"-adjective-nob
"ritornealla"-noun-sme "ritornell"-noun-nob
"davviguovlopolitihkka"-noun-sme "nordområdepolitikk"-noun-nob
"davviguovlu"-noun-sme "nordområde"-noun-nob
"davvisámegiella"-noun-sme "nordsamisk"-noun-nob
"dađisdulkon"-noun-sme "simultantolking"-noun-nob
"daŋas"-noun-sme "lyng"-noun-nob
"deaddeheivehus"-noun-sme "presspasning"-noun-nob
"deaddemunni"-noun-sme "pressmonn"-noun-nob
"deaddinboallu"-noun-sme "trykknapp"-noun-nob
"deaddobotkkon"-noun-sme "trykkbryter"-noun-nob
"bálggesčuolli"-noun-sme "banebryter"-noun-nob
"deaddobáiki"-noun-sme "tyngdepunkt"-noun-nob
"deaddogeahpidanguoddá"-noun-sme "trykkavlastningspute"-noun-nob
"deaddolasihanrusttet"-noun-sme "trykkøkningsanlegg"-noun-nob
"deaddolasáhus"-noun-sme "trykkøkning"-noun-nob
"deaddolohku"-noun-sme "tallfesting"-noun-nob
"deaddomearri"-noun-sme "vektgrense"-noun-nob
"ráfáidahttinrádjá"-noun-sme "fredningsgrense"-noun-nob
"deaddomihttu"-noun-sme "vektmål"-noun-nob
"deaddonorbma"-noun-sme "vektnorm"-noun-nob
"deaddorádji"-noun-sme "vektgrense"-noun-nob
"deaddosirddašeapmi"-noun-sme "tyngdeoverføring"-noun-nob
"deaddostruktuvra"-noun-sme "vektstruktur"-noun-nob
"deaddu"-noun-sme "tyngde"-noun-nob
"deaddu"-noun-sme "press"-noun-nob
"deadja"-noun-sme "te"-noun-nob
"deadjabaste"-noun-sme "teskje"-noun-nob
"deadjagohppu"-noun-sme "tekopp"-noun-nob
"deadju"-noun-sme "glans"-noun-nob
"deahkka"-noun-sme "dekk"-noun-nob
"deahkkaolggoš"-noun-sme "slitebane"-noun-nob
"deahkkeatrofiija"-noun-sme "muskelatrofi"-noun-nob
"deahkkedovdan"-noun-sme "muskelfølelse"-noun-nob
"deahkkegivrodat"-noun-sme "muskelstyrke"-noun-nob
"deahkkegođus"-noun-sme "muskelvev"-noun-nob
"deahkketonus"-noun-sme "muskeltonus"-noun-nob
"deahkki"-noun-sme "muskel"-noun-nob
"deaivideapmi"-noun-sme "konfrontasjon"-noun-nob
"deaivvadansadji"-noun-sme "møteplass"-noun-nob
"deaivvadeapmi"-noun-sme "treff"-noun-nob
"deajat"-noun-sme "teblad"-noun-nob
"dealleavvi"-noun-sme "skuterbelte"-noun-nob
"dealli"-noun-sme "båtstø"-noun-nob
"dealljá"-noun-sme "grønlandssel"-noun-nob
"deamádat"-noun-sme "dis"-noun-nob
"deappu"-noun-sme "brunalge"-noun-nob
"dearbastihkka"-noun-sme "pendel"-noun-nob
"dearbmi"-noun-sme "bakke"-noun-nob
"deardna"-noun-sme "råmelkspudding"-noun-nob
"dearga"-noun-sme "kukake"-noun-nob
"dearis"-noun-sme "ripe"-noun-nob
"dearpannanusvuohta"-noun-sme "bankefasthet"-noun-nob
"dearvuohta"-noun-sme "hilsning"-noun-nob
"dearvvašvuohta"-noun-sme "helse"-noun-nob
"healsu"-noun-sme "helse"-noun-nob
"dearvvašvuođadepartemeanta"-noun-sme "helsedepartement"-noun-nob
"dearvvašvuođadikšu"-noun-sme "helsestell"-noun-nob
"dearvvašvuođadivššár"-noun-sme "helsesøster"-noun-nob
"dearvvašvuođafuolahus"-noun-sme "helsetjeneste"-noun-nob
"dearvvašvuođafága"-noun-sme "helsefag"-noun-nob
"dearvvašvuođaguovddáš"-noun-sme "helsesenter"-noun-nob
"dearvvašvuođaláhka"-noun-sme "helselov"-noun-nob
"dearvvašvuođaministtar"-noun-sme "helseminister"-noun-nob
"dearvvašvuođaprošeakta"-noun-sme "helseprosjekt"-noun-nob
"dearvvašvuođaregisttarláhka"-noun-sme "helseregisterlov"-noun-nob
"dearvvuohta"-noun-sme "hilsning"-noun-nob
"dearvvuohtasárdni"-noun-sme "hilsningstale"-noun-nob
"deasta"-noun-sme "hensyn"-noun-nob
"deastaavádat"-noun-sme "hensynssone"-noun-nob
"várjjatlaš"-noun-sme "varangerværing"-noun-nob
"deatnulaš"-noun-sme "tanaværing"-noun-nob
"eanodatlaš"-noun-sme "enodatværing"-noun-nob
"deatta"-noun-sme "trykk"-noun-nob
"deatta"-noun-sme "press"-noun-nob
"deatta"-noun-sme "vekt"-noun-nob
"deattamearka"-noun-sme "stadiemerke"-noun-nob
"deattamihtádas"-noun-sme "manometer"-noun-nob
"deattareguláhtor"-noun-sme "trykkregulator"-noun-nob
"deattarádjenventiila"-noun-sme "trykkbegrensingsventil"-noun-nob
"deattaváttisvuohta"-noun-sme "pressproblem"-noun-nob
"deattaáibmu"-noun-sme "trykkluft"-noun-nob
"deattogeađgi"-noun-sme "lodd"-noun-nob
"deattán"-noun-sme "presse"-noun-nob
"deavdda"-noun-sme "input"-noun-nob
"deavddamássá"-noun-sme "fyllmasse"-noun-nob
"deavddavuohki"-noun-sme "selvkostmetode"-noun-nob
"deavdin"-noun-sme "fylling"-noun-nob
"deavdinpeanna"-noun-sme "fyllepenn"-noun-nob
"debehta"-noun-sme "debet"-noun-nob
"debáhtta"-noun-sme "debatt"-noun-nob
"debáhttačálus"-noun-sme "debattinnlegg"-noun-nob
"deccasystema"-noun-sme "deccasystem"-noun-nob
"defaitisma"-noun-sme "defaitisme"-noun-nob
"definišuvdna"-noun-sme "definisjon"-noun-nob
"definišuvdnaeaktu"-noun-sme "definisjonskriterium"-noun-nob
"deflašuvdna"-noun-sme "deflasjon"-noun-nob
"deisma"-noun-sme "deisme"-noun-nob
"deklamašuvdna"-noun-sme "deklamasjon"-noun-nob
"deklarašuvdna"-noun-sme "deklarasjon"-noun-nob
"dekonstrukšuvdna"-noun-sme "dekonstruksjon"-noun-nob
"dekstriidna"-noun-sme "dekstrin"-noun-nob
"dekáda"-noun-sme "dekade"-noun-nob
"dekára"-noun-sme "dekar"-noun-nob
"delegašuvdna"-noun-sme "delegasjon"-noun-nob
"delegašuvdnaášši"-noun-sme "delegasjonssak"-noun-nob
"demeansa"-noun-sme "demens"-noun-nob
"demeansaheivehus"-noun-sme "demenstilpassing"-noun-nob
"demeansaplána"-noun-sme "demensplan"-noun-nob
"demeansaprográmma"-noun-sme "demensprogram"-noun-nob
"demeansaprošeakta"-noun-sme "demensprosjekt"-noun-nob
"dementiija"-noun-sme "dementi"-noun-nob
"demografiija"-noun-sme "demografi"-noun-nob
"demokratiija"-noun-sme "demokrati"-noun-nob
"demokratiijaovddideapmi"-noun-sme "demokratiutvikling"-noun-nob
"demokratiijaođastus"-noun-sme "demokratireform"-noun-nob
"demokratiijačielggadeapmi"-noun-sme "demokratiutredning"-noun-nob
"demonstrašuvdna"-noun-sme "demonstrasjon"-noun-nob
"demonstrašuvdnaprográmma"-noun-sme "demonstrasjonsprogram"-noun-nob
"denotašuvdna"-noun-sme "denotasjon"-noun-nob
"departemeanta"-noun-sme "departement"-noun-nob
"departemeantabargoustit"-noun-sme "departementskollega"-noun-nob
"departemeantadássi"-noun-sme "departementsnivå"-noun-nob
"departemeantakonstitušuvdna"-noun-sme "departementskonstitusjon"-noun-nob
"departemeantalatnja"-noun-sme "departementslokale"-noun-nob
"departemeanttanamma"-noun-sme "departementsnavn"-noun-nob
"departemeantaossodat"-noun-sme "departementsavdeling"-noun-nob
"departemeanttarolla"-noun-sme "departementsrolle"-noun-nob
"departemeantaráđđi"-noun-sme "departementsråd"-noun-nob
"departemeantastruktuvra"-noun-sme "departementsstruktur"-noun-nob
"departemeantačanastat"-noun-sme "departementstilknytning"-noun-nob
"deponiija"-noun-sme "deponi"-noun-nob
"depositumma"-noun-sme "depositum"-noun-nob
"deprešuvdna"-noun-sme "depresjon"-noun-nob
"deputašuvdna"-noun-sme "deputasjon"-noun-nob
"derivašuvdna"-noun-sme "derivasjon"-noun-nob
"derpmoš"-noun-sme "sandsvale"-noun-nob
"desideratiiva"-noun-sme "desiderativ"-noun-nob
"design"-noun-sme "design"-noun-nob
"designer"-noun-sme "designer"-noun-nob
"designprográmma"-noun-sme "designprogram"-noun-nob
"desimálalohku"-noun-sme "desimaltall"-noun-nob
"desimálavuogádat"-noun-sme "desimalsystem"-noun-nob
"despotiija"-noun-sme "despoti"-noun-nob
"despotisma"-noun-sme "despotisme"-noun-nob
"determinisma"-noun-sme "determinisme"-noun-nob
"detállja"-noun-sme "detalj"-noun-nob
"detálljabušeahtta"-noun-sme "detaljbudsjett"-noun-nob
"detálljadássi"-noun-sme "detaljnivå"-noun-nob
"detálljaplánen"-noun-sme "detaljplanlegging"-noun-nob
"devonsystema"-noun-sme "devonsystem"-noun-nob
"diabetes"-noun-sme "diabetes"-noun-nob
"diadema"-noun-sme "diadem"-noun-nob
"diagnosa"-noun-sme "diagnose"-noun-nob
"diagonáladeahkka"-noun-sme "diagonaldekk"-noun-nob
"diagonálahárjehallan"-noun-sme "diagonaltrening"-noun-nob
"diagrámma"-noun-sme "diagram"-noun-nob
"diakonavirgi"-noun-sme "diakonstilling"-noun-nob
"diakoniija"-noun-sme "diakoni"-noun-nob
"dialeakta"-noun-sme "dialekt"-noun-nob
"juoigansuopman"-noun-sme "joikedialekt"-noun-nob
"dialektihkka"-noun-sme "dialektikk"-noun-nob
"dialektologiija"-noun-sme "dialektologi"-noun-nob
"dialiisa"-noun-sme "dialyse"-noun-nob
"dialoga"-noun-sme "dialog"-noun-nob
"dialogagieddi"-noun-sme "dialogboks"-noun-nob
"dialogakonferánsa"-noun-sme "dialogkonferanse"-noun-nob
"dialogačoahkkin"-noun-sme "dialogmøte"-noun-nob
"diamehter"-noun-sme "diameter"-noun-nob
"diamántagávnnus"-noun-sme "diamantfunn"-noun-nob
"didaktihkka"-noun-sme "didaktikk"-noun-nob
"diddi"-noun-sme "unglaks"-noun-nob
"didnolohkka"-noun-sme "tinnlås"-noun-nob
"didnu"-noun-sme "flint"-noun-nob
"diehppegálla"-noun-sme "blomkål"-noun-nob
"diehppi"-noun-sme "dusk"-noun-nob
"diehtemeahttunvuohta"-noun-sme "uvitenhet"-noun-nob
"diehtobearráigeahčču"-noun-sme "datatilsyn"-noun-nob
"diehtobuvttus"-noun-sme "oppslagsverk"-noun-nob
"diehtobálvalus"-noun-sme "informasjonstjeneste"-noun-nob
"diehtodilli"-noun-sme "kunnskapsstatus"-noun-nob
"diehtodárbu"-noun-sme "kunnskapsbehov"-noun-nob
"diehtodássi"-noun-sme "kunnskapsnivå"-noun-nob
"diehtogaskkusteapmi"-noun-sme "kunnskapsformidling"-noun-nob
"diehtogieđahallan"-noun-sme "databehandling"-noun-nob
"diehtogihpa"-noun-sme "orientering"-noun-nob
"diehtogirji"-noun-sme "oppslagsverk"-noun-nob
"diehtoguovddáš"-noun-sme "kompetansesenter"-noun-nob
"diehtogáldu"-noun-sme "kunnskapsbase"-noun-nob
"diehtohuksen"-noun-sme "kunnskapsoppbygging"-noun-nob
"diehtoháhkan"-noun-sme "kunnskapsinnhenting"-noun-nob
"diehtojuohkin"-noun-sme "orientering"-noun-nob
"diehtojuohkinbargu"-noun-sme "opplysningsarbeid"-noun-nob
"ohcanbargu"-noun-sme "letearbeid"-noun-nob
"suodjalanbargu"-noun-sme "vernearbeid"-noun-nob
"diehtojuohkinbláđđi"-noun-sme "informasjonsblad"-noun-nob
"diehtojuohkinbordi"-noun-sme "informasjonsskranke"-noun-nob
"diehtojuohkinbálvalus"-noun-sme "informasjonstjener"-noun-nob
"diehtojuohkindeaivvadeapmi"-noun-sme "informasjonstreff"-noun-nob
"diehtojuohkindirektevra"-noun-sme "informasjonsdirektør"-noun-nob
"diehtojuohkindoaibma"-noun-sme "informasjonsvirksomhet"-noun-nob
"diehtojuohkindoaibmabidju"-noun-sme "informasjonstiltak"-noun-nob
"diehtojuohkindárbu"-noun-sme "informasjonsbehov"-noun-nob
"diehtojuohkinfálaldat"-noun-sme "informasjonstilbud"-noun-nob
"diehtojuohkingeatnegasvuohta"-noun-sme "informasjonsplikt"-noun-nob
"diehtojuohkingihpa"-noun-sme "informasjonsbrosjyre"-noun-nob
"diehtojuohkinguovddáš"-noun-sme "informasjonssentral"-noun-nob
"diehtojuohkingáldu"-noun-sme "informasjonskanal"-noun-nob
"diehtojuohkinhoavda"-noun-sme "informasjonssjef"-noun-nob
"diehtojuohkinjohtu"-noun-sme "informasjonsflyt"-noun-nob
"diehtojuohkinjođiheaddji"-noun-sme "informasjonsleder"-noun-nob
"diehtojuohkinjođiheapmi"-noun-sme "informasjonsledelse"-noun-nob
"diehtojuohkinkampánja"-noun-sme "nyhetsformidlingskampanje"-noun-nob
"diehtojuohkinkantuvra"-noun-sme "informasjonskontor"-noun-nob
"diehtojuohkinkanála"-noun-sme "informasjonskanal"-noun-nob
"diehtojuohkinkonsuleanta"-noun-sme "informasjonskonsulent"-noun-nob
"diehtojuohkinlatnja"-noun-sme "nyhetsformidlingsrom"-noun-nob
"diehtojuohkinlonohallangáldu"-noun-sme "informasjonsutveksling"-noun-nob
"diehtojuohkinmáhttu"-noun-sme "informasjonskompetanse"-noun-nob
"diehtojuohkinneavvu"-noun-sme "informasjonsmateriale"-noun-nob
"diehtojuohkinorgána"-noun-sme "informasjonsorgan"-noun-nob
"diehtojuohkinortnet"-noun-sme "informasjonsordning"-noun-nob
"diehtojuohkinossodat"-noun-sme "informasjonsavdeling"-noun-nob
"diehtojuohkinovttadat"-noun-sme "informasjonsenhet"-noun-nob
"diehtojuohkinpolitihkka"-noun-sme "informasjonspolitikk"-noun-nob
"diehtojuohkinprošeakta"-noun-sme "nyhetsformidlingsprosjekt"-noun-nob
"diehtojuohkinreaidu"-noun-sme "informasjonsverktøy"-noun-nob
"diehtojuohkinservodat"-noun-sme "informasjonssamfunn"-noun-nob
"diehtojuohkinsystema"-noun-sme "informasjonssystem"-noun-nob
