"'Ndrangheta"-properNoun-fra "'Ndrangheta"-properNoun-cat
"cristal"-noun-fra "cristall"-noun-cat
"Cristal"-properNoun-fra "Cristal"-properNoun-cat
"Cristaldi"-properNoun-fra "Cristaldi"-properNoun-cat
"cristallerie"-noun-fra "cristalleria"-noun-cat
"cristallin"-adjective-fra "cristal·lí"-adjective-cat
"cristallin"-noun-fra "cristal·lí"-noun-cat
"cristallisation"-noun-fra "cristal·lització"-noun-cat
"cristalliser"-verb-fra "cristal·litzar"-verb-cat
"cristallographe"-noun-fra "cristal·lògraf"-noun-cat
"cristallographie"-noun-fra "cristal·lografia"-noun-cat
"cristallographique"-adjective-fra "cristal·logràfic"-adjective-cat
"Cristea"-properNoun-fra "Cristea"-properNoun-cat
"Cristescu"-properNoun-fra "Cristescu"-properNoun-cat
"Cristia"-properNoun-fra "Cristia"-properNoun-cat
"Cristian"-properNoun-fra "Cristian"-properNoun-cat
"Cristiana"-properNoun-fra "Cristiana"-properNoun-cat
"Cristiano"-properNoun-fra "Cristiano"-properNoun-cat
"Cristiano"-properNoun-fra "Cristiano"-properNoun-cat
"Cristina"-properNoun-fra "Cristina"-properNoun-cat
"Cristina"-properNoun-fra "Cristina"-properNoun-cat
"Cristino"-properNoun-fra "Cristino"-properNoun-cat
"Cristóbal"-properNoun-fra "Cristóbal"-properNoun-cat
"Cristóbal"-properNoun-fra "Cristóbal"-properNoun-cat
"cristobalite"-noun-fra "cristobalita"-noun-cat
"Cristofaro"-properNoun-fra "Cristofaro"-properNoun-cat
"Cristòfol"-properNoun-fra "Cristòfol"-properNoun-cat
"Cristófol"-properNoun-fra "Cristófol"-properNoun-cat
"Cristoni"-properNoun-fra "Cristoni"-properNoun-cat
"critère"-noun-fra "criteri"-noun-cat
"critériologie"-noun-fra "criteriologia"-noun-cat
"critériologique"-adjective-fra "criteriològic"-adjective-cat
"critérium"-noun-fra "critèrium"-noun-cat
"Crites"-properNoun-fra "Crites"-properNoun-cat
"criticisme"-noun-fra "criticisme"-noun-cat
"criticiste"-adjective-fra "criticista"-adjective-cat
"criticiste"-noun-fra "criticista"-noun-cat
"criticité"-noun-fra "criticitat"-noun-cat
"critique"-adjective-fra "crític"-adjective-cat
"critique"-noun-fra "crítica"-noun-cat
"critique"-noun-fra "crític"-noun-cat
"critique"-noun-fra "crític"-noun-cat
"critiquement"-adverb-fra "críticament"-adverb-cat
"critiquer"-verb-fra "criticar"-verb-cat
"Crivellari"-properNoun-fra "Crivellari"-properNoun-cat
"Crivellini"-properNoun-fra "Crivellini"-properNoun-cat
"Crișan"-properNoun-fra "Crișan"-properNoun-cat
"croassement"-noun-fra "cucleig"-noun-cat
"croasser"-verb-fra "grallar"-verb-cat
"croasser"-verb-fra "cuclejar"-verb-cat
"croate"-adjective-fra "croat"-adjective-cat
"croate"-noun-fra "croat"-noun-cat
"Croatie"-properNoun-fra "Croàcia"-properNoun-cat
"Croce"-properNoun-fra "Croce"-properNoun-cat
"Crocetta"-properNoun-fra "Crocetta"-properNoun-cat
"Crocetta"-properNoun-fra "Crocetta"-properNoun-cat
"croche"-noun-fra "corxera"-noun-cat
"croche-pied"-noun-fra "traveta"-noun-cat
"crocher"-verb-fra "aferrar"-verb-cat
"crochet"-noun-fra "ganxo"-noun-cat
"crochet"-noun-fra "claudàtor"-noun-cat
"crochet"-noun-fra "ganxet"-noun-cat
"crochet"-noun-fra "penjador"-noun-cat
"Crochetière"-properNoun-fra "Crochetière"-properNoun-cat
"crochu"-adjective-fra "ganxut"-adjective-cat
"crocidolite"-noun-fra "crocidolita"-noun-cat
"Crocifissa"-properNoun-fra "Crocifissa"-properNoun-cat
"crocodile"-noun-fra "cocodril"-noun-cat
"Croft"-properNoun-fra "Croft"-properNoun-cat
"croire"-verb-fra "creure"-verb-cat
"croisade"-noun-fra "croada"-noun-cat
"croisée"-noun-fra "cruïlla"-noun-cat
"croisement"-noun-fra "encreuament"-noun-cat
"croisement"-noun-fra "creuament"-noun-cat
"croiser"-verb-fra "creuar"-verb-cat
"croiser"-verb-fra "encreuar"-verb-cat
"Croisetière"-properNoun-fra "Croisetière"-properNoun-cat
"croisière"-noun-fra "creuer"-noun-cat
"croissance"-noun-fra "creixement"-noun-cat
"croissance"-noun-fra "creixença"-noun-cat
"croissant"-adjective-fra "creixent"-adjective-cat
"croissant"-noun-fra "croissant"-noun-cat
"Croissant-Rouge"-properNoun-fra "Mitja Lluna Roja"-properNoun-cat
"croissanterie"-noun-fra "croissanteria"-noun-cat
"Croitoru"-properNoun-fra "Croitoru"-properNoun-cat
"croître"-verb-fra "créixer"-verb-cat
"croix"-noun-fra "creu"-noun-cat
"Croix-Rouge"-properNoun-fra "Creu Roja"-properNoun-cat
"cromlech"-noun-fra "cromlec"-noun-cat
"Cromp"-properNoun-fra "Cromp"-properNoun-cat
"Cromwell"-properNoun-fra "Cromwell"-properNoun-cat
"Cronenberg"-properNoun-fra "Cronenberg"-properNoun-cat
"Cronier"-properNoun-fra "Cronier"-properNoun-cat
"Cronos"-properNoun-fra "Cronos"-properNoun-cat
"Crook"-properNoun-fra "Crook"-properNoun-cat
"Crookes"-properNoun-fra "Crookes"-properNoun-cat
"croquant"-adjective-fra "cruixent"-adjective-cat
"croquette"-noun-fra "mandonguilla"-noun-cat
"croquette"-noun-fra "croqueta"-noun-cat
"croquis"-noun-fra "croquis"-noun-cat
"Cros"-properNoun-fra "Cros"-properNoun-cat
"Crosas"-properNoun-fra "Crosas"-properNoun-cat
"Crosby"-properNoun-fra "Crosby"-properNoun-cat
"Crosetto"-properNoun-fra "Crosetto"-properNoun-cat
"Crosio"-properNoun-fra "Crosio"-properNoun-cat
"cross"-noun-fra "cros"-noun-cat
"Cross"-properNoun-fra "Cross"-properNoun-cat
"cross-country"-noun-fra "cros"-noun-cat
"crosse"-noun-fra "bàcul"-noun-cat
"Crossley"-properNoun-fra "Crossley"-properNoun-cat
"Croteau"-properNoun-fra "Croteau"-properNoun-cat
"Crotta"-properNoun-fra "Crotta"-properNoun-cat
"Crouch"-properNoun-fra "Crouch"-properNoun-cat
"croupe"-noun-fra "cul"-noun-cat
"Crous"-properNoun-fra "Crous"-properNoun-cat
"Croussette"-properNoun-fra "Croussette"-properNoun-cat
"croustillant"-adjective-fra "cruixent"-adjective-cat
"croûté"-adjective-fra "croat"-adjective-cat
"croûte"-noun-fra "crosta"-noun-cat
"croûton"-noun-fra "crostó"-noun-cat
"Crouzet"-properNoun-fra "Crouzet"-properNoun-cat
"Crow"-properNoun-fra "Crow"-properNoun-cat
"Crowe"-properNoun-fra "Crowe"-properNoun-cat
"Crowley"-properNoun-fra "Crowley"-properNoun-cat
"Crowther"-properNoun-fra "Crowther"-properNoun-cat
"Croxen"-properNoun-fra "Croxen"-properNoun-cat
"croyance"-noun-fra "creença"-noun-cat
"croyant"-adjective-fra "creient"-adjective-cat
"croyant"-noun-fra "creient"-noun-cat
"Croze"-properNoun-fra "Croze"-properNoun-cat
"cru"-adjective-fra "cru"-adjective-cat
"cru"-noun-fra "cru"-noun-cat
"cruauté"-noun-fra "crueltat"-noun-cat
"Cruañas"-properNoun-fra "Cruañas"-properNoun-cat
"Cruces"-properNoun-fra "Cruces"-properNoun-cat
"cruche"-noun-fra "càntir"-noun-cat
"crucial"-adjective-fra "crucial"-adjective-cat
"crucialement"-adverb-fra "crucialment"-adverb-cat
"Crucianelli"-properNoun-fra "Crucianelli"-properNoun-cat
"Cruciani"-properNoun-fra "Cruciani"-properNoun-cat
"crucifier"-verb-fra "crucificar"-verb-cat
"crucifix"-noun-fra "crucifix"-noun-cat
"crucifixion"-noun-fra "crucifixió"-noun-cat
"cruciforme"-adjective-fra "cruciforme"-adjective-cat
"Cruder"-properNoun-fra "Cruder"-properNoun-cat
"crudité"-noun-fra "cruditat"-noun-cat
"crudivorisme"-noun-fra "crudivorisme"-noun-cat
"crue"-noun-fra "riuada"-noun-cat
"crue"-noun-fra "crescuda"-noun-cat
"cruel"-adjective-fra "cruel"-adjective-cat
"cruel"-adjective-fra "cruel"-adjective-cat
"cruellement"-adverb-fra "cruelment"-adverb-cat
"Cruells"-properNoun-fra "Cruells"-properNoun-cat
"Cruïlles"-properNoun-fra "Cruïlles"-properNoun-cat
"Cruise"-properNoun-fra "Cruise"-properNoun-cat
"crural"-adjective-fra "crural"-adjective-cat
"Crusat"-properNoun-fra "Crusat"-properNoun-cat
"Crusellas"-properNoun-fra "Crusellas"-properNoun-cat
"Cruselles"-properNoun-fra "Cruselles"-properNoun-cat
"Cruset"-properNoun-fra "Cruset"-properNoun-cat
"Crusoe"-properNoun-fra "Crusoe"-properNoun-cat
"crustacé"-noun-fra "crustaci"-noun-cat
"Cruyff"-properNoun-fra "Cruyff"-properNoun-cat
"Cruz"-properNoun-fra "Cruz"-properNoun-cat
"Cruz"-properNoun-fra "Cruz"-properNoun-cat
"Cruz-Díez"-properNoun-fra "Cruz-Díez"-properNoun-cat
"Cruzado"-properNoun-fra "Cruzado"-properNoun-cat
"Cruzita"-properNoun-fra "Cruzita"-properNoun-cat
"cryobiologie"-noun-fra "criobiologia"-noun-cat
"cryoconservation"-noun-fra "crioconservació"-noun-cat
"cryogénique"-adjective-fra "criogènic"-adjective-cat
"cryolite"-noun-fra "criolita"-noun-cat
"cryologie"-noun-fra "criologia"-noun-cat
"cryométrie"-noun-fra "criometria"-noun-cat
"cryoscopique"-adjective-fra "crioscòpic"-adjective-cat
"cryothérapie"-noun-fra "crioteràpia"-noun-cat
"cryoturbation"-noun-fra "crioturbació"-noun-cat
"cryptanalyse"-noun-fra "criptoanàlisi"-noun-cat
"crypte"-noun-fra "cripta"-noun-cat
"crypter"-verb-fra "encriptar"-verb-cat
"cryptique"-adjective-fra "críptic"-adjective-cat
"cryptogamique"-adjective-fra "criptogàmic"-adjective-cat
"cryptogramme"-noun-fra "criptograma"-noun-cat
"cryptographe"-noun-fra "criptògraf"-noun-cat
"cryptographie"-noun-fra "criptografia"-noun-cat
"cryptographique"-adjective-fra "criptogràfic"-adjective-cat
"cryptologie"-noun-fra "criptologia"-noun-cat
"cryptologique"-adjective-fra "criptològic"-adjective-cat
"Crystal"-properNoun-fra "Crystal"-properNoun-cat
"Crăciun"-properNoun-fra "Crăciun"-properNoun-cat
"Cs"-properNoun-fra "Ciudadanos"-properNoun-cat
"CSA"-noun-fra "CSA"-noun-cat
"CSC"-noun-fra "CSC"-noun-cat
"Cuadra"-properNoun-fra "Cuadra"-properNoun-cat
"Cuadrado"-properNoun-fra "Cuadrado"-properNoun-cat
"Cuadras"-properNoun-fra "Cuadras"-properNoun-cat
"Cuadrat"-properNoun-fra "Cuadrat"-properNoun-cat
"Cuadros"-properNoun-fra "Cuadros"-properNoun-cat
"Cuando Cubango"-properNoun-fra "Cuando Cubango"-properNoun-cat
"Cuartero"-properNoun-fra "Cuartero"-properNoun-cat
"Cuba"-properNoun-fra "Cuba"-properNoun-cat
"cubain"-adjective-fra "cubà"-adjective-cat
"Cubain"-noun-fra "cubà"-noun-cat
"Cubas Grau"-properNoun-fra "Cubas Grau"-properNoun-cat
"cube"-noun-fra "cub"-noun-cat
"Cubeddu"-properNoun-fra "Cubeddu"-properNoun-cat
"Cubelles"-properNoun-fra "Cubelles"-properNoun-cat
"Cubells"-properNoun-fra "Cubells"-properNoun-cat
"Cubells"-properNoun-fra "Cubells"-properNoun-cat
"Cubero"-properNoun-fra "Cubero"-properNoun-cat
"Cubí"-properNoun-fra "Cubí"-properNoun-cat
"Cubillas"-properNoun-fra "Cubillas"-properNoun-cat
"Cubillo"-properNoun-fra "Cubillo"-properNoun-cat
"cubique"-adjective-fra "cúbic"-adjective-cat
"cubisme"-noun-fra "cubisme"-noun-cat
"cubiste"-adjective-fra "cubista"-adjective-cat
"cubiste"-noun-fra "cubista"-noun-cat
"cubital"-adjective-fra "cubital"-adjective-cat
"cubitus"-noun-fra "cúbit"-noun-cat
"Cucca"-properNoun-fra "Cucca"-properNoun-cat
"Cucci"-properNoun-fra "Cucci"-properNoun-cat
"Cuccia"-properNoun-fra "Cuccia"-properNoun-cat
"Cuccu"-properNoun-fra "Cuccu"-properNoun-cat
"Cucinotta"-properNoun-fra "Cucinotta"-properNoun-cat
"Cucu"-properNoun-fra "Cucu"-properNoun-cat
"Cucullo"-properNoun-fra "Cucullo"-properNoun-cat
"cucurbitin"-noun-fra "cucurbití"-noun-cat
"Cucurella"-properNoun-fra "Cucurella"-properNoun-cat
"Cucurull"-properNoun-fra "Cucurull"-properNoun-cat
"cueilleur"-noun-fra "recol·lector"-noun-cat
"cueillir"-verb-fra "collir"-verb-cat
"Cuéllar"-properNoun-fra "Cuéllar"-properNoun-cat
"Cuello"-properNoun-fra "Cuello"-properNoun-cat
"Cuenca"-properNoun-fra "Cuenca"-properNoun-cat
"Cuenca"-properNoun-fra "Conca"-properNoun-cat
"Cuerrier"-properNoun-fra "Cuerrier"-properNoun-cat
"Cuerva"-properNoun-fra "Cuerva"-properNoun-cat
"Cuervo"-properNoun-fra "Cuervo"-properNoun-cat
"Cuesta"-properNoun-fra "Cuesta"-properNoun-cat
"Cueto"-properNoun-fra "Cueto"-properNoun-cat
"Cueva"-properNoun-fra "Cueva"-properNoun-cat
"Cuevas"-properNoun-fra "Cuevas"-properNoun-cat
"Cuevas"-properNoun-fra "Cuevas"-properNoun-cat
"Cuffaro"-properNoun-fra "Cuffaro"-properNoun-cat
"Cufi"-properNoun-fra "Cufi"-properNoun-cat
"Cufí"-properNoun-fra "Cufí"-properNoun-cat
"Cugat"-properNoun-fra "Cugat"-properNoun-cat
"Cuiabá"-properNoun-fra "Cuiabá"-properNoun-cat
"cuillère"-noun-fra "cullera"-noun-cat
"Cuillerier"-properNoun-fra "Cuillerier"-properNoun-cat
"cuir"-noun-fra "cuir"-noun-cat
"cuirasse"-noun-fra "cuirassa"-noun-cat
"cuirassé"-noun-fra "cuirassat"-noun-cat
"cuirasser"-verb-fra "cuirassar"-verb-cat
"cuire"-verb-fra "coure"-verb-cat
"cuire à l'étouffée"-verb-fra "estofar"-verb-cat
"cuire à l'étuvée"-verb-fra "estofar"-verb-cat
"cuisant"-adjective-fra "punyent"-adjective-cat
"cuisine"-noun-fra "cuina"-noun-cat
"cuisiner"-verb-fra "cuinar"-verb-cat
"cuisinier"-noun-fra "cuiner"-noun-cat
"cuisinier"-noun-fra "cuina"-noun-cat
"cuisse"-noun-fra "cuixa"-noun-cat
"cuisson"-noun-fra "cocció"-noun-cat
"cuite"-noun-fra "cuita"-noun-cat
"cuivre"-noun-fra "coure"-noun-cat
"cuivre"-noun-fra "instrument de metall"-noun-cat
"Cuixà"-properNoun-fra "Cuixà"-properNoun-cat
"Cuixart"-properNoun-fra "Cuixart"-properNoun-cat
"Cuiña"-properNoun-fra "Cuiña"-properNoun-cat
"Cukor"-properNoun-fra "Cukor"-properNoun-cat
"cul"-noun-fra "cul"-noun-cat
"cul-de-sac"-noun-fra "cul-de-sac"-noun-cat
"culbute"-noun-fra "tombarella"-noun-cat
"Culcasi"-properNoun-fra "Culcasi"-properNoun-cat
"Culebras"-properNoun-fra "Culebras"-properNoun-cat
"Culianu"-properNoun-fra "Culianu"-properNoun-cat
"Culicchia"-properNoun-fra "Culicchia"-properNoun-cat
"culinaire"-adjective-fra "culinari"-adjective-cat
"culinairement"-adverb-fra "culinàriament"-adverb-cat
"Culla"-properNoun-fra "Culla"-properNoun-cat
"Cullell"-properNoun-fra "Cullell"-properNoun-cat
"Cullen"-properNoun-fra "Cullen"-properNoun-cat
"Cullera"-properNoun-fra "Cullera"-properNoun-cat
"Culleré"-properNoun-fra "Culleré"-properNoun-cat
"culminant"-adjective-fra "àlgid"-adjective-cat
"culminant"-adjective-fra "culminant"-adjective-cat
"culmination"-noun-fra "culminació"-noun-cat
"culminer"-verb-fra "culminar"-verb-cat
"culot"-noun-fra "barra"-noun-cat
"culot"-noun-fra "culot"-noun-cat
"culot"-noun-fra "penca"-noun-cat
"Culotta"-properNoun-fra "Culotta"-properNoun-cat
"culotte"-noun-fra "calça"-noun-cat
"culotte"-noun-fra "calça"-noun-cat
"culotte"-noun-fra "calça"-noun-cat
"culotté"-adjective-fra "barrut"-adjective-cat
"culpabilisation"-noun-fra "culpabilització"-noun-cat
"culpabiliser"-verb-fra "culpabilitzar"-verb-cat
"culpabilité"-noun-fra "culpabilitat"-noun-cat
"culte"-noun-fra "culte"-noun-cat
"cultisme"-noun-fra "cultisme"-noun-cat
"cultivable"-adjective-fra "cultivable"-adjective-cat
"cultivateur"-noun-fra "conreador"-noun-cat
"cultivateur"-noun-fra "roter"-noun-cat
"cultivé"-adjective-fra "culte"-adjective-cat
"cultivé"-adjective-fra "culte"-adjective-cat
"cultiver"-verb-fra "cultivar"-verb-cat
"cultiver"-verb-fra "conrear"-verb-cat
"cultuel"-adjective-fra "cultual"-adjective-cat
"cultural"-adjective-fra "cultural"-adjective-cat
"culturalisme"-noun-fra "culturalisme"-noun-cat
"culturaliste"-adjective-fra "culturalista"-adjective-cat
"culture"-noun-fra "cultura"-noun-cat
"culture"-noun-fra "conreu"-noun-cat
"culture"-noun-fra "cultiu"-noun-cat
"culturel"-adjective-fra "cultural"-adjective-cat
"culturellement"-adverb-fra "culturalment"-adverb-cat
"culturisme"-noun-fra "culturisme"-noun-cat
"culturiste"-noun-fra "culturista"-noun-cat
"Culubret"-properNoun-fra "Culubret"-properNoun-cat
"Culumbanu"-properNoun-fra "Culumbanu"-properNoun-cat
"Cummings"-properNoun-fra "Cummings"-properNoun-cat
"Cumplido"-properNoun-fra "Cumplido"-properNoun-cat
"cumul"-noun-fra "cúmul"-noun-cat
"cumulatif"-adjective-fra "cumulatiu"-adjective-cat
"cumulatif"-adjective-fra "acumulatiu"-adjective-cat
"cumulativement"-adverb-fra "acumulativament"-adverb-cat
"cumuler"-verb-fra "acumular"-verb-cat
"cumulet"-noun-fra "tombarella"-noun-cat
"Cunego"-properNoun-fra "Cunego"-properNoun-cat
"Cunégonde"-properNoun-fra "Cunégonde"-properNoun-cat
"cunéiforme"-adjective-fra "cuneïforme"-adjective-cat
"Cunene"-properNoun-fra "Cunene"-properNoun-cat
"Cunha"-properNoun-fra "Cunha"-properNoun-cat
"Cuní"-properNoun-fra "Cuní"-properNoun-cat
"Cunial"-properNoun-fra "Cunial"-properNoun-cat
"cuniculiculteur"-noun-fra "cuniculicultor"-noun-cat
"cuniculteur"-noun-fra "cunicultor"-noun-cat
"Cunill"-properNoun-fra "Cunill"-properNoun-cat
"Cunillera"-properNoun-fra "Cunillera"-properNoun-cat
"Cunit"-properNoun-fra "Cunit"-properNoun-cat
"cunnilingus"-noun-fra "cunnilingus"-noun-cat
"Cunningham"-properNoun-fra "Cunningham"-properNoun-cat
"Cuny"-properNoun-fra "Cuny"-properNoun-cat
"Cunyat"-properNoun-fra "Cunyat"-properNoun-cat
"Cuocolo"-properNoun-fra "Cuocolo"-properNoun-cat
"Cuomo"-properNoun-fra "Cuomo"-properNoun-cat
"Cúper"-properNoun-fra "Cúper"-properNoun-cat
"Cuperlo"-properNoun-fra "Cuperlo"-properNoun-cat
"cupidité"-noun-fra "cupiditat"-noun-cat
"Cupido"-properNoun-fra "Cupido"-properNoun-cat
"Cupido"-properNoun-fra "Cupido"-properNoun-cat
"Cupidon"-properNoun-fra "Cupidon"-properNoun-cat
"cuprate"-noun-fra "cuprat"-noun-cat
"cuprique"-adjective-fra "cúpric"-adjective-cat
"cuprite"-noun-fra "cuprita"-noun-cat
"cupro-aluminium"-noun-fra "cuproalumini"-noun-cat
"cupro-ammoniacal"-adjective-fra "cuproamoniacal"-adjective-cat
"cuproaluminium"-noun-fra "cuproalumini"-noun-cat
"cuproammoniacal"-adjective-fra "cuproamoniacal"-adjective-cat
"curable"-adjective-fra "curable"-adjective-cat
"Curaçao"-properNoun-fra "Curaçao"-properNoun-cat
"Curadeau"-properNoun-fra "Curadeau"-properNoun-cat
"Curado"-properNoun-fra "Curado"-properNoun-cat
"curatif"-adjective-fra "curatiu"-adjective-cat
"curation"-noun-fra "curació"-noun-cat
"Curbelo"-properNoun-fra "Curbelo"-properNoun-cat
"Curcó"-properNoun-fra "Curcó"-properNoun-cat
"cure"-noun-fra "curació"-noun-cat
"curé"-noun-fra "capellà"-noun-cat
"curé"-noun-fra "mossèn"-noun-cat
"Cure"-properNoun-fra "Cure"-properNoun-cat
"cure-dent"-noun-fra "escuradents"-noun-cat
"curer"-verb-fra "escurar"-verb-cat
"Curi"-properNoun-fra "Curi"-properNoun-cat
"Curia"-properNoun-fra "Curia"-properNoun-cat
"curial"-adjective-fra "curial"-adjective-cat
"curie"-noun-fra "cúria"-noun-cat
"curie"-noun-fra "curie"-noun-cat
"Curie"-properNoun-fra "Curie"-properNoun-cat
"Curiel"-properNoun-fra "Curiel"-properNoun-cat
"curieusement"-adverb-fra "curiosament"-adverb-cat
"curieux"-adjective-fra "curiós"-adjective-cat
"curieux"-adjective-fra "curiós"-adjective-cat
"curiosité"-noun-fra "curiositat"-noun-cat
"Curitiba"-properNoun-fra "Curitiba"-properNoun-cat
"curium"-noun-fra "curi"-noun-cat
"Curós"-properNoun-fra "Curós"-properNoun-cat
"Curotte"-properNoun-fra "Curotte"-properNoun-cat
"Curran"-properNoun-fra "Curran"-properNoun-cat
"curriculum"-noun-fra "currículum"-noun-cat
"Currie"-properNoun-fra "Currie"-properNoun-cat
"Currò"-properNoun-fra "Currò"-properNoun-cat
"curry"-noun-fra "curri"-noun-cat
"Curry"-properNoun-fra "Curry"-properNoun-cat
"curseur"-noun-fra "cursor"-noun-cat
"Cursi"-properNoun-fra "Cursi"-properNoun-cat
"cursif"-adjective-fra "cursiu"-adjective-cat
"cursive"-noun-fra "cursiva"-noun-cat
"cursivement"-adverb-fra "cursivament"-adverb-cat
"cursus"-noun-fra "carrera"-noun-cat
"Curtis"-properNoun-fra "Curtis"-properNoun-cat
"Curtiss"-properNoun-fra "Curtiss"-properNoun-cat
"Curto"-properNoun-fra "Curto"-properNoun-cat
"Curvà"-properNoun-fra "Curvà"-properNoun-cat
"curviligne"-adjective-fra "curvilini"-adjective-cat
"Cury"-properNoun-fra "Cury"-properNoun-cat
"Curzi"-properNoun-fra "Curzi"-properNoun-cat
"Curzio"-properNoun-fra "Curzio"-properNoun-cat
"Cusani"-properNoun-fra "Cusani"-properNoun-cat
"Cusco"-properNoun-fra "Cusco"-properNoun-cat
"Cusí"-properNoun-fra "Cusí"-properNoun-cat
"Cusidó"-properNoun-fra "Cusidó"-properNoun-cat
"Cusimano"-properNoun-fra "Cusimano"-properNoun-cat
"cuspide"-noun-fra "cúspide"-noun-cat
"Cussà"-properNoun-fra "Cussà"-properNoun-cat
"Cussó"-properNoun-fra "Cussó"-properNoun-cat
"Cusson"-properNoun-fra "Cusson"-properNoun-cat
"Custance"-properNoun-fra "Custance"-properNoun-cat
"Custeau"-properNoun-fra "Custeau"-properNoun-cat
"Custodia"-properNoun-fra "Custodia"-properNoun-cat
"Custodio"-properNoun-fra "Custodio"-properNoun-cat
"Custódio"-properNoun-fra "Custódio"-properNoun-cat
"Cusumano"-properNoun-fra "Cusumano"-properNoun-cat
"cutané"-adjective-fra "cutani"-adjective-cat
"Cuthbert"-properNoun-fra "Cuthbert"-properNoun-cat
"cuti-réaction"-noun-fra "cutireacció"-noun-cat
"cuticule"-noun-fra "cutícula"-noun-cat
"Cutillas"-properNoun-fra "Cutillas"-properNoun-cat
"cutine"-noun-fra "cutina"-noun-cat
"cutiréaction"-noun-fra "cutireacció"-noun-cat
"Cutler"-properNoun-fra "Cutler"-properNoun-cat
"Cutrera"-properNoun-fra "Cutrera"-properNoun-cat
"Cutrim"-properNoun-fra "Cutrim"-properNoun-cat
"Cutrufo"-properNoun-fra "Cutrufo"-properNoun-cat
"cutteur"-noun-fra "tallador"-noun-cat
"Cutugno"-properNoun-fra "Cutugno"-properNoun-cat
"cuvette"-noun-fra "cubeta"-noun-cat
"Cuvier"-properNoun-fra "Cuvier"-properNoun-cat
"Cuyás"-properNoun-fra "Cuyás"-properNoun-cat
"Cuza"-properNoun-fra "Cuza"-properNoun-cat
"Cuñat"-properNoun-fra "Cuñat"-properNoun-cat
"Cuțov"-properNoun-fra "Cuțov"-properNoun-cat
"cyan"-noun-fra "cian"-noun-cat
"cyanamide"-noun-fra "cianamida"-noun-cat
"cyanate"-noun-fra "cianat"-noun-cat
"cyanhydrique"-adjective-fra "cianhídric"-adjective-cat
